organism	gene	uniprot	length	pdb_id	method	resolution_A	chains	coverage_frac
BACSU	spo0J	P26497	282	5NOC	NMR		A/B=217-282	0.234
BACSU	spo0J	P26497	282	6SDK	X-ray	1.81	A/B/C/D=21-218	0.702
BACSU	spoIIAA	P10727	117	1AUZ	NMR		A=2-117	0.991
BACSU	spoIIAA	P10727	117	1BUZ	NMR		A=2-117	0.991
BACSU	spoIIE	P37475	827	3T91	X-ray	2.64	A/B=590-827	0.288
BACSU	spoIIE	P37475	827	3T9Q	X-ray	2.76	A/B=590-827	0.288
BACSU	spoIIE	P37475	827	5MQH	X-ray	2.45	A=590-827	0.288
BACSU	spoIIE	P37475	827	5UCG	X-ray	3.91	A/B/C/D/E=465-809	0.417
BACSU	spoVAD	P40869	338	3LM6	X-ray	2.50	A/B=1-338	1.000
BACTH	Q8A5T1	Q8A5T1	290	3OSD	X-ray	1.80	A=27-290	0.910
BACTH	Q8A5T1	Q8A5T1	290	8RR2	X-ray	1.74	A/B=27-290	0.910
BACTH	Q8A5T1	Q8A5T1	290	8TDA	X-ray	1.46	A/B=27-290	0.910
BACTH	Q8A5T1	Q8A5T1	290	8TDE	X-ray	1.85	A/B=27-290	0.910
BACTN	BT_2157	Q8A5T1	290	3OSD	X-ray	1.80	A=27-290	0.910
BACTN	BT_2157	Q8A5T1	290	8RR2	X-ray	1.74	A/B=27-290	0.910
BACTN	BT_2157	Q8A5T1	290	8TDA	X-ray	1.46	A/B=27-290	0.910
BACTN	BT_2157	Q8A5T1	290	8TDE	X-ray	1.85	A/B=27-290	0.910
BOVIN	CRYAA	P02470	173	3L1E	X-ray	1.15	A=59-163	0.607
BOVIN	CRYAA	P02470	173	3L1F	X-ray	1.53	A=62-163	0.590
BPBPP	brt	Q775D8	328	8UB7	EM	3.20	A=1-328	1.000
BPBPP	brt	Q775D8	328	8UB8	EM	3.28	A=1-328	1.000
BPBPP	brt	Q775D8	328	8UB9	EM	3.07	A=1-328	1.000
BPBPP	brt	Q775D8	328	8UBA	EM	3.20	A=1-328	1.000
BPBPP	brt	Q775D8	328	8UBB	EM	3.23	A=1-328	1.000
BPBPP	brt	Q775D8	328	8UBC	EM	3.29	A=1-328	1.000
BPBPP	brt	Q775D8	328	8UBD	EM	3.05	A=1-328	1.000
BPBPP	brt	Q775D8	328	8UBE	EM	3.05	A=1-328	1.000
BPBPP	brt	Q775D8	328	8UBF	EM	3.61	A=1-328	1.000
BPT4	10	P10928	602	2FKK	X-ray	1.20	A=397-602	0.342
BPT4	10	P10928	602	2FL8	EM	1.20	A/B/C/D/E/F/G/H/I/J/K/L/M/N/O/P/Q/R=1-602	1.000
BPT4	10	P10928	602	2FL9	EM	17.00	A/B/C/D/E/F/G/H/I/J/K/L/M/N/O/P/Q/R=1-602	1.000
BPT4	10	P10928	602	5HX2	EM	3.80	G/H/I=1-602	1.000
BPT4	10	P10928	602	5IV5	EM	4.11	AC/AD/AE/CF/CG/CH/EI/EJ/FA/HB/HC/HD/I/J/K/f/g/h=1-602	1.000
BPT4	10	P10928	602	5IV7	EM	6.77	AE/AF/AG/CG/DA/DB/FB/FC/FD/I/J/K/Y/Z/a/o/p/q=1-602	1.000
BPT4	11	P10929	219	1EL6	X-ray	2.00	A/B/C=1-219	1.000
BPT4	11	P10929	219	1PDF	EM	12.00	A/B/C/D/E/F/G/H/I/J/K/L/M/N/O/P/Q/R=1-219	1.000
BPT4	11	P10929	219	1TJA	EM	16.00	F/G/H=1-219	1.000
BPT4	11	P10929	219	5IV5	EM	4.11	AF/AG/AH/CI/CJ/DA/FB/FC/FD/HE/HF/HG/L/M/N/i/j/k=1-219	1.000
BPT4	11	P10929	219	5IV7	EM	6.77	BA/BB/BC/DC/DD/DE/FE/FF/FG/L/M/N/b/c/d/r/s/t=1-219	1.000
BPT4	12	P10930	527	1OCY	X-ray	1.50	A=332-527	0.372
BPT4	12	P10930	527	1PDI	EM	12.00	A/B/C/D/E/F/G/H/I/J/K/L/M/N/O/P/Q/R=250-527	0.528
BPT4	12	P10930	527	5IV5	EM	4.11	AI/AJ/BA/DB/DC/DD/FE/FF/FG/HH/HI/HJ/O/P/Q/l/m/n=1-527	1.000
BPT4	12	P10930	527	5LYE	X-ray	1.90	A=85-396, B=518-527	0.611
BPT4	18	P13332	659	3FO8	X-ray	1.80	D=83-365	0.429
BPT4	18	P13332	659	3FOA	X-ray	3.50	A/B/C/D=1-510	0.774
BPT4	18	P13332	659	3FOH	EM	15.00	A/B/C/D/E/F=1-510	0.774
BPT4	18	P13332	659	3FOI	EM	16.00	A/B/C/D/E/F=1-510	0.774
BPT4	18	P13332	659	3J2M	EM	15.00	U/V/W/X/Y/Z=1-659	1.000
BPT4	18	P13332	659	3J2N	EM	16.00	U/V/W/X/Y/Z=1-659	1.000
BPT4	19	P13333	163	5IV5	EM	4.11	BB/BC/DE/DF/FH/FI/IA/IB/R/S/o/p=1-163	1.000
BPT4	19	P13333	163	5W5F	EM	3.40	A/B/C/D/E/F/G/H/I/J/K/L/M/N/O/P/Q/R=1-163	1.000
BPT4	20	P13334	524	3JA7	EM	3.63	A/B/C/D/E/F/G/H/I/J/K/L=74-524	0.861
BPT4	20	P13334	524	6UZC	EM	4.50	E/F/G/H/I/J/K/L/M/N/O/P=1-524	1.000
BPT4	25	P09425	132	5IV5	EM	4.11	BD/DG/FJ/IC/T/q=1-132	1.000
BPT4	25	P09425	132	5IV7	EM	6.77	BD/DF/GA/O/e/u=1-132	1.000
BPT4	25	P09425	132	5IW9	X-ray	2.47	A/B=2-132	0.992
BPT4	27	P17172	391	1K28	X-ray	2.90	D=1-391	1.000
BPT4	27	P17172	391	1PDJ	EM	12.00	D/E/F=1-391	1.000
BPT4	27	P17172	391	1WTH	X-ray	2.80	D=1-391	1.000
BPT4	27	P17172	391	2Z6B	X-ray	3.11	D=1-391	1.000
BPT4	27	P17172	391	5IV5	EM	4.11	YD/YE/YF=1-391	1.000
BPT4	37	P03744	1026	2XGF	X-ray	2.20	A/B/C=785-1026	0.236
BPT4	41	P04530	475	8DTP	EM	2.70	A/B/C/D/E/F=1-475	1.000
BPT4	41	P04530	475	8DUE	EM	2.90	A/B/C/D/E/F=1-432	0.909
BPT4	41	P04530	475	8DUO	EM	5.70	A/B/C/D/E/F=1-475	1.000
BPT4	41	P04530	475	8DVF	EM	3.30	A/B/C/D/E/F=1-432	0.909
BPT4	41	P04530	475	8DVI	EM	3.20	A/B/C/D/E/F=1-475	1.000
BPT4	41	P04530	475	8DW6	EM	3.50	A/B/C/D/E/F=1-475	1.000
BPT4	41	P04530	475	8G0Z	EM	3.61	A/B/C/D/E/F=1-432	0.909
BPT4	41	P04530	475	8GAO	EM	4.10	A/B/C/D/E/F=1-432	0.909
BPT4	48	P13339	364	5IV5	EM	4.11	BE/DH/GA/ID/U/r=1-364	1.000
BPT4	5	P16009	575	1K28	X-ray	2.90	A=1-575	1.000
BPT4	5	P16009	575	1PDL	EM	12.00	A/B/C=1-575	1.000
BPT4	5	P16009	575	1WTH	X-ray	2.80	A=1-575	1.000
BPT4	5	P16009	575	2Z6B	X-ray	3.11	A=1-575	1.000
BPT4	5	P16009	575	3A1M	X-ray	2.00	A/B/C/D/E/F=490-575	0.150
BPT4	5	P16009	575	4JIV	X-ray	1.90	A/B/C=484-575	0.160
BPT4	5	P16009	575	4JIW	X-ray	3.40	A/B/C/E/F/G/I/J/K/M/N/O=484-575	0.160
BPT4	5	P16009	575	4JJ2	X-ray	1.28	A/B/C=483-575	0.162
BPT4	5	P16009	575	4KU0	X-ray	1.15	A/B/C=484-575	0.160
BPT4	5	P16009	575	4OSD	X-ray	1.96	A/B/C/D/E/F/G/H/I/J/K/L/M/N/O/P/Q/R=484-575	0.160
BPT4	5	P16009	575	5IV5	EM	4.11	YA/YB/YC=1-575	1.000
BPT4	5	P16009	575	6P1Z	X-ray	2.10	A/B/C/E/F/G=484-575	0.160
BPT4	5	P16009	575	6P20	X-ray	1.75	A/B/C=484-559	0.132
BPT4	5	P16009	575	6P22	X-ray	2.29	A/B/C=484-565	0.143
BPT4	5	P16009	575	6P2A	X-ray	1.90	A/B/C/D/E/F=484-561	0.136
BPT4	5	P16009	575	6XC0	X-ray	1.78	A/B=174-342	0.294
BPT4	5	P16009	575	6XC1	X-ray	1.92	A=174-342	0.294
BPT4	5	P16009	575	7CN7	X-ray	1.15	A=162-342	0.315
BPT4	53	P16011	196	5HX2	EM	3.80	F=1-196	1.000
BPT4	53	P16011	196	5IV5	EM	4.11	BF/DI/GB/IE/V/s=1-196	1.000
BPT4	53	P16011	196	5IV7	EM	6.77	BE/DG/GB/P/f/v=1-196	1.000
BPT4	54	P13341	320	5IV5	EM	4.11	BG/DJ/GC/IF/W/t=1-320	1.000
BPT4	6	P19060	660	3H2T	X-ray	3.20	A/B=334-660	0.495
BPT4	6	P19060	660	3H3W	EM	12.00	A/B/C/D/E/F/G/H/I/J/K/L=334-660	0.495
BPT4	6	P19060	660	3H3Y	EM	16.00	A/B/C/D/E/F/G/H/I/J/K/L=334-660	0.495
BPT4	6	P19060	660	5HX2	EM	3.80	D/E=1-660	1.000
BPT4	6	P19060	660	5IV5	EM	4.11	A/B/BH/BI/EA/EB/GD/GE/X/Y/u/v=1-660	1.000
BPT4	6	P19060	660	5IV7	EM	6.77	A/B/BF/BG/EA/EB/Q/R/g/h/w/x=1-660	1.000
BPT4	7	P19061	1032	5HX2	EM	3.80	A=1-1032	1.000
BPT4	7	P19061	1032	5IV5	EM	4.11	BJ/C/EC/GF/Z/w=1-1032	1.000
BPT4	7	P19061	1032	5IV7	EM	6.77	C/CA/EC/S/i/y=1-1032	1.000
BPT4	8	P19062	334	1N7Z	X-ray	2.00	A/B/C/D=1-334	1.000
BPT4	8	P19062	334	1N80	X-ray	2.45	A/B/C/D=1-334	1.000
BPT4	8	P19062	334	1N8B	X-ray	2.90	A/B/C/D=1-334	1.000
BPT4	8	P19062	334	1PDM	EM	12.00	A/B/C/D/E/F/G/H/I/J/K/L=1-334	1.000
BPT4	8	P19062	334	1TJA	EM	16.00	A/B=1-334	1.000
BPT4	8	P19062	334	5HX2	EM	3.80	B/C=1-334	1.000
BPT4	8	P19062	334	5IV5	EM	4.11	CA/CB/D/E/ED/EE/GG/GH/a/b/x/y=1-334	1.000
BPT4	8	P19062	334	5IV7	EM	6.77	AA/CB/CC/D/E/ED/EE/T/U/j/k/z=1-334	1.000
BPT4	9	P10927	288	1PDP	EM	12.00	A/B/C/D/E/F/G/H/I/J/K/L/M/N/O/P/Q/R=1-288	1.000
BPT4	9	P10927	288	1QEX	X-ray	2.30	A/B=1-288	1.000
BPT4	9	P10927	288	1S2E	X-ray	2.30	A/B=1-288	1.000
BPT4	9	P10927	288	1TJA	EM	16.00	C/D/E=1-288	1.000
BPT4	9	P10927	288	1ZKU	EM	15.00	A/B/C/D/E/F/G/H/I/J/K/L/M/N/O/P/Q/R=1-288	1.000
BPT4	9	P10927	288	5IV5	EM	4.11	AA/AB/CC/CD/CE/EF/EG/EH/F/G/GI/GJ/H/HA/c/d/e/z=1-288	1.000
BPT4	9	P10927	288	5IV7	EM	6.77	AB/AC/AD/CD/CE/CF/EF/EG/F/FA/G/H/V/W/X/l/m/n=1-288	1.000
BPT4	DAM	P04392	259	1Q0S	X-ray	2.30	A=1-259	1.000
BPT4	DAM	P04392	259	1Q0T	X-ray	3.10	A/B=1-259	1.000
BPT4	DAM	P04392	259	1YF3	X-ray	2.29	A/B=1-259	1.000
BPT4	DAM	P04392	259	1YFJ	X-ray	2.69	A/B/C/D/E/F=1-259	1.000
BPT4	DAM	P04392	259	1YFL	X-ray	3.09	A/B/D/E=1-259	1.000
BPT4	E	P00720	164	102L	X-ray	1.74	A=1-164	1.000
BPT4	E	P00720	164	103L	X-ray	1.90	A=1-164	1.000
BPT4	E	P00720	164	104L	X-ray	2.80	A/B=1-164	1.000
BPT4	E	P00720	164	107L	X-ray	1.80	A=1-164	1.000
BPT4	E	P00720	164	108L	X-ray	1.80	A=1-164	1.000
BPT4	E	P00720	164	109L	X-ray	1.85	A=1-164	1.000
BPT4	E	P00720	164	110L	X-ray	1.70	A=1-164	1.000
BPT4	E	P00720	164	111L	X-ray	1.80	A=1-164	1.000
BPT4	E	P00720	164	112L	X-ray	1.80	A=1-164	1.000
BPT4	E	P00720	164	113L	X-ray	1.80	A=1-164	1.000
BPT4	E	P00720	164	114L	X-ray	1.80	A=1-164	1.000
BPT4	E	P00720	164	115L	X-ray	1.80	A=1-164	1.000
BPT4	E	P00720	164	118L	X-ray	1.80	A=1-164	1.000
BPT4	E	P00720	164	119L	X-ray	1.65	A=1-164	1.000
BPT4	E	P00720	164	120L	X-ray	1.80	A=1-164	1.000
BPT4	E	P00720	164	122L	X-ray	1.80	A=1-164	1.000
BPT4	E	P00720	164	123L	X-ray	1.80	A=1-164	1.000
BPT4	E	P00720	164	125L	X-ray	1.85	A=1-164	1.000
BPT4	E	P00720	164	126L	X-ray	1.80	A=1-164	1.000
BPT4	E	P00720	164	127L	X-ray	1.85	A=1-164	1.000
BPT4	E	P00720	164	128L	X-ray	1.70	A=1-164	1.000
BPT4	E	P00720	164	129L	X-ray	1.70	A=1-164	1.000
BPT4	E	P00720	164	130L	X-ray	1.70	A=1-164	1.000
BPT4	E	P00720	164	131L	X-ray	1.70	A=1-164	1.000
BPT4	E	P00720	164	137L	X-ray	1.85	A/B=1-164	1.000
BPT4	E	P00720	164	138L	X-ray	1.70	A=1-164	1.000
BPT4	E	P00720	164	139L	X-ray	1.70	A=1-164	1.000
BPT4	E	P00720	164	140L	X-ray	2.10	A=1-164	1.000
BPT4	E	P00720	164	141L	X-ray	2.00	A=1-164	1.000
BPT4	E	P00720	164	142L	X-ray	2.00	A=1-164	1.000
BPT4	E	P00720	164	143L	X-ray	2.00	A=1-164	1.000
BPT4	E	P00720	164	144L	X-ray	2.10	A=1-164	1.000
BPT4	E	P00720	164	145L	X-ray	2.00	A=1-164	1.000
BPT4	E	P00720	164	146L	X-ray	1.85	A=1-164	1.000
BPT4	E	P00720	164	147L	X-ray	2.00	A=1-164	1.000
BPT4	E	P00720	164	148L	X-ray	1.90	E=1-164	1.000
BPT4	E	P00720	164	149L	X-ray	2.60	A=1-164	1.000
BPT4	E	P00720	164	150L	X-ray	2.20	A/B/C/D=1-164	1.000
BPT4	E	P00720	164	151L	X-ray	2.20	A=1-164	1.000
BPT4	E	P00720	164	152L	X-ray	2.00	A=1-163	0.994
BPT4	E	P00720	164	155L	X-ray	1.85	A=1-164	1.000
BPT4	E	P00720	164	156L	X-ray	1.80	A=1-164	1.000
BPT4	E	P00720	164	157L	X-ray	1.85	A=1-164	1.000
BPT4	E	P00720	164	158L	X-ray	1.80	A=1-164	1.000
BPT4	E	P00720	164	159L	X-ray	1.80	A=1-164	1.000
BPT4	E	P00720	164	160L	X-ray	1.80	A=1-164	1.000
BPT4	E	P00720	164	161L	X-ray	1.70	A=1-164	1.000
BPT4	E	P00720	164	162L	X-ray	1.80	A=1-164	1.000
BPT4	E	P00720	164	163L	X-ray	1.80	A=1-164	1.000
BPT4	E	P00720	164	164L	X-ray	1.80	A=1-164	1.000
BPT4	E	P00720	164	165L	X-ray	1.75	A=1-164	1.000
BPT4	E	P00720	164	166L	X-ray	1.75	A=1-164	1.000
BPT4	E	P00720	164	167L	X-ray	2.20	A/B=1-163	0.994
BPT4	E	P00720	164	168L	X-ray	2.90	A/B/C/D/E=1-164	1.000
BPT4	E	P00720	164	169L	X-ray	3.00	A/B/C/D/E=1-164	1.000
BPT4	E	P00720	164	170L	X-ray	2.60	A=1-164	1.000
BPT4	E	P00720	164	171L	X-ray	2.50	A=1-164	1.000
BPT4	E	P00720	164	172L	X-ray	1.90	A=1-164	1.000
BPT4	E	P00720	164	173L	X-ray	1.70	A=1-164	1.000
BPT4	E	P00720	164	174L	X-ray	2.30	A/B=1-164	1.000
BPT4	E	P00720	164	175L	X-ray	2.10	A/B=1-164	1.000
BPT4	E	P00720	164	176L	X-ray	2.20	A/B=1-164	1.000
BPT4	E	P00720	164	177L	X-ray	2.50	A=1-164	1.000
BPT4	E	P00720	164	178L	X-ray	2.71	A=1-164	1.000
BPT4	E	P00720	164	180L	X-ray	1.75	A/B=1-164	1.000
BPT4	E	P00720	164	181L	X-ray	1.80	A=1-164	1.000
BPT4	E	P00720	164	182L	X-ray	1.80	A=1-164	1.000
BPT4	E	P00720	164	183L	X-ray	1.80	A=1-164	1.000
BPT4	E	P00720	164	184L	X-ray	1.80	A=1-164	1.000
BPT4	E	P00720	164	185L	X-ray	1.80	A=1-164	1.000
BPT4	E	P00720	164	186L	X-ray	1.80	A=1-164	1.000
BPT4	E	P00720	164	187L	X-ray	1.80	A=1-164	1.000
BPT4	E	P00720	164	188L	X-ray	1.80	A=1-164	1.000
BPT4	E	P00720	164	189L	X-ray	2.50	A=1-164	1.000
BPT4	E	P00720	164	190L	X-ray	2.00	A=1-164	1.000
BPT4	E	P00720	164	191L	X-ray	1.95	A=1-164	1.000
BPT4	E	P00720	164	192L	X-ray	1.90	A=1-164	1.000
BPT4	E	P00720	164	195L	X-ray	1.90	A=1-164	1.000
BPT4	E	P00720	164	196L	X-ray	2.30	A=1-164	1.000
BPT4	E	P00720	164	197L	X-ray	2.10	A=1-164	1.000
BPT4	E	P00720	164	198L	X-ray	2.00	A=1-164	1.000
BPT4	E	P00720	164	199L	X-ray	1.85	A=1-164	1.000
BPT4	E	P00720	164	1B6I	X-ray	1.90	A=1-164	1.000
BPT4	E	P00720	164	1C60	X-ray	2.00	A=1-164	1.000
BPT4	E	P00720	164	1C61	X-ray	2.00	A=1-164	1.000
BPT4	E	P00720	164	1C62	X-ray	2.30	A=1-164	1.000
BPT4	E	P00720	164	1C63	X-ray	2.00	A=1-164	1.000
BPT4	E	P00720	164	1C64	X-ray	2.00	A=1-164	1.000
BPT4	E	P00720	164	1C65	X-ray	2.00	A=1-164	1.000
BPT4	E	P00720	164	1C66	X-ray	2.10	A=1-164	1.000
BPT4	E	P00720	164	1C67	X-ray	2.20	A=1-164	1.000
BPT4	E	P00720	164	1C68	X-ray	2.50	A=1-164	1.000
BPT4	E	P00720	164	1C69	X-ray	1.80	A=1-164	1.000
BPT4	E	P00720	164	1C6A	X-ray	2.10	A=1-164	1.000
BPT4	E	P00720	164	1C6B	X-ray	2.20	A=1-164	1.000
BPT4	E	P00720	164	1C6C	X-ray	2.00	A=1-164	1.000
BPT4	E	P00720	164	1C6D	X-ray	2.00	A=1-164	1.000
BPT4	E	P00720	164	1C6E	X-ray	1.90	A=1-164	1.000
BPT4	E	P00720	164	1C6F	X-ray	2.00	A=1-164	1.000
BPT4	E	P00720	164	1C6G	X-ray	1.90	A=1-164	1.000
BPT4	E	P00720	164	1C6H	X-ray	1.90	A=1-164	1.000
BPT4	E	P00720	164	1C6I	X-ray	1.90	A=1-164	1.000
BPT4	E	P00720	164	1C6J	X-ray	1.90	A=1-164	1.000
BPT4	E	P00720	164	1C6K	X-ray	1.90	A=1-164	1.000
BPT4	E	P00720	164	1C6L	X-ray	1.90	A=1-164	1.000
BPT4	E	P00720	164	1C6M	X-ray	2.10	A=1-164	1.000
BPT4	E	P00720	164	1C6N	X-ray	2.20	A=1-164	1.000
BPT4	E	P00720	164	1C6P	X-ray	1.90	A=1-164	1.000
BPT4	E	P00720	164	1C6Q	X-ray	1.90	A=1-164	1.000
BPT4	E	P00720	164	1C6T	X-ray	2.00	A=1-164	1.000
BPT4	E	P00720	164	1CTW	X-ray	2.10	A=1-164	1.000
BPT4	E	P00720	164	1CU0	X-ray	2.20	A=1-164	1.000
BPT4	E	P00720	164	1CU2	X-ray	1.85	A=1-164	1.000
BPT4	E	P00720	164	1CU3	X-ray	2.12	A=1-164	1.000
BPT4	E	P00720	164	1CU5	X-ray	2.05	A=1-164	1.000
BPT4	E	P00720	164	1CU6	X-ray	2.10	A=1-164	1.000
BPT4	E	P00720	164	1CUP	X-ray	1.89	A=1-164	1.000
BPT4	E	P00720	164	1CUQ	X-ray	2.05	A=1-164	1.000
BPT4	E	P00720	164	1CV0	X-ray	2.12	A=1-164	1.000
BPT4	E	P00720	164	1CV1	X-ray	2.10	A=1-164	1.000
BPT4	E	P00720	164	1CV3	X-ray	1.80	A=1-164	1.000
BPT4	E	P00720	164	1CV4	X-ray	1.90	A=1-164	1.000
BPT4	E	P00720	164	1CV5	X-ray	1.87	A=1-164	1.000
BPT4	E	P00720	164	1CV6	X-ray	1.90	A=1-164	1.000
BPT4	E	P00720	164	1CVK	X-ray	1.80	A=1-164	1.000
BPT4	E	P00720	164	1CX6	X-ray	2.01	A=1-164	1.000
BPT4	E	P00720	164	1CX7	X-ray	1.94	A=1-164	1.000
BPT4	E	P00720	164	1D2W	X-ray	1.89	A=1-164	1.000
BPT4	E	P00720	164	1D2Y	X-ray	2.06	A=1-164	1.000
BPT4	E	P00720	164	1D3F	X-ray	2.05	A=1-164	1.000
BPT4	E	P00720	164	1D3J	X-ray	1.97	A=1-164	1.000
BPT4	E	P00720	164	1D3M	X-ray	2.12	A=1-164	1.000
BPT4	E	P00720	164	1D3N	X-ray	2.00	A=1-164	1.000
BPT4	E	P00720	164	1D9W	X-ray	1.70	A=1-164	1.000
BPT4	E	P00720	164	1DYA	X-ray	1.90	A=1-164	1.000
BPT4	E	P00720	164	1DYB	X-ray	1.75	A=1-164	1.000
BPT4	E	P00720	164	1DYC	X-ray	2.10	A=1-164	1.000
BPT4	E	P00720	164	1DYD	X-ray	2.10	A=1-164	1.000
BPT4	E	P00720	164	1DYE	X-ray	1.80	A=1-164	1.000
BPT4	E	P00720	164	1DYF	X-ray	1.90	A=1-164	1.000
BPT4	E	P00720	164	1DYG	X-ray	2.10	A=1-164	1.000
BPT4	E	P00720	164	1EPY	X-ray	1.85	A=1-164	1.000
BPT4	E	P00720	164	1G06	X-ray	1.85	A=1-164	1.000
BPT4	E	P00720	164	1G07	X-ray	1.70	A=1-164	1.000
BPT4	E	P00720	164	1G0G	X-ray	1.90	A=1-164	1.000
BPT4	E	P00720	164	1G0J	X-ray	1.80	A=1-164	1.000
BPT4	E	P00720	164	1G0K	X-ray	1.85	A=1-164	1.000
BPT4	E	P00720	164	1G0L	X-ray	1.80	A=1-164	1.000
BPT4	E	P00720	164	1G0M	X-ray	1.70	A=1-164	1.000
BPT4	E	P00720	164	1G0P	X-ray	1.80	A=1-164	1.000
BPT4	E	P00720	164	1G0Q	X-ray	1.80	A=1-164	1.000
BPT4	E	P00720	164	1G1V	X-ray	1.90	A=1-164	1.000
BPT4	E	P00720	164	1G1W	X-ray	1.80	A=1-164	1.000
BPT4	E	P00720	164	1I6S	X-ray	1.90	A=1-164	1.000
BPT4	E	P00720	164	1JQU	X-ray	2.60	A/B/C/D=1-164	1.000
BPT4	E	P00720	164	1JTM	X-ray	1.90	A=1-164	1.000
BPT4	E	P00720	164	1JTN	X-ray	2.30	A/B=1-164	1.000
BPT4	E	P00720	164	1KNI	X-ray	1.70	A=1-164	1.000
BPT4	E	P00720	164	1KS3	X-ray	2.16	A=1-162	0.988
BPT4	E	P00720	164	1KW5	X-ray	1.75	A=1-162	0.988
BPT4	E	P00720	164	1KW7	X-ray	1.89	A=1-162	0.988
BPT4	E	P00720	164	1KY0	X-ray	1.97	A=1-162	0.988
BPT4	E	P00720	164	1KY1	X-ray	2.05	A=1-162	0.988
BPT4	E	P00720	164	1L00	X-ray	1.90	A=1-164	1.000
BPT4	E	P00720	164	1L01	X-ray	1.70	A=1-164	1.000
BPT4	E	P00720	164	1L02	X-ray	1.70	A=1-164	1.000
BPT4	E	P00720	164	1L03	X-ray	1.70	A=1-164	1.000
BPT4	E	P00720	164	1L04	X-ray	1.70	A=1-164	1.000
BPT4	E	P00720	164	1L05	X-ray	1.70	A=1-164	1.000
BPT4	E	P00720	164	1L06	X-ray	1.70	A=1-164	1.000
BPT4	E	P00720	164	1L07	X-ray	1.70	A=1-164	1.000
BPT4	E	P00720	164	1L08	X-ray	1.70	A=1-164	1.000
BPT4	E	P00720	164	1L09	X-ray	1.70	A=1-164	1.000
BPT4	E	P00720	164	1L0J	X-ray	1.98	A=1-162	0.988
BPT4	E	P00720	164	1L0K	X-ray	2.02	A=1-162	0.988
BPT4	E	P00720	164	1L10	X-ray	1.70	A=1-164	1.000
BPT4	E	P00720	164	1L11	X-ray	1.70	A=1-164	1.000
BPT4	E	P00720	164	1L12	X-ray	1.70	A=1-164	1.000
BPT4	E	P00720	164	1L13	X-ray	1.70	A=1-164	1.000
BPT4	E	P00720	164	1L14	X-ray	1.70	A=1-164	1.000
BPT4	E	P00720	164	1L15	X-ray	1.70	A=1-164	1.000
BPT4	E	P00720	164	1L16	X-ray	1.70	A=1-164	1.000
BPT4	E	P00720	164	1L17	X-ray	1.70	A=1-164	1.000
BPT4	E	P00720	164	1L18	X-ray	1.70	A=1-164	1.000
BPT4	E	P00720	164	1L19	X-ray	1.70	A=1-164	1.000
BPT4	E	P00720	164	1L20	X-ray	1.85	A=1-164	1.000
BPT4	E	P00720	164	1L21	X-ray	1.85	A=1-164	1.000
BPT4	E	P00720	164	1L22	X-ray	1.70	A=1-164	1.000
BPT4	E	P00720	164	1L23	X-ray	1.70	A=1-164	1.000
BPT4	E	P00720	164	1L24	X-ray	1.70	A=1-164	1.000
BPT4	E	P00720	164	1L25	X-ray	1.80	A=1-164	1.000
BPT4	E	P00720	164	1L26	X-ray	1.70	A=1-164	1.000
BPT4	E	P00720	164	1L27	X-ray	1.80	A=1-164	1.000
BPT4	E	P00720	164	1L28	X-ray	1.90	A=1-164	1.000
BPT4	E	P00720	164	1L29	X-ray	1.70	A=1-164	1.000
BPT4	E	P00720	164	1L30	X-ray	1.70	A=1-164	1.000
BPT4	E	P00720	164	1L31	X-ray	1.80	A=1-164	1.000
BPT4	E	P00720	164	1L32	X-ray	1.70	A=1-164	1.000
BPT4	E	P00720	164	1L33	X-ray	1.70	A=1-164	1.000
BPT4	E	P00720	164	1L34	X-ray	1.90	A=1-164	1.000
BPT4	E	P00720	164	1L35	X-ray	1.80	A=1-163	0.994
BPT4	E	P00720	164	1L36	X-ray	1.70	A=1-164	1.000
BPT4	E	P00720	164	1L37	X-ray	1.85	A=1-164	1.000
BPT4	E	P00720	164	1L38	X-ray	1.80	A=1-164	1.000
BPT4	E	P00720	164	1L39	X-ray	1.85	A=1-164	1.000
BPT4	E	P00720	164	1L40	X-ray	1.85	A=1-164	1.000
BPT4	E	P00720	164	1L41	X-ray	1.75	A=1-164	1.000
BPT4	E	P00720	164	1L42	X-ray	1.80	A=1-164	1.000
BPT4	E	P00720	164	1L43	X-ray	1.80	A=1-164	1.000
BPT4	E	P00720	164	1L44	X-ray	1.70	A=1-164	1.000
BPT4	E	P00720	164	1L45	X-ray	1.70	A=1-164	1.000
BPT4	E	P00720	164	1L46	X-ray	1.70	A=1-164	1.000
BPT4	E	P00720	164	1L47	X-ray	1.70	A=1-164	1.000
BPT4	E	P00720	164	1L48	X-ray	1.70	A=1-164	1.000
BPT4	E	P00720	164	1L49	X-ray	1.80	A=1-164	1.000
BPT4	E	P00720	164	1L50	X-ray	1.85	A=1-164	1.000
BPT4	E	P00720	164	1L51	X-ray	1.90	A=1-164	1.000
BPT4	E	P00720	164	1L52	X-ray	1.70	A=1-164	1.000
BPT4	E	P00720	164	1L53	X-ray	1.85	A=1-164	1.000
BPT4	E	P00720	164	1L54	X-ray	1.90	A=1-164	1.000
BPT4	E	P00720	164	1L55	X-ray	1.90	A=1-164	1.000
BPT4	E	P00720	164	1L56	X-ray	1.80	A=1-164	1.000
BPT4	E	P00720	164	1L57	X-ray	1.90	A=1-164	1.000
BPT4	E	P00720	164	1L58	X-ray	1.65	A=1-164	1.000
