gene_product	gene_label	model_id	model_title	taxon	activity_id	molecular_function	mf_label	biological_process	bp_label	cellular_component	cc_label
ZFIN:ZDB-GENE-990726-27	tbx2b Drer	5d29221b00002847	Pronephric distal tubule development via emx1, mecom, tbx2b (D. rerio)	NCBITaxon:7955	gomodel:5d29221b00002847/5d29221b00002872	GO:0003674	molecular_function				
ZFIN:ZDB-GENE-031007-7	emx1 Drer	5d29221b00002847	Pronephric distal tubule development via emx1, mecom, tbx2b (D. rerio)	NCBITaxon:7955	gomodel:5d29221b00002847/5d29221b00002849	GO:0003674	molecular_function				
ZFIN:ZDB-GENE-070615-24	f2rl1.2 Drer	5df932e000000330	Protease activity in epithelial morphogenesis via f2rl1.2, spint1a, st14a (D. rerio)	NCBITaxon:7955	gomodel:5df932e000000330/5df932e000000332	GO:0003674	molecular_function				
ZFIN:ZDB-GENE-040426-2169	spint1a Drer	5df932e000000330	Protease activity in epithelial morphogenesis via f2rl1.2, spint1a, st14a (D. rerio)	NCBITaxon:7955	gomodel:5df932e000000330/5df932e000000477	GO:0030414	peptidase inhibitor activity				
ZFIN:ZDB-GENE-040426-2169	spint1a Drer	5df932e000000330	Protease activity in epithelial morphogenesis via f2rl1.2, spint1a, st14a (D. rerio)	NCBITaxon:7955	gomodel:5df932e000000330/5df932e000000467	GO:0030414	peptidase inhibitor activity				
ZFIN:ZDB-GENE-030131-6496	st14a Drer	5df932e000000330	Protease activity in epithelial morphogenesis via f2rl1.2, spint1a, st14a (D. rerio)	NCBITaxon:7955	gomodel:5df932e000000330/5df932e000000439	GO:0008233	peptidase activity	GO:0016485	protein processing		
ZFIN:ZDB-GENE-040426-2169	spint1a Drer	5df932e000000330	Protease activity in epithelial morphogenesis via f2rl1.2, spint1a, st14a (D. rerio)	NCBITaxon:7955	gomodel:5df932e000000330/5df932e000000472	GO:0030414	peptidase inhibitor activity				
ZFIN:ZDB-GENE-070615-24	f2rl1.2 Drer	5df932e000000330	Protease activity in epithelial morphogenesis via f2rl1.2, spint1a, st14a (D. rerio)	NCBITaxon:7955	gomodel:5df932e000000330/5df932e000000340	GO:0003674	molecular_function				
ZFIN:ZDB-GENE-030131-6496	st14a Drer	5df932e000000330	Protease activity in epithelial morphogenesis via f2rl1.2, spint1a, st14a (D. rerio)	NCBITaxon:7955	gomodel:5df932e000000330/5df932e000000425	GO:0008233	peptidase activity	GO:0016485	protein processing		
ZFIN:ZDB-GENE-030131-6496	st14a Drer	5df932e000000330	Protease activity in epithelial morphogenesis via f2rl1.2, spint1a, st14a (D. rerio)	NCBITaxon:7955	gomodel:5df932e000000330/5df932e000000432	GO:0008233	peptidase activity	GO:0016485	protein processing		
ZFIN:ZDB-GENE-070615-24	f2rl1.2 Drer	5df932e000000330	Protease activity in epithelial morphogenesis via f2rl1.2, spint1a, st14a (D. rerio)	NCBITaxon:7955	gomodel:5df932e000000330/5df932e000000360	GO:0003674	molecular_function				
ZFIN:ZDB-GENE-030603-1	mgaa Drer	5df932e000002650	Regulation of BMP signaling via mgaa, zmynd11 (D. rerio)	NCBITaxon:7955	gomodel:5df932e000002650/5df932e000002651	GO:0005515	protein binding				
ZFIN:ZDB-GENE-000502-1	bmpr1aa Drer	5df932e000002650	Regulation of BMP signaling via mgaa, zmynd11 (D. rerio)	NCBITaxon:7955	gomodel:5df932e000002650/5df932e000002661	GO:0003674	molecular_function				
ZFIN:ZDB-GENE-050522-301	zmynd11 Drer	5df932e000002650	Regulation of BMP signaling via mgaa, zmynd11 (D. rerio)	NCBITaxon:7955	gomodel:5df932e000002650/5df932e000002656	GO:0005515	protein binding				
UniProtKB:Q9BYX4	IFIH1 Hsap	5e72450500004019	"SARS-COV2/HOST
"	NCBITaxon:9606	gomodel:5e72450500004019/5e72450500004020	GO:0038187	pattern recognition receptor activity	GO:0140374	antiviral innate immune response	GO:0005737	cytoplasm
UniProtKB:P0DTD1-PRO_0000449621	nsp3 Scov2	5e72450500004019	"SARS-COV2/HOST
"	NCBITaxon:9606	gomodel:5e72450500004019/6086f4f200000038	GO:0019785	ISG15-specific peptidase activity			GO:0005737	cytoplasm
UniProtKB:Q9UHD2	TBK1 Hsap	5e72450500004019	"SARS-COV2/HOST
"	NCBITaxon:9606	gomodel:5e72450500004019/5e72450500004060	GO:0004674	protein serine/threonine kinase activity	GO:0140374	antiviral innate immune response	GO:0005737	cytoplasm
UniProtKB:P0DTD1-PRO_0000449633	nsp16 Scov2	5e72450500004019	"SARS-COV2/HOST
"	NCBITaxon:9606	gomodel:5e72450500004019/6086f4f200000109	GO:0003723	RNA binding	GO:0046780	symbiont-mediated suppression of host mRNA splicing	GO:0005634	nucleus
UniProtKB:P0DTD1-PRO_0000449621	nsp3 Scov2	5e72450500004019	"SARS-COV2/HOST
"	NCBITaxon:9606	gomodel:5e72450500004019/6086f4f200000068	GO:0019785	ISG15-specific peptidase activity			GO:0005737	cytoplasm
UniProtKB:Q14653-5	IRF3 Hsap	5e72450500004019	"SARS-COV2/HOST
"	NCBITaxon:9606	gomodel:5e72450500004019/5e72450500004068	GO:0003700	DNA-binding transcription factor activity	GO:0009299	mRNA transcription	GO:0005634	nucleus
UniProtKB:P0DTD1-PRO_0000449629	nsp12 Scov2	5e72450500004019	"SARS-COV2/HOST
"	NCBITaxon:9606	gomodel:5e72450500004019/6086f4f200000078	GO:0140311	protein sequestering activity	GO:0039548	symbiont-mediated suppression of host cytoplasmic pattern recognition receptor signaling pathway via inhibition of IRF3 activity	GO:0005737	cytoplasm
UniProtKB:P0DTC6	ORF6 Scov2	5e72450500004019	"SARS-COV2/HOST
"	NCBITaxon:9606	gomodel:5e72450500004019/63d320cd00001659	GO:0140311	protein sequestering activity	GO:0039548	symbiont-mediated suppression of host cytoplasmic pattern recognition receptor signaling pathway via inhibition of IRF3 activity	GO:0031965	nuclear membrane
UniProtKB:Q13114-2	TRAF3 Hsap	5e72450500004019	"SARS-COV2/HOST
"	NCBITaxon:9606	gomodel:5e72450500004019/5e72450500004053	GO:0061630	ubiquitin protein ligase activity	GO:0140374	antiviral innate immune response	GO:0005737	cytoplasm
UniProtKB:P0DTD1-PRO_0000449624	nsp6 Scov2	5e72450500004019	"SARS-COV2/HOST
"	NCBITaxon:9606	gomodel:5e72450500004019/6086f4f200000046	GO:0140311	protein sequestering activity			GO:0005737	cytoplasm
UniProtKB:O95786-2	RIGI Hsap	5e72450500004019	"SARS-COV2/HOST
"	NCBITaxon:9606	gomodel:5e72450500004019/5e72450500004027	GO:0038187	pattern recognition receptor activity	GO:0140374	antiviral innate immune response	GO:0005737	cytoplasm
UniProtKB:P0DTD2	ORF9b Scov2	5e72450500004019	"SARS-COV2/HOST
"	NCBITaxon:9606	gomodel:5e72450500004019/5e72450500004217	GO:0140311	protein sequestering activity	GO:0039545	symbiont-mediated suppression of host cytoplasmic pattern recognition receptor signaling pathway via inhibition of MAVS activity	GO:0031966	mitochondrial membrane
UniProtKB:P0DTC9	N protein Scov2	5e72450500004019	"SARS-COV2/HOST
"	NCBITaxon:9606	gomodel:5e72450500004019/5e72450500004111	GO:0140311	protein sequestering activity	GO:0039502	symbiont-mediated suppression of host type I interferon-mediated signaling pathway	GO:0005737	cytoplasm
UniProtKB:P0DTD1-PRO_0000449619	nsp1 Scov2	5e72450500004019	"SARS-COV2/HOST
"	NCBITaxon:9606	gomodel:5e72450500004019/6086f4f200000087	GO:0140311	protein sequestering activity	GO:0039522	symbiont-mediated suppression of host mRNA export from nucleus	GO:0005634	nucleus
UniProtKB:Q7Z434-1	MAVS Hsap	5e72450500004019	"SARS-COV2/HOST
"	NCBITaxon:9606	gomodel:5e72450500004019/5e72450500004043	GO:0035591	signaling adaptor activity	GO:0140374	antiviral innate immune response	GO:0031966	mitochondrial membrane
UniProtKB:Q14258	TRIM25 Hsap	5e72450500004019	"SARS-COV2/HOST
"	NCBITaxon:9606	gomodel:5e72450500004019/5e72450500004104	GO:0061630	ubiquitin protein ligase activity	GO:0140374	antiviral innate immune response	GO:0005737	cytoplasm
UniProtKB:Q9Y4K3	TRAF6 Hsap	5e72450500004019	"SARS-COV2/HOST
"	NCBITaxon:9606	gomodel:5e72450500004019/5e72450500004048	GO:0061630	ubiquitin protein ligase activity	GO:0140374	antiviral innate immune response	GO:0005737	cytoplasm
UniProtKB:P0DTD1-PRO_0000449619	nsp1 Scov2	5e72450500004019	"SARS-COV2/HOST
"	NCBITaxon:9606	gomodel:5e72450500004019/5ee8120100000947	GO:0030371	translation repressor activity	GO:0039606	symbiont-mediated suppression of host translation initiation		
UniProtKB:P0DTD1-PRO_0000449630	nsp13 Scov2	5e72450500004019	"SARS-COV2/HOST
"	NCBITaxon:9606	gomodel:5e72450500004019/6086f4f200000055	GO:0140311	protein sequestering activity			GO:0005737	cytoplasm
UniProtKB:P0DTC5	M protein Scov2	5e72450500004019	"SARS-COV2/HOST
"	NCBITaxon:9606	gomodel:5e72450500004019/6086f4f200000021	GO:0140311	protein sequestering activity	GO:0039545	symbiont-mediated suppression of host cytoplasmic pattern recognition receptor signaling pathway via inhibition of MAVS activity		
UniProtKB:O94826	TOMM70 Hsap	5e72450500004019	"SARS-COV2/HOST
"	NCBITaxon:9606	gomodel:5e72450500004019/6086f4f200000207	GO:0030674	protein-macromolecule adaptor activity			GO:0031966	mitochondrial membrane
UniProtKB:P0DTD1-PRO_0000449622	nsp4 Scov2	5e72450500004237	SARS-COV2/cycle from polyprotein processing to viral genome replication (SRAS-COV-2)	NCBITaxon:2697049	gomodel:5e72450500004237/5f46c3b700000736	GO:0008289	lipid binding				
UniProtKB:P0DTD1-PRO_0000449633	nsp16 Scov2	5e72450500004237	SARS-COV2/cycle from polyprotein processing to viral genome replication (SRAS-COV-2)	NCBITaxon:2697049	gomodel:5e72450500004237/5f46c3b700000311	GO:0004483	methyltransferase cap1 activity	GO:0039699	symbiont-mediated evasion of mRNA degradation by host via mRNA cap methylation		
UniProtKB:P0DTC9	N protein Scov2	5e72450500004237	SARS-COV2/cycle from polyprotein processing to viral genome replication (SRAS-COV-2)	NCBITaxon:2697049	gomodel:5e72450500004237/5f46c3b700000754	GO:0140693	molecular condensate scaffold activity	GO:0019074	viral RNA genome packaging	GO:0019013	viral nucleocapsid
UniProtKB:P0DTD1-PRO_0000449631	nsp14 Scov2	5e72450500004237	SARS-COV2/cycle from polyprotein processing to viral genome replication (SRAS-COV-2)	NCBITaxon:2697049	gomodel:5e72450500004237/60418ffa00002814	GO:0008408	3'-5' exonuclease activity	GO:0039694	viral RNA genome replication	GO:0039718	double membrane vesicle viral factory
UniProtKB:P0DTD1-PRO_0000449629	nsp12 Scov2	5e72450500004237	SARS-COV2/cycle from polyprotein processing to viral genome replication (SRAS-COV-2)	NCBITaxon:2697049	gomodel:5e72450500004237/5f46c3b700000325	GO:0003968	RNA-directed RNA polymerase activity	GO:0039694	viral RNA genome replication	GO:0039718	double membrane vesicle viral factory
UniProtKB:P0DTD1-PRO_0000449621	nsp3 Scov2	5e72450500004237	SARS-COV2/cycle from polyprotein processing to viral genome replication (SRAS-COV-2)	NCBITaxon:2697049	gomodel:5e72450500004237/5f46c3b700000299	GO:0004197	cysteine-type endopeptidase activity	GO:0019082	viral protein processing		
UniProtKB:P0DTD1-PRO_0000449631	nsp14 Scov2	5e72450500004237	SARS-COV2/cycle from polyprotein processing to viral genome replication (SRAS-COV-2)	NCBITaxon:2697049	gomodel:5e72450500004237/5f46c3b700000321	GO:0004482	mRNA 5'-cap (guanine-N7-)-methyltransferase activity	GO:0039699	symbiont-mediated evasion of mRNA degradation by host via mRNA cap methylation		
UniProtKB:P0DTD1-PRO_0000449625	nsp7 Scov2	5e72450500004237	SARS-COV2/cycle from polyprotein processing to viral genome replication (SRAS-COV-2)	NCBITaxon:2697049	gomodel:5e72450500004237/5f46c3b700000333	GO:0005515	protein binding	GO:0039694	viral RNA genome replication	GO:0039718	double membrane vesicle viral factory
UniProtKB:P0DTD1-PRO_0000449623	nsp5 Scov2	5e72450500004237	SARS-COV2/cycle from polyprotein processing to viral genome replication (SRAS-COV-2)	NCBITaxon:2697049	gomodel:5e72450500004237/5f46c3b700000296	GO:0004197	cysteine-type endopeptidase activity	GO:0019082	viral protein processing		
UniProtKB:P0DTD1-PRO_0000449628	nsp10 Scov2	5e72450500004237	SARS-COV2/cycle from polyprotein processing to viral genome replication (SRAS-COV-2)	NCBITaxon:2697049	gomodel:5e72450500004237/5f46c3b700000317	GO:0005515	protein binding				
UniProtKB:P0DTD1-PRO_0000449630	nsp13 Scov2	5e72450500004237	SARS-COV2/cycle from polyprotein processing to viral genome replication (SRAS-COV-2)	NCBITaxon:2697049	gomodel:5e72450500004237/5f46c3b700000329	GO:0003724	RNA helicase activity	GO:0039694	viral RNA genome replication	GO:0039718	double membrane vesicle viral factory
UniProtKB:P46934	NEDD4 Hsap	5ee8120100000524	SP_N4BP3on MAVS	NCBITaxon:9606	gomodel:5ee8120100000524/61e0e55600000377	GO:0061630	ubiquitin protein ligase activity				
UniProtKB:Q7Z434	MAVS Hsap	5ee8120100000524	SP_N4BP3on MAVS	NCBITaxon:9606	gomodel:5ee8120100000524/61e0e55600000371	GO:0035591	signaling adaptor activity				
UniProtKB:Q12933	TRAF2 Hsap	5ee8120100000524	SP_N4BP3on MAVS	NCBITaxon:9606	gomodel:5ee8120100000524/61e0e55600000391	GO:0031625	ubiquitin protein ligase binding				
UniProtKB:O15049	N4BP3 Hsap	5ee8120100000524	SP_N4BP3on MAVS	NCBITaxon:9606	gomodel:5ee8120100000524/61e0e55600000374	GO:0005515	protein binding				
ZFIN:ZDB-GENE-030318-1	cxcl12a Drer	5ee8120100001898	Migrasome signaling involved in organ morphogenesis via cxcl12a, cxcr4b, tspan4a, tspan7 (D. rerio)	NCBITaxon:7955	gomodel:5ee8120100001898/5ee8120100002541	GO:0042056	chemoattractant activity			GO:0140494	migrasome
ZFIN:ZDB-GENE-040718-38	tspan4a Drer	5ee8120100001898	Migrasome signaling involved in organ morphogenesis via cxcl12a, cxcr4b, tspan4a, tspan7 (D. rerio)	NCBITaxon:7955	gomodel:5ee8120100001898/5ee8120100001912	GO:0003674	molecular_function				
ZFIN:ZDB-GENE-030131-5435	tspan6 Drer	5ee8120100001898	Migrasome signaling involved in organ morphogenesis via cxcl12a, cxcr4b, tspan4a, tspan7 (D. rerio)	NCBITaxon:7955	gomodel:5ee8120100001898/5ee8120100001907	GO:0003674	molecular_function				
ZFIN:ZDB-GENE-030318-1	cxcl12a Drer	5ee8120100001898	Migrasome signaling involved in organ morphogenesis via cxcl12a, cxcr4b, tspan4a, tspan7 (D. rerio)	NCBITaxon:7955	gomodel:5ee8120100001898/60747c4200000449	GO:0042056	chemoattractant activity			GO:0140494	migrasome
ZFIN:ZDB-GENE-010614-1	cxcr4b Drer	5ee8120100001898	Migrasome signaling involved in organ morphogenesis via cxcl12a, cxcr4b, tspan4a, tspan7 (D. rerio)	NCBITaxon:7955	gomodel:5ee8120100001898/5fb9cc0600000049	GO:0001637	G protein-coupled chemoattractant receptor activity	GO:0051674	localization of cell	ZFA:0000023	forerunner cell group
ZFIN:ZDB-GENE-011128-2	jag1a Drer	5ee8120100002841	Inflammatory signaling involved in regulation of hematopoietic stem cell differentiation via notch1a, tnfa, tnfrsf1b, jag1a (D.rerio)	NCBITaxon:7955	gomodel:5ee8120100002841/5fadbcf000001506	GO:0048018	receptor ligand activity	GO:1902038	positive regulation of hematopoietic stem cell differentiation	GO:0005886	plasma membrane
ZFIN:ZDB-GENE-990415-173	notch1a Drer	5ee8120100002841	Inflammatory signaling involved in regulation of hematopoietic stem cell differentiation via notch1a, tnfa, tnfrsf1b, jag1a (D.rerio)	NCBITaxon:7955	gomodel:5ee8120100002841/600ced8500000276	GO:0038023	signaling receptor activity			GO:0005886	plasma membrane
ZFIN:ZDB-GENE-990415-173	notch1a Drer	5ee8120100002841	Inflammatory signaling involved in regulation of hematopoietic stem cell differentiation via notch1a, tnfa, tnfrsf1b, jag1a (D.rerio)	NCBITaxon:7955	gomodel:5ee8120100002841/600ced8500000796	GO:0038023	signaling receptor activity	GO:0007219	Notch signaling pathway	GO:0005886	plasma membrane
ZFIN:ZDB-GENE-070410-133	tnfrsf1b Drer	5ee8120100002841	Inflammatory signaling involved in regulation of hematopoietic stem cell differentiation via notch1a, tnfa, tnfrsf1b, jag1a (D.rerio)	NCBITaxon:7955	gomodel:5ee8120100002841/5ee8120100002853	GO:0038023	signaling receptor activity	GO:1902038	positive regulation of hematopoietic stem cell differentiation	GO:0005886	plasma membrane
ZFIN:ZDB-GENE-050317-1	tnfa Drer	5ee8120100002841	Inflammatory signaling involved in regulation of hematopoietic stem cell differentiation via notch1a, tnfa, tnfrsf1b, jag1a (D.rerio)	NCBITaxon:7955	gomodel:5ee8120100002841/5fadbcf000001477	GO:0048018	receptor ligand activity	GO:1902038	positive regulation of hematopoietic stem cell differentiation	GO:0005576	extracellular region
ZFIN:ZDB-GENE-980526-307	ret Drer	5f46c3b700000011	ret signaling regulating axon outgrowth via ret, mapk8ip3, myo10l1 (D. rerio)	NCBITaxon:7955	gomodel:5f46c3b700000011/5f46c3b700000041	GO:0003674	molecular_function				
ZFIN:ZDB-GENE-080425-1	myo10l1 Drer	5f46c3b700000011	ret signaling regulating axon outgrowth via ret, mapk8ip3, myo10l1 (D. rerio)	NCBITaxon:7955	gomodel:5f46c3b700000011/5f46c3b700000017	GO:0003674	molecular_function			GO:0044295	axonal growth cone
ZFIN:ZDB-GENE-090303-6	mapk8ip3 Drer	5f46c3b700000011	ret signaling regulating axon outgrowth via ret, mapk8ip3, myo10l1 (D. rerio)	NCBITaxon:7955	gomodel:5f46c3b700000011/5f46c3b700000012	GO:0140312	cargo adaptor activity				
UniProtKB:P08571	CD14 Hsap	5f46c3b700001031	MYD88-dependent TLR4 signaling pathway leading to NF-kappa-B activation (Human)	NCBITaxon:9606	gomodel:5f46c3b700001031/5f46c3b700001036	GO:0140104	molecular carrier activity	GO:0034142	toll-like receptor 4 signaling pathway	GO:0005576	extracellular region
UniProtKB:O00206	TLR4 Hsap	5f46c3b700001031	MYD88-dependent TLR4 signaling pathway leading to NF-kappa-B activation (Human)	NCBITaxon:9606	gomodel:5f46c3b700001031/5f46c3b700001223	GO:0038023	signaling receptor activity	GO:0034142	toll-like receptor 4 signaling pathway	GO:0005886	plasma membrane
UniProtKB:Q9NWZ3	IRAK4 Hsap	5f46c3b700001031	MYD88-dependent TLR4 signaling pathway leading to NF-kappa-B activation (Human)	NCBITaxon:9606	gomodel:5f46c3b700001031/6413ac9800000007	GO:0004674	protein serine/threonine kinase activity	GO:0034142	toll-like receptor 4 signaling pathway	GO:0005737	cytoplasm
UniProtKB:O43318	MAP3K7 Hsap	5f46c3b700001031	MYD88-dependent TLR4 signaling pathway leading to NF-kappa-B activation (Human)	NCBITaxon:9606	gomodel:5f46c3b700001031/6413ac9800000056	GO:0004674	protein serine/threonine kinase activity	GO:0034142	toll-like receptor 4 signaling pathway	GO:0005737	cytoplasm
UniProtKB:O15111	CHUK Hsap	5f46c3b700001031	MYD88-dependent TLR4 signaling pathway leading to NF-kappa-B activation (Human)	NCBITaxon:9606	gomodel:5f46c3b700001031/6413ac9800000074	GO:0008384	IkappaB kinase activity	GO:0038061	non-canonical NF-kappaB signal transduction		
UniProtKB:P25963	NFKBIA Hsap	5f46c3b700001031	MYD88-dependent TLR4 signaling pathway leading to NF-kappa-B activation (Human)	NCBITaxon:9606	gomodel:5f46c3b700001031/6413ac9800000096	GO:0140313	molecular sequestering activity	GO:1901223	negative regulation of non-canonical NF-kappaB signal transduction	GO:0005737	cytoplasm
UniProtKB:Q04206	RELA Hsap	5f46c3b700001031	MYD88-dependent TLR4 signaling pathway leading to NF-kappa-B activation (Human)	NCBITaxon:9606	gomodel:5f46c3b700001031/6413ac9800000086	GO:0003700	DNA-binding transcription factor activity	GO:0038061	non-canonical NF-kappaB signal transduction	GO:0005634	nucleus
UniProtKB:O43187	IRAK2 Hsap	5f46c3b700001031	MYD88-dependent TLR4 signaling pathway leading to NF-kappa-B activation (Human)	NCBITaxon:9606	gomodel:5f46c3b700001031/6413ac9800000019	GO:0035591	signaling adaptor activity	GO:0034142	toll-like receptor 4 signaling pathway	GO:0005737	cytoplasm
