set	gene	taxon	term_id	term_label	action	negated	has_replacement	aspect	file
uniprot_panther (GO_REF:0000120, PANTHER with/from)	PP_1969	Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440)	GO:0006777	Mo-molybdopterin cofactor biosynthetic process	UNDECIDED	False	False	biological_process	genes/PSEPK/PP_1969/PP_1969-ai-review.yaml
uniprot_panther (GO_REF:0000120, PANTHER with/from)	PP_2482	Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440)	GO:0006777	Mo-molybdopterin cofactor biosynthetic process	UNDECIDED	False	False	biological_process	genes/PSEPK/PP_2482/PP_2482-ai-review.yaml
uniprot_panther (GO_REF:0000120, PANTHER with/from)	PP_2528	Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440)	GO:0003961	O-acetylhomoserine aminocarboxypropyltransferase activity	ACCEPT	False	False	molecular_function	genes/PSEPK/PP_2528/PP_2528-ai-review.yaml
uniprot_panther (GO_REF:0000120, PANTHER with/from)	PP_3157	Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440)	GO:0000105	L-histidine biosynthetic process	UNDECIDED	False	False	biological_process	genes/PSEPK/PP_3157/PP_3157-ai-review.yaml
uniprot_panther (GO_REF:0000120, PANTHER with/from)	PP_3303	Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440)	GO:0004315	3-oxoacyl-[acyl-carrier-protein] synthase activity	ACCEPT	False	False	molecular_function	genes/PSEPK/PP_3303/PP_3303-ai-review.yaml
uniprot_panther (GO_REF:0000120, PANTHER with/from)	PP_3303	Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440)	GO:0006633	fatty acid biosynthetic process	ACCEPT	False	False	biological_process	genes/PSEPK/PP_3303/PP_3303-ai-review.yaml
uniprot_panther (GO_REF:0000120, PANTHER with/from)	PP_3571	Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440)	GO:0006526	L-arginine biosynthetic process	UNDECIDED	False	False	biological_process	genes/PSEPK/PP_3571/PP_3571-ai-review.yaml
uniprot_panther (GO_REF:0000120, PANTHER with/from)	PP_3768	Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440)	GO:0004764	shikimate 3-dehydrogenase (NADP+) activity	ACCEPT	False	False	molecular_function	genes/PSEPK/PP_3768/PP_3768-ai-review.yaml
uniprot_panther (GO_REF:0000120, PANTHER with/from)	PP_3995	Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440)	GO:0002143	tRNA wobble position uridine thiolation	ACCEPT	False	False	biological_process	genes/PSEPK/PP_3995/PP_3995-ai-review.yaml
uniprot_panther (GO_REF:0000120, PANTHER with/from)	PP_4594	Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440)	GO:0019346	transsulfuration	UNDECIDED	False	False	biological_process	genes/PSEPK/PP_4594/PP_4594-ai-review.yaml
uniprot_panther (GO_REF:0000120, PANTHER with/from)	PP_4594	Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440)	GO:0030170	pyridoxal phosphate binding	KEEP_AS_NON_CORE	False	False	molecular_function	genes/PSEPK/PP_4594/PP_4594-ai-review.yaml
uniprot_panther (GO_REF:0000120, PANTHER with/from)	PP_4638	Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440)	GO:0004489	methylenetetrahydrofolate reductase [NAD(P)H] activity	UNDECIDED	False	False	molecular_function	genes/PSEPK/PP_4638/PP_4638-ai-review.yaml
uniprot_panther (GO_REF:0000120, PANTHER with/from)	PP_4638	Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440)	GO:0035999	tetrahydrofolate interconversion	UNDECIDED	False	False	biological_process	genes/PSEPK/PP_4638/PP_4638-ai-review.yaml
uniprot_panther (GO_REF:0000120, PANTHER with/from)	PP_5298	Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440)	GO:0033969	gamma-glutamyl-gamma-aminobutyrate hydrolase activity	ACCEPT	False	False	molecular_function	genes/PSEPK/PP_5298/PP_5298-ai-review.yaml
uniprot_panther (GO_REF:0000120, PANTHER with/from)	accD	Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440)	GO:0003989	acetyl-CoA carboxylase activity	MARK_AS_OVER_ANNOTATED	False	False	molecular_function	genes/PSEPK/accD/accD-ai-review.yaml
uniprot_panther (GO_REF:0000120, PANTHER with/from)	accD	Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440)	GO:0006633	fatty acid biosynthetic process	ACCEPT	False	False	biological_process	genes/PSEPK/accD/accD-ai-review.yaml
uniprot_panther (GO_REF:0000120, PANTHER with/from)	accD	Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440)	GO:2001295	malonyl-CoA biosynthetic process	ACCEPT	False	False	biological_process	genes/PSEPK/accD/accD-ai-review.yaml
uniprot_panther (GO_REF:0000120, PANTHER with/from)	aceF	Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440)	GO:0006086	pyruvate decarboxylation to acetyl-CoA	ACCEPT	False	False	biological_process	genes/PSEPK/aceF/aceF-ai-review.yaml
uniprot_panther (GO_REF:0000120, PANTHER with/from)	aceK	Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440)	GO:0005524	ATP binding	MARK_AS_OVER_ANNOTATED	False	False	molecular_function	genes/PSEPK/aceK/aceK-ai-review.yaml
uniprot_panther (GO_REF:0000120, PANTHER with/from)	aceK	Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440)	GO:0008772	[isocitrate dehydrogenase (NADP+)] kinase activity	ACCEPT	False	False	molecular_function	genes/PSEPK/aceK/aceK-ai-review.yaml
uniprot_panther (GO_REF:0000120, PANTHER with/from)	acpP	Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440)	GO:0000036	acyl carrier activity	ACCEPT	False	False	molecular_function	genes/PSEPK/acpP/acpP-ai-review.yaml
uniprot_panther (GO_REF:0000120, PANTHER with/from)	acsA1	Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440)	GO:0003987	acetyl-CoA synthetase activity	ACCEPT	False	False	molecular_function	genes/PSEPK/acsA1/acsA1-ai-review.yaml
uniprot_panther (GO_REF:0000120, PANTHER with/from)	acsA1	Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440)	GO:0006085	acetyl-CoA biosynthetic process	ACCEPT	False	False	biological_process	genes/PSEPK/acsA1/acsA1-ai-review.yaml
uniprot_panther (GO_REF:0000120, PANTHER with/from)	acsA2	Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440)	GO:0003987	acetyl-CoA synthetase activity	ACCEPT	False	False	molecular_function	genes/PSEPK/acsA2/acsA2-ai-review.yaml
uniprot_panther (GO_REF:0000120, PANTHER with/from)	acsA2	Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440)	GO:0006085	acetyl-CoA biosynthetic process	ACCEPT	False	False	biological_process	genes/PSEPK/acsA2/acsA2-ai-review.yaml
uniprot_panther (GO_REF:0000120, PANTHER with/from)	ahcY	Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440)	GO:0004013	adenosylhomocysteinase activity	ACCEPT	False	False	molecular_function	genes/PSEPK/ahcY/ahcY-ai-review.yaml
uniprot_panther (GO_REF:0000120, PANTHER with/from)	ahpC	Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440)	GO:0006979	response to oxidative stress	KEEP_AS_NON_CORE	False	False	biological_process	genes/PSEPK/ahpC/ahpC-ai-review.yaml
uniprot_panther (GO_REF:0000120, PANTHER with/from)	alaS	Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440)	GO:0004813	alanine-tRNA ligase activity	ACCEPT	False	False	molecular_function	genes/PSEPK/alaS/alaS-ai-review.yaml
uniprot_panther (GO_REF:0000120, PANTHER with/from)	alaS	Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440)	GO:0006419	alanyl-tRNA aminoacylation	ACCEPT	False	False	biological_process	genes/PSEPK/alaS/alaS-ai-review.yaml
uniprot_panther (GO_REF:0000120, PANTHER with/from)	alg8	Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440)	GO:0005886	plasma membrane	ACCEPT	False	False	cellular_component	genes/PSEPK/alg8/alg8-ai-review.yaml
uniprot_panther (GO_REF:0000120, PANTHER with/from)	alr	Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440)	GO:0008784	alanine racemase activity	KEEP_AS_NON_CORE	False	False	molecular_function	genes/PSEPK/alr/alr-ai-review.yaml
uniprot_panther (GO_REF:0000120, PANTHER with/from)	alr	Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440)	GO:0030170	pyridoxal phosphate binding	KEEP_AS_NON_CORE	False	False	molecular_function	genes/PSEPK/alr/alr-ai-review.yaml
uniprot_panther (GO_REF:0000120, PANTHER with/from)	amaC	Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440)	GO:0008483	transaminase activity	KEEP_AS_NON_CORE	False	False	molecular_function	genes/PSEPK/amaC/amaC-ai-review.yaml
uniprot_panther (GO_REF:0000120, PANTHER with/from)	amaC	Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440)	GO:0030170	pyridoxal phosphate binding	ACCEPT	False	False	molecular_function	genes/PSEPK/amaC/amaC-ai-review.yaml
uniprot_panther (GO_REF:0000120, PANTHER with/from)	ampD	Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440)	GO:0008745	N-acetylmuramoyl-L-alanine amidase activity	ACCEPT	False	False	molecular_function	genes/PSEPK/ampD/ampD-ai-review.yaml
uniprot_panther (GO_REF:0000120, PANTHER with/from)	ampD	Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440)	GO:0009253	peptidoglycan catabolic process	ACCEPT	False	False	biological_process	genes/PSEPK/ampD/ampD-ai-review.yaml
uniprot_panther (GO_REF:0000120, PANTHER with/from)	argD	Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440)	GO:0030170	pyridoxal phosphate binding	KEEP_AS_NON_CORE	False	False	molecular_function	genes/PSEPK/argD/argD-ai-review.yaml
uniprot_panther (GO_REF:0000120, PANTHER with/from)	argF	Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440)	GO:0004585	ornithine carbamoyltransferase activity	ACCEPT	False	False	molecular_function	genes/PSEPK/argF/argF-ai-review.yaml
uniprot_panther (GO_REF:0000120, PANTHER with/from)	argG	Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440)	GO:0004055	argininosuccinate synthase activity	ACCEPT	False	False	molecular_function	genes/PSEPK/argG/argG-ai-review.yaml
uniprot_panther (GO_REF:0000120, PANTHER with/from)	argG	Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440)	GO:0005737	cytoplasm	KEEP_AS_NON_CORE	False	False	cellular_component	genes/PSEPK/argG/argG-ai-review.yaml
uniprot_panther (GO_REF:0000120, PANTHER with/from)	argG	Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440)	GO:0006526	L-arginine biosynthetic process	ACCEPT	False	False	biological_process	genes/PSEPK/argG/argG-ai-review.yaml
uniprot_panther (GO_REF:0000120, PANTHER with/from)	argH	Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440)	GO:0004056	argininosuccinate lyase activity	ACCEPT	False	False	molecular_function	genes/PSEPK/argH/argH-ai-review.yaml
uniprot_panther (GO_REF:0000120, PANTHER with/from)	argJ	Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440)	GO:0004042	L-glutamate N-acetyltransferase activity, acting on acetyl-CoA as donor	ACCEPT	False	False	molecular_function	genes/PSEPK/argJ/argJ-ai-review.yaml
uniprot_panther (GO_REF:0000120, PANTHER with/from)	aroC	Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440)	GO:0004107	chorismate synthase activity	ACCEPT	False	False	molecular_function	genes/PSEPK/aroC/aroC-ai-review.yaml
uniprot_panther (GO_REF:0000120, PANTHER with/from)	aroC	Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440)	GO:0009073	aromatic amino acid family biosynthetic process	KEEP_AS_NON_CORE	False	False	biological_process	genes/PSEPK/aroC/aroC-ai-review.yaml
uniprot_panther (GO_REF:0000120, PANTHER with/from)	aroC	Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440)	GO:0009423	chorismate biosynthetic process	ACCEPT	False	False	biological_process	genes/PSEPK/aroC/aroC-ai-review.yaml
uniprot_panther (GO_REF:0000120, PANTHER with/from)	aroE	Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440)	GO:0004764	shikimate 3-dehydrogenase (NADP+) activity	ACCEPT	False	False	molecular_function	genes/PSEPK/aroE/aroE-ai-review.yaml
uniprot_panther (GO_REF:0000120, PANTHER with/from)	aroE	Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440)	GO:0009423	chorismate biosynthetic process	ACCEPT	False	False	biological_process	genes/PSEPK/aroE/aroE-ai-review.yaml
uniprot_panther (GO_REF:0000120, PANTHER with/from)	aroE	Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440)	GO:0019632	shikimate metabolic process	KEEP_AS_NON_CORE	False	False	biological_process	genes/PSEPK/aroE/aroE-ai-review.yaml
uniprot_panther (GO_REF:0000120, PANTHER with/from)	aroE	Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440)	GO:0050661	NADP binding	ACCEPT	False	False	molecular_function	genes/PSEPK/aroE/aroE-ai-review.yaml
uniprot_panther (GO_REF:0000120, PANTHER with/from)	aroE	Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440)	GO:0004764	shikimate 3-dehydrogenase (NADP+) activity	ACCEPT	False	False	molecular_function	genes/PSEPK/aroE__Q88IJ7/aroE__Q88IJ7-ai-review.yaml
uniprot_panther (GO_REF:0000120, PANTHER with/from)	aroE	Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440)	GO:0009423	chorismate biosynthetic process	ACCEPT	False	False	biological_process	genes/PSEPK/aroE__Q88IJ7/aroE__Q88IJ7-ai-review.yaml
uniprot_panther (GO_REF:0000120, PANTHER with/from)	aroE	Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440)	GO:0019632	shikimate metabolic process	KEEP_AS_NON_CORE	False	False	biological_process	genes/PSEPK/aroE__Q88IJ7/aroE__Q88IJ7-ai-review.yaml
uniprot_panther (GO_REF:0000120, PANTHER with/from)	aroE	Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440)	GO:0050661	NADP binding	ACCEPT	False	False	molecular_function	genes/PSEPK/aroE__Q88IJ7/aroE__Q88IJ7-ai-review.yaml
uniprot_panther (GO_REF:0000120, PANTHER with/from)	aroE	Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440)	GO:0004764	shikimate 3-dehydrogenase (NADP+) activity	ACCEPT	False	False	molecular_function	genes/PSEPK/aroE__Q88K85/aroE__Q88K85-ai-review.yaml
uniprot_panther (GO_REF:0000120, PANTHER with/from)	aroE	Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440)	GO:0009423	chorismate biosynthetic process	ACCEPT	False	False	biological_process	genes/PSEPK/aroE__Q88K85/aroE__Q88K85-ai-review.yaml
uniprot_panther (GO_REF:0000120, PANTHER with/from)	aroE	Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440)	GO:0004764	shikimate 3-dehydrogenase (NADP+) activity	ACCEPT	False	False	molecular_function	genes/PSEPK/aroE__Q88RQ5/aroE__Q88RQ5-ai-review.yaml
uniprot_panther (GO_REF:0000120, PANTHER with/from)	aroE	Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440)	GO:0009423	chorismate biosynthetic process	ACCEPT	False	False	biological_process	genes/PSEPK/aroE__Q88RQ5/aroE__Q88RQ5-ai-review.yaml
uniprot_panther (GO_REF:0000120, PANTHER with/from)	aroE	Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440)	GO:0019632	shikimate metabolic process	KEEP_AS_NON_CORE	False	False	biological_process	genes/PSEPK/aroE__Q88RQ5/aroE__Q88RQ5-ai-review.yaml
uniprot_panther (GO_REF:0000120, PANTHER with/from)	aroE	Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440)	GO:0050661	NADP binding	ACCEPT	False	False	molecular_function	genes/PSEPK/aroE__Q88RQ5/aroE__Q88RQ5-ai-review.yaml
uniprot_panther (GO_REF:0000120, PANTHER with/from)	aroF-I	Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440)	GO:0003849	3-deoxy-7-phosphoheptulonate synthase activity	ACCEPT	False	False	molecular_function	genes/PSEPK/aroF-I/aroF-I-ai-review.yaml
uniprot_panther (GO_REF:0000120, PANTHER with/from)	aroF-I	Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440)	GO:0009073	aromatic amino acid biosynthetic process	ACCEPT	False	False	biological_process	genes/PSEPK/aroF-I/aroF-I-ai-review.yaml
uniprot_panther (GO_REF:0000120, PANTHER with/from)	aroF-II	Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440)	GO:0003849	3-deoxy-7-phosphoheptulonate synthase activity	ACCEPT	False	False	molecular_function	genes/PSEPK/aroF-II/aroF-II-ai-review.yaml
uniprot_panther (GO_REF:0000120, PANTHER with/from)	aroF-II	Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440)	GO:0009073	aromatic amino acid biosynthetic process	ACCEPT	False	False	biological_process	genes/PSEPK/aroF-II/aroF-II-ai-review.yaml
uniprot_panther (GO_REF:0000120, PANTHER with/from)	aroK	Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440)	GO:0004765	shikimate kinase activity	ACCEPT	False	False	molecular_function	genes/PSEPK/aroK/aroK-ai-review.yaml
uniprot_panther (GO_REF:0000120, PANTHER with/from)	aroQ-III	Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440)	GO:0003855	3-dehydroquinate dehydratase activity	ACCEPT	False	False	molecular_function	genes/PSEPK/aroQ-III/aroQ-III-ai-review.yaml
uniprot_panther (GO_REF:0000120, PANTHER with/from)	aroQ	Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440)	GO:0003855	3-dehydroquinate dehydratase activity	ACCEPT	False	False	molecular_function	genes/PSEPK/aroQ/aroQ-ai-review.yaml
uniprot_panther (GO_REF:0000120, PANTHER with/from)	aroQ1	Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440)	GO:0003855	3-dehydroquinate dehydratase activity	ACCEPT	False	False	molecular_function	genes/PSEPK/aroQ1/aroQ1-ai-review.yaml
uniprot_panther (GO_REF:0000120, PANTHER with/from)	aroQ2	Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440)	GO:0003855	3-dehydroquinate dehydratase activity	ACCEPT	False	False	molecular_function	genes/PSEPK/aroQ2/aroQ2-ai-review.yaml
uniprot_panther (GO_REF:0000120, PANTHER with/from)	aruC	Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440)	GO:0030170	pyridoxal phosphate binding	KEEP_AS_NON_CORE	False	False	molecular_function	genes/PSEPK/aruC/aruC-ai-review.yaml
uniprot_panther (GO_REF:0000120, PANTHER with/from)	bcsA	Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440)	GO:0005886	plasma membrane	ACCEPT	False	False	cellular_component	genes/PSEPK/bcsA/bcsA-ai-review.yaml
uniprot_panther (GO_REF:0000120, PANTHER with/from)	bioB	Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440)	GO:0004076	biotin synthase activity	ACCEPT	False	False	molecular_function	genes/PSEPK/bioB/bioB-ai-review.yaml
uniprot_panther (GO_REF:0000120, PANTHER with/from)	bioB	Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440)	GO:0009102	biotin biosynthetic process	ACCEPT	False	False	biological_process	genes/PSEPK/bioB/bioB-ai-review.yaml
uniprot_panther (GO_REF:0000120, PANTHER with/from)	bioD	Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440)	GO:0004141	dethiobiotin synthase activity	ACCEPT	False	False	molecular_function	genes/PSEPK/bioD/bioD-ai-review.yaml
uniprot_panther (GO_REF:0000120, PANTHER with/from)	bioD	Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440)	GO:0009102	biotin biosynthetic process	ACCEPT	False	False	biological_process	genes/PSEPK/bioD/bioD-ai-review.yaml
