#gene_systematic_id	gene_name	aspect	term_id	term_name	reference	evidence	extension	comment
SPAC1002.03c	gls2	molecular_function	GO:0106407	Glc2Man9GlcNAc2 oligosaccharide glucosidase activity	PMID:19605557	IDA		
SPAC2F7.03c	pom1	molecular_function	GO:0004674	protein serine/threonine kinase activity	PMID:32101481	IDA	has_input(PomBase:SPAC20G8.05c),part_of(GO:1903500)	the slow-migrating, phosphorylated forms of Cdc15 were reduced in pom1Δ cells (Figure 3B), and recombinant Pom1 efficiently phosphorylated recombinant N-terminal (Cdc15N; amino acids [aa]1-460) ||||||. later....We conclude that Cdc15 is a key substrate in the Pom1-mediated tip occlusion pathway.
SPAC2F7.03c	pom1	molecular_function	GO:0004674	protein serine/threonine kinase activity	PMID:19474789	EXP	has_input(PomBase:SPAC57A10.02),part_of(GO:0010972)	all data These data indicate that Pom1 functions in a dose-dependent manner to delay entry into mitosis through negative regulation of the Cdr2-Cdr1-Wee1 pathway. The pom1D size phenotype is not as severe as wee11 deletion, indicating that further Wee1 regulatory mechanisms are likely to be operating. We conclude that Pom1 is a potential functional link between polarized cell growth and mitotic entry by regulating these two processes.
SPAC2F7.03c	pom1	molecular_function	GO:0004674	protein serine/threonine kinase activity	PMID:19474789	EXP	has_input(PomBase:SPAC57A10.02)	all data These data indicate that Pom1 functions in a dose-dependent manner to delay entry into mitosis through negative regulation of the Cdr2-Cdr1-Wee1 pathway. The pom1D size phenotype is not as severe as wee11 deletion, indicating that further Wee1 regulatory mechanisms are likely to be operating. We conclude that Pom1 is a potential functional link between polarized cell growth and mitotic entry by regulating these two processes.
SPAC2F7.03c	pom1	molecular_function	GO:0004674	protein serine/threonine kinase activity	PMID:19474792	IMP	directly_negatively_regulates(PomBase:SPAC57A10.02),part_of(GO:0010972)	(Fig. 1e) in vitro link from epistastis and delayed cdc2 phosphorylation
SPAC2F7.03c	pom1	molecular_function	GO:0004674	protein serine/threonine kinase activity	PMID:19474792	IMP	has_input(PomBase:SPAC57A10.02)	(Fig. 1e) in vitro link from epistastis and delayed cdc2 phosphorylation
SPAC2F7.03c	pom1	molecular_function	GO:0004674	protein serine/threonine kinase activity	PMID:29249658	EXP	has_input(PomBase:SPAC20G8.05c)	(Figure S4C)
SPAC2F7.03c	pom1	molecular_function	GO:0004674	protein serine/threonine kinase activity	PMID:29249658	EXP	has_input(PomBase:SPAC9G1.06c)	(Figure S4C)
SPAC2F7.03c	pom1	molecular_function	GO:0004674	protein serine/threonine kinase activity	PMID:24316795	IDA	directly_negatively_regulates(PomBase:SPAC57A10.02),part_of(GO:0010972)	
SPAC2F7.06c	pol4	biological_process	GO:0042276	error-prone translesion synthesis	PMID:25106870	IDA		Tolerance of the 8oxoguanine lesion during DNA gap-filling inserting the ribonucleotide ATP. This acitivity can be coupled to the non-homologous end joining (NHEJ) of double strand breaks (DSBs).
SPAC2F7.06c	pol4	molecular_function	GO:0003887	DNA-directed DNA polymerase activity	PMID:25106870	IDA		(Fig. 1)
SPAC2F7.06c	pol4	molecular_function	GO:0003887	DNA-directed DNA polymerase activity	PMID:16120966	IDA		
SPAC2F7.06c	pol4	molecular_function	GO:0003899	DNA-directed RNA polymerase activity	PMID:16120966	IDA		
SPAC2F7.07c	cph2	cellular_component	GO:0032221	Rpd3S complex	PMID:37076472	IDA		(Figure 3)
SPAC2F7.07c	cph2	cellular_component	GO:0032221	Rpd3S complex	PMID:37459529	IDA		Alp13b is connected to the complex by both Cph1 and Cph2 (Figs. 2C and 3A)
SPAC2F7.07c	cph2	molecular_function	GO:0060090	molecular adaptor activity	PMID:37459529	EXP		Thus, Cph2 interacts with all the other subunits except Prw1, whose association with the complex occurs only through the Pst2-CTD (Fig. 4C).
SPAC2F7.08c	snf5	biological_process	GO:0120262	negative regulation of heterochromatin organization	PMID:39096900	IDA		Targeting SWI/SNF to heterochromatin by expressing chromodomain-fused Snf5 (Snf5-CDx2) resulted in the loss of heterochromatin and gene silencing. (Fig. 5)
SPAC2F7.10	akr1	molecular_function	GO:0019706	protein-cysteine S-palmitoyltransferase activity	PMID:36650056	IMP	has_input(PomBase:SPAC13C5.03),part_of(GO:0006612)	
SPAC2F7.11	nrd1	molecular_function	GO:0003729	mRNA binding	PMID:19279143	IDA	has_input(PomBase:SPAP8A3.08)	"Thus, Nrd1 directly binds with Cdc4 mRNA in vivo and in vitro"
SPAC2G11.12	rqh1	biological_process	GO:0000724	double-strand break repair via homologous recombination	PMID:12023299	IMP		
SPAC30.01c	sec72	cellular_component	GO:0000137	Golgi cis cisterna	PMID:18184749	IDA	exists_during(GO:0051329)	(Figure 1B, left panel)
SPAC30.01c	sec72	cellular_component	GO:0000138	Golgi trans cisterna	PMID:18184749	IDA	exists_during(GO:0051329)	(Figure 1B, left panel)
SPAC30.01c	sec72	cellular_component	GO:0000138	Golgi trans cisterna	PMID:18184749	IDA	exists_during(GO:0000087)	(Figure 1B, left panel)
SPAC30C2.04	asc1	cellular_component	GO:0010494	cytoplasmic stress granule	PMID:31285271	EXP	exists_during(GO:0034605)	(Fig. 5) Asc1 colocalized with stress granule proteins in response to heat shock.
SPAC30C2.04	asc1	cellular_component	GO:0016282	eukaryotic 43S preinitiation complex	PMID:31285271	IDA		(Fig. 2)
SPAC30C2.04	asc1	biological_process	GO:0001731	formation of translation preinitiation complex	PMID:31285271	IMP		
SPAC30D11.01c	gto2	cellular_component	GO:0005576	extracellular region	PMID:39660919	IDA	exists_during(GO:0016036)	A list of the 13 most abundant secreted proteins detected in the medium of phosphate-starved fission yeast cells is compiled in Fig. 2A
SPAC30D11.06c	hfl1	cellular_component	GO:0000329	fungal-type vacuole membrane	PMID:30451685	EXP		(Figure 1) (direct assay for vacuolar membrane) and Figure 1-Figure supplement 1 (sequence feature evidence for transmembrane)
SPAC30D11.06c	hfl1	biological_process	GO:0007033	vacuole organization	PMID:30451685	IMP		(Figure 2)
SPAC30D11.07	nth1	molecular_function	GO:0140078	class I DNA-(apurinic or apyrimidinic site) endonuclease activity	PMID:8811082	IDA		The capacity of Nth-Spo to generate strand breaks in a variety of damaged plasmid DNA substrates was investigated. Figure 4shows the activity of Nth-Spo and Nth-Eco in incising supercoiled damaged DNA. None of the proteins caused breaks in undamaged DNA.
SPAC30D11.07	nth1	molecular_function	GO:0000703	oxidized pyrimidine nucleobase lesion DNA N-glycosylase activity	PMID:8811082	IDA		
SPAC30D11.08c	phf2	cellular_component	GO:0000785	chromatin	PMID:17371846	IPI		In general, we found SAPHIRE distributed widely throughout the genome and dispersed at genes over all three chromosome arms.
SPAC30D11.08c	phf2	cellular_component	GO:0031934	mating-type region heterochromatin	PMID:17371846	IPI		we observed SAPHIRE in the region of the silent mating (MAT) locus
SPAC30D11.08c	phf2	cellular_component	GO:0005721	pericentric heterochromatin	PMID:17371846	IPI		In addition, SAPHIRE occupies the junctions between the central region of the centromeres and the dg/dh repeats
SPAC30D11.08c	phf2	cellular_component	GO:0140720	subtelomeric heterochromatin	PMID:17371846	IPI		in peaks in the subtelomeric regions of chromosomes 1 and 2
SPAC30D11.08c	phf2	molecular_function	GO:0003713	transcription coactivator activity	PMID:38181050	EXP		The Lsd2-BD and Phf1-BD strains could self-activate the reporter genes without Gal4 activating domain, suggesting that Lsd2 and Phf1 alone could recruit basal transcriptional factors to initiate reporter gene transcription (S4 Fig).
SPAC30D11.09	cwf19	cellular_component	GO:0000974	Prp19 complex	PMID:24014766	IDA		(Table 1)
SPAC30D11.09	cwf19	biological_process	GO:0045292	mRNA cis splicing, via spliceosome	PMID:36095128	IMP		(Figure S13C)
SPAC30D11.10	rad52	cellular_component	GO:0000785	chromatin	PMID:19158664	IDA	coincident_with(SO:0000296),exists_during(GO:0031297)	
SPAC30D11.10	rad52	biological_process	GO:0031297	replication fork processing	PMID:28475874	EXP		In the absence of Rad52, newly replicated strands are extensively resected at dysfunctional replication forks thus generating mitotic sister chromatid bridging.
SPAC30D11.10	rad52	molecular_function	GO:0005515	protein binding	PMID:11600706	IPI		(Fig. 2B)
SPAC30D11.10	rad52	molecular_function	GO:0030674	protein-macromolecule adaptor activity	PMID:18416603	EXP	has_input(PomBase:SPAC644.14c),part_of(GO:0035825)	Based on these results, we propose a model for the early step of the strand exchange reaction involving Rhp51 and the two mediators. Rad22 recruits Rhp51 to RPA-coated ssDNA.
SPAC30D11.10	rad52	molecular_function	GO:0003697	single-stranded DNA binding	PMID:30104346	EXP	happens_during(GO:1990414)	
SPAC30D11.13	hus5	biological_process	GO:0016925	protein sumoylation	PMID:21444718	EXP		Thus, both Pli1 and the noncovalent Ubc9:SUMO complex are critical for bulk sumoylation but not for modifying key targets in the DNA repair response
SPAC30D11.13	hus5	molecular_function	GO:0005515	protein binding	PMID:19363481	IPI		
SPAC30D11.13	hus5	molecular_function	GO:0061656	SUMO conjugating enzyme activity	PMID:21444718	EXP	has_input(PomBase:SPAC1687.05)	These data provide compelling support for the role of Ubc9:SUMO in facilitating Pli1-dependent sumoylation, which is toxic in STUbL mutant cells.
SPAC30D11.13	hus5	molecular_function	GO:0061656	SUMO conjugating enzyme activity	PMID:21444718	EXP	has_input(PomBase:SPAC16A10.06c)	These data provide compelling support for the role of Ubc9:SUMO in facilitating Pli1-dependent sumoylation, which is toxic in STUbL mutant cells.
SPAC30D11.13	hus5	molecular_function	GO:0061656	SUMO conjugating enzyme activity	PMID:15359282	EXP	has_input(PomBase:SPAC30D11.13),part_of(GO:0016925)	(Figure 3)
SPAC30D11.13	hus5	molecular_function	GO:0061656	SUMO conjugating enzyme activity	PMID:11600706	EXP	has_input(PomBase:SPAC30D11.10),part_of(GO:0016925)	
SPAC31A2.05c	mis4	cellular_component	GO:0032116	SMC loading complex	PMID:24291789	IDA		(Fig. 1a)
SPAC31A2.05c	mis4	biological_process	GO:0140588	chromatin looping	PMID:34309513	IDA		(Figure 4A, Video 1).
SPAC31A2.05c	mis4	biological_process	GO:0007064	mitotic sister chromatid cohesion	PMID:26687354	IDA		(Figure 2)
SPAC31A2.05c	mis4	biological_process	GO:0007064	mitotic sister chromatid cohesion	PMID:24291789	IDA		(Fig. 2E,F; Fig. 3a,b)
SPAC31A2.05c	mis4	molecular_function	GO:0003690	double-stranded DNA binding	PMID:24291789	IDA	part_of(GO:0007064)	(Fig. 1c,d)
SPAC31A2.05c	mis4	molecular_function	GO:0005515	protein binding	PMID:24291789	IPI	part_of(GO:0007064)	(Fig. 4b)
SPAC31A2.09c	apm4	cellular_component	GO:0051285	cell cortex of cell tip	PMID:26749213	IDA		(Fig. 1B)
SPAC31A2.09c	apm4	cellular_component	GO:0032153	cell division site	PMID:26749213	IDA		(Fig. 1B)
SPAC31A2.11c	cuf1	molecular_function	GO:0000978	RNA polymerase II cis-regulatory region sequence-specific DNA binding	PMID:39747188	EXP	occurs_in(GO:0000791),part_of(GO:0010468)	
SPAC31A2.16	gef2	cellular_component	GO:0071341	medial cortical node	PMID:23349808	IDA	exists_during(GO:0051329)	
SPAC31A2.16	gef2	molecular_function	GO:0005085	guanyl-nucleotide exchange factor activity	PMID:23966468	EXP	has_input(PomBase:SPAC16A10.04)	
SPAC31G5.05c	rpe1	molecular_function	GO:0004750	D-ribulose-phosphate 3-epimerase activity	PMID:9872416	EXP	part_of(GO:0009052)	(Figure 2)
SPAC31G5.07	dni1	cellular_component	GO:0070867	mating projection tip membrane	PMID:29134248	IDA		
SPAC31G5.07	dni1	cellular_component	GO:0070867	mating projection tip membrane	PMID:19627505	IDA		
SPAC31G5.07	dni1	biological_process	GO:0032220	plasma membrane fusion involved in cytogamy	PMID:29134248	IMP		
SPAC31G5.09c	spk1	molecular_function	GO:0004707	MAP kinase activity	PMID:33823663	EXP	happens_during(GO:0006995),part_of(GO:0070315)	(Figure 9)
SPAC31G5.13	rpn11	cellular_component	GO:0034399	nuclear periphery	PMID:18504300	IDA	exists_during(GO:0000080)	(Fig. 5)
SPAC31G5.13	rpn11	cellular_component	GO:0034515	proteasome storage granule	PMID:18504300	IDA	exists_during(GO:0044838)	(Fig. 5)
SPAC31G5.18c	sde2	cellular_component	GO:0005634	nucleus	PMID:28947618	IDA		
SPAC31G5.18c	sde2	cellular_component	GO:0005681	spliceosomal complex	PMID:28947618	IDA		(Fig. 4A)
SPAC31G5.18c	sde2	biological_process	GO:0045292	mRNA cis splicing, via spliceosome	PMID:28947618	IDA		
SPAC31G5.19	abo1	molecular_function	GO:0140665	ATP-dependent H3-H4 histone complex chaperone activity	PMID:33658433	IDA	part_of(GO:0006334)	
SPAC328.06	ubp2	molecular_function	GO:0061578	K63-linked deubiquitinase activity	PMID:27151298	IDA	happens_during(GO:0051320),has_input(PomBase:SPBC16D10.09)	
SPAC328.07c	bsd1	cellular_component	GO:0005789	endoplasmic reticulum membrane	PMID:39601909	EXP		The confocal microscopic analysis using GFP tagged Bsd1 suggests a typical endoplasmic reticulum membranous localization of Bsd1-GFP (Fig. 2b, left panel) [32]. Interestingly, in the presence of tunicamycin, the Bsd1-GFP localization was more pronounced (Fig. 2b, right pane
SPAC328.07c	bsd1	biological_process	GO:0034976	response to endoplasmic reticulum stress	PMID:39601909	EXP		Based on these results we speculate a protective role of Bsd1 in response to tunicamycin-induced ER stress.
SPAC32A11.03c	phx1	molecular_function	GO:0001228	DNA-binding transcription activator activity, RNA polymerase II-specific	PMID:25102102	EXP	happens_during(GO:0009267),has_input(PomBase:SPAC3G9.11c)	Among the four predicted genes for pyruvate decarboxylase, only the Phx1-dependent genes (pdc201+ and pdc202+) contributed to long-term survival as judged by mutation and overexpression studies. These findings indicate that the Phx1-mediated long-term survival is achieved primarily through increasing the synthesis and activity of pyruvate decarboxylase. Consistent with this hypothesis, we observed that Phx1 curtailed respiration when cells entered stationary phase.
SPAC32A11.03c	phx1	molecular_function	GO:0001228	DNA-binding transcription activator activity, RNA polymerase II-specific	PMID:25102102	EXP	happens_during(GO:0009267),has_input(PomBase:SPAC13A11.06)	Among the four predicted genes for pyruvate decarboxylase, only the Phx1-dependent genes (pdc201+ and pdc202+) contributed to long-term survival as judged by mutation and overexpression studies. These findings indicate that the Phx1-mediated long-term survival is achieved primarily through increasing the synthesis and activity of pyruvate decarboxylase. Consistent with this hypothesis, we observed that Phx1 curtailed respiration when cells entered stationary phase.
SPAC32A11.03c	phx1	molecular_function	GO:0000978	RNA polymerase II cis-regulatory region sequence-specific DNA binding	PMID:39747188	EXP	occurs_in(GO:0000791),part_of(GO:0010468)	
SPAC343.11c	msc1	cellular_component	GO:0000812	Swr1 complex	PMID:19915592	IDA		(Figure 2b)
SPAC343.14c	tif222	biological_process	GO:0002183	cytoplasmic translational initiation	PMID:27023709	IDA		(Fig. 2H)
SPAC3A11.08	cul4	cellular_component	GO:0080008	Cul4-RING E3 ubiquitin ligase complex	PMID:33574613	EXP		
SPAC3A11.08	cul4	cellular_component	GO:0031934	mating-type region heterochromatin	PMID:18345014	IDA		(Fig. 1)
SPAC3A11.08	cul4	cellular_component	GO:0005721	pericentric heterochromatin	PMID:18345014	IDA		(Fig. 1)
SPAC3A11.08	cul4	cellular_component	GO:0140720	subtelomeric heterochromatin	PMID:18345014	IDA		(Fig. 1)
SPAC3A11.14c	pkl1	cellular_component	GO:0090619	meiotic spindle pole	PMID:32327557	IDA	exists_during(GO:0098764)	(Fig. 3)
SPAC3A11.14c	pkl1	cellular_component	GO:0035974	meiotic spindle pole body	PMID:34346498	EXP	exists_during(GO:0051327)	(Figure 2)
SPAC3A11.14c	pkl1	cellular_component	GO:0044732	mitotic spindle pole body	PMID:25987607	IDA	exists_during(GO:0000087)	
SPAC3A11.14c	pkl1	biological_process	GO:0007052	mitotic spindle organization	PMID:34951983	EXP		Not required for spindle repair following laser ablation
SPAC3A11.14c	pkl1	molecular_function	GO:0008569	minus-end-directed microtubule motor activity	PMID:25987607	IMP	has_input(PomBase:SPBC13E7.06),has_input(PomBase:SPBC32H8.09),part_of(GO:1990810)	
SPAC3A11.14c	pkl1	molecular_function	GO:0008569	minus-end-directed microtubule motor activity	PMID:25987607	IMP	has_input(PomBase:SPBC13E7.06),has_input(PomBase:SPBC32H8.09),part_of(GO:1990976)	
SPAC3A12.07	rpb11	molecular_function	GO:0003677	DNA binding	PMID:9325316	IDA		
SPAC3A12.07	rpb11	molecular_function	GO:0003899	DNA-directed RNA polymerase activity	PMID:9325316	EXP	part_of(GO:0006366)	
SPAC3A12.10	rpl2001	cellular_component	GO:0030684	preribosome	PMID:36423630	IDA		The structure of state 1 shows an early assembly intermediate with 23 ribosomal proteins and 19 biogenesis factors (Figure 2A; Table S2).
