organism	gene	uniprot	go_id	go_label	evidence_type	negated	action	readout_class	proximity	convergence	matched	snippet	file
ARATH	AT5G03720	Q8GYY1	GO:0045944	positive regulation of transcription by RNA polymerase II	ISS	False	NEW	CHROMATIN_CHIP	molecular	low	EMSA	tor on the promoters of Hsp genes, with direct promoter binding demonstrated by EMSA, establishing positive regulation of Pol II transcription. HSFA3 is a class A H	genes/ARATH/AT5G03720/AT5G03720-ai-review.yaml
ARATH	AT5G16820	O81821	GO:0003700	DNA-binding transcription factor activity	IBA	False	ACCEPT	CHROMATIN_CHIP	molecular	low	Electrophoretic mobility shift	served DNA-binding function characteristic of the HSF family across eukaryotes. Electrophoretic mobility shift assays suggest that derepression of the heat shock response is mediated by HSF3	genes/ARATH/AT5G16820/AT5G16820-ai-review.yaml
ARATH	AT5G16820	O81821	GO:0000978	RNA polymerase II cis-regulatory region sequence-specific DNA binding	IBA	False	ACCEPT	CHROMATIN_CHIP	molecular	low	Chromatin immunoprecipitation	e is appropriate given the conservation of this mechanism across HSF orthologs. Chromatin immunoprecipitation combined with next-generation sequencing (ChIP-seq) has enabled genome-wide map	genes/ARATH/AT5G16820/AT5G16820-ai-review.yaml
ARATH	AT5G16820	O81821	GO:0003677	DNA binding	IEA	False	ACCEPT	CHROMATIN_CHIP	molecular	low	chromatin immunoprecipitation	's DNA-binding capability through electrophoretic mobility shift assays (EMSA), chromatin immunoprecipitation (ChIP-seq), and yeast two-hybrid studies. The deep research documents that HSFA	genes/ARATH/AT5G16820/AT5G16820-ai-review.yaml
ARATH	AT5G16820	O81821	GO:0006355	regulation of DNA-templated transcription	IEA	False	ACCEPT	CHROMATIN_CHIP	molecular	low	chromatin immunoprecipitation	ess response through regulation of secondary transcription factors. Genome-wide chromatin immunoprecipitation studies combined with transcriptomic analysis identified a total of 952 directl	genes/ARATH/AT5G16820/AT5G16820-ai-review.yaml
ARATH	AT5G16820	O81821	GO:0043565	sequence-specific DNA binding	IEA	False	ACCEPT	CHROMATIN_CHIP	molecular	low	chromatin immunoprecipitation	tanding HSFA1B target specificity. Using both bioinformatic motif discovery and chromatin immunoprecipitation-quantitative PCR validation, researchers demonstrated that HSFA1B specifically	genes/ARATH/AT5G16820/AT5G16820-ai-review.yaml
ARATH	AT5G16820	O81821	GO:0003677	DNA binding	IDA	False	ACCEPT	CHROMATIN_CHIP	molecular	low	electrophoretic mobility shift	HSFA1B exhibits DNA-binding activity as demonstrated by electrophoretic mobility shift assays (EMSA) in PMID:9645433. This represents high-quality experimental eviden	genes/ARATH/AT5G16820/AT5G16820-ai-review.yaml
ARATH	AT5G16820	O81821	GO:0003700	DNA-binding transcription factor activity	IMP	False	ACCEPT	CHROMATIN_CHIP	molecular	low	Electrophoretic mobility shift	earing HSF3/HSF3-GUS, transcription of several heat shock genes is derepressed. Electrophoretic mobility shift assays suggest that derepression of the heat shock response is mediated by HSF3	genes/ARATH/AT5G16820/AT5G16820-ai-review.yaml
ARATH	At1g67980	Q9C9W3	GO:0008171	O-methyltransferase activity	IEA	False	KEEP_AS_NON_CORE	METHYLTRANSFERASE_ACTIVITY	molecular	low	methyltransferase activity	The O-methyltransferase activity annotation is inferred from the IPR002935 (Class I-like SAM-dependent O-methylt	genes/ARATH/At1g67980/At1g67980-ai-review.yaml
ARATH	BRI1	O22476	GO:0004674	protein serine/threonine kinase activity	IBA	False	ACCEPT	KINASE_ACTIVITY_ASSAY	molecular	low	autophosphorylat	reonine residues on substrate proteins including BSKs, BAK1, and itself through autophosphorylation. Extensive biochemical evidence demonstrates that BRI1 has serine/threonine	genes/ARATH/BRI1/BRI1-ai-review.yaml
ARATH	BRI1	O22476	GO:0004714	transmembrane receptor protein tyrosine kinase activity	IEA	False	MODIFY	KINASE_ACTIVITY_ASSAY	molecular	low	autophosphorylat	rotein kinases, but [...] recombinant cytoplasmic domains of BRI1 and BAK1 also autophosphorylate on tyrosine residues and thus are dual-specificity kinases BRI1 is a receptor	genes/ARATH/BRI1/BRI1-ai-review.yaml
ARATH	BRI1	O22476	GO:0005515	protein binding	IPI	False	MARK_AS_OVER_ANNOTATED	KINASE_ACTIVITY_ASSAY	molecular	low	autophosphorylat	This study focuses on BRI1 autophosphorylation and protein interactions within the glycine-rich loop. IPI evidence supports	genes/ARATH/BRI1/BRI1-ai-review.yaml
ARATH	BRI1	O22476	GO:0042802	identical protein binding	IPI	False	ACCEPT	KINASE_ACTIVITY_ASSAY	molecular	low	autophosphorylat	This study examines BRI1 autophosphorylation which involves homodimerization and identical protein binding. IPI evidence	genes/ARATH/BRI1/BRI1-ai-review.yaml
ARATH	CCA1	P92973	GO:0005634	nucleus	IEA	False	ACCEPT	CHROMATIN_CHIP	molecular	low	ChIP-seq	places CCA1 in the **nucleus**, where it binds promoters and is assayed by ChIP/ChIP-seq.	genes/ARATH/CCA1/CCA1-ai-review.yaml
ARATH	CER1	F4HVY0	GO:0071771	aldehyde oxygenase (deformylating) activity	IEA	False	ACCEPT	IN_VITRO_ENZYME	molecular	low	reconstitut	represents its core molecular function. Strongly supported by genetic and yeast-reconstitution evidence. CER1 functions in the conversion of **VLC aldehydes to VLC alkanes	genes/ARATH/CER1/CER1-ai-review.yaml
ARATH	CER1	F4HVY0	GO:0043447	alkane biosynthetic process	IDA	False	ACCEPT	IN_VITRO_ENZYME	molecular	low	reconstitut	rter than the aldehyde precursor. This is supported by direct in vivo and yeast-reconstitution evidence (IDA, PMID:22773744). Core biological process directly supported by	genes/ARATH/CER1/CER1-ai-review.yaml
ARATH	CHL1	Q05085	GO:0005515	protein binding	IPI	False	MODIFY	IN_VITRO_ENZYME	molecular	low	Km	23**, which phosphorylates NRT1.1 at Thr101 and shifts apparent affinity from **Km ~4 mM** to **Km ~40 µM**.	genes/ARATH/CHL1/CHL1-ai-review.yaml
ARATH	CHL1	Q05085	GO:0015112	nitrate transmembrane transporter activity	IMP	False	ACCEPT	IN_VITRO_ENZYME	molecular	low	Km	pled symport over a wide concentration range (dual-affinity, biphasic kinetics; Km ~50 uM high-affinity and ~4 mM low-affinity phases). This is the well-establish	genes/ARATH/CHL1/CHL1-ai-review.yaml
ARATH	CLV1	Q9SYQ8	GO:0036289	peptidyl-serine autophosphorylation	IDA	False	ACCEPT	KINASE_ACTIVITY_ASSAY	molecular	low	autophosphorylat	CLV1 autophosphorylation is experimentally demonstrated and is central to its receptor kinase mechani	genes/ARATH/CLV1/CLV1-ai-review.yaml
ARATH	CLV1	Q9SYQ8	GO:0004674	protein serine/threonine kinase activity	IEA	False	ACCEPT	KINASE_ACTIVITY_ASSAY	molecular	low	autophosphorylat	er/Thr kinase activity is consistent with CLV1 sequence features, direct kinase/autophosphorylation assays, and more recent evidence for CLV1 phosphorylation of downstream RLCK	genes/ARATH/CLV1/CLV1-ai-review.yaml
ARATH	CLV1	Q9SYQ8	GO:0004674	protein serine/threonine kinase activity	IDA	False	ACCEPT	KINASE_ACTIVITY_ASSAY	molecular	low	kinase assay	for CIK phosphorylation during root protophloem signaling. Together with direct kinase assays from other CLV1 studies, this supports Ser/Thr kinase activity. The annotation	genes/ARATH/CLV1/CLV1-ai-review.yaml
ARATH	CLV1	Q9SYQ8	GO:0004674	protein serine/threonine kinase activity	IDA	False	ACCEPT	KINASE_ACTIVITY_ASSAY	molecular	low	autophosphorylat	irectly supported by phosphorylation of itself and KAPP, and by KAPP binding to autophosphorylated CLV1. Ser/Thr kinase activity is the catalytic core of the CLV1 receptor. KAP	genes/ARATH/CLV1/CLV1-ai-review.yaml
ARATH	CLV1	Q9SYQ8	GO:0005515	protein binding	IPI	False	MODIFY	KINASE_ACTIVITY_ASSAY	molecular	low	autophosphorylat	eneric protein binding with protein phosphatase binding. KAPP binds directly to autophosphorylated CLV1 in vitro and co-immunoprecipitates with CLV1 in plant extracts derived f	genes/ARATH/CLV1/CLV1-ai-review.yaml
ARATH	CLV1	Q9SYQ8	GO:0106310	protein serine kinase activity	ISS	False	ACCEPT	KINASE_ACTIVITY_ASSAY	molecular	low	autophosphorylat	e activity is consistent with CLV1's conserved Ser/Thr kinase domain and direct autophosphorylation evidence. It is narrower than the better-established Ser/Thr kinase term but	genes/ARATH/CLV1/CLV1-ai-review.yaml
ARATH	CLV1	Q9SYQ8	GO:0106310	protein serine kinase activity	IEA	False	ACCEPT	KINASE_ACTIVITY_ASSAY	molecular	low	autophosphorylat	rine kinase activity is compatible with the CLV1 kinase domain and experimental autophosphorylation data. This is correct as part of CLV1's Ser/Thr kinase molecular activity, t	genes/ARATH/CLV1/CLV1-ai-review.yaml
ARATH	CO	Q39057	GO:0005515	protein binding	IPI	False	MODIFY	IN_VITRO_ENZYME	molecular	low	specific activity	g is too broad. Replace with DNA-binding transcription factor binding, the more specific activity represented by binding to the OBF4/TGA4 transcription factor. We identified CON	genes/ARATH/CO/CO-ai-review.yaml
ARATH	COP1	P43254	GO:0061630	ubiquitin protein ligase activity	IBA	False	ACCEPT	UBIQUITINATION_ASSAY	molecular	low	E3 ligase activity	COP1's core enzymatic activity. COP1 contains a RING-finger domain required for E3 ligase activity and has been experimentally demonstrated to have ubiquitin ligase activity agai	genes/ARATH/COP1/COP1-ai-review.yaml
ARATH	COP1	P43254	GO:0042802	identical protein binding	IEA	False	ACCEPT	UBIQUITINATION_ASSAY	molecular	low	E3 ligase activity	ty. COP1 homodimerization is well-documented and functionally important for its E3 ligase activity. The coiled-coil domain mediates this interaction, making this annotation accur	genes/ARATH/COP1/COP1-ai-review.yaml
ARATH	COP1	P43254	GO:0005515	protein binding	IPI	False	REMOVE	UBIQUITINATION_ASSAY	molecular	low	E3 ligase activity	Redundant annotation. The COP1-SPA interaction is functionally captured by the E3 ligase activity annotations and complex formation terms. Generic protein binding adds no value.	genes/ARATH/COP1/COP1-ai-review.yaml
ARATH	COP1	P43254	GO:0042802	identical protein binding	IPI	False	ACCEPT	UBIQUITINATION_ASSAY	molecular	low	E3 ligase activity	ty. COP1 homodimerization is well-documented and functionally important for its E3 ligase activity. The coiled-coil domain mediates this interaction, making this annotation accur	genes/ARATH/COP1/COP1-ai-review.yaml
ARATH	COP1	P43254	GO:0042802	identical protein binding	IPI	False	ACCEPT	UBIQUITINATION_ASSAY	molecular	low	E3 ligase activity	ty. COP1 homodimerization is well-documented and functionally important for its E3 ligase activity. The coiled-coil domain mediates this interaction, making this annotation accur	genes/ARATH/COP1/COP1-ai-review.yaml
ARATH	COP1	P43254	GO:0042802	identical protein binding	IPI	False	ACCEPT	UBIQUITINATION_ASSAY	molecular	low	E3 ligase activity	ty. COP1 homodimerization is well-documented and functionally important for its E3 ligase activity. The coiled-coil domain mediates this interaction, making this annotation accur	genes/ARATH/COP1/COP1-ai-review.yaml
ARATH	COP1	P43254	GO:0016567	protein ubiquitination	IEA	False	ACCEPT	UBIQUITINATION_ASSAY	molecular	low	E3 ligase activity	rately captures the biological process that COP1 directly catalyzes through its E3 ligase activity. This annotation correctly represents the core biological process that COP1 per	genes/ARATH/COP1/COP1-ai-review.yaml
ARATH	COP1	P43254	GO:0061630	ubiquitin protein ligase activity	IDA	False	ACCEPT	UBIQUITINATION_ASSAY	molecular	low	in vitro ubiquitin	) directly demonstrating COP1's ubiquitin ligase activity. The paper reports an in vitro ubiquitination assay in which COP1 directly ubiquitinates its substrate WDL3, supporting	genes/ARATH/COP1/COP1-ai-review.yaml
ARATH	COP1	P43254	GO:0016604	nuclear body	IDA	False	ACCEPT	UBIQUITINATION_ASSAY	molecular	low	E3 ligase activity	into distinct nuclear compartments, which may be functionally relevant for its E3 ligase activity and substrate targeting. COP1 accumulates in the nucleus under natural or simul	genes/ARATH/COP1/COP1-ai-review.yaml
ARATH	COP1	P43254	GO:0009647	skotomorphogenesis	TAS	False	ACCEPT	IN_VITRO_ENZYME	molecular	low	Reconstitut	s role in dark-grown development. Modular domain structure of Arabidopsis COP1. Reconstitution of activity by fragment complementation and mutational analysis of a nuclear	genes/ARATH/COP1/COP1-ai-review.yaml
ARATH	CRY1	Q43125	GO:0046777	protein autophosphorylation	IDA	False	KEEP_AS_NON_CORE	KINASE_ACTIVITY_ASSAY	molecular	low	autophosphorylat	protein autophosphorylation is supported for CRY1 but is a non-core output or accessory biochemical prop	genes/ARATH/CRY1/CRY1-ai-review.yaml
ARATH	CRY1	Q43125	GO:0004672	protein kinase activity	IDA	False	KEEP_AS_NON_CORE	KINASE_ACTIVITY_ASSAY	molecular	low	autophosphorylat	t the primary evolved molecular function is blue-light photoreceptor signaling. autophosphorylation activity associated with Arabidopsis cry1 protein	genes/ARATH/CRY1/CRY1-ai-review.yaml
ARATH	CRY1	Q43125	GO:0005524	ATP binding	IDA	False	KEEP_AS_NON_CORE	KINASE_ACTIVITY_ASSAY	molecular	low	autophosphorylat	tion and flavin photochemistry, but it is accessory to photoreceptor signaling. autophosphorylation activity associated with Arabidopsis cry1 protein	genes/ARATH/CRY1/CRY1-ai-review.yaml
ARATH	CRY1	Q43125	GO:0016301	kinase activity	IDA	False	MODIFY	KINASE_ACTIVITY_ASSAY	molecular	low	autophosphorylat	and should be stated more specifically. The biochemical evidence is for protein autophosphorylation/autokinase activity of AtCRY1. Protein kinase activity is the more specific	genes/ARATH/CRY1/CRY1-ai-review.yaml
ARATH	CRY1	Q43125	GO:0046777	protein autophosphorylation	IDA	False	KEEP_AS_NON_CORE	KINASE_ACTIVITY_ASSAY	molecular	low	autophosphorylat	protein autophosphorylation is supported for CRY1 but is a non-core output or accessory biochemical prop	genes/ARATH/CRY1/CRY1-ai-review.yaml
ARATH	CRY2	Q96524	GO:0046777	protein autophosphorylation	IDA	True	ACCEPT	KINASE_ACTIVITY_ASSAY	molecular	low	autophosphorylat	Correct negated annotation: AtCRY2 does not carry out protein autophosphorylation. The same biochemical study found AtCry2 lacks autokinase/autophosphorylatin	genes/ARATH/CRY2/CRY2-ai-review.yaml
ARATH	DCL1	Q9SP32	GO:0016891	RNA endonuclease activity producing 5'-phosphomonoesters, hydrolytic mechanism	IEA	False	MODIFY	NUCLEASE_ACTIVITY	molecular	low	endonuclease activity	RNA endonuclease activity producing 5'-phosphomonoesters, hydrolytic mechanism is directionally related t	genes/ARATH/DCL1/DCL1-ai-review.yaml
ARATH	EIN2	Q9S814	GO:0003682	chromatin binding	IDA	False	ACCEPT	HISTONE_MARK	phenotypic	high	H3K14Ac	2-C associates with chromatin/histone-linked regions through ENAP1 and promotes H3K14Ac/H3K23Ac at ethylene-responsive loci. Chromatin association is a core nuclear ou	genes/ARATH/EIN2/EIN2-ai-review.yaml
ARATH	EIN2	Q9S814	GO:0042393	histone binding	IDA	False	ACCEPT	HISTONE_MARK	phenotypic	high	H3K23 acetylation	ontaining chromatin through ENAP1 and is required for ethylene-responsive H3K14/H3K23 acetylation. Histone/chromatin association is a mechanistic nuclear function of activated E	genes/ARATH/EIN2/EIN2-ai-review.yaml
ARATH	EIN2	Q9S814	GO:0040029	epigenetic regulation of gene expression	IMP	False	ACCEPT	HISTONE_MARK	phenotypic	high	H3K14Ac	EIN2-C regulates H3K14Ac and H3K23Ac at ethylene-responsive loci and promotes rapid transcriptional regu	genes/ARATH/EIN2/EIN2-ai-review.yaml
ARATH	EIN3	O24606	GO:0003700	DNA-binding transcription factor activity	IDA	False	ACCEPT	CHROMATIN_CHIP	molecular	low	chromatin immunoprecipitation	egulator of the ethylene signaling pathway, ETHYLENE INSENSITIVE3 (EIN3), using chromatin immunoprecipitation sequencing	genes/ARATH/EIN3/EIN3-ai-review.yaml
ARATH	ELF4	O04211	GO:0000122	negative regulation of transcription by RNA polymerase II	IDA	False	ACCEPT	CHROMATIN_CHIP	molecular	low	ChIP experiment	ng Complex. ELF4 is an essential component of the EC transcriptional repressor. ChIP experiments confirmed ELF4 is present at target promoters [PMID:21753751]. we performed s	genes/ARATH/ELF4/ELF4-ai-review.yaml
ARATH	ELF4	O04211	GO:0005634	nucleus	IDA	False	ACCEPT	CHROMATIN_CHIP	molecular	low	ChIP experiment	ect experimental evidence for nuclear localization from immunoprecipitation and ChIP experiments showing ELF4 at target gene promoters in the nucleus. Primary experimental ev	genes/ARATH/ELF4/ELF4-ai-review.yaml
ARATH	ELF4	O04211	GO:0005667	transcription regulator complex	IDA	False	NEW	CHROMATIN_CHIP	molecular	low	ChIP experiment	Portal (CPX-1291) and demonstrated experimentally by co-immunoprecipitation and ChIP experiments. This annotation captures ELF4's role as part of the Evening Complex, which i	genes/ARATH/ELF4/ELF4-ai-review.yaml
ARATH	ETR1	P49333	GO:0000155	phosphorelay sensor kinase activity	IEA	False	ACCEPT	KINASE_ACTIVITY_ASSAY	molecular	low	autophosphorylat	ETR1 functions as a histidine kinase with autophosphorylation activity that is inhibited by ethylene binding. This phosphorelay activity i	genes/ARATH/ETR1/ETR1-ai-review.yaml
ARATH	ETR1	P49333	GO:0000160	phosphorelay signal transduction system	IEA	False	ACCEPT	KINASE_ACTIVITY_ASSAY	molecular	low	autophosphorylat	falcon research and UniProt confirm ETR1 functions in phosphorelay systems with autophosphorylation activity that is inhibited by ethylene binding. ETR1 is clearly documented a	genes/ARATH/ETR1/ETR1-ai-review.yaml
ARATH	ETR1	P49333	GO:0000166	nucleotide binding	IEA	False	MODIFY	KINASE_ACTIVITY_ASSAY	molecular	low	autophosphorylat	ETR1 contains histidine kinase domain that requires ATP binding for autophosphorylation activity. UniProt confirms EC 2.7.13.3 classification and ATP binding is ess	genes/ARATH/ETR1/ETR1-ai-review.yaml
ARATH	ETR1	P49333	GO:0004673	protein histidine kinase activity	IEA	False	ACCEPT	KINASE_ACTIVITY_ASSAY	molecular	low	autophosphorylat	is the core molecular function of ETR1. It functions as a histidine kinase with autophosphorylation activity that is inhibited upon ethylene binding. This is extensively docume	genes/ARATH/ETR1/ETR1-ai-review.yaml
