gene_symbol	gene_name	target_go_id	target_go_label	goa_status	mapping_scopes	mapping_files	mapping_subjects	pn_codes	representative_genes	supporting_goa_terms	projection_count
ATP6V1B1		GO:0007042	lysosomal lumen acidification	more_specific_than_existing_goa	ok_for_propagation_to_go	autophagy_lysosome_pathway.yaml	Autophagy-Lysosome Pathway|Lysosomal catabolism|Regulation of lysosomal environment|Lysosomal acidification	Autophagy-Lysosome Pathway|Lysosomal catabolism|Regulation of lysosomal environment|Lysosomal acidification|V1 lysosomal v-ATPase proton pump component	ATP6V0A1;ATP6V0A2;ATP6V0A4;ATP6V0B;TCIRG1	GO:0006885 regulation of pH;GO:0007035 vacuolar acidification	1
ATP6V1B1		GO:0046612	lysosomal proton-transporting V-type ATPase, V1 domain	more_specific_than_existing_goa	ok_for_propagation_to_go	autophagy_lysosome_pathway.yaml	Autophagy-Lysosome Pathway|Pre-initiation autophagy signaling|mTORC1 pathway, upstream|Nutrient sensing|V1 lysosomal v-ATPase proton pump component	Autophagy-Lysosome Pathway|Pre-initiation autophagy signaling|mTORC1 pathway, upstream|Nutrient sensing|V1 lysosomal v-ATPase proton pump component	ATP6V1A;ATP6V1B1;ATP6V1B2;ATP6V1C1;ATP6V1C2	GO:0000221 vacuolar proton-transporting V-type ATPase, V1 domain;GO:0005737 cytoplasm;GO:0016020 membrane;GO:0016471 vacuolar proton-transporting V-type ATPase complex;GO:0033180 proton-transporting V-type ATPase, V1 domain	1
ATP6V1B2		GO:0007042	lysosomal lumen acidification	more_specific_than_existing_goa	ok_for_propagation_to_go	autophagy_lysosome_pathway.yaml	Autophagy-Lysosome Pathway|Lysosomal catabolism|Regulation of lysosomal environment|Lysosomal acidification	Autophagy-Lysosome Pathway|Lysosomal catabolism|Regulation of lysosomal environment|Lysosomal acidification|V1 lysosomal v-ATPase proton pump component	ATP6V0A1;ATP6V0A2;ATP6V0A4;ATP6V0B;TCIRG1	GO:0007035 vacuolar acidification	1
ATP6V1B2		GO:0046612	lysosomal proton-transporting V-type ATPase, V1 domain	more_specific_than_existing_goa	ok_for_propagation_to_go	autophagy_lysosome_pathway.yaml	Autophagy-Lysosome Pathway|Pre-initiation autophagy signaling|mTORC1 pathway, upstream|Nutrient sensing|V1 lysosomal v-ATPase proton pump component	Autophagy-Lysosome Pathway|Pre-initiation autophagy signaling|mTORC1 pathway, upstream|Nutrient sensing|V1 lysosomal v-ATPase proton pump component	ATP6V1A;ATP6V1B1;ATP6V1B2;ATP6V1C1;ATP6V1C2	GO:0000221 vacuolar proton-transporting V-type ATPase, V1 domain;GO:0005737 cytoplasm;GO:0005765 lysosomal membrane;GO:0033180 proton-transporting V-type ATPase, V1 domain	1
ATP6V1C1		GO:0007042	lysosomal lumen acidification	new_to_goa	ok_for_propagation_to_go	autophagy_lysosome_pathway.yaml	Autophagy-Lysosome Pathway|Lysosomal catabolism|Regulation of lysosomal environment|Lysosomal acidification	Autophagy-Lysosome Pathway|Lysosomal catabolism|Regulation of lysosomal environment|Lysosomal acidification|V1 lysosomal v-ATPase proton pump component	ATP6V0A1;ATP6V0A2;ATP6V0A4;ATP6V0B;TCIRG1		1
ATP6V1C1		GO:0046612	lysosomal proton-transporting V-type ATPase, V1 domain	more_specific_than_existing_goa	ok_for_propagation_to_go	autophagy_lysosome_pathway.yaml	Autophagy-Lysosome Pathway|Pre-initiation autophagy signaling|mTORC1 pathway, upstream|Nutrient sensing|V1 lysosomal v-ATPase proton pump component	Autophagy-Lysosome Pathway|Pre-initiation autophagy signaling|mTORC1 pathway, upstream|Nutrient sensing|V1 lysosomal v-ATPase proton pump component	ATP6V1A;ATP6V1B1;ATP6V1B2;ATP6V1C1;ATP6V1C2	GO:0000221 vacuolar proton-transporting V-type ATPase, V1 domain;GO:0005765 lysosomal membrane;GO:0016020 membrane;GO:0016469 proton-transporting two-sector ATPase complex;GO:0033176 proton-transporting V-type ATPase complex;GO:0033180 proton-transporting V-type ATPase, V1 domain	1
ATP6V1C2		GO:0007042	lysosomal lumen acidification	new_to_goa	ok_for_propagation_to_go	autophagy_lysosome_pathway.yaml	Autophagy-Lysosome Pathway|Lysosomal catabolism|Regulation of lysosomal environment|Lysosomal acidification	Autophagy-Lysosome Pathway|Lysosomal catabolism|Regulation of lysosomal environment|Lysosomal acidification|V1 lysosomal v-ATPase proton pump component	ATP6V0A1;ATP6V0A2;ATP6V0A4;ATP6V0B;TCIRG1		1
ATP6V1C2		GO:0046612	lysosomal proton-transporting V-type ATPase, V1 domain	more_specific_than_existing_goa	ok_for_propagation_to_go	autophagy_lysosome_pathway.yaml	Autophagy-Lysosome Pathway|Pre-initiation autophagy signaling|mTORC1 pathway, upstream|Nutrient sensing|V1 lysosomal v-ATPase proton pump component	Autophagy-Lysosome Pathway|Pre-initiation autophagy signaling|mTORC1 pathway, upstream|Nutrient sensing|V1 lysosomal v-ATPase proton pump component	ATP6V1A;ATP6V1B1;ATP6V1B2;ATP6V1C1;ATP6V1C2	GO:0000221 vacuolar proton-transporting V-type ATPase, V1 domain;GO:0005765 lysosomal membrane;GO:0033180 proton-transporting V-type ATPase, V1 domain	1
ATP6V1D		GO:0046612	lysosomal proton-transporting V-type ATPase, V1 domain	more_specific_than_existing_goa	ok_for_propagation_to_go	autophagy_lysosome_pathway.yaml	Autophagy-Lysosome Pathway|Pre-initiation autophagy signaling|mTORC1 pathway, upstream|Nutrient sensing|V1 lysosomal v-ATPase proton pump component	Autophagy-Lysosome Pathway|Pre-initiation autophagy signaling|mTORC1 pathway, upstream|Nutrient sensing|V1 lysosomal v-ATPase proton pump component	ATP6V1A;ATP6V1B1;ATP6V1B2;ATP6V1C1;ATP6V1C2	GO:0000221 vacuolar proton-transporting V-type ATPase, V1 domain;GO:0005765 lysosomal membrane;GO:0016020 membrane;GO:0033176 proton-transporting V-type ATPase complex;GO:0046611 lysosomal proton-transporting V-type ATPase complex	1
ATP6V1E1		GO:0007042	lysosomal lumen acidification	new_to_goa	ok_for_propagation_to_go	autophagy_lysosome_pathway.yaml	Autophagy-Lysosome Pathway|Lysosomal catabolism|Regulation of lysosomal environment|Lysosomal acidification	Autophagy-Lysosome Pathway|Lysosomal catabolism|Regulation of lysosomal environment|Lysosomal acidification|V1 lysosomal v-ATPase proton pump component	ATP6V0A1;ATP6V0A2;ATP6V0A4;ATP6V0B;TCIRG1		1
ATP6V1E1		GO:0046612	lysosomal proton-transporting V-type ATPase, V1 domain	more_specific_than_existing_goa	ok_for_propagation_to_go	autophagy_lysosome_pathway.yaml	Autophagy-Lysosome Pathway|Pre-initiation autophagy signaling|mTORC1 pathway, upstream|Nutrient sensing|V1 lysosomal v-ATPase proton pump component	Autophagy-Lysosome Pathway|Pre-initiation autophagy signaling|mTORC1 pathway, upstream|Nutrient sensing|V1 lysosomal v-ATPase proton pump component	ATP6V1A;ATP6V1B1;ATP6V1B2;ATP6V1C1;ATP6V1C2	GO:0000221 vacuolar proton-transporting V-type ATPase, V1 domain;GO:0005765 lysosomal membrane;GO:0005774 vacuolar membrane;GO:0016469 proton-transporting two-sector ATPase complex;GO:0033178 proton-transporting two-sector ATPase complex, catalytic domain;GO:0046611 lysosomal proton-transporting V-type ATPase complex	1
ATP6V1E2		GO:0007042	lysosomal lumen acidification	new_to_goa	ok_for_propagation_to_go	autophagy_lysosome_pathway.yaml	Autophagy-Lysosome Pathway|Lysosomal catabolism|Regulation of lysosomal environment|Lysosomal acidification	Autophagy-Lysosome Pathway|Lysosomal catabolism|Regulation of lysosomal environment|Lysosomal acidification|V1 lysosomal v-ATPase proton pump component	ATP6V0A1;ATP6V0A2;ATP6V0A4;ATP6V0B;TCIRG1		1
ATP6V1E2		GO:0033176	proton-transporting V-type ATPase complex	new_to_goa	ok_for_propagation_to_go	autophagy_lysosome_pathway.yaml	Autophagy-Lysosome Pathway|Lysosomal catabolism|Regulation of lysosomal environment|Lysosomal acidification|V1 lysosomal v-ATPase proton pump component	Autophagy-Lysosome Pathway|Lysosomal catabolism|Regulation of lysosomal environment|Lysosomal acidification|V1 lysosomal v-ATPase proton pump component	ATP6V1A;ATP6V1B1;ATP6V1B2;ATP6V1C1;ATP6V1C2		1
ATP6V1E2		GO:0046612	lysosomal proton-transporting V-type ATPase, V1 domain	more_specific_than_existing_goa	ok_for_propagation_to_go	autophagy_lysosome_pathway.yaml	Autophagy-Lysosome Pathway|Pre-initiation autophagy signaling|mTORC1 pathway, upstream|Nutrient sensing|V1 lysosomal v-ATPase proton pump component	Autophagy-Lysosome Pathway|Pre-initiation autophagy signaling|mTORC1 pathway, upstream|Nutrient sensing|V1 lysosomal v-ATPase proton pump component	ATP6V1A;ATP6V1B1;ATP6V1B2;ATP6V1C1;ATP6V1C2	GO:0005774 vacuolar membrane;GO:0033178 proton-transporting two-sector ATPase complex, catalytic domain	1
ATP6V1F		GO:0046612	lysosomal proton-transporting V-type ATPase, V1 domain	more_specific_than_existing_goa	ok_for_propagation_to_go	autophagy_lysosome_pathway.yaml	Autophagy-Lysosome Pathway|Pre-initiation autophagy signaling|mTORC1 pathway, upstream|Nutrient sensing|V1 lysosomal v-ATPase proton pump component	Autophagy-Lysosome Pathway|Pre-initiation autophagy signaling|mTORC1 pathway, upstream|Nutrient sensing|V1 lysosomal v-ATPase proton pump component	ATP6V1A;ATP6V1B1;ATP6V1B2;ATP6V1C1;ATP6V1C2	GO:0000221 vacuolar proton-transporting V-type ATPase, V1 domain;GO:0005765 lysosomal membrane;GO:0016020 membrane;GO:0016471 vacuolar proton-transporting V-type ATPase complex;GO:0033176 proton-transporting V-type ATPase complex;GO:0033180 proton-transporting V-type ATPase, V1 domain	1
ATP6V1G1		GO:0007042	lysosomal lumen acidification	new_to_goa	ok_for_propagation_to_go	autophagy_lysosome_pathway.yaml	Autophagy-Lysosome Pathway|Lysosomal catabolism|Regulation of lysosomal environment|Lysosomal acidification	Autophagy-Lysosome Pathway|Lysosomal catabolism|Regulation of lysosomal environment|Lysosomal acidification|V1 lysosomal v-ATPase proton pump component	ATP6V0A1;ATP6V0A2;ATP6V0A4;ATP6V0B;TCIRG1		1
ATP6V1G1		GO:0046612	lysosomal proton-transporting V-type ATPase, V1 domain	more_specific_than_existing_goa	ok_for_propagation_to_go	autophagy_lysosome_pathway.yaml	Autophagy-Lysosome Pathway|Pre-initiation autophagy signaling|mTORC1 pathway, upstream|Nutrient sensing|V1 lysosomal v-ATPase proton pump component	Autophagy-Lysosome Pathway|Pre-initiation autophagy signaling|mTORC1 pathway, upstream|Nutrient sensing|V1 lysosomal v-ATPase proton pump component	ATP6V1A;ATP6V1B1;ATP6V1B2;ATP6V1C1;ATP6V1C2	GO:0000221 vacuolar proton-transporting V-type ATPase, V1 domain;GO:0005765 lysosomal membrane;GO:0016471 vacuolar proton-transporting V-type ATPase complex;GO:0033176 proton-transporting V-type ATPase complex;GO:0033180 proton-transporting V-type ATPase, V1 domain	1
ATP6V1G2		GO:0007042	lysosomal lumen acidification	new_to_goa	ok_for_propagation_to_go	autophagy_lysosome_pathway.yaml	Autophagy-Lysosome Pathway|Lysosomal catabolism|Regulation of lysosomal environment|Lysosomal acidification	Autophagy-Lysosome Pathway|Lysosomal catabolism|Regulation of lysosomal environment|Lysosomal acidification|V1 lysosomal v-ATPase proton pump component	ATP6V0A1;ATP6V0A2;ATP6V0A4;ATP6V0B;TCIRG1		1
ATP6V1G2		GO:0046612	lysosomal proton-transporting V-type ATPase, V1 domain	more_specific_than_existing_goa	ok_for_propagation_to_go	autophagy_lysosome_pathway.yaml	Autophagy-Lysosome Pathway|Pre-initiation autophagy signaling|mTORC1 pathway, upstream|Nutrient sensing|V1 lysosomal v-ATPase proton pump component	Autophagy-Lysosome Pathway|Pre-initiation autophagy signaling|mTORC1 pathway, upstream|Nutrient sensing|V1 lysosomal v-ATPase proton pump component	ATP6V1A;ATP6V1B1;ATP6V1B2;ATP6V1C1;ATP6V1C2	GO:0000221 vacuolar proton-transporting V-type ATPase, V1 domain;GO:0016471 vacuolar proton-transporting V-type ATPase complex	1
ATP6V1G3		GO:0007042	lysosomal lumen acidification	new_to_goa	ok_for_propagation_to_go	autophagy_lysosome_pathway.yaml	Autophagy-Lysosome Pathway|Lysosomal catabolism|Regulation of lysosomal environment|Lysosomal acidification	Autophagy-Lysosome Pathway|Lysosomal catabolism|Regulation of lysosomal environment|Lysosomal acidification|V1 lysosomal v-ATPase proton pump component	ATP6V0A1;ATP6V0A2;ATP6V0A4;ATP6V0B;TCIRG1		1
ATP6V1G3		GO:0046612	lysosomal proton-transporting V-type ATPase, V1 domain	more_specific_than_existing_goa	ok_for_propagation_to_go	autophagy_lysosome_pathway.yaml	Autophagy-Lysosome Pathway|Pre-initiation autophagy signaling|mTORC1 pathway, upstream|Nutrient sensing|V1 lysosomal v-ATPase proton pump component	Autophagy-Lysosome Pathway|Pre-initiation autophagy signaling|mTORC1 pathway, upstream|Nutrient sensing|V1 lysosomal v-ATPase proton pump component	ATP6V1A;ATP6V1B1;ATP6V1B2;ATP6V1C1;ATP6V1C2	GO:0000221 vacuolar proton-transporting V-type ATPase, V1 domain;GO:0016471 vacuolar proton-transporting V-type ATPase complex	1
ATP6V1H		GO:0046612	lysosomal proton-transporting V-type ATPase, V1 domain	more_specific_than_existing_goa	ok_for_propagation_to_go	autophagy_lysosome_pathway.yaml	Autophagy-Lysosome Pathway|Pre-initiation autophagy signaling|mTORC1 pathway, upstream|Nutrient sensing|V1 lysosomal v-ATPase proton pump component	Autophagy-Lysosome Pathway|Pre-initiation autophagy signaling|mTORC1 pathway, upstream|Nutrient sensing|V1 lysosomal v-ATPase proton pump component	ATP6V1A;ATP6V1B1;ATP6V1B2;ATP6V1C1;ATP6V1C2	GO:0000221 vacuolar proton-transporting V-type ATPase, V1 domain;GO:0005765 lysosomal membrane;GO:0016020 membrane	1
ATRX		GO:0140713	histone chaperone activity	new_to_goa	ok_for_propagation_to_go	nuclear_proteostasis.yaml	Nuclear proteostasis|Chaperone|Histone chaperone	Nuclear proteostasis|Chaperone|Histone chaperone	ASF1A;ASF1B;CHAF1A;NPM1		1
AUP1		GO:0071630	nuclear protein quality control by the ubiquitin-proteasome system	new_to_goa	ok_for_propagation_to_go	ubiquitin_proteasome_system.yaml	Ubiquitin Proteasome System|Ubiquitin and UBL binding|protein quality control	Ubiquitin Proteasome System|Ubiquitin and UBL binding|protein quality control|ERAD cofactor|CUE	AUP1;DAXX;DNAJB2;SAYSD1;UFD1		1
AUP1		GO:0097466	ubiquitin-dependent glycoprotein ERAD pathway	more_specific_than_existing_goa	ok_for_propagation_to_go	ubiquitin_proteasome_system.yaml	Ubiquitin Proteasome System|Ubiquitin and UBL binding|protein quality control|ERAD cofactor	Ubiquitin Proteasome System|Ubiquitin and UBL binding|protein quality control|ERAD cofactor|CUE	AUP1;UFD1	GO:0036503 ERAD pathway	1
AZI2		GO:0098792	xenophagy	new_to_goa	ok_for_propagation_to_go	autophagy_lysosome_pathway.yaml	Autophagy-Lysosome Pathway|Autophagy substrate selection|Autophagy receptor regulation|Xenophagy	Autophagy-Lysosome Pathway|Autophagy substrate selection|Autophagy receptor regulation|Xenophagy	AZI2;LGALS8		1
BAG3		GO:0035973	aggrephagy	supported_by_goa_regulation	ok_for_propagation_to_go	autophagy_lysosome_pathway.yaml	Autophagy-Lysosome Pathway|Autophagy substrate selection|Selective autophagy receptor|Chaperone assisted selective autophagy|CASA complex component	Autophagy-Lysosome Pathway|Autophagy substrate selection|Selective autophagy receptor|Chaperone assisted selective autophagy|CASA complex component	BAG3;HSPA8;HSPB8;STUB1	GO:1905337 positive regulation of aggrephagy	1
BAG6		GO:0015031	protein transport	new_to_goa	ok_for_propagation_to_go	er_proteostasis.yaml	ER proteostasis|Protein transport	ER proteostasis|Protein transport|GET pathway component	SEC61A1;SEC61A2;SEC61B;SEC61G;SEC62		1
BCAP31		GO:0036503	ERAD pathway	more_specific_than_existing_goa	exact	er_proteostasis.yaml	ER proteostasis|Organelle-specific protein degradation|ER associated degradation	ER proteostasis|Organelle-specific protein degradation|ER associated degradation|Retrotranslocation channel complex	DERL1;DERL2;DERL3;HERPUD1;SYVN1	GO:0034976 response to endoplasmic reticulum stress	1
BCCIP		GO:0000027	ribosomal large subunit assembly	new_to_goa	ok_for_propagation_to_go	translation.yaml	Translation|Cytosolic translation|Ribosome biogenesis factor|60S maturation	Translation|Cytosolic translation|Ribosome biogenesis factor|60S maturation	BCCIP;RSL24D1		1
BCCIP		GO:0042254	ribosome biogenesis	new_to_goa	ok_for_propagation_to_go	translation.yaml	Translation|Cytosolic translation|Ribosome biogenesis factor	Translation|Cytosolic translation|Ribosome biogenesis factor|60S maturation	AATF;IMP3;NOP56;UTP4		1
BCL2L13		GO:0000423	mitophagy	new_to_goa	ok_for_propagation_to_go	autophagy_lysosome_pathway.yaml	Autophagy-Lysosome Pathway|Autophagy substrate selection|Selective autophagy receptor|Mitophagy	Autophagy-Lysosome Pathway|Autophagy substrate selection|Selective autophagy receptor|Mitophagy	CALCOCO2;FUNDC1;OPTN;SQSTM1;TAX1BP1		1
BMAL1		GO:1904715	negative regulation of chaperone-mediated autophagy	new_to_goa	ok_for_propagation_to_go	autophagy_lysosome_pathway.yaml	Autophagy-Lysosome Pathway|Chaperone-mediated autophagy|Extralysosomal modulator of chaperone-mediated autophagy|Chaperone-mediated autophagy inhibitor	Autophagy-Lysosome Pathway|Chaperone-mediated autophagy|Extralysosomal modulator of chaperone-mediated autophagy|Chaperone-mediated autophagy inhibitor|Negative regulator of transcription of CMA components	BMAL1;RAB11A;RARA		1
BNIP1		GO:0000423	mitophagy	new_to_goa	ok_for_propagation_to_go	autophagy_lysosome_pathway.yaml	Autophagy-Lysosome Pathway|Autophagy substrate selection|Autophagy receptor regulation|Mitophagy	Autophagy-Lysosome Pathway|Autophagy substrate selection|Autophagy receptor regulation|Mitophagy	BNIP1;MARCHF5;RNF185;TANK;TBK1		1
BNIP3L		GO:0000423	mitophagy	supported_by_goa_regulation	ok_for_propagation_to_go	autophagy_lysosome_pathway.yaml	Autophagy-Lysosome Pathway|Autophagy substrate selection|Selective autophagy receptor|Mitophagy	Autophagy-Lysosome Pathway|Autophagy substrate selection|Selective autophagy receptor|Mitophagy	CALCOCO2;FUNDC1;OPTN;SQSTM1;TAX1BP1	GO:1901524 regulation of mitophagy	1
BUD23		GO:0030688	preribosome, small subunit precursor	new_to_goa	ok_for_propagation_to_go	translation.yaml	Translation|Cytosolic translation|Ribosome biogenesis factor|pre-40S complex	Translation|Cytosolic translation|Ribosome biogenesis factor|pre-40S complex	BUD23;BYSL;EIF5B;LTV1;NOB1		1
BZW1		GO:0003743	translation initiation factor activity	new_to_goa	ok_for_propagation_to_go	translation.yaml	Translation|Cytosolic translation|Translation initiation|assorted initiation factors	Translation|Cytosolic translation|Translation initiation|assorted initiation factors	EIF1;EIF1AX;EIF1AY;EIF4B;EIF4H		1
