gene_symbol	gene_name	pn_code	branch	class	group	type	subtype	mapping_file	mapping_subject_level	mapping_subject_code	mapping_scope	target_go_id	target_go_label	representative_genes	conditions	goa_status	supporting_goa_terms	rationale	notes	references
BAG1		Cytonuclear proteostasis|Chaperone|HSP70 system|HSP70 nucleotide exchange factor|BAG domain subtype	Cytonuclear proteostasis	Chaperone	HSP70 system	HSP70 nucleotide exchange factor	BAG domain subtype	chaperone_systems.yaml	type	Cytonuclear proteostasis|Chaperone|HSP70 system|HSP70 nucleotide exchange factor	ok_for_propagation_to_go	GO:0000774	adenyl-nucleotide exchange factor activity	GRPEL1;GRPEL2;BAG1;HSPBP1		already_in_goa_exact	GO:0000774 adenyl-nucleotide exchange factor activity	These PN entries denote nucleotide exchange factors that reset HSP70 chaperones by promoting ADP release. The current validated GO cache does not expose a more HSP70-specific exchange-factor term, so adenyl-nucleotide exchange factor activity is the best supported target.		proteostasis-workbook-2024; proteostasis-ms1
BAG2		Cytonuclear proteostasis|Chaperone|HSP70 system|HSP70 nucleotide exchange factor|BAG domain subtype	Cytonuclear proteostasis	Chaperone	HSP70 system	HSP70 nucleotide exchange factor	BAG domain subtype	chaperone_systems.yaml	type	Cytonuclear proteostasis|Chaperone|HSP70 system|HSP70 nucleotide exchange factor	ok_for_propagation_to_go	GO:0000774	adenyl-nucleotide exchange factor activity	GRPEL1;GRPEL2;BAG1;HSPBP1		already_in_goa_exact	GO:0000774 adenyl-nucleotide exchange factor activity	These PN entries denote nucleotide exchange factors that reset HSP70 chaperones by promoting ADP release. The current validated GO cache does not expose a more HSP70-specific exchange-factor term, so adenyl-nucleotide exchange factor activity is the best supported target.		proteostasis-workbook-2024; proteostasis-ms1
BAG3		Cytonuclear proteostasis|Chaperone|HSP70 system|HSP70 nucleotide exchange factor|BAG domain subtype	Cytonuclear proteostasis	Chaperone	HSP70 system	HSP70 nucleotide exchange factor	BAG domain subtype	chaperone_systems.yaml	type	Cytonuclear proteostasis|Chaperone|HSP70 system|HSP70 nucleotide exchange factor	ok_for_propagation_to_go	GO:0000774	adenyl-nucleotide exchange factor activity	GRPEL1;GRPEL2;BAG1;HSPBP1		already_in_goa_exact	GO:0000774 adenyl-nucleotide exchange factor activity	These PN entries denote nucleotide exchange factors that reset HSP70 chaperones by promoting ADP release. The current validated GO cache does not expose a more HSP70-specific exchange-factor term, so adenyl-nucleotide exchange factor activity is the best supported target.		proteostasis-workbook-2024; proteostasis-ms1
BAG4		Cytonuclear proteostasis|Chaperone|HSP70 system|HSP70 nucleotide exchange factor|BAG domain subtype	Cytonuclear proteostasis	Chaperone	HSP70 system	HSP70 nucleotide exchange factor	BAG domain subtype	chaperone_systems.yaml	type	Cytonuclear proteostasis|Chaperone|HSP70 system|HSP70 nucleotide exchange factor	ok_for_propagation_to_go	GO:0000774	adenyl-nucleotide exchange factor activity	GRPEL1;GRPEL2;BAG1;HSPBP1		already_in_goa_exact	GO:0000774 adenyl-nucleotide exchange factor activity	These PN entries denote nucleotide exchange factors that reset HSP70 chaperones by promoting ADP release. The current validated GO cache does not expose a more HSP70-specific exchange-factor term, so adenyl-nucleotide exchange factor activity is the best supported target.		proteostasis-workbook-2024; proteostasis-ms1
BAG5		Cytonuclear proteostasis|Chaperone|HSP70 system|HSP70 nucleotide exchange factor|BAG domain subtype	Cytonuclear proteostasis	Chaperone	HSP70 system	HSP70 nucleotide exchange factor	BAG domain subtype	chaperone_systems.yaml	type	Cytonuclear proteostasis|Chaperone|HSP70 system|HSP70 nucleotide exchange factor	ok_for_propagation_to_go	GO:0000774	adenyl-nucleotide exchange factor activity	GRPEL1;GRPEL2;BAG1;HSPBP1		already_in_goa_exact	GO:0000774 adenyl-nucleotide exchange factor activity	These PN entries denote nucleotide exchange factors that reset HSP70 chaperones by promoting ADP release. The current validated GO cache does not expose a more HSP70-specific exchange-factor term, so adenyl-nucleotide exchange factor activity is the best supported target.		proteostasis-workbook-2024; proteostasis-ms1
HSPBP1		Cytonuclear proteostasis|Chaperone|HSP70 system|HSP70 nucleotide exchange factor|HSPBP1 subtype	Cytonuclear proteostasis	Chaperone	HSP70 system	HSP70 nucleotide exchange factor	HSPBP1 subtype	chaperone_systems.yaml	type	Cytonuclear proteostasis|Chaperone|HSP70 system|HSP70 nucleotide exchange factor	ok_for_propagation_to_go	GO:0000774	adenyl-nucleotide exchange factor activity	GRPEL1;GRPEL2;BAG1;HSPBP1		already_in_goa_exact	GO:0000774 adenyl-nucleotide exchange factor activity	These PN entries denote nucleotide exchange factors that reset HSP70 chaperones by promoting ADP release. The current validated GO cache does not expose a more HSP70-specific exchange-factor term, so adenyl-nucleotide exchange factor activity is the best supported target.		proteostasis-workbook-2024; proteostasis-ms1
ST13		Cytonuclear proteostasis|Chaperone|HSP70 system|HSP70 nucleotide exchange inhibitor|TPR domain subtype	Cytonuclear proteostasis	Chaperone	HSP70 system	HSP70 nucleotide exchange inhibitor	TPR domain subtype	chaperone_systems.yaml	type	Cytonuclear proteostasis|Chaperone|HSP70 system|HSP70 nucleotide exchange inhibitor	ok_for_propagation_to_go	GO:0030544	Hsp70 protein binding	ST13		already_in_goa_exact	GO:0030544 Hsp70 protein binding	This PN type is represented by ST13/HIP, an HSP70 nucleotide-exchange inhibitor. The shared mechanistic assertion is Hsp70 protein binding.		proteostasis-workbook-2024; proteostasis-ms1
TCP1		Cytonuclear proteostasis|Chaperone|CCT/TRiC system|CCT/TRiC subunit	Cytonuclear proteostasis	Chaperone	CCT/TRiC system	CCT/TRiC subunit		chaperone_systems.yaml	type	Cytonuclear proteostasis|Chaperone|CCT/TRiC system|CCT/TRiC subunit	ok_for_propagation_to_go	GO:0005832	chaperonin-containing T-complex	TCP1;CCT2;CCT3;CCT4;CCT5		already_in_goa_exact	GO:0005832 chaperonin-containing T-complex	This PN path denotes subunits of the cytosolic CCT/TRiC chaperonin complex. Propagation to the GO cellular-component term for the chaperonin-containing T-complex is appropriate, although the PN source is specifically the subunit role class.		proteostasis-workbook-2024; proteostasis-ms1
CCT2		Cytonuclear proteostasis|Chaperone|CCT/TRiC system|CCT/TRiC subunit	Cytonuclear proteostasis	Chaperone	CCT/TRiC system	CCT/TRiC subunit		chaperone_systems.yaml	type	Cytonuclear proteostasis|Chaperone|CCT/TRiC system|CCT/TRiC subunit	ok_for_propagation_to_go	GO:0005832	chaperonin-containing T-complex	TCP1;CCT2;CCT3;CCT4;CCT5		already_in_goa_exact	GO:0005832 chaperonin-containing T-complex	This PN path denotes subunits of the cytosolic CCT/TRiC chaperonin complex. Propagation to the GO cellular-component term for the chaperonin-containing T-complex is appropriate, although the PN source is specifically the subunit role class.		proteostasis-workbook-2024; proteostasis-ms1
CCT3		Cytonuclear proteostasis|Chaperone|CCT/TRiC system|CCT/TRiC subunit	Cytonuclear proteostasis	Chaperone	CCT/TRiC system	CCT/TRiC subunit		chaperone_systems.yaml	type	Cytonuclear proteostasis|Chaperone|CCT/TRiC system|CCT/TRiC subunit	ok_for_propagation_to_go	GO:0005832	chaperonin-containing T-complex	TCP1;CCT2;CCT3;CCT4;CCT5		already_in_goa_exact	GO:0005832 chaperonin-containing T-complex	This PN path denotes subunits of the cytosolic CCT/TRiC chaperonin complex. Propagation to the GO cellular-component term for the chaperonin-containing T-complex is appropriate, although the PN source is specifically the subunit role class.		proteostasis-workbook-2024; proteostasis-ms1
CCT4		Cytonuclear proteostasis|Chaperone|CCT/TRiC system|CCT/TRiC subunit	Cytonuclear proteostasis	Chaperone	CCT/TRiC system	CCT/TRiC subunit		chaperone_systems.yaml	type	Cytonuclear proteostasis|Chaperone|CCT/TRiC system|CCT/TRiC subunit	ok_for_propagation_to_go	GO:0005832	chaperonin-containing T-complex	TCP1;CCT2;CCT3;CCT4;CCT5		already_in_goa_exact	GO:0005832 chaperonin-containing T-complex	This PN path denotes subunits of the cytosolic CCT/TRiC chaperonin complex. Propagation to the GO cellular-component term for the chaperonin-containing T-complex is appropriate, although the PN source is specifically the subunit role class.		proteostasis-workbook-2024; proteostasis-ms1
CCT5		Cytonuclear proteostasis|Chaperone|CCT/TRiC system|CCT/TRiC subunit	Cytonuclear proteostasis	Chaperone	CCT/TRiC system	CCT/TRiC subunit		chaperone_systems.yaml	type	Cytonuclear proteostasis|Chaperone|CCT/TRiC system|CCT/TRiC subunit	ok_for_propagation_to_go	GO:0005832	chaperonin-containing T-complex	TCP1;CCT2;CCT3;CCT4;CCT5		already_in_goa_exact	GO:0005832 chaperonin-containing T-complex	This PN path denotes subunits of the cytosolic CCT/TRiC chaperonin complex. Propagation to the GO cellular-component term for the chaperonin-containing T-complex is appropriate, although the PN source is specifically the subunit role class.		proteostasis-workbook-2024; proteostasis-ms1
CCT6A		Cytonuclear proteostasis|Chaperone|CCT/TRiC system|CCT/TRiC subunit	Cytonuclear proteostasis	Chaperone	CCT/TRiC system	CCT/TRiC subunit		chaperone_systems.yaml	type	Cytonuclear proteostasis|Chaperone|CCT/TRiC system|CCT/TRiC subunit	ok_for_propagation_to_go	GO:0005832	chaperonin-containing T-complex	TCP1;CCT2;CCT3;CCT4;CCT5		already_in_goa_exact	GO:0005832 chaperonin-containing T-complex	This PN path denotes subunits of the cytosolic CCT/TRiC chaperonin complex. Propagation to the GO cellular-component term for the chaperonin-containing T-complex is appropriate, although the PN source is specifically the subunit role class.		proteostasis-workbook-2024; proteostasis-ms1
CCT6B		Cytonuclear proteostasis|Chaperone|CCT/TRiC system|CCT/TRiC subunit	Cytonuclear proteostasis	Chaperone	CCT/TRiC system	CCT/TRiC subunit		chaperone_systems.yaml	type	Cytonuclear proteostasis|Chaperone|CCT/TRiC system|CCT/TRiC subunit	ok_for_propagation_to_go	GO:0005832	chaperonin-containing T-complex	TCP1;CCT2;CCT3;CCT4;CCT5		already_in_goa_exact	GO:0005832 chaperonin-containing T-complex	This PN path denotes subunits of the cytosolic CCT/TRiC chaperonin complex. Propagation to the GO cellular-component term for the chaperonin-containing T-complex is appropriate, although the PN source is specifically the subunit role class.		proteostasis-workbook-2024; proteostasis-ms1
CCT7		Cytonuclear proteostasis|Chaperone|CCT/TRiC system|CCT/TRiC subunit	Cytonuclear proteostasis	Chaperone	CCT/TRiC system	CCT/TRiC subunit		chaperone_systems.yaml	type	Cytonuclear proteostasis|Chaperone|CCT/TRiC system|CCT/TRiC subunit	ok_for_propagation_to_go	GO:0005832	chaperonin-containing T-complex	TCP1;CCT2;CCT3;CCT4;CCT5		already_in_goa_exact	GO:0005832 chaperonin-containing T-complex	This PN path denotes subunits of the cytosolic CCT/TRiC chaperonin complex. Propagation to the GO cellular-component term for the chaperonin-containing T-complex is appropriate, although the PN source is specifically the subunit role class.		proteostasis-workbook-2024; proteostasis-ms1
CCT8		Cytonuclear proteostasis|Chaperone|CCT/TRiC system|CCT/TRiC subunit	Cytonuclear proteostasis	Chaperone	CCT/TRiC system	CCT/TRiC subunit		chaperone_systems.yaml	type	Cytonuclear proteostasis|Chaperone|CCT/TRiC system|CCT/TRiC subunit	ok_for_propagation_to_go	GO:0005832	chaperonin-containing T-complex	TCP1;CCT2;CCT3;CCT4;CCT5		already_in_goa_exact	GO:0005832 chaperonin-containing T-complex	This PN path denotes subunits of the cytosolic CCT/TRiC chaperonin complex. Propagation to the GO cellular-component term for the chaperonin-containing T-complex is appropriate, although the PN source is specifically the subunit role class.		proteostasis-workbook-2024; proteostasis-ms1
CCT8L2		Cytonuclear proteostasis|Chaperone|CCT/TRiC system|CCT/TRiC subunit	Cytonuclear proteostasis	Chaperone	CCT/TRiC system	CCT/TRiC subunit		chaperone_systems.yaml	type	Cytonuclear proteostasis|Chaperone|CCT/TRiC system|CCT/TRiC subunit	ok_for_propagation_to_go	GO:0005832	chaperonin-containing T-complex	TCP1;CCT2;CCT3;CCT4;CCT5		already_in_goa_exact	GO:0005832 chaperonin-containing T-complex	This PN path denotes subunits of the cytosolic CCT/TRiC chaperonin complex. Propagation to the GO cellular-component term for the chaperonin-containing T-complex is appropriate, although the PN source is specifically the subunit role class.		proteostasis-workbook-2024; proteostasis-ms1
TBCA		Cytonuclear proteostasis|Chaperone|CCT/TRiC system|CCT/TRiC cochaperone|Tubulin folding	Cytonuclear proteostasis	Chaperone	CCT/TRiC system	CCT/TRiC cochaperone	Tubulin folding	chaperone_systems.yaml	subtype	Cytonuclear proteostasis|Chaperone|CCT/TRiC system|CCT/TRiC cochaperone|Tubulin folding	ok_for_propagation_to_go	GO:0007023	post-chaperonin tubulin folding pathway	TBCA;TBCB;TBCC;TBCD;TBCE		already_in_goa_exact	GO:0007023 post-chaperonin tubulin folding pathway	This PN subtype is the tubulin-folding cofactor branch downstream of CCT/TRiC. The GO post-chaperonin tubulin folding pathway term captures the shared pathway role.		proteostasis-workbook-2024; proteostasis-ms1
TBCB		Cytonuclear proteostasis|Chaperone|CCT/TRiC system|CCT/TRiC cochaperone|Tubulin folding	Cytonuclear proteostasis	Chaperone	CCT/TRiC system	CCT/TRiC cochaperone	Tubulin folding	chaperone_systems.yaml	subtype	Cytonuclear proteostasis|Chaperone|CCT/TRiC system|CCT/TRiC cochaperone|Tubulin folding	ok_for_propagation_to_go	GO:0007023	post-chaperonin tubulin folding pathway	TBCA;TBCB;TBCC;TBCD;TBCE		already_in_goa_exact	GO:0007023 post-chaperonin tubulin folding pathway	This PN subtype is the tubulin-folding cofactor branch downstream of CCT/TRiC. The GO post-chaperonin tubulin folding pathway term captures the shared pathway role.		proteostasis-workbook-2024; proteostasis-ms1
TBCC		Cytonuclear proteostasis|Chaperone|CCT/TRiC system|CCT/TRiC cochaperone|Tubulin folding	Cytonuclear proteostasis	Chaperone	CCT/TRiC system	CCT/TRiC cochaperone	Tubulin folding	chaperone_systems.yaml	subtype	Cytonuclear proteostasis|Chaperone|CCT/TRiC system|CCT/TRiC cochaperone|Tubulin folding	ok_for_propagation_to_go	GO:0007023	post-chaperonin tubulin folding pathway	TBCA;TBCB;TBCC;TBCD;TBCE		already_in_goa_exact	GO:0007023 post-chaperonin tubulin folding pathway	This PN subtype is the tubulin-folding cofactor branch downstream of CCT/TRiC. The GO post-chaperonin tubulin folding pathway term captures the shared pathway role.		proteostasis-workbook-2024; proteostasis-ms1
TBCD		Cytonuclear proteostasis|Chaperone|CCT/TRiC system|CCT/TRiC cochaperone|Tubulin folding	Cytonuclear proteostasis	Chaperone	CCT/TRiC system	CCT/TRiC cochaperone	Tubulin folding	chaperone_systems.yaml	subtype	Cytonuclear proteostasis|Chaperone|CCT/TRiC system|CCT/TRiC cochaperone|Tubulin folding	ok_for_propagation_to_go	GO:0007023	post-chaperonin tubulin folding pathway	TBCA;TBCB;TBCC;TBCD;TBCE		already_in_goa_exact	GO:0007023 post-chaperonin tubulin folding pathway	This PN subtype is the tubulin-folding cofactor branch downstream of CCT/TRiC. The GO post-chaperonin tubulin folding pathway term captures the shared pathway role.		proteostasis-workbook-2024; proteostasis-ms1
TBCE		Cytonuclear proteostasis|Chaperone|CCT/TRiC system|CCT/TRiC cochaperone|Tubulin folding	Cytonuclear proteostasis	Chaperone	CCT/TRiC system	CCT/TRiC cochaperone	Tubulin folding	chaperone_systems.yaml	subtype	Cytonuclear proteostasis|Chaperone|CCT/TRiC system|CCT/TRiC cochaperone|Tubulin folding	ok_for_propagation_to_go	GO:0007023	post-chaperonin tubulin folding pathway	TBCA;TBCB;TBCC;TBCD;TBCE		already_in_goa_exact	GO:0007023 post-chaperonin tubulin folding pathway	This PN subtype is the tubulin-folding cofactor branch downstream of CCT/TRiC. The GO post-chaperonin tubulin folding pathway term captures the shared pathway role.		proteostasis-workbook-2024; proteostasis-ms1
