organism	gene_symbol	gene_id	reference_id	title	relevance	correctness	is_invalid	review_notes	source_file
ARATH	DGAT1	Q9SLD2	PMID:10601854	Expression in yeast and tobacco of plant cDNAs encoding acyl CoA:diacylglycerol acyltransferase.	HIGH	VERIFIED		Title corrected from the cached PubMed record (previously swapped with PMID:10571850). Supports the IMP DGAT activity / TAG biosynthesis annotations.	genes/ARATH/DGAT1/DGAT1-ai-review.yaml
ARATH	DGAT1	Q9SLD2	PMID:11171171	Expression and characterization of diacylglycerol acyltransferase from Arabidopsis thaliana in insect cell cultures.	HIGH	VERIFIED		Title corrected from the cached PubMed record (was fabricated). Source of the EXP DGAT activity annotation.	genes/ARATH/DGAT1/DGAT1-ai-review.yaml
ARATH	DGAT1	Q9SLD2	PMID:11402213	Seed-specific over-expression of an Arabidopsis cDNA encoding a diacylglycerol acyltransferase enhances seed oil content and seed weight.	HIGH	VERIFIED		Title matches the cached PubMed record. Supports TAG biosynthesis (core) and embryonic-development (non-core) annotations.	genes/ARATH/DGAT1/DGAT1-ai-review.yaml
ARATH	DGAT1	Q9SLD2	PMID:12114588	Arabidopsis mutants deficient in diacylglycerol acyltransferase display increased sensitivity to abscisic acid, sugars, and osmotic stress during germination and seedling development.	MEDIUM	VERIFIED		Title corrected from the cached PubMed record. Source of the multiple pleiotropic stress/sugar/ABA BP annotations (non-core).	genes/ARATH/DGAT1/DGAT1-ai-review.yaml
ARATH	DGAT1	Q9SLD2	PMID:12177474	A role for diacylglycerol acyltransferase during leaf senescence.	HIGH	VERIFIED		"Title corrected from the cached PubMed record (previously a fabricated ""chloroplast proteomics"" title). Full text read - directly supports the senescence-specific chloroplast-envelope localization (now KEEP_AS_NON_CORE rather than the earlier, mistaken over-annotation call)."	genes/ARATH/DGAT1/DGAT1-ai-review.yaml
ARATH	DGAT1	Q9SLD2	PMID:12502715	A novel bifunctional wax ester synthase/acyl-CoA:diacylglycerol acyltransferase mediates wax ester and triacylglycerol biosynthesis in Acinetobacter calcoaceticus ADP1.	LOW	UNVERIFIED		Title corrected from the cached PubMed record (was fabricated). This paper is about a bacterial (Acinetobacter) enzyme, not Arabidopsis DGAT1; the basis for the GOA IDA DGAT-activity annotation on AtDGAT1 from this PMID is unclear and unverified. The DGAT activity MF is independently well supported by other references.	genes/ARATH/DGAT1/DGAT1-ai-review.yaml
ARATH	DGAT1	Q9SLD2	PMID:22233193	Triacylglycerol synthesis by PDAT1 in the absence of DGAT1 activity is dependent on re-acylation of LPC by LPCAT2.	MEDIUM	UNVERIFIED		Title corrected from the cached PubMed record (was fabricated). Paper focus is PDAT1/LPCAT2; the GOA IDA membrane annotation on DGAT1 was curator-assigned (TAIR) and its supporting evidence is not verified here.	genes/ARATH/DGAT1/DGAT1-ai-review.yaml
ARATH	DGAT1	Q9SLD2	PMID:23770095	AtDGAT2 is a functional acyl-CoA:diacylglycerol acyltransferase and displays different acyl-CoA substrate preferences than AtDGAT1.	MEDIUM	UNVERIFIED		Title corrected from the cached PubMed record (was fabricated). Paper is primarily about DGAT2; the GOA IDA TAG-biosynthesis annotation on DGAT1 was curator-assigned and is not independently verified here.	genes/ARATH/DGAT1/DGAT1-ai-review.yaml
ARATH	DGAT1	Q9SLD2	PMID:24663078	Function and localization of the Arabidopsis thaliana diacylglycerol acyltransferase DGAT2 expressed in yeast.	LOW	UNVERIFIED		Title corrected from the cached PubMed record (was fabricated). Paper is about DGAT2, not DGAT1; the GOA IDA lipid-droplet annotation on DGAT1 was curator-assigned and is not verified here.	genes/ARATH/DGAT1/DGAT1-ai-review.yaml
ARATH	DGAT1	Q9SLD2	PMID:26586834	Identification of Arabidopsis GPAT9 (At5g60620) as an Essential Gene Involved in Triacylglycerol Biosynthesis.	LOW	UNVERIFIED		Title corrected from the cached PubMed record (was fabricated). Paper is primarily about GPAT9; underlies the (non-core, uninformative) protein binding IPI annotation and is not independently verified here.	genes/ARATH/DGAT1/DGAT1-ai-review.yaml
ARATH	DREB2A	O82132	PMID:10809011	Organization and expression of two Arabidopsis DREB2 genes encoding DRE-binding proteins involved in dehydration- and high-salinity-responsive gene expression.	HIGH	VERIFIED		Abstract-only cache; verified by PubMed. Establishes DREB2A/DREB2B as DRE-binding proteins induced by dehydration and high salinity. Supports response to water deprivation (TAS).	genes/ARATH/DREB2A/DREB2A-ai-review.yaml
ARATH	DREB2A	O82132	PMID:11118137	Arabidopsis transcription factors: genome-wide comparative analysis among eukaryotes.	LOW	VERIFIED		Genome-wide TF comparison; basis for the ISS DNA-binding transcription factor activity assignment. Background/contextual for DREB2A specifically.	genes/ARATH/DREB2A/DREB2A-ai-review.yaml
ARATH	DREB2A	O82132	PMID:14739338	Genome-wide analysis of gene expression reveals function of the bZIP transcription factor HY5 in the UV-B response of Arabidopsis.	LOW	VERIFIED		Full text confirms DREB2A (At5g05410) is a UV-B-induced transcript whose induction depends on HY5. Supports DREB2A as a UV-B target gene, not as an effector of the UV-B response; basis for a non-core annotation.	genes/ARATH/DREB2A/DREB2A-ai-review.yaml
ARATH	DREB2A	O82132	PMID:16617101	Functional analysis of an Arabidopsis transcription factor, DREB2A, involved in drought-responsive gene expression.	HIGH	VERIFIED		Full-text key paper. Defines the C-terminal activation domain (254-335), the central negative regulatory domain (136-165, PEST), DREB2A-CA, nuclear localization, DRE-binding specificity, and drought tolerance.	genes/ARATH/DREB2A/DREB2A-ai-review.yaml
ARATH	DREB2A	O82132	PMID:16807682	Gene expression profiles during heat acclimation in Arabidopsis thaliana suspension-culture cells.	LOW	VERIFIED		Abstract-only cache; microarray heat-acclimation profiling. DREB2-subfamily induction is a transcript-level observation; supports a non-core heat acclimation association.	genes/ARATH/DREB2A/DREB2A-ai-review.yaml
ARATH	DREB2A	O82132	PMID:17030801	Dual function of an Arabidopsis transcription factor DREB2A in water-stress-responsive and heat-stress-responsive gene expression.	HIGH	VERIFIED		Full-text key paper. Establishes DREB2A's dual drought/heat role, induction of HsfA3 and HSPs by DREB2A-CA, heat-induced stabilization, and thermotolerance phenotypes. The H2O2 (GO:0042542) annotation citing this paper is peripheral.	genes/ARATH/DREB2A/DREB2A-ai-review.yaml
ARATH	DREB2A	O82132	PMID:18266923	Identification of a novel cis-regulatory element for UV-B-induced transcription in Arabidopsis.	LOW	MISCITED		Abstract concerns the ANAC13 UV-B cis-elements (MRE/UVBox) and does not mention DREB2A; it does not directly support a DREB2A UV-B function. The GO:0010224 IEP annotation citing it is weakly supported (expression-based).	genes/ARATH/DREB2A/DREB2A-ai-review.yaml
ARATH	DREB2A	O82132	PMID:18552202	Arabidopsis DREB2A-interacting proteins function as RING E3 ligases and negatively regulate plant drought stress-responsive gene expression.	HIGH	VERIFIED		Full-text key paper. DRIP1/DRIP2 RING E3 ligases interact with DREB2A in the nucleus and target it for 26S-proteasome degradation. Supports the nucleus IDA and DRIP1/DRIP2 interaction annotations.	genes/ARATH/DREB2A/DREB2A-ai-review.yaml
ARATH	DREB2A	O82132	PMID:19548978	Unequally redundant RCD1 and SRO1 mediate stress and developmental responses and interact with transcription factors.	MEDIUM	VERIFIED		RCD1/SRO1 interact with stress-related transcription factors including DREB2A; basis for a protein-binding IPI (RCD1, Q8RY59).	genes/ARATH/DREB2A/DREB2A-ai-review.yaml
ARATH	DREB2A	O82132	PMID:21443605	A subcellular localization compendium of hydrogen peroxide-induced proteins.	MEDIUM	VERIFIED		Large-scale localization compendium reporting nuclear localization of DREB2A (IDA), corroborating the core nucleus annotation.	genes/ARATH/DREB2A/DREB2A-ai-review.yaml
ARATH	DREB2A	O82132	PMID:21536906	The Arabidopsis thaliana Med25 mediator subunit integrates environmental cues to control plant development.	MEDIUM	VERIFIED		Full-text available. MED25 Mediator subunit interacts with DREB2A; basis for a protein-binding IPI (MED25, Q7XYY2-1).	genes/ARATH/DREB2A/DREB2A-ai-review.yaml
ARATH	DREB2A	O82132	PMID:22037706	Enhanced Y1H assays for Arabidopsis.	MEDIUM	VERIFIED		Methods paper for enhanced yeast-one-hybrid; basis for a GO:0000976 DREB2A promoter-binding annotation. Supports cis-regulatory binding activity.	genes/ARATH/DREB2A/DREB2A-ai-review.yaml
ARATH	DREB2A	O82132	PMID:22447446	Interactions between DNA, transcriptional regulator Dreb2a and the Med25 mediator subunit from Arabidopsis thaliana involve conformational changes.	MEDIUM	VERIFIED		Structural study of DREB2A-MED25 and DREB2A-DNA interactions (PDB 5OAP); basis for a protein-binding IPI (MED25).	genes/ARATH/DREB2A/DREB2A-ai-review.yaml
ARATH	DREB2A	O82132	PMID:25352272	Promoter-based integration in plant defense regulation.	LOW	VERIFIED		Promoter/regulatory network screen; basis for a GO:0000976 binding annotation in a defense context peripheral to DREB2A's core role.	genes/ARATH/DREB2A/DREB2A-ai-review.yaml
ARATH	DREB2A	O82132	PMID:25490919	Arabidopsis DPB3-1, a DREB2A interactor, specifically enhances heat stress-induced gene expression by forming a heat stress-specific transcriptional complex with NF-Y subunits.	HIGH	VERIFIED		Full-text key paper. DPB3-1 (NF-YC10) interacts with DREB2A; the DPB3-1/NF-YA2/NF-YB3 trimer enhances DREB2A transactivation of HsfA3 under heat stress. Supports nucleus IDA, response to heat IDA, positive regulation of transcription IDA, and a DPB3-1 protein-binding IPI.	genes/ARATH/DREB2A/DREB2A-ai-review.yaml
ARATH	DREB2A	O82132	PMID:25533953	An Arabidopsis gene regulatory network for secondary cell wall synthesis.	LOW	VERIFIED		Secondary-cell-wall GRN screen; basis for a GO:0000976 binding annotation in a context peripheral to DREB2A's core abiotic-stress role.	genes/ARATH/DREB2A/DREB2A-ai-review.yaml
ARATH	DREB2A	O82132	PMID:27650334	Transcriptional Regulation of Arabidopsis Polycomb Repressive Complex 2 Coordinates Cell-Type Proliferation and Differentiation.	LOW	VERIFIED		PRC2-regulation network screen; basis for a GO:0000976 binding annotation in a peripheral context.	genes/ARATH/DREB2A/DREB2A-ai-review.yaml
ARATH	DREB2A	O82132	PMID:27881680	Structures and Short Linear Motif of Disordered Transcription Factor Regions Provide Clues to the Interactome of the Cellular Hub Protein Radical-induced Cell Death1.	MEDIUM	VERIFIED		SLiM/structural study of disordered TF regions binding the RCD1 RST domain; basis for a protein-binding IPI (RCD1, Q8RY59).	genes/ARATH/DREB2A/DREB2A-ai-review.yaml
ARATH	DREB2A	O82132	PMID:30356219	Transcriptional regulation of nitrogen-associated metabolism and growth.	LOW	VERIFIED		Nitrogen-metabolism GRN screen; basis for a GO:0000976 binding annotation in a peripheral context.	genes/ARATH/DREB2A/DREB2A-ai-review.yaml
ARATH	DREB2A	O82132	PMID:31519798	Integrative Analysis from the Epigenome to Translatome Uncovers Patterns of Dominant Nuclear Regulation during Transient Stress.	LOW	VERIFIED		Full-text available. High-throughput hypoxia/reoxygenation study; DREB2A heat-stress transcripts are progressively upregulated during hypoxia. Basis for a weak HEP cellular-response-to-hypoxia (expression) annotation.	genes/ARATH/DREB2A/DREB2A-ai-review.yaml
ARATH	DREB2A	O82132	PMID:31806676	A PXY-Mediated Transcriptional Network Integrates Signaling Mechanisms to Control Vascular Development in Arabidopsis.	LOW	VERIFIED		PXY/vascular-development network screen; basis for a GO:0000976 binding annotation in a peripheral context.	genes/ARATH/DREB2A/DREB2A-ai-review.yaml
ARATH	DREB2A	O82132	PMID:32612234	Extensive signal integration by the phytohormone protein network.	LOW	VERIFIED		Large-scale phytohormone protein interaction network; basis for protein-binding IPIs with DOG1 (A0SVK0) and IMPA6 (Q9FWY7).	genes/ARATH/DREB2A/DREB2A-ai-review.yaml
ARATH	DREB2A	O82132	PMID:9707537	Two transcription factors, DREB1 and DREB2, with an EREBP/AP2 DNA binding domain separate two cellular signal transduction pathways in drought- and low-temperature-responsive gene expression, respectively, in Arabidopsis.	HIGH	VERIFIED		Original DREB2A cloning paper. Demonstrates DREB2A binds DRE and activates DRE-driven reporter transcription; basis for the DNA-binding transcription factor activity IDA.	genes/ARATH/DREB2A/DREB2A-ai-review.yaml
ARATH	DREB2A	O82132	file:ARATH/DREB2A/DREB2A-deep-research-falcon.md	Falcon/Edison deep research report: DREB2A	HIGH	VERIFIED		AI-generated (Falcon/Edison) deep-research synthesis used as supporting context; trace individual claims to primary literature before treating as definitive.	genes/ARATH/DREB2A/DREB2A-ai-review.yaml
ARATH	EFR	C0LGT6	PMID:16713565	Perception of the bacterial PAMP EF-Tu by the receptor EFR restricts Agrobacterium-mediated transformation.	HIGH	VERIFIED		Founding paper identifying EFR as the EF-Tu/elf18 receptor; gain-of-function in N. benthamiana and efr loss-of-function (enhanced Agrobacterium transformation). Abstract-only in cache but claims verified against UniProt FUNCTION/discovery annotations.	genes/ARATH/EFR/EFR-ai-review.yaml
ARATH	EFR	C0LGT6	PMID:18158241	Pseudomonas syringae effector AvrPto blocks innate immunity by targeting receptor kinases.	HIGH	VERIFIED		AvrPto binds EFR (and FLS2); source of EFR autophosphorylation/catalytic activity (UniProt CATALYTIC ACTIVITY cites this PMID). Abstract-only in cache; EFR involvement confirmed by UniProt EC 2.7.11.1 evidence.	genes/ARATH/EFR/EFR-ai-review.yaml
ARATH	EFR	C0LGT6	PMID:19763087	Receptor quality control in the endoplasmic reticulum for plant innate immunity.	HIGH	VERIFIED		Full text available. Establishes ER quality-control (CRT3, UGGT, STT3A, N-glycosylation) requirement for EFR accumulation and signalling, and EFR subcellular localization. Supports immune signaling annotation; does not report an EFR-dependent hypersensitive response.	genes/ARATH/EFR/EFR-ai-review.yaml
ARATH	EFR	C0LGT6	PMID:20113440	Early signaling through the Arabidopsis pattern recognition receptors FLS2 and EFR involves Ca-associated opening of plasma membrane anion channels.	HIGH	VERIFIED		Abstract-only in cache. Characterizes EFR/FLS2 early PTI signaling (elf18-triggered, BAK1-dependent Ca-associated anion channel/depolarization). Supports PAMP receptor signaling pathway annotation.	genes/ARATH/EFR/EFR-ai-review.yaml
ARATH	EFR	C0LGT6	PMID:23395902	Pseudomonas HopU1 modulates plant immune receptor levels by blocking the interaction of their mRNAs with GRP7.	MEDIUM	VERIFIED		Full text available. GRP7/RBG7 associates with EFR (and FLS2) at the plasma membrane and binds EFR mRNA; HopU1 blocks GRP7-mRNA binding. Source of an EFR protein-binding (IPI) annotation; a regulatory RNA-binding-protein association rather than core receptor function.	genes/ARATH/EFR/EFR-ai-review.yaml
ARATH	EFR	C0LGT6	PMID:24625928	A bacterial tyrosine phosphatase inhibits plant pattern recognition receptor activation.	HIGH	VERIFIED		Abstract-only in cache, but UniProt cites this PMID for Tyr-836/Tyr-897 phosphorylation and BAK1/hopD2 interaction. EFR is activated by tyrosine phosphorylation; Y836 required for elf18-triggered immunity.	genes/ARATH/EFR/EFR-ai-review.yaml
ARATH	EFR	C0LGT6	PMID:27317676	The Arabidopsis Malectin-Like/LRR-RLK IOS1 Is Critical for BAK1-Dependent and BAK1-Independent Pattern-Triggered Immunity.	MEDIUM	VERIFIED		Full text available. IOS1 forms complexes with EFR/FLS2/CERK1 and primes PTI. Source of an EFR protein-binding (IPI) annotation; supporting/regulatory partner rather than core EFR function.	genes/ARATH/EFR/EFR-ai-review.yaml
ARATH	EFR	C0LGT6	PMID:29320478	An extracellular network of Arabidopsis leucine-rich repeat receptor kinases.	MEDIUM	VERIFIED		Full text available. Large-scale extracellular LRR-RK binary interaction network (Nature 2018); source of multiple EFR protein-binding (IPI) annotations (SERK5, BAK1, NIK1, etc.). High-throughput ectodomain interactions.	genes/ARATH/EFR/EFR-ai-review.yaml
ARATH	EFR	C0LGT6	PMID:29649442	The Receptor-like Cytoplasmic Kinase BIK1 Localizes to the Nucleus and Regulates Defense Hormone Expression during Plant Innate Immunity.	HIGH	VERIFIED		Full text available. EFR directly phosphorylates BIK1 to regulate JA/SA via a PRR-BIK1-WRKY axis; source of EFR Ser/Thr kinase (EXP), bacterial molecule response (IMP), and BIK1 protein-binding (IPI) annotations.	genes/ARATH/EFR/EFR-ai-review.yaml
ARATH	EFR	C0LGT6	file:ARATH/EFR/EFR-deep-research-falcon.md	Falcon/Edison deep research report: EFR	HIGH	VERIFIED		AI-generated (Falcon/Edison) deep-research synthesis used as supporting context; trace individual claims to primary literature before treating as definitive.	genes/ARATH/EFR/EFR-ai-review.yaml
ARATH	FAD2	P46313	PMID:14690501	Membrane-bound fatty acid desaturases are inserted co-translationally into the ER and contain different ER retrieval motifs at their carboxy termini.	HIGH	VERIFIED		Source of EXP ER membrane localization.	genes/ARATH/FAD2/FAD2-ai-review.yaml
