rule_id,rule_type,go_id,go_label,condition_set_count
ARBA00026712,arba,GO:0001738,morphogenesis of a polarized epithelium,15
ARBA00026713,arba,GO:0000407,phagophore assembly site,9
ARBA00026714,arba,GO:0044469,venom-mediated blood coagulation,4
ARBA00026715,arba,GO:0044468,venom-mediated perturbation of blood coagulation,5
ARBA00026716,arba,GO:0003918,"DNA topoisomerase type II (double strand cut, ATP-hydrolyzing) activity",7
ARBA00026717,arba,GO:0099177,regulation of trans-synaptic signaling,22
ARBA00026719,arba,GO:0031593,polyubiquitin modification-dependent protein binding,9
ARBA00026720,arba,GO:0032446,protein modification by small protein conjugation,95
ARBA00026721,arba,GO:0007006,mitochondrial membrane organization,13
ARBA00026722,arba,GO:0090329,regulation of DNA-templated DNA replication,11
ARBA00026723,arba,GO:0007005,mitochondrion organization,48
ARBA00026724,arba,GO:0031119,tRNA pseudouridine synthesis,5
ARBA00026725,arba,GO:0031118,rRNA pseudouridine synthesis,5
ARBA00026726,arba,GO:0045322,unmethylated CpG binding,5
ARBA00026727,arba,GO:0045324,late endosome to vacuole transport,6
ARBA00026728,arba,GO:1902903,regulation of supramolecular fiber organization,38
ARBA00026729,arba,GO:0007009,plasma membrane organization,11
ARBA00026730,arba,GO:0007007,inner mitochondrial membrane organization,6
ARBA00026732,arba,GO:1990204,oxidoreductase complex,47
ARBA00026733,arba,GO:0006164,purine nucleotide biosynthetic process,47
ARBA00026734,arba,GO:0033765,"steroid dehydrogenase activity, acting on the CH-CH group of donors",4
ARBA00026735,arba,GO:0032434,regulation of proteasomal ubiquitin-dependent protein catabolic process,7
ARBA00026736,arba,GO:0007010,cytoskeleton organization,165
ARBA00026737,arba,GO:0006163,purine nucleotide metabolic process,89
ARBA00026739,arba,GO:0007017,microtubule-based process,92
ARBA00026740,arba,GO:1902911,protein kinase complex,36
ARBA00026741,arba,GO:0007015,actin filament organization,46
ARBA00026742,arba,GO:0008340,determination of adult lifespan,12
ARBA00026743,arba,GO:0030258,lipid modification,39
ARBA00026744,arba,GO:0031105,septin complex,5
ARBA00026745,arba,GO:0031589,cell-substrate adhesion,21
ARBA00026746,arba,GO:0044483,venom-mediated perturbation of hemostasis,7
ARBA00026747,arba,GO:0031109,microtubule polymerization or depolymerization,10
ARBA00026748,arba,GO:0045334,clathrin-coated endocytic vesicle,7
ARBA00026749,arba,GO:0044003,symbiont-mediated perturbation of host process,6
ARBA00026750,arba,GO:0045333,cellular respiration,60
ARBA00026751,arba,GO:0001716,L-amino-acid oxidase activity,2
ARBA00026752,arba,GO:0045332,phospholipid translocation,7
ARBA00026753,arba,GO:0045338,farnesyl diphosphate metabolic process,3
ARBA00026754,arba,GO:0019478,D-amino acid catabolic process,3
ARBA00026755,arba,GO:0043157,response to cation stress,2
ARBA00026756,arba,GO:0045335,phagocytic vesicle,20
ARBA00026757,arba,GO:0045339,farnesyl diphosphate catabolic process,2
ARBA00026758,arba,GO:0031177,phosphopantetheine binding,3
ARBA00026759,arba,GO:0015926,glucosidase activity,26
ARBA00026760,arba,GO:0009247,glycolipid biosynthetic process,26
ARBA00026761,arba,GO:0031176,"endo-1,4-beta-xylanase activity",5
ARBA00026762,arba,GO:0015925,galactosidase activity,14
ARBA00026763,arba,GO:0034204,lipid translocation,13
ARBA00026764,arba,GO:0009249,protein lipoylation,4
ARBA00026765,arba,GO:0031175,neuron projection development,56
ARBA00026766,arba,GO:0051180,vitamin transport,12
ARBA00026767,arba,GO:0015927,trehalase activity,6
ARBA00026768,arba,GO:0099120,socially cooperative development,15
ARBA00026769,arba,GO:0015929,hexosaminidase activity,10
ARBA00026771,arba,GO:0090304,nucleic acid metabolic process,613
ARBA00026772,arba,GO:0008395,steroid hydroxylase activity,9
ARBA00026773,arba,GO:0032029,myosin tail binding,1
ARBA00026776,arba,GO:1904262,negative regulation of TORC1 signaling,9
ARBA00026777,arba,GO:0015923,mannosidase activity,14
ARBA00026778,arba,GO:0018198,peptidyl-cysteine modification,2
ARBA00026779,arba,GO:0043565,sequence-specific DNA binding,246
ARBA00026780,arba,GO:0018195,peptidyl-arginine modification,2
ARBA00026781,arba,GO:0018193,peptidyl-amino acid modification,65
ARBA00026782,arba,GO:0044419,biological process involved in interspecies interaction between organisms,288
ARBA00026783,arba,GO:0015937,coenzyme A biosynthetic process,10
ARBA00026784,arba,GO:0015936,coenzyme A metabolic process,10
ARBA00026785,arba,GO:0009259,ribonucleotide metabolic process,61
ARBA00026786,arba,GO:0031163,metallo-sulfur cluster assembly,8
ARBA00026788,arba,GO:0009251,glucan catabolic process,15
ARBA00026789,arba,GO:0009252,peptidoglycan biosynthetic process,3
ARBA00026790,arba,GO:0015931,nucleobase-containing compound transport,33
ARBA00026791,arba,GO:0015932,nucleobase-containing compound transmembrane transporter activity,13
ARBA00026792,arba,GO:1902099,regulation of metaphase/anaphase transition of cell cycle,7
ARBA00026793,arba,GO:0015935,small ribosomal subunit,33
ARBA00026794,arba,GO:0015934,large ribosomal subunit,38
ARBA00026795,arba,GO:0004806,triacylglycerol lipase activity,8
ARBA00026796,arba,GO:0019058,viral life cycle,34
ARBA00026797,arba,GO:0020037,heme binding,16
ARBA00026798,arba,GO:0003958,NADPH-hemoprotein reductase activity,2
ARBA00026799,arba,GO:0003951,NAD+ kinase activity,6
ARBA00026800,arba,GO:1990234,transferase complex,207
ARBA00026801,arba,GO:0047936,glucose 1-dehydrogenase [NAD(P)+] activity,2
ARBA00026802,arba,GO:0001775,cell activation,45
ARBA00026803,arba,GO:0003953,NAD+ nucleosidase activity,1
ARBA00026804,arba,GO:0031160,spore wall,1
ARBA00026805,arba,GO:0009225,nucleotide-sugar metabolic process,24
ARBA00026806,arba,GO:0008378,galactosyltransferase activity,11
ARBA00026807,arba,GO:0009226,nucleotide-sugar biosynthetic process,18
ARBA00026808,arba,GO:0009228,thiamine biosynthetic process,7
ARBA00026809,arba,GO:0008374,O-acyltransferase activity,33
ARBA00026810,arba,GO:0032006,regulation of TOR signaling,26
ARBA00026812,arba,GO:0007049,cell cycle,168
ARBA00026813,arba,GO:0008375,acetylglucosaminyltransferase activity,10
ARBA00026814,arba,GO:0008376,acetylgalactosaminyltransferase activity,13
ARBA00026815,arba,GO:0032007,negative regulation of TOR signaling,14
ARBA00026816,arba,GO:0008373,sialyltransferase activity,16
ARBA00026817,arba,GO:0042254,ribosome biogenesis,65
ARBA00026818,arba,GO:0003924,GTPase activity,35
ARBA00026820,arba,GO:0099106,ion channel regulator activity,19
ARBA00026821,arba,GO:0099589,serotonin receptor activity,5
ARBA00026822,arba,GO:0018171,peptidyl-cysteine oxidation,2
ARBA00026823,arba,GO:0000413,protein peptidyl-prolyl isomerization,1
ARBA00026824,arba,GO:1990247,N6-methyladenosine-containing RNA reader activity,5
ARBA00026825,arba,GO:0034654,nucleobase-containing compound biosynthetic process,378
ARBA00026826,arba,GO:0034655,nucleobase-containing compound catabolic process,85
ARBA00026827,arba,GO:0015914,phospholipid transport,22
ARBA00026828,arba,GO:0034656,nucleobase-containing small molecule catabolic process,8
ARBA00026829,arba,GO:0015918,sterol transport,21
ARBA00026830,arba,GO:0007059,chromosome segregation,43
ARBA00026831,arba,GO:1905144,response to acetylcholine,9
ARBA00026832,arba,GO:1905145,cellular response to acetylcholine,8
ARBA00026833,arba,GO:0010227,floral organ abscission,3
ARBA00026834,arba,GO:0008380,RNA splicing,65
ARBA00026835,arba,GO:0043596,nuclear replication fork,19
ARBA00026836,arba,GO:0000428,DNA-directed RNA polymerase complex,49
ARBA00026837,arba,GO:0090303,positive regulation of wound healing,2
ARBA00026838,arba,GO:0001750,photoreceptor outer segment,11
ARBA00026839,arba,GO:0060918,auxin transport,5
ARBA00026840,arba,GO:0000422,autophagy of mitochondrion,8
ARBA00026841,arba,GO:0003933,GTP cyclohydrolase activity,4
ARBA00026842,arba,GO:0016817,"hydrolase activity, acting on acid anhydrides",99
ARBA00026843,arba,GO:0034248,regulation of amide metabolic process,8
ARBA00026844,arba,GO:0080143,regulation of amino acid export,1
ARBA00026845,arba,GO:0016819,"hydrolase activity, acting on acid anhydrides, in sulfonyl-containing anhydrides",1
ARBA00026846,arba,GO:0034249,negative regulation of amide metabolic process,2
ARBA00026847,arba,GO:0016818,"hydrolase activity, acting on acid anhydrides, in phosphorus-containing anhydrides",98
ARBA00026848,arba,GO:0016811,"hydrolase activity, acting on carbon-nitrogen (but not peptide) bonds, in linear amides",32
ARBA00026849,arba,GO:0016810,"hydrolase activity, acting on carbon-nitrogen (but not peptide) bonds",90
ARBA00026850,arba,GO:0016813,"hydrolase activity, acting on carbon-nitrogen (but not peptide) bonds, in linear amidines",16
ARBA00026851,arba,GO:0140657,ATP-dependent activity,143
ARBA00026852,arba,GO:0016815,"hydrolase activity, acting on carbon-nitrogen (but not peptide) bonds, in nitriles",2
ARBA00026853,arba,GO:0016814,"hydrolase activity, acting on carbon-nitrogen (but not peptide) bonds, in cyclic amidines",32
ARBA00026854,arba,GO:0072524,pyridine-containing compound metabolic process,66
ARBA00026855,arba,GO:0044057,regulation of system process,36
ARBA00026856,arba,GO:0072525,pyridine-containing compound biosynthetic process,17
ARBA00026857,arba,GO:0072526,pyridine-containing compound catabolic process,21
ARBA00026858,arba,GO:0050734,hydroxycinnamoyltransferase activity,2
ARBA00026859,arba,GO:0072527,pyrimidine-containing compound metabolic process,43
ARBA00026860,arba,GO:0072521,purine-containing compound metabolic process,118
ARBA00026861,arba,GO:0072522,purine-containing compound biosynthetic process,65
ARBA00026862,arba,GO:0003984,acetolactate synthase activity,2
ARBA00026863,arba,GO:0003989,acetyl-CoA carboxylase activity,3
ARBA00026864,arba,GO:0004833,"L-tryptophan 2,3-dioxygenase activity",3
ARBA00026865,arba,GO:1901642,nucleoside transmembrane transport,3
ARBA00026867,arba,GO:0080135,regulation of cellular response to stress,44
ARBA00026868,arba,GO:0080134,regulation of response to stress,157
ARBA00026869,arba,GO:0140640,"catalytic activity, acting on a nucleic acid",268
ARBA00026870,arba,GO:0016829,lyase activity,214
ARBA00026871,arba,GO:0010287,plastoglobule,2
ARBA00026874,arba,GO:0046246,terpene biosynthetic process,23
ARBA00026875,arba,GO:0071669,plant-type cell wall organization or biogenesis,13
ARBA00026876,arba,GO:0010283,pinoresinol reductase activity,2
ARBA00026877,arba,GO:0003995,acyl-CoA dehydrogenase activity,8
ARBA00026878,arba,GO:0004842,ubiquitin-protein transferase activity,99
ARBA00026879,arba,GO:0010284,lariciresinol reductase activity,2
ARBA00026880,arba,GO:0004843,cysteine-type deubiquitinase activity,25
ARBA00026882,arba,GO:0003999,adenine phosphoribosyltransferase activity,2
ARBA00026883,arba,GO:1903825,obsolete organic acid transmembrane transport,54
ARBA00026884,arba,GO:1903826,L-arginine transmembrane transport,3
ARBA00026885,arba,GO:0019098,reproductive behavior,10
ARBA00026886,arba,GO:0004844,uracil DNA N-glycosylase activity,7
ARBA00026887,arba,GO:0035556,intracellular signal transduction,179
ARBA00026889,arba,GO:0010256,endomembrane system organization,38
ARBA00026890,arba,GO:2000434,regulation of protein neddylation,5
ARBA00026891,arba,GO:0007088,regulation of mitotic nuclear division,9
ARBA00026892,arba,GO:1901657,obsolete glycosyl compound metabolic process,35
ARBA00026893,arba,GO:0009266,response to temperature stimulus,61
ARBA00026894,arba,GO:1903830,magnesium ion transmembrane transport,6
ARBA00026895,arba,GO:2000436,positive regulation of protein neddylation,4
ARBA00026896,arba,GO:0140678,molecular function inhibitor activity,58
ARBA00026897,arba,GO:0009260,ribonucleotide biosynthetic process,37
ARBA00026898,arba,GO:0071214,cellular response to abiotic stimulus,46
ARBA00026899,arba,GO:0048437,floral organ development,21
ARBA00026900,arba,GO:0019068,virion assembly,9
ARBA00026902,arba,GO:0051604,protein maturation,76
ARBA00026903,arba,GO:0051603,proteolysis involved in protein catabolic process,109
ARBA00026904,arba,GO:0071695,anatomical structure maturation,24
ARBA00026905,arba,GO:1901658,glycosyl compound catabolic process,10
ARBA00026906,arba,GO:0034220,monoatomic ion transmembrane transport,211
ARBA00026907,arba,GO:0000455,enzyme-directed rRNA pseudouridine synthesis,3
ARBA00026908,arba,GO:0004812,aminoacyl-tRNA ligase activity,31
ARBA00026909,arba,GO:0016805,dipeptidase activity,5
ARBA00026910,arba,GO:1901663,quinone biosynthetic process,13
ARBA00026911,arba,GO:1901661,quinone metabolic process,13
ARBA00026912,arba,GO:0009277,fungal-type cell wall,18
ARBA00026913,arba,GO:0034212,protein N-acetyltransferase activity,19
ARBA00026914,arba,GO:0033365,protein localization to organelle,76
ARBA00026915,arba,GO:0000460,maturation of 5.8S rRNA,7
ARBA00026916,arba,GO:0009279,cell outer membrane,4
ARBA00026917,arba,GO:0032036,myosin heavy chain binding,1
ARBA00026918,arba,GO:0009273,peptidoglycan-based cell wall biogenesis,11
ARBA00026919,arba,GO:0072528,pyrimidine-containing compound biosynthetic process,30
ARBA00026920,arba,GO:0007097,nuclear migration,14
ARBA00026921,arba,GO:0044087,regulation of cellular component biogenesis,82
ARBA00026922,arba,GO:0034219,carbohydrate transmembrane transport,23
ARBA00026923,arba,GO:0051607,defense response to virus,37
ARBA00026924,arba,GO:0051606,detection of stimulus,38
ARBA00026925,arba,GO:0044085,cellular component biogenesis,307
ARBA00026926,arba,GO:0003979,UDP-glucose 6-dehydrogenase activity,3
ARBA00026927,arba,GO:0044089,positive regulation of cellular component biogenesis,33
ARBA00026928,arba,GO:0072530,purine-containing compound transmembrane transport,7
ARBA00026929,arba,GO:0000466,"maturation of 5.8S rRNA from tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA)",6
ARBA00026930,arba,GO:0000467,"exonucleolytic trimming to generate mature 3'-end of 5.8S rRNA from tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA)",1
ARBA00026931,arba,GO:0003975,UDP-N-acetylglucosamine-dolichyl-phosphate N-acetylglucosaminephosphotransferase activity,1
ARBA00026933,arba,GO:0140694,membraneless organelle assembly,40
ARBA00026934,arba,GO:0000030,mannosyltransferase activity,13
ARBA00026935,arba,GO:0002694,regulation of leukocyte activation,46
ARBA00026936,arba,GO:0016853,isomerase activity,171
ARBA00026937,arba,GO:0016855,"racemase and epimerase activity, acting on amino acids and derivatives",8
ARBA00026938,arba,GO:0016854,racemase and epimerase activity,20
ARBA00026939,arba,GO:0016859,cis-trans isomerase activity,18
ARBA00026940,arba,GO:0043161,proteasome-mediated ubiquitin-dependent protein catabolic process,41
ARBA00026941,arba,GO:0043167,ion binding,245
ARBA00026942,arba,GO:0048856,anatomical structure development,820
ARBA00026943,arba,GO:0048858,cell projection morphogenesis,47
ARBA00026944,arba,GO:0043168,anion binding,132
ARBA00026945,arba,GO:0043169,cation binding,144
ARBA00026946,arba,GO:0046677,response to antibiotic,8
ARBA00026947,arba,GO:0070302,regulation of stress-activated protein kinase signaling cascade,6
ARBA00026948,arba,GO:0002696,positive regulation of leukocyte activation,28
ARBA00026949,arba,GO:0000034,adenine deaminase activity,2
ARBA00026950,arba,GO:0036464,cytoplasmic ribonucleoprotein granule,39
ARBA00026951,arba,GO:0034285,response to disaccharide,4
ARBA00026952,arba,GO:0002697,regulation of immune effector process,34
ARBA00026953,arba,GO:0005730,nucleolus,82
ARBA00026954,arba,GO:0000041,transition metal ion transport,37
ARBA00026955,arba,GO:0043170,macromolecule metabolic process,1285
ARBA00026956,arba,GO:0071617,lysophospholipid acyltransferase activity,2
ARBA00026957,arba,GO:0071616,acyl-CoA biosynthetic process,12
ARBA00026958,arba,GO:0016866,intramolecular transferase activity,43
ARBA00026959,arba,GO:0016868,intramolecular phosphotransferase activity,12
ARBA00026960,arba,GO:0043171,peptide catabolic process,5
ARBA00026961,arba,GO:0043177,organic acid binding,22
ARBA00026962,arba,GO:0005739,mitochondrion,367
ARBA00026963,arba,GO:0048869,cellular developmental process,293
ARBA00026964,arba,GO:0016860,intramolecular oxidoreductase activity,32
ARBA00026965,arba,GO:0016861,"intramolecular oxidoreductase activity, interconverting aldoses and ketoses",13
ARBA00026966,arba,GO:1901606,alpha-amino acid catabolic process,32
ARBA00026967,arba,GO:0004402,histone acetyltransferase activity,15
ARBA00026968,arba,GO:1901605,alpha-amino acid metabolic process,165
