suggested_review_name	review_name_collision	uniprot_accession	entry_name	primary_gene	ordered_locus	all_gene_names	protein_name	reviewed	annotation_score	length	ec_numbers	go_ids	interpro_ids	pfam_ids	panther_ids	kegg_ids	biocyc_ids	unipathway_ids	refseq_ids	keywords	gene_key	primary_bucket_id	primary_bucket_label	primary_bucket_type	primary_bucket_source	primary_module_area	assignment_reason	specific_kegg_pathway_ids	specific_kegg_pathway_names	overview_kegg_pathway_ids
PP_0256	false	Q88R78	Q88R78_PSEPK	PP_0256	PP_0256	PP_0256	Oxidoreductase (EC 1.7.-.-)	unreviewed	1.0	781	1.7.-.-	GO:0008863; GO:0016020; GO:0030151; GO:0051539	IPR009010;IPR037951;IPR006656;IPR010046;IPR050123;IPR041953;	PF00384;	PTHR43105:SF4;PTHR43105;	ppu:PP_0256;	PPUT160488:G1G01-278-MONOMER;		WP_010951627.1;	4Fe-4S;Iron;Iron-sulfur;Metal-binding;Molybdenum;Oxidoreductase;Reference proteome	ppu:PP_0256	orphan:enzyme_with_ec	Orphan enzymes with EC numbers	orphan	UniProt EC metadata	orphan_enzyme	no pathway assignment but EC number is present			
fdhD	false	Q88R77	Q88R77_PSEPK	fdhD	PP_0257	fdhD PP_0257	Sulfur carrier protein FdhD	unreviewed	2.0	276		GO:0005737; GO:0006777; GO:0016783; GO:0097163	IPR016193;IPR003786;	PF02634;	PTHR30592;PTHR30592:SF1;	ppu:PP_0257;	PPUT160488:G1G01-279-MONOMER;		WP_010951628.1;	Cytoplasm;Molybdenum cofactor biosynthesis;Reference proteome;Transferase	ppu:PP_0257	orphan:domain_only_no_pathway	Domain-family orphans without pathway assignment	orphan	InterPro/Pfam/PANTHER metadata	domain_family_orphan	no pathway or functional-module assignment; domain xref present			
ygaU	false	Q88R76	Q88R76_PSEPK	ygaU	PP_0258	ygaU PP_0258	Potassium binding protein Kbp	unreviewed	1.0	146		GO:0005737	IPR052196;IPR007055;IPR018392;IPR036779;	PF04972;PF01476;	PTHR34700;PTHR34700:SF8;	ppu:PP_0258;	PPUT160488:G1G01-280-MONOMER;		WP_010951629.1;	Cytoplasm;Reference proteome	ppu:PP_0258	orphan:domain_only_no_pathway	Domain-family orphans without pathway assignment	orphan	InterPro/Pfam/PANTHER metadata	domain_family_orphan	no pathway or functional-module assignment; domain xref present			
PP_0262	false	Q88R72	Q88R72_PSEPK	PP_0262	PP_0262	PP_0262	Thioesterase putative domain-containing protein	unreviewed	1.0	151			IPR029069;IPR012660;	PF09500;		ppu:PP_0262;	PPUT160488:G1G01-284-MONOMER;		WP_010951632.1;	3D-structure;Reference proteome	ppu:PP_0262	orphan:domain_only_no_pathway	Domain-family orphans without pathway assignment	orphan	InterPro/Pfam/PANTHER metadata	domain_family_orphan	no pathway or functional-module assignment; domain xref present			
PP_0269	false	Q88R65	Q88R65_PSEPK	PP_0269	PP_0269	PP_0269	Glutamate synthase, large subunit	unreviewed	1.0	555		GO:0006537; GO:0015930	IPR013785;IPR024188;IPR002932;IPR027283;	PF01645;	PTHR43819;PTHR43819:SF1;	ppu:PP_0269;	PPUT160488:G1G01-291-MONOMER;		WP_010951638.1;	Reference proteome	ppu:PP_0269	orphan:domain_only_no_pathway	Domain-family orphans without pathway assignment	orphan	InterPro/Pfam/PANTHER metadata	domain_family_orphan	no pathway or functional-module assignment; domain xref present			
PP_0275	false	Q88R59	Q88R59_PSEPK	PP_0275	PP_0275	PP_0275	Type II toxin-antitoxin system RelE/ParE family toxin	unreviewed	1.0	71			IPR009241;	PF05973;		ppu:PP_0275;	PPUT160488:G1G01-299-MONOMER;			Coiled coil;Reference proteome	ppu:PP_0275	orphan:domain_only_no_pathway	Domain-family orphans without pathway assignment	orphan	InterPro/Pfam/PANTHER metadata	domain_family_orphan	no pathway or functional-module assignment; domain xref present			
PP_0279	false	Q88R55	Q88R55_PSEPK	PP_0279	PP_0279	PP_0279	Methyltransferase domain-containing protein	unreviewed	1.0	401			IPR025714;IPR029063;	PF13679;	PTHR13369;PTHR13369:SF0;	ppu:PP_0279;	PPUT160488:G1G01-306-MONOMER;		WP_010951648.1;	Reference proteome	ppu:PP_0279	orphan:domain_only_no_pathway	Domain-family orphans without pathway assignment	orphan	InterPro/Pfam/PANTHER metadata	domain_family_orphan	no pathway or functional-module assignment; domain xref present			
PP_0285	false	Q88R49	FETP_PSEPK	PP_0285	PP_0285	PP_0285	Probable Fe(2+)-trafficking protein	reviewed	2.0	90		GO:0005506; GO:0005829; GO:0034599	IPR007457;IPR036766;	PF04362;	PTHR36965;PTHR36965:SF1;	ppu:PP_0285;	PPUT160488:G1G01-316-MONOMER;		WP_003255742.1;	Iron;Reference proteome	ppu:PP_0285	orphan:domain_only_no_pathway	Domain-family orphans without pathway assignment	orphan	InterPro/Pfam/PANTHER metadata	domain_family_orphan	no pathway or functional-module assignment; domain xref present			
PP_0287	false	Q88R47	Q88R47_PSEPK	PP_0287	PP_0287	PP_0287	AsmA domain-containing protein	unreviewed	1.0	748		GO:0005886; GO:0090313	IPR007844;IPR052894;	PF05170;	PTHR30441;PTHR30441:SF4;	ppu:PP_0287;	PPUT160488:G1G01-318-MONOMER;		WP_010951655.1;	Reference proteome	ppu:PP_0287	orphan:domain_only_no_pathway	Domain-family orphans without pathway assignment	orphan	InterPro/Pfam/PANTHER metadata	domain_family_orphan	no pathway or functional-module assignment; domain xref present			
PP_0300	false	Q88R34	Q88R34_PSEPK	PP_0300	PP_0300	PP_0300	Metallopeptidase	unreviewed	1.0	528				PF13582;		ppu:PP_0300;	PPUT160488:G1G01-332-MONOMER;			Reference proteome	ppu:PP_0300	orphan:domain_only_no_pathway	Domain-family orphans without pathway assignment	orphan	InterPro/Pfam/PANTHER metadata	domain_family_orphan	no pathway or functional-module assignment; domain xref present			
PP_0301	false	Q88R33	Q88R33_PSEPK	PP_0301	PP_0301	PP_0301	Betainyl-CoA thiolase (EC 2.3.1.-)	unreviewed	1.0	156	2.3.1.-	GO:0016746; GO:0047617	IPR050563;IPR029069;	PF13279;	PTHR31793;PTHR31793:SF2;	ppu:PP_0301;	PPUT160488:G1G01-333-MONOMER;		WP_010951666.1;	3D-structure;Acyltransferase;Reference proteome;Transferase	ppu:PP_0301	orphan:enzyme_with_ec	Orphan enzymes with EC numbers	orphan	UniProt EC metadata	orphan_enzyme	no pathway assignment but EC number is present			
PP_0303	false	Q88R31	Q88R31_PSEPK	PP_0303	PP_0303	PP_0303	Dehydrocarnitine cleavage enzyme (EC 2.3.1.-)	unreviewed	1.0	294	2.3.1.-	GO:0043720; GO:0046872	IPR013785;IPR008567;	PF05853;	PTHR37418:SF2;PTHR37418;	ppu:PP_0303;	PPUT160488:G1G01-335-MONOMER;		WP_010951668.1;	Acyltransferase;Metal-binding;Reference proteome;Transferase;Zinc	ppu:PP_0303	orphan:enzyme_with_ec	Orphan enzymes with EC numbers	orphan	UniProt EC metadata	orphan_enzyme	no pathway assignment but EC number is present			
PP_0307	false	Q88R27	Q88R27_PSEPK	PP_0307	PP_0307	PP_0307	Lysozyme inhibitor LprI-like N-terminal domain-containing protein	unreviewed	1.0	143			IPR009739;	PF07007;		ppu:PP_0307;	PPUT160488:G1G01-340-MONOMER;			3D-structure;Reference proteome;Signal	ppu:PP_0307	orphan:domain_only_no_pathway	Domain-family orphans without pathway assignment	orphan	InterPro/Pfam/PANTHER metadata	domain_family_orphan	no pathway or functional-module assignment; domain xref present			
PP_0308	false	Q88R26	Q88R26_PSEPK	PP_0308	PP_0308	PP_0308	Dipeptidase	unreviewed	1.0	325		GO:0006508; GO:0070573	IPR032466;IPR008257;	PF01244;	PTHR10443:SF12;PTHR10443;	ppu:PP_0308;	PPUT160488:G1G01-341-MONOMER;		WP_003255700.1;	Reference proteome	ppu:PP_0308	orphan:domain_only_no_pathway	Domain-family orphans without pathway assignment	orphan	InterPro/Pfam/PANTHER metadata	domain_family_orphan	no pathway or functional-module assignment; domain xref present			
PP_0309	false	Q88R25	Q88R25_PSEPK	PP_0309	PP_0309	PP_0309	4-vinyl reductase 4VR domain-containing protein	unreviewed	1.0	176			IPR045987;IPR024096;IPR004096;	PF19367;	PTHR35090;PTHR35090:SF1;	ppu:PP_0309;	PPUT160488:G1G01-342-MONOMER;		WP_003255698.1;	Reference proteome	ppu:PP_0309	orphan:domain_only_no_pathway	Domain-family orphans without pathway assignment	orphan	InterPro/Pfam/PANTHER metadata	domain_family_orphan	no pathway or functional-module assignment; domain xref present			
PP_0314	false	Q88R20	Q88R20_PSEPK	PP_0314	PP_0314	PP_0314	RHS repeat-associated core domain-containing protein	unreviewed	1.0	243			IPR022385;			ppu:PP_0314;	PPUT160488:G1G01-347-MONOMER;			Reference proteome	ppu:PP_0314	orphan:domain_only_no_pathway	Domain-family orphans without pathway assignment	orphan	InterPro/Pfam/PANTHER metadata	domain_family_orphan	no pathway or functional-module assignment; domain xref present			
PP_0329	false	Q88R05	Q88R05_PSEPK	PP_0329	PP_0329	PP_0329	RHS repeat-associated core domain-containing protein	unreviewed	1.0	307			IPR022385;			ppu:PP_0329;	PPUT160488:G1G01-362-MONOMER;		WP_010951684.1;	Reference proteome	ppu:PP_0329	orphan:domain_only_no_pathway	Domain-family orphans without pathway assignment	orphan	InterPro/Pfam/PANTHER metadata	domain_family_orphan	no pathway or functional-module assignment; domain xref present			
PP_0331	false	Q88R03	Q88R03_PSEPK	PP_0331	PP_0331	PP_0331	RHS repeat-associated core domain-containing protein	unreviewed	1.0	249			IPR022385;			ppu:PP_0331;	PPUT160488:G1G01-364-MONOMER;			Reference proteome	ppu:PP_0331	orphan:domain_only_no_pathway	Domain-family orphans without pathway assignment	orphan	InterPro/Pfam/PANTHER metadata	domain_family_orphan	no pathway or functional-module assignment; domain xref present			
PP_0333	false	Q88R01	Q88R01_PSEPK	PP_0333	PP_0333	PP_0333	Retropepsin-like aspartic endopeptidase RimB domain-containing protein	unreviewed	1.0	166			IPR008503;IPR021109;	PF05618;	PTHR38037:SF2;PTHR38037;	ppu:PP_0333;	PPUT160488:G1G01-366-MONOMER;		WP_010951688.1;	Reference proteome;Signal	ppu:PP_0333	orphan:domain_only_no_pathway	Domain-family orphans without pathway assignment	orphan	InterPro/Pfam/PANTHER metadata	domain_family_orphan	no pathway or functional-module assignment; domain xref present			
msrA	false	Q88QZ8	MSRA_PSEPK	msrA	PP_0336	msrA PP_0336	Peptide methionine sulfoxide reductase MsrA (Protein-methionine-S-oxide reductase) (EC 1.8.4.11) (Peptide-methionine (S)-S-oxide reductase) (Peptide Met(O) reductase)	reviewed	2.0	222	1.8.4.11	GO:0005737; GO:0008113; GO:0033744; GO:0034599	IPR002569;IPR036509;IPR050162;	PF01625;	PTHR42799;PTHR42799:SF2;	ppu:PP_0336;	PPUT160488:G1G01-369-MONOMER;		WP_010951691.1;	Oxidoreductase;Reference proteome	ppu:PP_0336	orphan:enzyme_with_ec	Orphan enzymes with EC numbers	orphan	UniProt EC metadata	orphan_enzyme	no pathway assignment but EC number is present			
PP_0337	false	Q88QZ7	Q88QZ7_PSEPK	PP_0337	PP_0337	PP_0337	cyclic-guanylate-specific phosphodiesterase (EC 3.1.4.52)	unreviewed	1.0	896	3.1.4.52	GO:0071111	IPR052155;IPR001633;IPR035919;IPR003018;IPR029016;IPR000160;IPR029787;IPR001610;IPR000014;IPR000700;IPR035965;IPR043128;	PF00563;PF01590;PF00990;PF13426;	PTHR44757:SF2;PTHR44757;	ppu:PP_0337;	PPUT160488:G1G01-370-MONOMER;		WP_010951692.1;	c-di-GMP;Reference proteome	ppu:PP_0337	orphan:enzyme_with_ec	Orphan enzymes with EC numbers	orphan	UniProt EC metadata	orphan_enzyme	no pathway assignment but EC number is present			
glnE	false	Q88QZ4	GLNE_PSEPK	glnE	PP_0340	glnE PP_0340	Bifunctional glutamine synthetase adenylyltransferase/adenylyl-removing enzyme (ATP:glutamine synthetase adenylyltransferase) (ATase) [Includes: Glutamine synthetase adenylyl-L-tyrosine phosphorylase (EC 2.7.7.89) (Adenylyl removase) (AR) (AT-N); Glutamine synthetase adenylyl transferase (EC 2.7.7.42) (Adenylyl transferase) (AT) (AT-C)]	reviewed	3.0	977	2.7.7.42; 2.7.7.89	GO:0000287; GO:0005524; GO:0005829; GO:0008882; GO:0047388	IPR023057;IPR005190;IPR043519;IPR013546;	PF08335;PF03710;	PTHR30621:SF0;PTHR30621;	ppu:PP_0340;	PPUT160488:G1G01-373-MONOMER;		WP_010951694.1;	ATP-binding;Magnesium;Multifunctional enzyme;Nucleotide-binding;Nucleotidyltransferase;Reference proteome;Transferase	ppu:PP_0340	orphan:enzyme_with_ec	Orphan enzymes with EC numbers	orphan	UniProt EC metadata	orphan_enzyme	no pathway assignment but EC number is present			
PP_0345	false	Q88QY9	Q88QY9_PSEPK	PP_0345	PP_0345	PP_0345	Heptose kinase WapP	unreviewed	1.0	244		GO:0016301	IPR011009;	PF06293;		ppu:PP_0345;	PPUT160488:G1G01-378-MONOMER;		WP_010951698.1;	Kinase;Reference proteome;Transferase	ppu:PP_0345	orphan:domain_only_no_pathway	Domain-family orphans without pathway assignment	orphan	InterPro/Pfam/PANTHER metadata	domain_family_orphan	no pathway or functional-module assignment; domain xref present			
PP_0346	false	Q88QY8	Q88QY8_PSEPK	PP_0346	PP_0346	PP_0346	Heptose kinase WapQ	unreviewed	1.0	250		GO:0016301	IPR011009;IPR027023;	PF06293;		ppu:PP_0346;	PPUT160488:G1G01-379-MONOMER;		WP_003255640.1;	Kinase;Reference proteome;Transferase	ppu:PP_0346	orphan:domain_only_no_pathway	Domain-family orphans without pathway assignment	orphan	InterPro/Pfam/PANTHER metadata	domain_family_orphan	no pathway or functional-module assignment; domain xref present			
PP_0347	false	Q88QY7	Q88QY7_PSEPK	PP_0347	PP_0347	PP_0347	Serine/threonine protein kinase	unreviewed	1.0	480			IPR011009;	PF06293;		ppu:PP_0347;	PPUT160488:G1G01-380-MONOMER;		WP_010951699.1;	Reference proteome	ppu:PP_0347	orphan:domain_only_no_pathway	Domain-family orphans without pathway assignment	orphan	InterPro/Pfam/PANTHER metadata	domain_family_orphan	no pathway or functional-module assignment; domain xref present			
PP_0348	false	Q88QY6	Q88QY6_PSEPK	PP_0348	PP_0348	PP_0348	Dermonecrotic toxin N-terminal domain-containing protein	unreviewed	1.0	928			IPR046673;	PF20178;		ppu:PP_0348;	PPUT160488:G1G01-381-MONOMER;		WP_010951700.1;	Reference proteome	ppu:PP_0348	orphan:domain_only_no_pathway	Domain-family orphans without pathway assignment	orphan	InterPro/Pfam/PANTHER metadata	domain_family_orphan	no pathway or functional-module assignment; domain xref present			
PP_0354	false	Q88QY0	Q88QY0_PSEPK	PP_0354	PP_0354	PP_0354	CBS domain protein	unreviewed	1.0	645		GO:0008773	IPR000644;IPR046342;IPR000595;IPR018490;IPR051257;IPR018821;IPR005105;IPR014710;	PF00571;PF03445;PF10335;	PTHR43080:SF2;PTHR43080;	ppu:PP_0354;	PPUT160488:G1G01-388-MONOMER;		WP_010951706.1;	CBS domain;Reference proteome	ppu:PP_0354	orphan:domain_only_no_pathway	Domain-family orphans without pathway assignment	orphan	InterPro/Pfam/PANTHER metadata	domain_family_orphan	no pathway or functional-module assignment; domain xref present			
PP_0361	false	Q88QX3	Q88QX3_PSEPK	PP_0361	PP_0361	PP_0361	Competence protein ComF	unreviewed	1.0	243			IPR051910;IPR029057;IPR000836;	PF00156;	PTHR47505;PTHR47505:SF1;	ppu:PP_0361;	PPUT160488:G1G01-395-MONOMER;		WP_010951713.1;	Reference proteome	ppu:PP_0361	orphan:domain_only_no_pathway	Domain-family orphans without pathway assignment	orphan	InterPro/Pfam/PANTHER metadata	domain_family_orphan	no pathway or functional-module assignment; domain xref present			
PP_0375	false	Q88QV9	Q88QV9_PSEPK	PP_0375	PP_0375	PP_0375	Prolyl oligopeptidase family protein	unreviewed	1.0	612		GO:0006508; GO:0008236	IPR029058;IPR001375;IPR050585;	PF00326;	PTHR43056;PTHR43056:SF5;	ppu:PP_0375;	PPUT160488:G1G01-410-MONOMER;		WP_010951726.1;	Hydrolase;Reference proteome	ppu:PP_0375	orphan:domain_only_no_pathway	Domain-family orphans without pathway assignment	orphan	InterPro/Pfam/PANTHER metadata	domain_family_orphan	no pathway or functional-module assignment; domain xref present			
PP_0385	false	Q88QU9	Q88QU9_PSEPK	PP_0385	PP_0385	PP_0385	Serine acetyltransferase (EC 2.3.1.30)	unreviewed	1.0	184	2.3.1.30	GO:0009001	IPR045304;IPR011004;		PTHR42811;	ppu:PP_0385;	PPUT160488:G1G01-420-MONOMER;		WP_003255582.1;	Acyltransferase;Reference proteome;Transferase	ppu:PP_0385	orphan:enzyme_with_ec	Orphan enzymes with EC numbers	orphan	UniProt EC metadata	orphan_enzyme	no pathway assignment but EC number is present			
ycgB	false	Q88QU1	Q88QU1_PSEPK	ycgB	PP_0395	ycgB PP_0395	Type IV piliation protein	unreviewed	1.0	522			IPR007390;IPR057008;IPR056174;IPR057270;	PF04293;PF24755;	PTHR30029;PTHR30029:SF2;	ppu:PP_0395;	PPUT160488:G1G01-432-MONOMER;		WP_010951740.1;	Reference proteome	ppu:PP_0395	orphan:domain_only_no_pathway	Domain-family orphans without pathway assignment	orphan	InterPro/Pfam/PANTHER metadata	domain_family_orphan	no pathway or functional-module assignment; domain xref present			
yeaG	false	Q88QU0	Q88QU0_PSEPK	yeaG	PP_0397	yeaG PP_0397	Protein kinase (EC 2.7.11.1)	unreviewed	1.0	640	2.7.11.1	GO:0004674	IPR027417;IPR013153;IPR016230;IPR010650;IPR057741;	PF08298;PF06798;	PTHR30267;PTHR30267:SF2;	ppu:PP_0397;	PPUT160488:G1G01-434-MONOMER;		WP_003255563.1;	Kinase;Reference proteome;Transferase	ppu:PP_0397	orphan:enzyme_with_ec	Orphan enzymes with EC numbers	orphan	UniProt EC metadata	orphan_enzyme	no pathway assignment but EC number is present			
apaG	false	Q88QT7	APAG_PSEPK	apaG	PP_0400	apaG PP_0400	Protein ApaG	reviewed	1.0	126		GO:0070987	IPR007474;IPR036767;IPR023065;	PF04379;	PTHR14289;PTHR14289:SF16;	ppu:PP_0400;	PPUT160488:G1G01-437-MONOMER;		WP_003255559.1;	Reference proteome	ppu:PP_0400	orphan:domain_only_no_pathway	Domain-family orphans without pathway assignment	orphan	InterPro/Pfam/PANTHER metadata	domain_family_orphan	no pathway or functional-module assignment; domain xref present			
PP_0408	false	Q88QT0	Q88QT0_PSEPK	PP_0408	PP_0408	PP_0408	Hydrolase or acyltransferase	unreviewed	1.0	332			IPR029058;IPR022529;	PF12048;		ppu:PP_0408;	PPUT160488:G1G01-445-MONOMER;		WP_010951747.1;	Reference proteome;Signal	ppu:PP_0408	orphan:domain_only_no_pathway	Domain-family orphans without pathway assignment	orphan	InterPro/Pfam/PANTHER metadata	domain_family_orphan	no pathway or functional-module assignment; domain xref present			
PP_0423	false	Q88QR5	Q88QR5_PSEPK	PP_0423	PP_0423	PP_0423	BPL/LPL catalytic domain-containing protein	unreviewed	1.0	234			IPR045864;IPR004143;IPR050664;	PF21948;	PTHR43679:SF2;PTHR43679;	ppu:PP_0423;	PPUT160488:G1G01-459-MONOMER;		WP_010951758.1;	Reference proteome	ppu:PP_0423	orphan:domain_only_no_pathway	Domain-family orphans without pathway assignment	orphan	InterPro/Pfam/PANTHER metadata	domain_family_orphan	no pathway or functional-module assignment; domain xref present			
yhfA	false	Q88QR3	Q88QR3_PSEPK	yhfA	PP_0425	yhfA PP_0425	OsmC family protein	unreviewed	1.0	140			IPR015946;IPR003718;IPR036102;	PF02566;	PTHR34352;PTHR34352:SF1;	ppu:PP_0425;	PPUT160488:G1G01-461-MONOMER;		WP_004376171.1;	Reference proteome	ppu:PP_0425	orphan:domain_only_no_pathway	Domain-family orphans without pathway assignment	orphan	InterPro/Pfam/PANTHER metadata	domain_family_orphan	no pathway or functional-module assignment; domain xref present			
hinT	false	Q88QR0	Q88QR0_PSEPK	hinT	PP_0428	hinT PP_0428	Aminoacyl-adenylate hydrolase/purine nucleoside phosphoramidase (EC 3.9.1.-)	unreviewed	1.0	112	3.9.1.-	GO:0016787	IPR019808;IPR001310;IPR011146;IPR036265;	PF01230;	PTHR23089;	ppu:PP_0428;	PPUT160488:G1G01-464-MONOMER;		WP_003255518.1;	Hydrolase;Reference proteome	ppu:PP_0428	orphan:enzyme_with_ec	Orphan enzymes with EC numbers	orphan	UniProt EC metadata	orphan_enzyme	no pathway assignment but EC number is present			
PP_0429	false	Q88QQ9	Q88QQ9_PSEPK	PP_0429	PP_0429	PP_0429	Oxidoreductase, short chain dehydrogenase/reductase family	unreviewed	1.0	260		GO:0016020; GO:0016491	IPR057326;IPR036291;IPR002347;	PF00106;	PTHR44196;PTHR44196:SF2;	ppu:PP_0429;	PPUT160488:G1G01-465-MONOMER;		WP_010951762.1;	Oxidoreductase;Reference proteome	ppu:PP_0429	orphan:domain_only_no_pathway	Domain-family orphans without pathway assignment	orphan	InterPro/Pfam/PANTHER metadata	domain_family_orphan	no pathway or functional-module assignment; domain xref present			
erpA	false	Q88QQ5	ERPA_PSEPK	erpA	PP_0433	erpA PP_0433	Iron-sulfur cluster insertion protein ErpA	reviewed	2.0	116		GO:0005506; GO:0005829; GO:0016226; GO:0051537; GO:0051539	IPR016092;IPR000361;IPR023063;IPR017870;IPR035903;	PF01521;	PTHR43011;PTHR43011:SF1;	ppu:PP_0433;			WP_003255511.1;	Iron;Iron-sulfur;Metal-binding;Reference proteome	ppu:PP_0433	orphan:domain_only_no_pathway	Domain-family orphans without pathway assignment	orphan	InterPro/Pfam/PANTHER metadata	domain_family_orphan	no pathway or functional-module assignment; domain xref present			
tufA	false	Q88QP8	EFTU1_PSEPK	tufA	PP_0440	tufA tuf-1 PP_0440	Elongation factor Tu-A (EF-Tu-A) (EC 3.6.5.3)	reviewed	3.0	397	3.6.5.3	GO:0000287; GO:0003746; GO:0003924; GO:0005525; GO:0005829	IPR041709;IPR050055;IPR004161;IPR033720;IPR031157;IPR027417;IPR005225;IPR000795;IPR009000;IPR009001;IPR004541;IPR004160;	PF00009;PF03144;PF03143;	PTHR43721:SF22;PTHR43721;	ppu:PP_0440;	PPUT160488:G1G01-482-MONOMER;		WP_003255489.1;	3D-structure;Cytoplasm;Elongation factor;GTP-binding;Hydrolase;Magnesium;Metal-binding;Nucleotide-binding;Protein biosynthesis;Reference proteome	ppu:PP_0440	orphan:enzyme_with_ec	Orphan enzymes with EC numbers	orphan	UniProt EC metadata	orphan_enzyme	no pathway assignment but EC number is present			
nusG	false	Q88QP6	Q88QP6_PSEPK	nusG	PP_0442	nusG PP_0442	Transcription termination/antitermination protein NusG	unreviewed	2.0	177		GO:0005829; GO:0006353; GO:0006354; GO:0031564; GO:0032784	IPR005824;IPR047050;IPR006645;IPR036735;IPR043425;IPR014722;IPR001062;IPR015869;IPR008991;	PF00467;PF02357;	PTHR30265;PTHR30265:SF2;	ppu:PP_0442;	PPUT160488:G1G01-485-MONOMER;		WP_003255501.1;	Reference proteome;Transcription;Transcription antitermination;Transcription regulation;Transcription termination	ppu:PP_0442	orphan:domain_only_no_pathway	Domain-family orphans without pathway assignment	orphan	InterPro/Pfam/PANTHER metadata	domain_family_orphan	no pathway or functional-module assignment; domain xref present			
