suggested_review_name	ordered_locus	uniprot_accession	membership_source	pathway_id	pathway_name	pathway_scope	module_area	is_primary_partition
hisB	PP_0289	Q88R45	KEGG	ppu01230	Biosynthesis of amino acids	overview	overview	false
hisB	PP_0289	Q88R45	UniPathway	UPA00031	UniPathway UPA00031	specific	unipathway	false
hisH	PP_0290	Q88R44	KEGG	ppu00340	Histidine metabolism	specific	amino_acid_metabolism	true
hisH	PP_0290	Q88R44	KEGG	ppu01100	Metabolic pathways	overview	overview	false
hisH	PP_0290	Q88R44	KEGG	ppu01110	Biosynthesis of secondary metabolites	overview	overview	false
hisH	PP_0290	Q88R44	KEGG	ppu01230	Biosynthesis of amino acids	overview	overview	false
hisH	PP_0290	Q88R44	UniPathway	UPA00031	UniPathway UPA00031	specific	unipathway	false
hisA	PP_0292	Q88R42	KEGG	ppu00340	Histidine metabolism	specific	amino_acid_metabolism	true
hisA	PP_0292	Q88R42	KEGG	ppu01100	Metabolic pathways	overview	overview	false
hisA	PP_0292	Q88R42	KEGG	ppu01110	Biosynthesis of secondary metabolites	overview	overview	false
hisA	PP_0292	Q88R42	KEGG	ppu01230	Biosynthesis of amino acids	overview	overview	false
hisA	PP_0292	Q88R42	UniPathway	UPA00031	UniPathway UPA00031	specific	unipathway	false
hisF	PP_0293	Q88R41	KEGG	ppu00340	Histidine metabolism	specific	amino_acid_metabolism	true
hisF	PP_0293	Q88R41	KEGG	ppu01100	Metabolic pathways	overview	overview	false
hisF	PP_0293	Q88R41	KEGG	ppu01110	Biosynthesis of secondary metabolites	overview	overview	false
hisF	PP_0293	Q88R41	KEGG	ppu01230	Biosynthesis of amino acids	overview	overview	false
hisF	PP_0293	Q88R41	UniPathway	UPA00031	UniPathway UPA00031	specific	unipathway	false
cbcV	PP_0294	Q88R40	KEGG	ppu02010	ABC transporters	specific	transport_motility_signaling	true
cbcW	PP_0295	Q88R39	KEGG	ppu02010	ABC transporters	specific	transport_motility_signaling	true
cbcX	PP_0296	Q88R38	KEGG	ppu02010	ABC transporters	specific	transport_motility_signaling	true
tdcG-I	PP_0297	Q88R37	KEGG	ppu00260	Glycine, serine and threonine metabolism	specific	amino_acid_metabolism	false
tdcG-I	PP_0297	Q88R37	KEGG	ppu00270	Cysteine and methionine metabolism	specific	amino_acid_metabolism	true
tdcG-I	PP_0297	Q88R37	KEGG	ppu01100	Metabolic pathways	overview	overview	false
tdcG-I	PP_0297	Q88R37	KEGG	ppu01110	Biosynthesis of secondary metabolites	overview	overview	false
tdcG-I	PP_0297	Q88R37	KEGG	ppu01200	Carbon metabolism	overview	overview	false
tdcG-I	PP_0297	Q88R37	KEGG	ppu01230	Biosynthesis of amino acids	overview	overview	false
lcdH	PP_0302	Q88R32	UniPathway	UPA00117	UniPathway UPA00117	specific	unipathway	false
caiX	PP_0304	Q88R30	KEGG	ppu02010	ABC transporters	specific	transport_motility_signaling	true
dgcA	PP_0310	Q88R24	KEGG	ppu00260	Glycine, serine and threonine metabolism	specific	amino_acid_metabolism	true
dgcA	PP_0310	Q88R24	KEGG	ppu01100	Metabolic pathways	overview	overview	false
dgcB	PP_0311	Q88R23	KEGG	ppu00260	Glycine, serine and threonine metabolism	specific	amino_acid_metabolism	true
dgcB	PP_0311	Q88R23	KEGG	ppu01100	Metabolic pathways	overview	overview	false
PP_0312	PP_0312	Q88R22	KEGG	ppu00260	Glycine, serine and threonine metabolism	specific	amino_acid_metabolism	true
PP_0312	PP_0312	Q88R22	KEGG	ppu01100	Metabolic pathways	overview	overview	false
PP_0313	PP_0313	Q88R21	KEGG	ppu00260	Glycine, serine and threonine metabolism	specific	amino_acid_metabolism	true
PP_0313	PP_0313	Q88R21	KEGG	ppu01100	Metabolic pathways	overview	overview	false
gbcA	PP_0315	Q88R19	KEGG	ppu00260	Glycine, serine and threonine metabolism	specific	amino_acid_metabolism	true
gbcA	PP_0315	Q88R19	KEGG	ppu01100	Metabolic pathways	overview	overview	false
gbcB	PP_0316	Q88R18	KEGG	ppu00260	Glycine, serine and threonine metabolism	specific	amino_acid_metabolism	true
gbcB	PP_0316	Q88R18	KEGG	ppu01100	Metabolic pathways	overview	overview	false
PP_0317	PP_0317	Q88R17	KEGG	ppu02020	Two-component system	specific	transport_motility_signaling	false
PP_0317	PP_0317	Q88R17	KEGG	ppu02030	Bacterial chemotaxis	specific	transport_motility_signaling	true
mcpH	PP_0320	Q88R14	KEGG	ppu02020	Two-component system	specific	transport_motility_signaling	false
mcpH	PP_0320	Q88R14	KEGG	ppu02030	Bacterial chemotaxis	specific	transport_motility_signaling	true
ltaE	PP_0321	Q88R13	KEGG	ppu00260	Glycine, serine and threonine metabolism	specific	amino_acid_metabolism	true
ltaE	PP_0321	Q88R13	KEGG	ppu01100	Metabolic pathways	overview	overview	false
ltaE	PP_0321	Q88R13	KEGG	ppu01110	Biosynthesis of secondary metabolites	overview	overview	false
ltaE	PP_0321	Q88R13	KEGG	ppu01120	Microbial metabolism in diverse environments	overview	overview	false
ltaE	PP_0321	Q88R13	KEGG	ppu01230	Biosynthesis of amino acids	overview	overview	false
glyA1	PP_0322	Q88R12	KEGG	ppu00260	Glycine, serine and threonine metabolism	specific	amino_acid_metabolism	false
glyA1	PP_0322	Q88R12	KEGG	ppu00460	Cyanoamino acid metabolism	specific	amino_acid_metabolism	false
glyA1	PP_0322	Q88R12	KEGG	ppu00630	Glyoxylate and dicarboxylate metabolism	specific	central_carbon	false
glyA1	PP_0322	Q88R12	KEGG	ppu00670	One carbon pool by folate	specific	cofactors_vitamins_redox	false
glyA1	PP_0322	Q88R12	KEGG	ppu00680	Methane metabolism	specific	energy_respiration_inorganic_metabolism	false
glyA1	PP_0322	Q88R12	KEGG	ppu04981	Folate transport and metabolism	specific	cofactors_vitamins_redox	true
glyA1	PP_0322	Q88R12	KEGG	ppu01100	Metabolic pathways	overview	overview	false
glyA1	PP_0322	Q88R12	KEGG	ppu01110	Biosynthesis of secondary metabolites	overview	overview	false
glyA1	PP_0322	Q88R12	KEGG	ppu01120	Microbial metabolism in diverse environments	overview	overview	false
glyA1	PP_0322	Q88R12	KEGG	ppu01200	Carbon metabolism	overview	overview	false
glyA1	PP_0322	Q88R12	KEGG	ppu01230	Biosynthesis of amino acids	overview	overview	false
glyA1	PP_0322	Q88R12	KEGG	ppu01240	Biosynthesis of cofactors	overview	overview	false
glyA1	PP_0322	Q88R12	UniPathway	UPA00193	UniPathway UPA00193	specific	unipathway	false
glyA1	PP_0322	Q88R12	UniPathway	UPA00288	UniPathway UPA00288	specific	unipathway	false
soxB	PP_0323	Q88R11	KEGG	ppu00260	Glycine, serine and threonine metabolism	specific	amino_acid_metabolism	true
soxB	PP_0323	Q88R11	KEGG	ppu01100	Metabolic pathways	overview	overview	false
soxD	PP_0324	Q88R10	KEGG	ppu00260	Glycine, serine and threonine metabolism	specific	amino_acid_metabolism	true
soxD	PP_0324	Q88R10	KEGG	ppu01100	Metabolic pathways	overview	overview	false
soxA	PP_0325	Q88R09	KEGG	ppu00260	Glycine, serine and threonine metabolism	specific	amino_acid_metabolism	true
soxA	PP_0325	Q88R09	KEGG	ppu01100	Metabolic pathways	overview	overview	false
soxG	PP_0326	Q88R08	KEGG	ppu00260	Glycine, serine and threonine metabolism	specific	amino_acid_metabolism	true
soxG	PP_0326	Q88R08	KEGG	ppu01100	Metabolic pathways	overview	overview	false
purU-I	PP_0327	Q88R07	KEGG	ppu00630	Glyoxylate and dicarboxylate metabolism	specific	central_carbon	false
purU-I	PP_0327	Q88R07	KEGG	ppu00670	One carbon pool by folate	specific	cofactors_vitamins_redox	true
purU-I	PP_0327	Q88R07	KEGG	ppu01100	Metabolic pathways	overview	overview	false
purU-I	PP_0327	Q88R07	UniPathway	UPA00074	UniPathway UPA00074	specific	unipathway	false
fdhA	PP_0328	Q88R06	KEGG	ppu00625	Chloroalkane and chloroalkene degradation	specific	other_kegg_pathway	true
fdhA	PP_0328	Q88R06	KEGG	ppu00680	Methane metabolism	specific	energy_respiration_inorganic_metabolism	false
fdhA	PP_0328	Q88R06	KEGG	ppu01100	Metabolic pathways	overview	overview	false
fdhA	PP_0328	Q88R06	KEGG	ppu01120	Microbial metabolism in diverse environments	overview	overview	false
fdhA	PP_0328	Q88R06	KEGG	ppu01200	Carbon metabolism	overview	overview	false
aceF	PP_0338	Q88QZ6	KEGG	ppu00010	Glycolysis / Gluconeogenesis	specific	central_carbon	false
aceF	PP_0338	Q88QZ6	KEGG	ppu00020	Citrate cycle (TCA cycle)	specific	central_carbon	false
aceF	PP_0338	Q88QZ6	KEGG	ppu00620	Pyruvate metabolism	specific	central_carbon	false
aceF	PP_0338	Q88QZ6	KEGG	ppu00785	Lipoic acid metabolism	specific	cofactors_vitamins_redox	true
aceF	PP_0338	Q88QZ6	KEGG	ppu01100	Metabolic pathways	overview	overview	false
aceF	PP_0338	Q88QZ6	KEGG	ppu01110	Biosynthesis of secondary metabolites	overview	overview	false
aceF	PP_0338	Q88QZ6	KEGG	ppu01120	Microbial metabolism in diverse environments	overview	overview	false
aceF	PP_0338	Q88QZ6	KEGG	ppu01200	Carbon metabolism	overview	overview	false
aceF	PP_0338	Q88QZ6	KEGG	ppu01210	2-Oxocarboxylic acid metabolism	overview	overview	false
aceE	PP_0339	Q88QZ5	KEGG	ppu00010	Glycolysis / Gluconeogenesis	specific	central_carbon	false
aceE	PP_0339	Q88QZ5	KEGG	ppu00020	Citrate cycle (TCA cycle)	specific	central_carbon	false
aceE	PP_0339	Q88QZ5	KEGG	ppu00620	Pyruvate metabolism	specific	central_carbon	false
aceE	PP_0339	Q88QZ5	KEGG	ppu00785	Lipoic acid metabolism	specific	cofactors_vitamins_redox	true
aceE	PP_0339	Q88QZ5	KEGG	ppu01100	Metabolic pathways	overview	overview	false
aceE	PP_0339	Q88QZ5	KEGG	ppu01110	Biosynthesis of secondary metabolites	overview	overview	false
aceE	PP_0339	Q88QZ5	KEGG	ppu01120	Microbial metabolism in diverse environments	overview	overview	false
aceE	PP_0339	Q88QZ5	KEGG	ppu01200	Carbon metabolism	overview	overview	false
aceE	PP_0339	Q88QZ5	KEGG	ppu01210	2-Oxocarboxylic acid metabolism	overview	overview	false
waaF	PP_0341	Q88QZ3	KEGG	ppu00540	Lipopolysaccharide biosynthesis	specific	lipid_cell_envelope_metabolism	true
waaF	PP_0341	Q88QZ3	KEGG	ppu01100	Metabolic pathways	overview	overview	false
waaC	PP_0342	Q88QZ2	KEGG	ppu00540	Lipopolysaccharide biosynthesis	specific	lipid_cell_envelope_metabolism	true
waaC	PP_0342	Q88QZ2	KEGG	ppu01100	Metabolic pathways	overview	overview	false
waaG	PP_0343	Q88QZ1	KEGG	ppu00540	Lipopolysaccharide biosynthesis	specific	lipid_cell_envelope_metabolism	true
waaG	PP_0343	Q88QZ1	KEGG	ppu01100	Metabolic pathways	overview	overview	false
waaP	PP_0344	Q88QZ0	KEGG	ppu00540	Lipopolysaccharide biosynthesis	specific	lipid_cell_envelope_metabolism	true
waaP	PP_0344	Q88QZ0	KEGG	ppu01100	Metabolic pathways	overview	overview	false
waaP	PP_0344	Q88QZ0	UniPathway	UPA00958	UniPathway UPA00958	specific	unipathway	false
PP_0351	PP_0351	Q88QY3	KEGG	ppu02020	Two-component system	specific	transport_motility_signaling	true
PP_0352	PP_0352	Q88QY2	KEGG	ppu02020	Two-component system	specific	transport_motility_signaling	true
PP_0353	PP_0353	Q88QY1	KEGG	ppu03030	DNA replication	specific	other_kegg_pathway	true
PP_0353	PP_0353	Q88QY1	KEGG	ppu03430	Mismatch repair	specific	other_kegg_pathway	false
PP_0353	PP_0353	Q88QY1	KEGG	ppu03440	Homologous recombination	specific	other_kegg_pathway	false
glcB	PP_0356	Q88QX8	KEGG	ppu00620	Pyruvate metabolism	specific	central_carbon	true
glcB	PP_0356	Q88QX8	KEGG	ppu00630	Glyoxylate and dicarboxylate metabolism	specific	central_carbon	false
glcB	PP_0356	Q88QX8	KEGG	ppu01100	Metabolic pathways	overview	overview	false
glcB	PP_0356	Q88QX8	KEGG	ppu01110	Biosynthesis of secondary metabolites	overview	overview	false
glcB	PP_0356	Q88QX8	KEGG	ppu01120	Microbial metabolism in diverse environments	overview	overview	false
glcB	PP_0356	Q88QX8	KEGG	ppu01200	Carbon metabolism	overview	overview	false
glcB	PP_0356	Q88QX8	UniPathway	UPA00703	UniPathway UPA00703	specific	unipathway	false
bioB	PP_0362	Q88QX2	KEGG	ppu00780	Biotin metabolism	specific	other_kegg_pathway	true
bioB	PP_0362	Q88QX2	KEGG	ppu01100	Metabolic pathways	overview	overview	false
bioB	PP_0362	Q88QX2	KEGG	ppu01240	Biosynthesis of cofactors	overview	overview	false
bioB	PP_0362	Q88QX2	UniPathway	UPA00078	UniPathway UPA00078	specific	unipathway	false
bioF	PP_0363	Q88QX1	KEGG	ppu00780	Biotin metabolism	specific	other_kegg_pathway	true
bioF	PP_0363	Q88QX1	KEGG	ppu01100	Metabolic pathways	overview	overview	false
bioF	PP_0363	Q88QX1	KEGG	ppu01240	Biosynthesis of cofactors	overview	overview	false
bioF	PP_0363	Q88QX1	UniPathway	UPA00078	UniPathway UPA00078	specific	unipathway	false
bioH	PP_0364	Q88QX0	KEGG	ppu00780	Biotin metabolism	specific	other_kegg_pathway	true
bioH	PP_0364	Q88QX0	KEGG	ppu01100	Metabolic pathways	overview	overview	false
bioH	PP_0364	Q88QX0	KEGG	ppu01240	Biosynthesis of cofactors	overview	overview	false
bioC	PP_0365	Q88QW9	KEGG	ppu00780	Biotin metabolism	specific	other_kegg_pathway	true
bioC	PP_0365	Q88QW9	KEGG	ppu01100	Metabolic pathways	overview	overview	false
bioC	PP_0365	Q88QW9	KEGG	ppu01240	Biosynthesis of cofactors	overview	overview	false
bioC	PP_0365	Q88QW9	UniPathway	UPA00078	UniPathway UPA00078	specific	unipathway	false
bioD	PP_0366	Q88QW8	KEGG	ppu00780	Biotin metabolism	specific	other_kegg_pathway	true
bioD	PP_0366	Q88QW8	KEGG	ppu01100	Metabolic pathways	overview	overview	false
bioD	PP_0366	Q88QW8	KEGG	ppu01240	Biosynthesis of cofactors	overview	overview	false
bioD	PP_0366	Q88QW8	UniPathway	UPA00078	UniPathway UPA00078	specific	unipathway	false
PP_0368	PP_0368	Q88QW6	KEGG	ppu00920	Sulfur metabolism	specific	energy_respiration_inorganic_metabolism	true
PP_0368	PP_0368	Q88QW6	KEGG	ppu01100	Metabolic pathways	overview	overview	false
PP_0368	PP_0368	Q88QW6	KEGG	ppu01120	Microbial metabolism in diverse environments	overview	overview	false
PP_0370	PP_0370	Q88QW4	KEGG	ppu00920	Sulfur metabolism	specific	energy_respiration_inorganic_metabolism	true
PP_0370	PP_0370	Q88QW4	KEGG	ppu01100	Metabolic pathways	overview	overview	false
PP_0370	PP_0370	Q88QW4	KEGG	ppu01120	Microbial metabolism in diverse environments	overview	overview	false
aruC	PP_0372	Q88QW2	KEGG	ppu00220	Arginine biosynthesis	specific	amino_acid_metabolism	false
aruC	PP_0372	Q88QW2	KEGG	ppu00300	Lysine biosynthesis	specific	amino_acid_metabolism	true
aruC	PP_0372	Q88QW2	KEGG	ppu01100	Metabolic pathways	overview	overview	false
aruC	PP_0372	Q88QW2	KEGG	ppu01110	Biosynthesis of secondary metabolites	overview	overview	false
aruC	PP_0372	Q88QW2	KEGG	ppu01120	Microbial metabolism in diverse environments	overview	overview	false
aruC	PP_0372	Q88QW2	KEGG	ppu01210	2-Oxocarboxylic acid metabolism	overview	overview	false
aruC	PP_0372	Q88QW2	KEGG	ppu01230	Biosynthesis of amino acids	overview	overview	false
pqqE	PP_0376	Q88QV8	UniPathway	UPA00539	UniPathway UPA00539	specific	unipathway	false
pqqD1	PP_0377	Q88QV7	UniPathway	UPA00539	UniPathway UPA00539	specific	unipathway	false
pqqC	PP_0378	Q88QV6	UniPathway	UPA00539	UniPathway UPA00539	specific	unipathway	false
pqqB	PP_0379	Q88QV5	UniPathway	UPA00539	UniPathway UPA00539	specific	unipathway	false
pqqA	PP_0380	Q88QV4	UniPathway	UPA00539	UniPathway UPA00539	specific	unipathway	false
pqqF	PP_0381	Q88QV3	UniPathway	UPA00539	UniPathway UPA00539	specific	unipathway	false
davA	PP_0382	Q88QV2	KEGG	ppu00310	Lysine degradation	specific	amino_acid_metabolism	true
davA	PP_0382	Q88QV2	KEGG	ppu01100	Metabolic pathways	overview	overview	false
davA	PP_0382	Q88QV2	KEGG	ppu01120	Microbial metabolism in diverse environments	overview	overview	false
davB	PP_0383	Q88QV1	KEGG	ppu00310	Lysine degradation	specific	amino_acid_metabolism	true
davB	PP_0383	Q88QV1	KEGG	ppu01100	Metabolic pathways	overview	overview	false
davB	PP_0383	Q88QV1	KEGG	ppu01120	Microbial metabolism in diverse environments	overview	overview	false
rpoD	PP_0387	Q88QU7	KEGG	ppu02040	Flagellar assembly	specific	transport_motility_signaling	true
dnaG	PP_0388	P0A118	KEGG	ppu03030	DNA replication	specific	other_kegg_pathway	true
rpsU	PP_0389	P0A165	KEGG	ppu03010	Ribosome	specific	other_kegg_pathway	true
plsY	PP_0391	Q88QU5	KEGG	ppu00561	Glycerolipid metabolism	specific	lipid_cell_envelope_metabolism	true
plsY	PP_0391	Q88QU5	KEGG	ppu00564	Glycerophospholipid metabolism	specific	lipid_cell_envelope_metabolism	false
plsY	PP_0391	Q88QU5	KEGG	ppu01100	Metabolic pathways	overview	overview	false
plsY	PP_0391	Q88QU5	KEGG	ppu01110	Biosynthesis of secondary metabolites	overview	overview	false
plsY	PP_0391	Q88QU5	UniPathway	UPA00085	UniPathway UPA00085	specific	unipathway	false
folB	PP_0392	Q88QU4	KEGG	ppu00790	Folate biosynthesis	specific	cofactors_vitamins_redox	true
folB	PP_0392	Q88QU4	KEGG	ppu01100	Metabolic pathways	overview	overview	false
folB	PP_0392	Q88QU4	KEGG	ppu01240	Biosynthesis of cofactors	overview	overview	false
folB	PP_0392	Q88QU4	UniPathway	UPA00077	UniPathway UPA00077	specific	unipathway	false
PP_0393	PP_0393	Q88QU3	KEGG	ppu00790	Folate biosynthesis	specific	cofactors_vitamins_redox	true
PP_0393	PP_0393	Q88QU3	KEGG	ppu01100	Metabolic pathways	overview	overview	false
PP_0393	PP_0393	Q88QU3	KEGG	ppu01240	Biosynthesis of cofactors	overview	overview	false
PP_0393	PP_0393	Q88QU3	UniPathway	UPA00077	UniPathway UPA00077	specific	unipathway	false
glpE	PP_0398	Q88QT9	KEGG	ppu00920	Sulfur metabolism	specific	energy_respiration_inorganic_metabolism	true
glpE	PP_0398	Q88QT9	KEGG	ppu01100	Metabolic pathways	overview	overview	false
glpE	PP_0398	Q88QT9	KEGG	ppu01110	Biosynthesis of secondary metabolites	overview	overview	false
glpE	PP_0398	Q88QT9	KEGG	ppu01120	Microbial metabolism in diverse environments	overview	overview	false
apaH	PP_0399	Q88QT8	KEGG	ppu00230	Purine metabolism	specific	nucleotide_metabolism	true
apaH	PP_0399	Q88QT8	KEGG	ppu01100	Metabolic pathways	overview	overview	false
pdxA	PP_0402	Q88QT5	KEGG	ppu00750	Vitamin B6 metabolism	specific	cofactors_vitamins_redox	true
pdxA	PP_0402	Q88QT5	KEGG	ppu01100	Metabolic pathways	overview	overview	false
pdxA	PP_0402	Q88QT5	KEGG	ppu01240	Biosynthesis of cofactors	overview	overview	false
pdxA	PP_0402	Q88QT5	UniPathway	UPA00244	UniPathway UPA00244	specific	unipathway	false
amgK	PP_0405	Q88QT3	KEGG	ppu00520	Amino sugar and nucleotide sugar metabolism	specific	nucleotide_metabolism	true
amgK	PP_0405	Q88QT3	KEGG	ppu01100	Metabolic pathways	overview	overview	false
amgK	PP_0405	Q88QT3	KEGG	ppu01250	Biosynthesis of nucleotide sugars	overview	overview	false
amgK	PP_0405	Q88QT3	UniPathway	UPA00544	UniPathway UPA00544	specific	unipathway	false
murU	PP_0406	Q88QT2	KEGG	ppu00520	Amino sugar and nucleotide sugar metabolism	specific	nucleotide_metabolism	true
murU	PP_0406	Q88QT2	KEGG	ppu01100	Metabolic pathways	overview	overview	false
murU	PP_0406	Q88QT2	KEGG	ppu01250	Biosynthesis of nucleotide sugars	overview	overview	false
murU	PP_0406	Q88QT2	UniPathway	UPA00544	UniPathway UPA00544	specific	unipathway	false
uhpA	PP_0410	Q88QS8	KEGG	ppu02020	Two-component system	specific	transport_motility_signaling	true
potA	PP_0411	Q88QS7	KEGG	ppu02024	Quorum sensing	specific	transport_motility_signaling	true
PP_0412	PP_0412	Q88QS6	KEGG	ppu02024	Quorum sensing	specific	transport_motility_signaling	true
PP_0413	PP_0413	Q88QS5	KEGG	ppu02024	Quorum sensing	specific	transport_motility_signaling	true
PP_0414	PP_0414	Q88QS4	KEGG	ppu02024	Quorum sensing	specific	transport_motility_signaling	true
rpe	PP_0415	Q88QS3	KEGG	ppu00030	Pentose phosphate pathway	specific	central_carbon	false
rpe	PP_0415	Q88QS3	KEGG	ppu00040	Pentose and glucuronate interconversions	specific	other_kegg_pathway	true
rpe	PP_0415	Q88QS3	KEGG	ppu00710	Carbon fixation by Calvin cycle	specific	central_carbon	false
rpe	PP_0415	Q88QS3	KEGG	ppu01100	Metabolic pathways	overview	overview	false
rpe	PP_0415	Q88QS3	KEGG	ppu01110	Biosynthesis of secondary metabolites	overview	overview	false
rpe	PP_0415	Q88QS3	KEGG	ppu01120	Microbial metabolism in diverse environments	overview	overview	false
rpe	PP_0415	Q88QS3	KEGG	ppu01200	Carbon metabolism	overview	overview	false
rpe	PP_0415	Q88QS3	KEGG	ppu01230	Biosynthesis of amino acids	overview	overview	false
PP_0416	PP_0416	Q88QS2	KEGG	ppu00630	Glyoxylate and dicarboxylate metabolism	specific	central_carbon	true
PP_0416	PP_0416	Q88QS2	KEGG	ppu01100	Metabolic pathways	overview	overview	false
PP_0416	PP_0416	Q88QS2	KEGG	ppu01110	Biosynthesis of secondary metabolites	overview	overview	false
PP_0416	PP_0416	Q88QS2	UniPathway	UPA00865	UniPathway UPA00865	specific	unipathway	false
trpE	PP_0417	Q88QS1	KEGG	ppu00400	Phenylalanine, tyrosine and tryptophan biosynthesis	specific	amino_acid_metabolism	true
