suggested_review_name	review_name_collision	uniprot_accession	entry_name	primary_gene	ordered_locus	all_gene_names	protein_name	reviewed	annotation_score	length	ec_numbers	go_ids	interpro_ids	pfam_ids	panther_ids	kegg_ids	biocyc_ids	unipathway_ids	refseq_ids	keywords
rsmB	false	Q88RR3	RSMB_PSEPK	rsmB	PP_0066	rsmB rrmB sun PP_0066	Ribosomal RNA small subunit methyltransferase B (EC 2.1.1.176) (16S rRNA m5C967 methyltransferase) (rRNA (cytosine-C(5)-)-methyltransferase RsmB)	reviewed	3.0	436	2.1.1.176	GO:0003723; GO:0005829; GO:0006355; GO:0009383; GO:0070475	IPR049560;IPR001678;IPR035926;IPR006027;IPR023267;IPR004573;IPR054728;IPR018314;IPR029063;	PF01189;PF01029;PF22458;	PTHR22807:SF61;PTHR22807;	ppu:PP_0066;	PPUT160488:G1G01-69-MONOMER;		WP_010951473.1;	Cytoplasm;Methyltransferase;Reference proteome;Ribosome biogenesis;RNA-binding;rRNA processing;S-adenosyl-L-methionine;Transferase
fmt	false	Q88RR2	FMT_PSEPK	fmt	PP_0067	fmt PP_0067	Methionyl-tRNA formyltransferase (EC 2.1.2.9)	reviewed	2.0	310	2.1.2.9	GO:0004479; GO:0005829	IPR005794;IPR005793;IPR037022;IPR002376;IPR036477;IPR011034;IPR001555;IPR044135;IPR041711;	PF02911;PF00551;	PTHR11138;PTHR11138:SF5;	ppu:PP_0067;	PPUT160488:G1G01-70-MONOMER;		WP_010951474.1;	Protein biosynthesis;Reference proteome;Transferase
def1	false	Q88RR1	DEF1_PSEPK	def1	PP_0068	def1 PP_0068	Peptide deformylase 1 (PDF 1) (EC 3.5.1.88) (Polypeptide deformylase 1)	reviewed	2.0	168	3.5.1.88	GO:0006412; GO:0042586; GO:0046872	IPR023635;IPR036821;	PF01327;	PTHR10458;PTHR10458:SF21;	ppu:PP_0068;	PPUT160488:G1G01-71-MONOMER;		WP_003253111.1;	Hydrolase;Iron;Metal-binding;Protein biosynthesis;Reference proteome
PP_0069	false	Q88RR0	Q88RR0_PSEPK	PP_0069	PP_0069	PP_0069	Rossmann fold nucleotide-binding protein	unreviewed	1.0	365		GO:0009294	IPR003488;IPR041614;IPR057666;IPR036388;	PF02481;PF21102;PF17782;	PTHR43022;PTHR43022:SF1;	ppu:PP_0069;	PPUT160488:G1G01-72-MONOMER;		WP_010951475.1;	Reference proteome
tsaC	false	Q88RQ9	TSAC_PSEPK	tsaC	PP_0070	tsaC rimN PP_0070	Threonylcarbamoyl-AMP synthase (TC-AMP synthase) (EC 2.7.7.87) (L-threonylcarbamoyladenylate synthase) (t(6)A37 threonylcarbamoyladenosine biosynthesis protein TsaC) (tRNA threonylcarbamoyladenosine biosynthesis protein TsaC)	reviewed	3.0	185	2.7.7.87	GO:0000049; GO:0002949; GO:0003725; GO:0005524; GO:0005737; GO:0006450; GO:0061710	IPR017945;IPR006070;IPR023535;IPR050156;	PF01300;	PTHR17490;PTHR17490:SF18;	ppu:PP_0070;	PPUT160488:G1G01-73-MONOMER;		WP_010951476.1;	ATP-binding;Cytoplasm;Nucleotide-binding;Nucleotidyltransferase;Reference proteome;Transferase;tRNA processing
PP_0071	false	Q88RQ8	Q88RQ8_PSEPK	PP_0071	PP_0071	PP_0071	DUF3077 domain-containing protein	unreviewed	1.0	110						ppu:PP_0071;	PPUT160488:G1G01-76-MONOMER;			Reference proteome
qor-I	false	Q88RQ7	Q88RQ7_PSEPK	qor-I	PP_0072	qor-I PP_0072	NADPH:quinone reductase (EC 1.6.5.5)	unreviewed	2.0	325	1.6.5.5	GO:0003960; GO:0005829; GO:0008270; GO:0035925; GO:0070402	IPR013149;IPR013154;IPR020843;IPR011032;IPR036291;IPR047618;IPR002364;	PF08240;PF00107;	PTHR48106;PTHR48106:SF13;	ppu:PP_0072;	PPUT160488:G1G01-77-MONOMER;		WP_010951478.1;	NADP;Oxidoreductase;Reference proteome
hemF	false	Q88RQ6	HEM6_PSEPK	hemF	PP_0073	hemF PP_0073	Oxygen-dependent coproporphyrinogen-III oxidase (CPO) (Coprogen oxidase) (Coproporphyrinogenase) (EC 1.3.3.3)	reviewed	3.0	303	1.3.3.3	GO:0004109; GO:0005737; GO:0006782; GO:0042803; GO:0046872	IPR001260;IPR036406;IPR018375;	PF01218;	PTHR10755;PTHR10755:SF0;	ppu:PP_0073;	PPUT160488:G1G01-78-MONOMER;	UPA00251;	WP_010951479.1;	Cytoplasm;Heme biosynthesis;Metal-binding;Oxidoreductase;Porphyrin biosynthesis;Reference proteome
aroE__Q88RQ5	true	Q88RQ5	Q88RQ5_PSEPK	aroE	PP_0074	aroE PP_0074	Shikimate dehydrogenase (NADP(+)) (SDH) (EC 1.1.1.25)	unreviewed	3.0	274	1.1.1.25	GO:0004764; GO:0005829; GO:0008652; GO:0009073; GO:0009423; GO:0019632; GO:0050661	IPR046346;IPR036291;IPR041121;IPR011342;IPR013708;IPR022893;IPR006151;	PF18317;PF01488;PF08501;	PTHR21089:SF1;PTHR21089;	ppu:PP_0074;	PPUT160488:G1G01-79-MONOMER;	UPA00053;	WP_010951480.1;	3D-structure;Amino-acid biosynthesis;Aromatic amino acid biosynthesis;NADP;Oxidoreductase;Reference proteome
PP_0075	false	Q88RQ4	Q88RQ4_PSEPK	PP_0075	PP_0075	PP_0075	Choline sulfate transporter	unreviewed	1.0	521		GO:0016020; GO:0055085	IPR011547;IPR001902;IPR002645;IPR036513;	PF01740;PF00916;	PTHR11814;	ppu:PP_0075;	PPUT160488:G1G01-80-MONOMER;		WP_010951481.1;	Membrane;Reference proteome;Transmembrane;Transmembrane helix
PP_0076	false	Q88RQ3	Q88RQ3_PSEPK	PP_0076	PP_0076	PP_0076	Choline betaine-binding protein	unreviewed	1.0	307		GO:0015871; GO:0022857; GO:0033265; GO:0042597; GO:0043190	IPR017783;IPR007210;	PF04069;		ppu:PP_0076;	PPUT160488:G1G01-81-MONOMER;		WP_049588430.1;	Reference proteome;Signal
betC	false	Q88RQ2	Q88RQ2_PSEPK	betC	PP_0077	betC PP_0077	Choline-sulfatase (EC 3.1.6.6)	unreviewed	1.0	505	3.1.6.6	GO:0005737; GO:0046872; GO:0047753	IPR017850;IPR017785;IPR025863;IPR024607;IPR000917;	PF12411;PF00884;	PTHR45953;PTHR45953:SF1;	ppu:PP_0077;	PPUT160488:G1G01-82-MONOMER;		WP_010951483.1;	Hydrolase;Metal-binding;Reference proteome
PP_0079	false	Q88RQ0	Q88RQ0_PSEPK	PP_0079	PP_0079	PP_0079	Transcriptional regulator	unreviewed	1.0	299		GO:0003700; GO:0006351; GO:0043565	IPR058163;IPR000847;IPR005119;IPR017786;IPR036388;IPR036390;	PF00126;PF03466;	PTHR30537:SF26;PTHR30537;	ppu:PP_0079;	PPUT160488:G1G01-83-MONOMER;		WP_010951485.1;	DNA-binding;Reference proteome;Transcription;Transcription regulation
PP_0080	false	Q88RP9	Q88RP9_PSEPK	PP_0080	PP_0080	PP_0080	NAD(P)-binding domain-containing protein	unreviewed	1.0	205			IPR016040;IPR036291;	PF13460;		ppu:PP_0080;	PPUT160488:G1G01-84-MONOMER;		WP_010951486.1;	Reference proteome
PP_0081	false	Q88RP8	Q88RP8_PSEPK	PP_0081	PP_0081	PP_0081	4,5-dioxygenase	unreviewed	1.0	123			IPR023389;IPR014980;	PF08883;	PTHR36423;PTHR36423:SF2;	ppu:PP_0081;	PPUT160488:G1G01-85-MONOMER;			Reference proteome
trpA	false	Q88RP7	TRPA_PSEPK	trpA	PP_0082	trpA PP_0082	Tryptophan synthase alpha chain (EC 4.2.1.20)	reviewed	2.0	269	4.2.1.20	GO:0004834; GO:0005829	IPR013785;IPR011060;IPR018204;IPR002028;	PF00290;	PTHR43406:SF1;PTHR43406;	ppu:PP_0082;	PPUT160488:G1G01-86-MONOMER;	UPA00035;	WP_010951488.1;	Amino-acid biosynthesis;Aromatic amino acid biosynthesis;Lyase;Reference proteome;Tryptophan biosynthesis
trpB	false	Q88RP6	TRPB_PSEPK	trpB	PP_0083	trpB PP_0083	Tryptophan synthase beta chain (EC 4.2.1.20)	reviewed	2.0	405	4.2.1.20	GO:0004834; GO:0005737	IPR006653;IPR006654;IPR023026;IPR001926;IPR036052;	PF00291;	PTHR48077:SF3;PTHR48077;	ppu:PP_0083;	PPUT160488:G1G01-87-MONOMER;	UPA00035;	WP_010951489.1;	Amino-acid biosynthesis;Aromatic amino acid biosynthesis;Lyase;Pyridoxal phosphate;Reference proteome;Tryptophan biosynthesis
trpI	false	Q88RP5	Q88RP5_PSEPK	trpI	PP_0084	trpI PP_0084	HTH-type transcriptional regulator TrpI (TrpBA operon transcriptional activator)	unreviewed	2.0	298		GO:0000162; GO:0003700; GO:0006351; GO:0009891; GO:0043565	IPR058163;IPR000847;IPR005119;IPR037418;IPR036388;IPR036390;	PF00126;PF03466;	PTHR30537;PTHR30537:SF74;	ppu:PP_0084;	PPUT160488:G1G01-88-MONOMER;		WP_010951490.1;	Activator;Amino-acid biosynthesis;Aromatic amino acid biosynthesis;DNA-binding;Reference proteome;Repressor;Transcription;Transcription regulation;Tryptophan biosynthesis
PP_0085	false	Q88RP4	Q88RP4_PSEPK	PP_0085	PP_0085	PP_0085	DUF883 domain-containing protein	unreviewed	2.0	162		GO:0005886; GO:0043022	IPR043605;IPR043604;IPR010279;	PF05957;PF19029;	PTHR35893:SF3;PTHR35893;	ppu:PP_0085;	PPUT160488:G1G01-89-MONOMER;			Cell inner membrane;Cell membrane;Coiled coil;Membrane;Reference proteome;Transmembrane;Transmembrane helix
PP_0086	false	Q88RP3	Q88RP3_PSEPK	PP_0086	PP_0086	PP_0086	Dodecin flavoprotein	unreviewed	1.0	71			IPR009923;IPR025543;IPR036694;IPR050049;	PF07311;	PTHR39324;PTHR39324:SF1;	ppu:PP_0086;	PPUT160488:G1G01-90-MONOMER;		WP_003253076.1;	Calcium;Metal-binding;Reference proteome
PP_0087	false	Q88RP2	Q88RP2_PSEPK	PP_0087	PP_0087	PP_0087	DUF1161 domain-containing protein	unreviewed	1.0	87			IPR010595;	PF06649;		ppu:PP_0087;	PPUT160488:G1G01-91-MONOMER;			Reference proteome;Signal
PP_0088	false	Q88RP1	Q88RP1_PSEPK	PP_0088	PP_0088	PP_0088	Luciferase-like monooxygenase	unreviewed	1.0	334		GO:0004497; GO:0005829; GO:0016705	IPR050766;IPR019949;IPR011251;IPR036661;	PF00296;	PTHR30137;PTHR30137:SF6;	ppu:PP_0088;	PPUT160488:G1G01-92-MONOMER;		WP_010951493.1;	Monooxygenase;Oxidoreductase;Reference proteome
osmC	false	Q88RP0	Q88RP0_PSEPK	osmC	PP_0089	osmC PP_0089	Stress-induced peroxiredoxin, lipoyl-dependent peroxidase	unreviewed	1.0	141		GO:0004601; GO:0006979	IPR015946;IPR003718;IPR036102;IPR052707;IPR019904;	PF02566;	PTHR42830;PTHR42830:SF1;	ppu:PP_0089;	PPUT160488:G1G01-93-MONOMER;		WP_003253070.1;	Oxidoreductase;Peroxidase;Reference proteome
PP_0090	false	Q88RN9	Q88RN9_PSEPK	PP_0090	PP_0090	PP_0090	DUF1161 domain-containing protein	unreviewed	1.0	98			IPR010595;	PF06649;		ppu:PP_0090;	PPUT160488:G1G01-94-MONOMER;			Reference proteome;Signal
PP_0091	false	Q88RN8	Q88RN8_PSEPK	PP_0091	PP_0091	PP_0091	Lipoprotein	unreviewed	1.0	137						ppu:PP_0091;	PPUT160488:G1G01-95-MONOMER;		WP_010951495.1;	Lipoprotein;Reference proteome;Signal
PP_0092	false	Q88RN7	Q88RN7_PSEPK	PP_0092	PP_0092	PP_0092	Lipoprotein	unreviewed	1.0	137						ppu:PP_0092;	PPUT160488:G1G01-96-MONOMER;		WP_010951496.1;	Lipoprotein;Reference proteome
PP_0093	false	Q88RN6	Q88RN6_PSEPK	PP_0093	PP_0093	PP_0093	Zinc protease protein	unreviewed	1.0	358		GO:0006508; GO:0008233	IPR014553;	PF10023;		ppu:PP_0093;	PPUT160488:G1G01-97-MONOMER;		WP_049588425.1;	Hydrolase;Membrane;Protease;Reference proteome;Transmembrane;Transmembrane helix
PP_0094	false	Q88RN5	Q88RN5_PSEPK	PP_0094	PP_0094	PP_0094	5'-nucleotidase (EC 3.1.3.5)	unreviewed	1.0	216	3.1.3.5	GO:0004713; GO:0005829; GO:0008253; GO:0046872	IPR050155;IPR036412;IPR041492;IPR023214;IPR023198;	PF13419;	PTHR43434:SF20;PTHR43434;	ppu:PP_0094;	PPUT160488:G1G01-98-MONOMER;		WP_010951498.1;	Hydrolase;Metal-binding;Reference proteome
yrdA	false	Q88RN4	Q88RN4_PSEPK	yrdA	PP_0095	yrdA PP_0095	Gamma carbonic anhydrase family protein	unreviewed	1.0	182			IPR047324;IPR050484;IPR011004;		PTHR13061;PTHR13061:SF56;	ppu:PP_0095;	PPUT160488:G1G01-99-MONOMER;		WP_004575263.1;	Reference proteome
prlC	false	Q88RN3	Q88RN3_PSEPK	prlC	PP_0096	prlC PP_0096	oligopeptidase A (EC 3.4.24.70)	unreviewed	2.0	683	3.4.24.70	GO:0004222; GO:0005829; GO:0006508; GO:0006518; GO:0046872	IPR034005;IPR024079;IPR024077;IPR045666;IPR045090;IPR001567;	PF01432;PF19310;	PTHR11804;PTHR11804:SF84;	ppu:PP_0096;	PPUT160488:G1G01-100-MONOMER;			Hydrolase;Metal-binding;Metalloprotease;Protease;Reference proteome;Zinc
PP_0097	false	Q88RN2	Q88RN2_PSEPK	PP_0097	PP_0097	PP_0097	DNA-binding protein	unreviewed	1.0	93			IPR012658;	PF09526;		ppu:PP_0097;	PPUT160488:G1G01-101-MONOMER;		WP_010951500.1;	Reference proteome
PP_0098	false	Q88RN1	Q88RN1_PSEPK	PP_0098	PP_0098	PP_0098	Uncharacterized protein	unreviewed	1.0	57						ppu:PP_0098;	PPUT160488:G1G01-102-MONOMER;			Reference proteome
PP_0099	false	Q88RN0	Q88RN0_PSEPK	PP_0099	PP_0099	PP_0099	Radical SAM core domain-containing protein	unreviewed	1.0	352		GO:0003824; GO:0046872; GO:0051536	IPR006638;IPR040086;IPR007197;IPR058240;	PF04055;	PTHR43432;PTHR43432:SF3;	ppu:PP_0099;	PPUT160488:G1G01-103-MONOMER;		WP_010951502.1;	Iron;Iron-sulfur;Metal-binding;Reference proteome
cynT	false	Q88RM9	Q88RM9_PSEPK	cynT	PP_0100	cynT PP_0100	Carbonic anhydrase (EC 4.2.1.1) (Carbonate dehydratase)	unreviewed	2.0	239	4.2.1.1	GO:0004089; GO:0008270; GO:0015976	IPR045066;IPR001765;IPR015892;IPR036874;	PF00484;	PTHR11002;PTHR11002:SF76;	ppu:PP_0100;	PPUT160488:G1G01-104-MONOMER;		WP_003253046.1;	Lyase;Metal-binding;Reference proteome;Zinc
PP_0101	false	Q88RM8	Q88RM8_PSEPK	PP_0101	PP_0101	PP_0101	Sulfate transporter	unreviewed	1.0	505		GO:0016020; GO:0055085	IPR011547;IPR001902;	PF00916;	PTHR11814;	ppu:PP_0101;	PPUT160488:G1G01-105-MONOMER;			Membrane;Reference proteome;Transmembrane;Transmembrane helix
PP_0103	false	Q88RM6	Q88RM6_PSEPK	PP_0103	PP_0103	PP_0103	Cytochrome c oxidase subunit 2 (EC 7.1.1.9)	unreviewed	3.0	375	7.1.1.9	GO:0004129; GO:0005507; GO:0005886; GO:0016491; GO:0020037; GO:0042773	IPR045187;IPR002429;IPR001505;IPR008972;IPR009056;IPR036909;IPR014222;IPR011759;IPR036257;	PF00116;PF02790;PF13442;	PTHR22888:SF9;PTHR22888;	ppu:PP_0103;	MetaCyc:G1G01-107-MONOMER;PPUT160488:G1G01-107-MONOMER;		WP_010951505.1;	Copper;Electron transport;Heme;Iron;Membrane;Metal-binding;Oxidoreductase;Reference proteome;Respiratory chain;Signal;Translocase;Transmembrane;Transmembrane helix;Transport
ctaD	false	Q88RM5	Q88RM5_PSEPK	ctaD	PP_0104	ctaD PP_0104	Cytochrome c oxidase subunit 1 (EC 7.1.1.9)	unreviewed	3.0	529	7.1.1.9	GO:0004129; GO:0005886; GO:0006119; GO:0015990; GO:0016491; GO:0020037; GO:0022904; GO:0045277; GO:0046872	IPR023616;IPR036927;IPR000883;IPR023615;IPR033944;IPR014241;	PF00115;	PTHR10422;PTHR10422:SF18;	ppu:PP_0104;	MetaCyc:G1G01-108-MONOMER;PPUT160488:G1G01-108-MONOMER;	UPA00705;	WP_010951506.1;	Cell membrane;Copper;Electron transport;Heme;Iron;Membrane;Metal-binding;Oxidoreductase;Reference proteome;Respiratory chain;Translocase;Transmembrane;Transmembrane helix;Transport
PP_0105	false	Q88RM4	Q88RM4_PSEPK	PP_0105	PP_0105	PP_0105	Cytochrome c oxidase assembly protein CtaG	unreviewed	2.0	188		GO:0005507; GO:0005886	IPR023471;IPR007533;	PF04442;	PTHR21320:SF3;PTHR21320;	ppu:PP_0105;	MetaCyc:G1G01-109-MONOMER;PPUT160488:G1G01-109-MONOMER;		WP_003253035.1;	Copper;Membrane;Reference proteome;Signal-anchor;Transmembrane;Transmembrane helix
PP_0106	false	Q88RM3	Q88RM3_PSEPK	PP_0106	PP_0106	PP_0106	Probable cytochrome c oxidase subunit 3 (EC 7.1.1.9) (Cytochrome aa3 subunit 3) (Cytochrome c oxidase polypeptide III)	unreviewed	2.0	295	7.1.1.9	GO:0004129; GO:0005886; GO:0019646; GO:0045277	IPR024791;IPR033945;IPR000298;IPR035973;IPR013833;	PF00510;	PTHR11403:SF7;PTHR11403;	ppu:PP_0106;	MetaCyc:G1G01-110-MONOMER;PPUT160488:G1G01-110-MONOMER;		WP_010951507.1;	Cell membrane;Membrane;Reference proteome;Translocase;Transmembrane;Transmembrane helix
PP_0107	false	Q88RM2	Q88RM2_PSEPK	PP_0107	PP_0107	PP_0107	SURF1-like protein	unreviewed	1.0	245		GO:0005886	IPR002994;IPR045214;	PF02104;	PTHR23427;PTHR23427:SF2;	ppu:PP_0107;	PPUT160488:G1G01-112-MONOMER;		WP_049588418.1;	Cell membrane;Membrane;Reference proteome;Transmembrane;Transmembrane helix
PP_0108	false	Q88RM1	Q88RM1_PSEPK	PP_0108	PP_0108	PP_0108	Transmembrane-like N-terminal domain-containing protein	unreviewed	1.0	193			IPR036249;IPR059782;	PF26978;PF26971;		ppu:PP_0108;	PPUT160488:G1G01-113-MONOMER;		WP_010951509.1;	Reference proteome
PP_0109	false	Q88RM0	Q88RM0_PSEPK	PP_0109	PP_0109	PP_0109	Cytochrome B	unreviewed	2.0	359		GO:0006784; GO:0016020; GO:0016491; GO:0046872	IPR003780;IPR050450;	PF02628;	PTHR35457;PTHR35457:SF1;	ppu:PP_0109;	PPUT160488:G1G01-114-MONOMER;		WP_010951510.1;	Cell membrane;Disulfide bond;Heme biosynthesis;Iron;Membrane;Metal-binding;Oxidoreductase;Reference proteome;Transmembrane;Transmembrane helix
cyoE1	false	Q88RL9	CYOE1_PSEPK	cyoE1	PP_0110	cyoE1 cyoE-1 PP_0110	Protoheme IX farnesyltransferase 1 (EC 2.5.1.141) (Heme B farnesyltransferase 1) (Heme O synthase 1)	reviewed	3.0	297	2.5.1.141	GO:0005886; GO:0008495; GO:0048034	IPR006369;IPR000537;IPR030470;IPR044878;	PF01040;	PTHR43448:SF7;PTHR43448;	ppu:PP_0110;	PPUT160488:G1G01-115-MONOMER;	UPA00834;	WP_010951511.1;	Cell inner membrane;Cell membrane;Heme biosynthesis;Membrane;Reference proteome;Transferase;Transmembrane;Transmembrane helix
PP_0111	false	Q88RL8	Q88RL8_PSEPK	PP_0111	PP_0111	PP_0111	Electron transport protein SCO1/SenC	unreviewed	1.0	210		GO:0046872	IPR003782;IPR036249;IPR013766;	PF02630;	PTHR12151;PTHR12151:SF25;	ppu:PP_0111;	PPUT160488:G1G01-116-MONOMER;		WP_003253019.1;	Copper;Disulfide bond;Metal-binding;Reference proteome
metQ	false	Q88RL7	Q88RL7_PSEPK	metQ	PP_0112	metQ PP_0112	Methionine ABC transporter, periplasmic binding protein	unreviewed	1.0	256		GO:0016020	IPR004872;	PF03180;	PTHR30429;PTHR30429:SF0;	ppu:PP_0112;	PPUT160488:G1G01-117-MONOMER;		WP_010951512.1;	Lipoprotein;Membrane;Palmitate;Reference proteome;Signal
metI	false	Q88RL6	Q88RL6_PSEPK	metI	PP_0113	metI PP_0113	Methionine ABC transporter, permease protein	unreviewed	1.0	223		GO:0005886; GO:0048473	IPR051322;IPR000515;IPR035906;	PF00528;	PTHR30450;PTHR30450:SF1;	ppu:PP_0113;	PPUT160488:G1G01-118-MONOMER;		WP_010951513.1;	Cell membrane;Membrane;Reference proteome;Transmembrane;Transmembrane helix;Transport
metN1	false	Q88RL5	METN1_PSEPK	metN1	PP_0114	metN1 PP_0114	Methionine import ATP-binding protein MetN 1 (EC 7.4.2.11)	reviewed	3.0	335	7.4.2.11	GO:0005524; GO:0005886; GO:0016887; GO:0033232	IPR003593;IPR003439;IPR017871;IPR045865;IPR041701;IPR050086;IPR018449;IPR027417;	PF00005;PF09383;	PTHR43166;PTHR43166:SF30;	ppu:PP_0114;	PPUT160488:G1G01-119-MONOMER;		WP_003253013.1;	Amino-acid transport;ATP-binding;Cell inner membrane;Cell membrane;Membrane;Nucleotide-binding;Reference proteome;Translocase;Transport
katE	false	Q88RL4	Q88RL4_PSEPK	katE	PP_0115	katE PP_0115	Catalase (EC 1.11.1.6)	unreviewed	3.0	711	1.11.1.6	GO:0004096; GO:0005829; GO:0006979; GO:0020037; GO:0042744; GO:0046872	IPR018028;IPR024708;IPR024712;IPR043156;IPR011614;IPR002226;IPR010582;IPR041399;IPR020835;IPR029062;	PF00199;PF06628;PF18011;	PTHR42821;PTHR42821:SF1;	ppu:PP_0115;	PPUT160488:G1G01-120-MONOMER;		WP_010951514.1;	Heme;Hydrogen peroxide;Iron;Metal-binding;Oxidoreductase;Peroxidase;Reference proteome
PP_0116	false	Q88RL3	Q88RL3_PSEPK	PP_0116	PP_0116	PP_0116	Lipoprotein	unreviewed	1.0	235			IPR048086;			ppu:PP_0116;	PPUT160488:G1G01-121-MONOMER;		WP_010951515.1;	Lipoprotein;Reference proteome;Signal
znuB	false	Q88RL2	Q88RL2_PSEPK	znuB	PP_0117	znuB PP_0117	High-affinity zinc uptake system membrane protein ZnuB	unreviewed	2.0	260		GO:0006829; GO:0010043; GO:0043190; GO:0055085	IPR037294;IPR001626;	PF00950;	PTHR30477;PTHR30477:SF23;	ppu:PP_0117;	PPUT160488:G1G01-122-MONOMER;		WP_010951516.1;	Cell inner membrane;Cell membrane;Ion transport;Membrane;Reference proteome;Transmembrane;Transmembrane helix;Transport;Zinc;Zinc transport
znuC	false	Q88RL1	ZNUC_PSEPK	znuC	PP_0118	znuC PP_0118	Zinc import ATP-binding protein ZnuC (EC 7.2.2.20)	reviewed	3.0	257	7.2.2.20	GO:0005524; GO:0005886; GO:0010043; GO:0015633; GO:0016887	IPR003593;IPR003439;IPR017871;IPR050153;IPR027417;	PF00005;	PTHR42734;PTHR42734:SF9;	ppu:PP_0118;	PPUT160488:G1G01-123-MONOMER;		WP_010951517.1;	ATP-binding;Cell inner membrane;Cell membrane;Ion transport;Membrane;Nucleotide-binding;Reference proteome;Translocase;Transport;Zinc;Zinc transport
fur__Q88RL0	true	Q88RL0	Q88RL0_PSEPK	fur	PP_0119	fur PP_0119	Ferric uptake regulation protein	unreviewed	2.0	161		GO:0000976; GO:0003700; GO:0005829; GO:0006351; GO:0008270; GO:0045892; GO:1900376	IPR002481;IPR043135;IPR036388;IPR036390;	PF01475;	PTHR33202;PTHR33202:SF6;	ppu:PP_0119;	PPUT160488:G1G01-124-MONOMER;		WP_003253002.1;	Cytoplasm;DNA-binding;Iron;Metal-binding;Reference proteome;Repressor;Transcription;Transcription regulation;Zinc
PP_0120	false	Q88RK9	Q88RK9_PSEPK	PP_0120	PP_0120	PP_0120	High-affinity zinc uptake system protein ZnuA	unreviewed	2.0	302		GO:0006829; GO:0007155; GO:0042597; GO:0046872	IPR050492;IPR006128;IPR035520;IPR006127;	PF01297;	PTHR42953:SF3;PTHR42953;	ppu:PP_0120;	PPUT160488:G1G01-125-MONOMER;		WP_010951519.1;	Disulfide bond;Ion transport;Metal-binding;Periplasm;Reference proteome;Signal;Transport;Zinc;Zinc transport
thrB	false	Q88RK8	Q88RK8_PSEPK	thrB	PP_0121	thrB PP_0121	Homoserine kinase (HK) (HSK) (EC 2.7.1.39)	unreviewed	2.0	316	2.7.1.39	GO:0004413; GO:0005524; GO:0009088	IPR002575;IPR005280;IPR011009;IPR050249;	PF01636;	PTHR21064:SF6;PTHR21064;	ppu:PP_0121;	PPUT160488:G1G01-126-MONOMER;	UPA00050;	WP_003252998.1;	Amino-acid biosynthesis;ATP-binding;Kinase;Nucleotide-binding;Reference proteome;Threonine biosynthesis;Transferase
PP_0122	false	Q88RK7	Q88RK7_PSEPK	PP_0122	PP_0122	PP_0122	DUF2782 domain-containing protein	unreviewed	1.0	95			IPR021357;	PF11191;		ppu:PP_0122;	PPUT160488:G1G01-127-MONOMER;		WP_010951520.1;	Reference proteome;Signal
polA	false	Q88RK6	Q88RK6_PSEPK	polA	PP_0123	polA PP_0123	DNA polymerase I (EC 2.7.7.7)	unreviewed	2.0	915	2.7.7.7	GO:0003677; GO:0003887; GO:0006261; GO:0006302; GO:0008408; GO:0008409	IPR002562;IPR020046;IPR002421;IPR036279;IPR019760;IPR001098;IPR043502;IPR020045;IPR018320;IPR002298;IPR008918;IPR029060;IPR012337;IPR036397;	PF01367;PF02739;PF00476;PF01612;	PTHR10133;PTHR10133:SF27;	ppu:PP_0123;	PPUT160488:G1G01-128-MONOMER;		WP_010951521.1;	DNA damage;DNA repair;DNA replication;DNA-binding;DNA-directed DNA polymerase;Exonuclease;Hydrolase;Nuclease;Nucleotidyltransferase;Reference proteome;Transferase
engB	false	Q88RK5	ENGB_PSEPK	engB	PP_0124	engB PP_0124	Probable GTP-binding protein EngB	reviewed	2.0	210		GO:0000917; GO:0005525; GO:0005829; GO:0046872	IPR030393;IPR006073;IPR019987;IPR027417;	PF01926;	PTHR11649:SF13;PTHR11649;	ppu:PP_0124;	PPUT160488:G1G01-130-MONOMER;		WP_010951522.1;	Cell cycle;Cell division;GTP-binding;Magnesium;Metal-binding;Nucleotide-binding;Reference proteome;Septation
PP_0125	false	Q88RK4	Q88RK4_PSEPK	PP_0125	PP_0125	PP_0125	Cytochrome c-type protein	unreviewed	1.0	100		GO:0005506; GO:0009055; GO:0020037	IPR009056;IPR036909;IPR002323;	PF13442;	PTHR40942;PTHR40942:SF2;	ppu:PP_0125;	PPUT160488:G1G01-131-MONOMER;		WP_003252992.1;	Electron transport;Heme;Iron;Metal-binding;Reference proteome;Signal;Transport
cc	false	Q88RK3	Q88RK3_PSEPK	cc	PP_0126	cc PP_0126	Cytochrome c4	unreviewed	2.0	205		GO:0005506; GO:0009055; GO:0020037; GO:0042597	IPR009056;IPR036909;IPR024167;IPR050597;	PF00034;	PTHR33751;PTHR33751:SF9;	ppu:PP_0126;	PPUT160488:G1G01-132-MONOMER;		WP_003252989.1;	Electron transport;Heme;Iron;Metal-binding;Periplasm;Reference proteome;Signal;Transport
dsbA	false	Q88RK2	Q88RK2_PSEPK	dsbA	PP_0127	dsbA PP_0127	Thiol:disulfide interchange protein	unreviewed	2.0	210		GO:0015036; GO:0042597	IPR001853;IPR023205;IPR050824;IPR036249;IPR017937;IPR013766;	PF01323;	PTHR35891;PTHR35891:SF2;	ppu:PP_0127;	PPUT160488:G1G01-133-MONOMER;		WP_010951523.1;	Disulfide bond;Periplasm;Redox-active center;Reference proteome;Signal
