Entry	Entry Name	Gene Names	Protein names	Organism (ID)	Length	Reviewed	Annotation	Function [CC]	EC number	Gene Ontology IDs	InterPro	Pfam	PANTHER	KEGG	BioCyc	UniPathway	RefSeq	Keywords
Q88QT3	AMGK_PSEPK	amgK PP_0405	N-acetylmuramate/N-acetylglucosamine kinase (MurNAc/GlcNAc kinase) (EC 2.7.1.221) (Anomeric sugar kinase)	160488	339	reviewed	4.0	FUNCTION: Sugar kinase that catalyzes the ATP-dependent phosphorylation of N-acetylmuramate (MurNAc) and N-acetylglucosamine (GlcNAc) at its C1 hydroxyl group, leading to MurNAc alpha-1P and GlcNAc alpha-1P, respectively. Is involved in peptidoglycan recycling as part of a cell wall recycling pathway that bypasses de novo biosynthesis of the peptidoglycan precursor UDP-MurNAc. Plays a role in intrinsic resistance to fosfomycin, which targets the de novo synthesis of UDP-MurNAc. Is also able to use N-acetylgalactosamine (GalNAc) as a substrate, but not N-acetylmannosamine, N-deacetylated sugars or glucose. {ECO:0000269|PubMed:23831760}.	2.7.1.221	GO:0005524; GO:0008360; GO:0009252; GO:0009254; GO:0019200; GO:0046677; GO:0071555; GO:0097172	IPR002575;IPR011009;	PF01636;	PTHR33540:SF1;PTHR33540;	ppu:PP_0405;	MetaCyc:G1G01-442-MONOMER;PPUT160488:G1G01-442-MONOMER;	UPA00544;	WP_010951744.1;	Antibiotic resistance;ATP-binding;Carbohydrate metabolism;Cell shape;Cell wall biogenesis/degradation;Kinase;Nucleotide-binding;Peptidoglycan synthesis;Reference proteome;Transferase
P0A171	RP54_PSEPK	rpoN ntrA PP_0952	RNA polymerase sigma-54 factor	160488	497	reviewed	4.0	FUNCTION: Sigma factors are initiation factors that promote the attachment of RNA polymerase to specific initiation sites and are then released. This sigma factor is responsible for the expression of the xylCAB operon and the xylS gene. The open complex (sigma-54 and core RNA polymerase) serves as the receptor for receipt of the melting signal from the remotely bound activator protein XylR for the expression of the xylCAB operon and xylS.		GO:0000428; GO:0000976; GO:0001216; GO:0006352; GO:0016779; GO:0016987; GO:0032993; GO:0042802; GO:0045893	IPR000394;IPR007046;IPR007634;IPR038709;	PF00309;PF04963;PF04552;	PTHR32248;PTHR32248:SF4;	ppu:PP_0952;	PPUT160488:G1G01-1026-MONOMER;		WP_003255133.1;	DNA-binding;DNA-directed RNA polymerase;Nucleotidyltransferase;Reference proteome;Sigma factor;Transcription;Transcription regulation;Transferase
Q88BX6	GLMU_PSEPK	glmU PP_5411	Bifunctional protein GlmU [Includes: UDP-N-acetylglucosamine pyrophosphorylase (EC 2.7.7.23) (N-acetylglucosamine-1-phosphate uridyltransferase); Glucosamine-1-phosphate N-acetyltransferase (EC 2.3.1.157)]	160488	455	reviewed	4.0	FUNCTION: Catalyzes the last two sequential reactions in the de novo biosynthetic pathway for UDP-N-acetylglucosamine (UDP-GlcNAc). The C-terminal domain catalyzes the transfer of acetyl group from acetyl coenzyme A to glucosamine-1-phosphate (GlcN-1-P) to produce N-acetylglucosamine-1-phosphate (GlcNAc-1-P), which is converted into UDP-GlcNAc by the transfer of uridine 5-monophosphate (from uridine 5-triphosphate), a reaction catalyzed by the N-terminal domain. {ECO:0000255|HAMAP-Rule:MF_01631}.	2.3.1.157; 2.7.7.23	GO:0000287; GO:0000902; GO:0003977; GO:0005737; GO:0006048; GO:0008360; GO:0009245; GO:0009252; GO:0016020; GO:0019134; GO:0071555	IPR005882;IPR050065;IPR038009;IPR056729;IPR001451;IPR025877;IPR029044;IPR011004;	PF25087;PF14602;PF12804;	PTHR43584:SF3;PTHR43584;	ppu:PP_5411;	PPUT160488:G1G01-5777-MONOMER;	UPA00113;UPA00113;UPA00973;	WP_010955885.1;	Acyltransferase;Cell shape;Cell wall biogenesis/degradation;Cytoplasm;Magnesium;Metal-binding;Multifunctional enzyme;Nucleotidyltransferase;Peptidoglycan synthesis;Reference proteome;Repeat;Transferase
Q88CT3	METXS_PSEPK	metXS PP_5097	Homoserine O-succinyltransferase (HST) (EC 2.3.1.46) (Homoserine transsuccinylase) (HTS)	160488	379	reviewed	4.0	FUNCTION: Transfers a succinyl group from succinyl-CoA to L-homoserine, forming succinyl-L-homoserine. {ECO:0000255|HAMAP-Rule:MF_00296, ECO:0000269|PubMed:28581482}.	2.3.1.46	GO:0004414; GO:0005737; GO:0008899; GO:0009086; GO:0009092	IPR000073;IPR029058;IPR008220;	PF00561;	PTHR32268;PTHR32268:SF11;	ppu:PP_5097;	PPUT160488:G1G01-5441-MONOMER;	UPA00051;	WP_010955639.1;	Acyltransferase;Amino-acid biosynthesis;Cytoplasm;Methionine biosynthesis;Reference proteome;Transferase
Q88DU5	CARA_PSEPK	carA PP_4724	Carbamoyl phosphate synthase small chain (EC 6.3.5.5) (Carbamoyl phosphate synthetase glutamine chain)	160488	378	reviewed	4.0	FUNCTION: Small subunit of the glutamine-dependent carbamoyl phosphate synthetase (CPSase). CPSase catalyzes the formation of carbamoyl phosphate from the ammonia moiety of glutamine, carbonate, and phosphate donated by ATP, constituting the first step of 2 biosynthetic pathways, one leading to arginine and/or urea and the other to pyrimidine nucleotides. The small subunit (glutamine amidotransferase) binds and cleaves glutamine to supply the large subunit with the substrate ammonia. {ECO:0000255|HAMAP-Rule:MF_01209}.	6.3.5.5	GO:0004088; GO:0004359; GO:0005524; GO:0006207; GO:0006526; GO:0006541; GO:0044205	IPR050472;IPR006274;IPR002474;IPR036480;IPR029062;IPR035686;IPR017926;	PF00988;PF00117;	PTHR43418:SF7;PTHR43418;	ppu:PP_4724;	PPUT160488:G1G01-5050-MONOMER;	UPA00068;UPA00070;	WP_010955364.1;	Amino-acid biosynthesis;Arginine biosynthesis;ATP-binding;Glutamine amidotransferase;Ligase;Nucleotide-binding;Pyrimidine biosynthesis;Reference proteome
Q88DU6	CARB_PSEPK	carB PP_4723	Carbamoyl phosphate synthase large chain (EC 6.3.4.16) (EC 6.3.5.5) (Carbamoyl phosphate synthetase ammonia chain)	160488	1073	reviewed	4.0	FUNCTION: Large subunit of the glutamine-dependent carbamoyl phosphate synthetase (CPSase). CPSase catalyzes the formation of carbamoyl phosphate from the ammonia moiety of glutamine, carbonate, and phosphate donated by ATP, constituting the first step of 2 biosynthetic pathways, one leading to arginine and/or urea and the other to pyrimidine nucleotides. The large subunit (synthetase) binds the substrates ammonia (free or transferred from glutamine from the small subunit), hydrogencarbonate and ATP and carries out an ATP-coupled ligase reaction, activating hydrogencarbonate by forming carboxy phosphate which reacts with ammonia to form carbamoyl phosphate. {ECO:0000255|HAMAP-Rule:MF_01210}.	6.3.4.16; 6.3.5.5	GO:0004087; GO:0004088; GO:0005524; GO:0005737; GO:0006526; GO:0006541; GO:0044205; GO:0046872	IPR011761;IPR036897;IPR005479;IPR005483;IPR006275;IPR005480;IPR058047;IPR011607;IPR036914;IPR033937;IPR016185;	PF25596;PF02786;PF02787;PF02142;	PTHR11405:SF53;PTHR11405;	ppu:PP_4723;		UPA00068;UPA00070;	WP_010955363.1;	Amino-acid biosynthesis;Arginine biosynthesis;ATP-binding;Ligase;Magnesium;Manganese;Metal-binding;Nucleotide-binding;Pyrimidine biosynthesis;Reference proteome;Repeat
Q88EQ6	YCGR_PSEPK	ycgR PP_4397	Flagellar brake protein YcgR (Cyclic di-GMP binding protein YcgR)	160488	247	reviewed	4.0	FUNCTION: Acts as a flagellar brake, regulating swimming and swarming in a bis-(3'-5') cyclic diguanylic acid (c-di-GMP)-dependent manner. Increasing levels of c-di-GMP lead to decreased motility (By similarity). Binds c-di-GMP with a dissociation constant of 165 nM. Binds 2 intercalated (c-di-GMP) dimers per subunit. {ECO:0000250}.		GO:0009425; GO:0035438; GO:0071945; GO:0071973	IPR009875;IPR012349;IPR023787;IPR009926;	PF07238;PF07317;		ppu:PP_4397;	PPUT160488:G1G01-4675-MONOMER;		WP_010955107.1;	3D-structure;Bacterial flagellum;c-di-GMP;Nucleotide-binding;Reference proteome
Q88FX8	NICB_PSEPK	nicB ndhL PP_3948	Nicotinate dehydrogenase subunit B (EC 1.17.2.1) (Nicotinate degradation protein B) (Nicotinate dehydrogenase large subunit)	160488	1187	reviewed	4.0	FUNCTION: Subunit of the two-component enzyme NicAB that mediates nicotinate hydroxylation, the first step in the aerobic nicotinate degradation pathway. Mediates conversion of nicotinate into 6-hydroxynicotinate (6HNA). {ECO:0000269|PubMed:18678916, ECO:0000269|PubMed:19118407}.	1.17.2.1	GO:0009055; GO:0016020; GO:0016725; GO:0020037; GO:0046872; GO:1901848	IPR000674;IPR036856;IPR008274;IPR046867;IPR037165;IPR009056;IPR036909;IPR052516;	PF00034;PF13442;PF02738;PF20256;	PTHR47495;PTHR47495:SF1;	ppu:PP_3948;	MetaCyc:G1G01-4213-MONOMER;PPUT160488:G1G01-4213-MONOMER;	UPA01010;	WP_010954765.1;	Aromatic hydrocarbons catabolism;Heme;Iron;Membrane;Metal-binding;Molybdenum;Oxidoreductase;Reference proteome;Repeat;Transmembrane;Transmembrane helix
Q88FX9	NICA_PSEPK	nicA ndhS PP_3947	Nicotinate dehydrogenase subunit A (EC 1.17.2.1) (Nicotinate degradation protein A) (Nicotinate dehydrogenase small subunit)	160488	157	reviewed	4.0	FUNCTION: Subunit of the two-component enzyme NicAB that mediates nicotinate hydroxylation, the first step in the aerobic nicotinate degradation pathway. Mediates conversion of nicotinate into 6-hydroxynicotinate (6HNA). {ECO:0000269|PubMed:18678916, ECO:0000269|PubMed:19118407}.	1.17.2.1	GO:0016725; GO:0046872; GO:0051537; GO:1901848	IPR002888;IPR036884;IPR036010;IPR001041;IPR006058;IPR012675;IPR051452;	PF00111;PF01799;	PTHR44379:SF6;PTHR44379;	ppu:PP_3947;	MetaCyc:G1G01-4212-MONOMER;PPUT160488:G1G01-4212-MONOMER;	UPA01010;	WP_010954764.1;	2Fe-2S;Aromatic hydrocarbons catabolism;Iron;Iron-sulfur;Metal-binding;Oxidoreductase;Reference proteome
Q88FY1	NICX_PSEPK	nicX PP_3945	2,5-dihydroxypyridine 5,6-dioxygenase (2,5-DHP dioxygenase) (EC 1.13.11.9) (Nicotinate degradation protein X)	160488	350	reviewed	4.0	FUNCTION: Catalyzes the dioxygenolytic ring cleavage of 2,5-dihydroxypyridine between carbons 5 and 6 generating N-formylmaleamate in the aerobic nicotinate degradation pathway. {ECO:0000269|PubMed:18678916}.	1.13.11.9	GO:0046872; GO:0047075; GO:1901848	IPR052170;IPR058739;	PF26233;	PTHR34448;PTHR34448:SF1;	ppu:PP_3945;	MetaCyc:G1G01-4210-MONOMER;PPUT160488:G1G01-4210-MONOMER;	UPA01010;	WP_004577272.1;	3D-structure;Aromatic hydrocarbons catabolism;Iron;Metal-binding;Oxidoreductase;Reference proteome
Q88JX8	GALB_PSEPK	galB PP_2515	4-oxalmesaconate hydratase (OMA hydratase) (EC 4.2.1.83) (Gallate degradation protein B)	160488	258	reviewed	4.0	FUNCTION: Catalyzes the conversion of oxalomesaconic acid enol (OMAenol) to 4-carboxy-4-hydroxy-2-oxoadipic acid (CHA). Mediates the third step of gallate degradation pathway. {ECO:0000269|PubMed:21219457}.	4.2.1.83	GO:0016811; GO:0019396; GO:0046872; GO:0047584	IPR003737;IPR024078;	PF02585;	PTHR12993:SF29;PTHR12993;	ppu:PP_2515;	MetaCyc:G1G01-2699-MONOMER;PPUT160488:G1G01-2699-MONOMER;		WP_010953449.1;	3D-structure;Aromatic hydrocarbons catabolism;Lyase;Metal-binding;Reference proteome;Zinc
Q88N81	MURE_PSEPK	murE PP_1332	UDP-N-acetylmuramoyl-L-alanyl-D-glutamate--2,6-diaminopimelate ligase (EC 6.3.2.13) (Meso-A2pm-adding enzyme) (Meso-diaminopimelate-adding enzyme) (UDP-MurNAc-L-Ala-D-Glu:meso-diaminopimelate ligase) (UDP-MurNAc-tripeptide synthetase) (UDP-N-acetylmuramyl-tripeptide synthetase)	160488	496	reviewed	4.0	FUNCTION: Catalyzes the addition of meso-diaminopimelic acid to the nucleotide precursor UDP-N-acetylmuramoyl-L-alanyl-D-glutamate (UMAG) in the biosynthesis of bacterial cell-wall peptidoglycan. {ECO:0000255|HAMAP-Rule:MF_00208}.	6.3.2.13	GO:0000287; GO:0005524; GO:0005737; GO:0008360; GO:0008765; GO:0009252; GO:0051301; GO:0071555	IPR036565;IPR004101;IPR036615;IPR013221;IPR000713;IPR035911;IPR005761;	PF01225;PF02875;PF08245;	PTHR23135;PTHR23135:SF4;	ppu:PP_1332;	PPUT160488:G1G01-1419-MONOMER;	UPA00219;		ATP-binding;Cell cycle;Cell division;Cell shape;Cell wall biogenesis/degradation;Cytoplasm;Ligase;Magnesium;Nucleotide-binding;Peptidoglycan synthesis;Reference proteome
Q88NN6	URODH_PSEPK	udh PP_1171	Uronate dehydrogenase (EC 1.1.1.203) (D-galacturonate dehydrogenase) (D-glucuronate dehydrogenase) (Hexuronate dehydrogenase)	160488	268	reviewed	4.0	FUNCTION: Catalyzes the oxidation of beta-D-galacturonate and beta-D-glucuronate to galactarate and D-glucarate, respectively. {ECO:0000269|PubMed:19060141}.	1.1.1.203	GO:0000166; GO:0050388	IPR001509;IPR036291;	PF01370;	PTHR43103:SF5;PTHR43103;	ppu:PP_1171;	PPUT160488:G1G01-1254-MONOMER;	UPA01050;	WP_010952325.1;	NAD;Nucleotide-binding;Oxidoreductase;Reference proteome
Q88PP0	HMP_PSEPK	hmp hmpA PP_0808	Flavohemoprotein (Flavohemoglobin) (Hemoglobin-like protein) (Nitric oxide dioxygenase) (NO oxygenase) (NOD) (EC 1.14.12.17)	160488	392	reviewed	4.0	FUNCTION: Is involved in NO detoxification in an aerobic process, termed nitric oxide dioxygenase (NOD) reaction that utilizes O(2) and NAD(P)H to convert NO to nitrate, which protects the bacterium from various noxious nitrogen compounds. Therefore, plays a central role in the inducible response to nitrosative stress. {ECO:0000255|HAMAP-Rule:MF_01252}.	1.14.12.17	GO:0005344; GO:0008941; GO:0009636; GO:0019825; GO:0020037; GO:0046210; GO:0046872; GO:0071500; GO:0071949	IPR008333;IPR017927;IPR039261;IPR000971;IPR009050;IPR012292;IPR023950;IPR001433;IPR017938;	PF00970;PF00042;PF00175;	PTHR43396;PTHR43396:SF3;	ppu:PP_0808;	PPUT160488:G1G01-883-MONOMER;		WP_010952044.1;	Detoxification;FAD;Flavoprotein;Heme;Iron;Metal-binding;NAD;NADP;Oxidoreductase;Oxygen transport;Reference proteome;Transport
Q88RA3	TAUD_PSEPK	tauD atsK PP_0230	Alpha-ketoglutarate-dependent taurine dioxygenase (EC 1.14.11.17)	160488	277	reviewed	4.0	FUNCTION: Catalyzes the alpha-ketoglutarate-dependent hydroxylation of taurine yielding sulfite and aminoacetaldehyde after decomposition of an unstable intermediate. {ECO:0000269|PubMed:22221834}.	1.14.11.17	GO:0000907; GO:0000908; GO:0005506; GO:0005737; GO:0042802; GO:0044273	IPR051323;IPR006189;IPR042098;IPR003819;	PF02668;	PTHR30468;PTHR30468:SF1;	ppu:PP_0230;	PPUT160488:G1G01-252-MONOMER;		WP_010951611.1;	3D-structure;Dioxygenase;Iron;Metal-binding;Oxidoreductase;Reference proteome
Q88RB9	DAVT_PSEPK	davT PP_0214	5-aminovalerate aminotransferase DavT (EC 2.6.1.48) (5-aminovalerate transaminase) (Delta-aminovalerate aminotransferase)	160488	425	reviewed	4.0	FUNCTION: Catalyzes the conversion of 5-aminovalerate to 5-oxopentanoate. {ECO:0000269|PubMed:11679348}.	2.6.1.48	GO:0009448; GO:0019477; GO:0030170; GO:0034386; GO:0042802; GO:0047589	IPR004632;IPR005814;IPR049704;IPR050103;IPR015424;IPR015421;IPR015422;	PF00202;	PTHR11986;PTHR11986:SF58;	ppu:PP_0214;	PPUT160488:G1G01-236-MONOMER;		WP_003255866.1;	Aminotransferase;Pyridoxal phosphate;Reference proteome;Transferase
Q88CW2	SELO_PSEPK	ydiU selO PP_5068	Protein nucleotidyltransferase YdiU (EC 2.7.7.-) (Protein adenylyltransferase YdiU) (EC 2.7.7.108) (Protein uridylyltransferase YdiU) (EC 2.7.7.-)	160488	486	reviewed	4.0	FUNCTION: Nucleotidyltransferase involved in the post-translational modification of proteins. It can catalyze the addition of adenosine monophosphate (AMP) or uridine monophosphate (UMP) to a protein, resulting in modifications known as AMPylation and UMPylation. {ECO:0000255|HAMAP-Rule:MF_00692}.	2.7.7.-; 2.7.7.108	GO:0000287; GO:0005524; GO:0030145; GO:0070733	IPR003846;	PF02696;	PTHR32057;PTHR32057:SF14;	ppu:PP_5068;	PPUT160488:G1G01-5412-MONOMER;		WP_049588303.1;	ATP-binding;Magnesium;Manganese;Metal-binding;Nucleotide-binding;Nucleotidyltransferase;Reference proteome;Transferase
Q88D93	HLDE_PSEPK	hldE rfaE PP_4934	Bifunctional protein HldE [Includes: D-beta-D-heptose 7-phosphate kinase (EC 2.7.1.167) (D-beta-D-heptose 7-phosphotransferase) (D-glycero-beta-D-manno-heptose-7-phosphate kinase); D-beta-D-heptose 1-phosphate adenylyltransferase (EC 2.7.7.70) (D-glycero-beta-D-manno-heptose 1-phosphate adenylyltransferase)]	160488	473	reviewed	4.0	FUNCTION: Catalyzes the phosphorylation of D-glycero-D-manno-heptose 7-phosphate at the C-1 position to selectively form D-glycero-beta-D-manno-heptose-1,7-bisphosphate. {ECO:0000255|HAMAP-Rule:MF_01603}.; FUNCTION: Catalyzes the ADP transfer from ATP to D-glycero-beta-D-manno-heptose 1-phosphate, yielding ADP-D-glycero-beta-D-manno-heptose. {ECO:0000255|HAMAP-Rule:MF_01603}.	2.7.1.167; 2.7.7.70	GO:0005524; GO:0005829; GO:0016773; GO:0033785; GO:0033786; GO:0097171	IPR023030;IPR002173;IPR004821;IPR011611;IPR011913;IPR011914;IPR029056;IPR014729;	PF01467;PF00294;	PTHR46969;PTHR46969:SF1;	ppu:PP_4934;	PPUT160488:G1G01-5277-MONOMER;	UPA00356;UPA00356;	WP_003249449.1;	ATP-binding;Carbohydrate metabolism;Kinase;Multifunctional enzyme;Nucleotide-binding;Nucleotidyltransferase;Reference proteome;Transferase
Q88EH0	D2HDH_PSEPK	ydiJ PP_4493	D-2-hydroxyglutarate dehydrogenase (D2HGDH) (EC 1.1.99.39)	160488	1006	reviewed	4.0	FUNCTION: Catalyzes the oxidation of D-2-hydroxyglutarate (D-2-HGA) to 2-oxoglutarate (Probable). Is involved in a D-lysine catabolic pathway (PubMed:31064836). {ECO:0000269|PubMed:31064836, ECO:0000305|PubMed:31064836}.	1.1.99.39	GO:0004458; GO:0008720; GO:0046872; GO:0051539; GO:0051990; GO:0071949; GO:1903457	IPR017900;IPR004113;IPR016166;IPR036318;IPR016169;IPR016164;IPR006094;	PF02913;PF01565;	PTHR11748:SF119;PTHR11748;	ppu:PP_4493;	MetaCyc:G1G01-4796-MONOMER;PPUT160488:G1G01-4796-MONOMER;		WP_010955182.1;	4Fe-4S;FAD;Flavoprotein;Iron;Iron-sulfur;Metal-binding;Oxidoreductase;Reference proteome
Q88F51	PPNP_PSEPK	ppnP PP_4248	Pyrimidine/purine nucleoside phosphorylase (EC 2.4.2.1) (EC 2.4.2.2) (Adenosine phosphorylase) (Cytidine phosphorylase) (Guanosine phosphorylase) (Inosine phosphorylase) (Thymidine phosphorylase) (Uridine phosphorylase) (Xanthosine phosphorylase)	160488	94	reviewed	4.0	FUNCTION: Catalyzes the phosphorolysis of diverse nucleosides, yielding D-ribose 1-phosphate and the respective free bases. Can use uridine, adenosine, guanosine, cytidine, thymidine, inosine and xanthosine as substrates. Also catalyzes the reverse reactions. {ECO:0000255|HAMAP-Rule:MF_01537}.	2.4.2.1; 2.4.2.2	GO:0004850; GO:0005829; GO:0009032; GO:0047975	IPR009664;IPR014710;IPR011051;	PF06865;	PTHR36540;PTHR36540:SF1;	ppu:PP_4248;	PPUT160488:G1G01-4521-MONOMER;		WP_003254278.1;	Glycosyltransferase;Reference proteome;Transferase
Q88FQ8	NUDC_PSEPK	nudC PP_4029 PP4029	NAD-capped RNA hydrolase NudC (DeNADding enzyme NudC) (EC 3.6.1.-) (NADH pyrophosphatase) (EC 3.6.1.22)	160488	276	reviewed	4.0	FUNCTION: mRNA decapping enzyme that specifically removes the nicotinamide adenine dinucleotide (NAD) cap from a subset of mRNAs by hydrolyzing the diphosphate linkage to produce nicotinamide mononucleotide (NMN) and 5' monophosphate mRNA. The NAD-cap is present at the 5'-end of some mRNAs and stabilizes RNA against 5'-processing. Has preference for mRNAs with a 5'-end purine. Catalyzes the hydrolysis of a broad range of dinucleotide pyrophosphates. {ECO:0000255|HAMAP-Rule:MF_00297}.	3.6.1.-; 3.6.1.22	GO:0000210; GO:0000287; GO:0005829; GO:0006742; GO:0008270; GO:0019677; GO:0030145; GO:0035529; GO:0110153	IPR050241;IPR015375;IPR049734;IPR015797;IPR000086;IPR022925;IPR015376;	PF00293;PF09296;PF09297;	PTHR42904:SF6;PTHR42904;	ppu:PP_4029;	PPUT160488:G1G01-4294-MONOMER;		WP_010954827.1;	Hydrolase;Magnesium;Manganese;Metal-binding;NAD;Reference proteome;Zinc
Q88IU0	GLAH_PSEPK	glaH csiD PP_2909	Glutarate 2-hydroxylase (G-2-H) (EC 1.14.11.64)	160488	325	reviewed	4.0	FUNCTION: Acts as an alpha-ketoglutarate-dependent dioxygenase catalyzing hydroxylation of glutarate (GA) to L-2-hydroxyglutarate (L2HG) (PubMed:31064836). Functions in a L-lysine degradation pathway that proceeds via cadaverine, glutarate and L-2-hydroxyglutarate (By similarity). Is extremely specific for glutarate, but it can use both 2-oxoglutarate and 2-oxoadipate (2OA) as a cosubstrate for L2HG formation (PubMed:31064836). {ECO:0000255|HAMAP-Rule:MF_01083, ECO:0000269|PubMed:31064836}.	1.14.11.64	GO:0008198; GO:0019477; GO:0050498; GO:0106343	IPR015038;IPR042098;	PF08943;		ppu:PP_2909;	MetaCyc:G1G01-3088-MONOMER;PPUT160488:G1G01-3088-MONOMER;		WP_010953811.1;	Dioxygenase;Iron;Metal-binding;Oxidoreductase;Reference proteome
Q88JX9	GALC_PSEPK	galC PP_2514	4-carboxy-4-hydroxy-2-oxoadipic acid aldolase (CHA aldolase) (EC 4.1.3.17) (Gallate degradation protein C)	160488	238	reviewed	4.0	FUNCTION: Catalyzes the conversion of 4-carboxy-4-hydroxy-2-oxoadipic acid (CHA) to pyruvate and oxaloacetate, the last step of gallate degradation pathway. {ECO:0000269|PubMed:21219457}.	4.1.3.17	GO:0016833; GO:0019396; GO:0046872; GO:0047443	IPR014165;IPR005493;IPR036704;	PF03737;	PTHR33254;PTHR33254:SF16;	ppu:PP_2514;	MetaCyc:MONOMER-3481;PPUT160488:G1G01-2698-MONOMER;		WP_010953448.1;	Aromatic hydrocarbons catabolism;Lyase;Magnesium;Metal-binding;Reference proteome
