gene_product_id	symbol	taxon_id	taxon_name	go_term	go_label	go_branch	qualifier	reference	assigned_by	global_term_frequency	gene_iep_load
Q9GZT5	WNT10A	9606	Homo sapiens	GO:0071560	cellular response to transforming growth factor beta stimulus	response to stimulus	involved_in	PMID:15040835	UniProt	79	1
Q64303	Pak2	10116	Rattus norvegicus	GO:0071560	cellular response to transforming growth factor beta stimulus	response to stimulus	involved_in	PMID:15629889	RGD	79	2
P14137	Cyp11a1	10116	Rattus norvegicus	GO:0071560	cellular response to transforming growth factor beta stimulus	response to stimulus	involved_in	PMID:18511507	RGD	79	39
Q6P6V0	Gpi	10116	Rattus norvegicus	GO:0033574	response to testosterone	response to stimulus	involved_in	PMID:4002659	RGD	78	7
A0ABK0LVJ6	Ccnd2	10116	Rattus norvegicus	GO:0033574	response to testosterone	response to stimulus	involved_in	PMID:15659706	RGD	78	19
P18418	Calr	10116	Rattus norvegicus	GO:0033574	response to testosterone	response to stimulus	involved_in	PMID:9751517	RGD	78	11
B0G168	srsA	44689	Dictyostelium discoideum	GO:0042594	response to starvation	response to stimulus	involved_in	PMID:18673382	UniProt	78	3
P10069	brlA	227321	Aspergillus nidulans FGSC A4	GO:0042594	response to starvation	response to stimulus	acts_upstream_of_or_within	PMID:7894714	AspGD	78	2
P0DJJ3	Sgip1	10116	Rattus norvegicus	GO:0042594	response to starvation	response to stimulus	involved_in	PMID:15919751	RGD	78	1
P0DO11	FLZ17	3702	Arabidopsis thaliana	GO:0009744	response to sucrose	response to stimulus	involved_in	PMID:26442059	UniProt	78	8
A0MES8	ABI4	3702	Arabidopsis thaliana	GO:0009744	response to sucrose	response to stimulus	acts_upstream_of_or_within	PMID:9418043	TAIR	78	1
P0DO44	ATP6	3702	Arabidopsis thaliana	GO:0009744	response to sucrose	response to stimulus	involved_in	PMID:15829605	UniProt	78	7
Q8IGP1	CG8154	7227	Drosophila melanogaster	GO:0007498	mesoderm development	developmental process	involved_in	PMID:11486054	FlyBase	78	1
P22711	tin	7227	Drosophila melanogaster	GO:0007498	mesoderm development	developmental process	involved_in	PMID:11486054	FlyBase	78	2
Q9VFI0	stumps	7227	Drosophila melanogaster	GO:0007498	mesoderm development	developmental process	involved_in	PMID:11486054	FlyBase	78	1
P00884	Aldob	10116	Rattus norvegicus	GO:0032869	cellular response to insulin stimulus	response to stimulus	involved_in	PMID:9473304	RGD	78	11
P63149	Ube2b	10116	Rattus norvegicus	GO:0032869	cellular response to insulin stimulus	response to stimulus	involved_in	PMID:8048511	RGD	78	3
P25409	Gpt	10116	Rattus norvegicus	GO:0032869	cellular response to insulin stimulus	response to stimulus	involved_in	PMID:25865565	RGD	78	3
P38438	Tgfbr2	10116	Rattus norvegicus	GO:0048545	response to steroid hormone	response to stimulus	involved_in	PMID:9144876	RGD	76	13
P04177	Th	10116	Rattus norvegicus	GO:0048545	response to steroid hormone	response to stimulus	involved_in	PMID:11883789	RGD	76	38
Q503Q1	spata18	7955	Danio rerio	GO:0048545	response to steroid hormone	response to stimulus	acts_upstream_of_or_within	PMID:28265462	ZFIN	76	1
Q9QUH3	Apoa5	10116	Rattus norvegicus	GO:0031100	animal organ regeneration	developmental process	involved_in	PMID:11577099	RGD	72	2
Q5M824	Shc1	10116	Rattus norvegicus	GO:0031100	animal organ regeneration	developmental process	involved_in	PMID:15067377	RGD	72	9
F1MAG7	Ptpru	10116	Rattus norvegicus	GO:0031100	animal organ regeneration	developmental process	involved_in	PMID:7591957	RGD	72	2
Q8LPQ8	MSSP2	3702	Arabidopsis thaliana	GO:1902074	response to salt	response to stimulus	involved_in	PMID:17158605	UniProt	72	6
Q6R0C4	MYB52	3702	Arabidopsis thaliana	GO:1902074	response to salt	response to stimulus	involved_in	PMID:21399993	UniProt	72	2
Q9FGY3	MYB78	3702	Arabidopsis thaliana	GO:1902074	response to salt	response to stimulus	involved_in	PMID:16463103	UniProt	72	2
P17491	Inhbb	10116	Rattus norvegicus	GO:0071347	cellular response to interleukin-1	response to stimulus	involved_in	PMID:15817831	RGD	72	13
Q9WV87	Nox1	10116	Rattus norvegicus	GO:0071347	cellular response to interleukin-1	response to stimulus	involved_in	PMID:26682942	RGD	72	4
Q924V1	Nox4	10116	Rattus norvegicus	GO:0071347	cellular response to interleukin-1	response to stimulus	involved_in	PMID:26682942	RGD	72	6
Q9LDZ0	HSP70-10	3702	Arabidopsis thaliana	GO:0009615	response to virus	response to stimulus	acts_upstream_of_or_within	PMID:15805473	TAIR	72	2
P43082	HEL	3702	Arabidopsis thaliana	GO:0009615	response to virus	response to stimulus	acts_upstream_of_or_within	PMID:8118053	TAIR	72	4
Q9SD05	SSL6	3702	Arabidopsis thaliana	GO:0009615	response to virus	response to stimulus	involved_in	PMID:19121120	UniProt	72	6
Q1LZ53	Dnmt3a	10116	Rattus norvegicus	GO:0042220	response to cocaine	response to stimulus	involved_in	PMID:23688924	RGD	71	14
Q9Z214	Homer1	10116	Rattus norvegicus	GO:0042220	response to cocaine	response to stimulus	involved_in	PMID:18932227	RGD	71	4
Q05683	Gad2	10116	Rattus norvegicus	GO:0042220	response to cocaine	response to stimulus	involved_in	PMID:29139213	RGD	71	8
P49077	PYRB	3702	Arabidopsis thaliana	GO:0016036	cellular response to phosphate starvation	response to stimulus	acts_upstream_of_or_within	PMID:15820655	TAIR	71	1
A0A386L1Q6	dabB	37319	Pseudo-nitzschia multiseries	GO:0016036	cellular response to phosphate starvation	response to stimulus	involved_in	PMID:30262498	UniProt	71	2
O48781	SPX2	3702	Arabidopsis thaliana	GO:0016036	cellular response to phosphate starvation	response to stimulus	acts_upstream_of_or_within	PMID:18315545	TAIR	71	2
Q99JH7	Clstn3	10090	Mus musculus	GO:0098839	postsynaptic density membrane	cellular component	is_active_in	PMID:24613359	SynGO	71	2
Q6AY17	Abhd17b	10116	Rattus norvegicus	GO:0098839	postsynaptic density membrane	cellular component	is_active_in	PMID:27307232	SynGO	71	3
D4A7P2	Lrrtm2	10116	Rattus norvegicus	GO:0098839	postsynaptic density membrane	cellular component	is_active_in	PMID:19285470	SynGO	71	10
Q884G0	PSPTO_2133	223283	Pseudomonas syringae pv. tomato str. DC3000	GO:0045893	positive regulation of DNA-templated transcription	biological regulation	involved_in	PMID:18363796	CollecTF	68	1
P12978	EBNA2	10377	Human herpesvirus 4 strain B95-8	GO:0045893	positive regulation of DNA-templated transcription	biological regulation	involved_in	PMID:24675874	DisProt	68	1
Q9FIW9	ZHD10	3702	Arabidopsis thaliana	GO:0045893	positive regulation of DNA-templated transcription	biological regulation	acts_upstream_of_or_within	PMID:29686058	TAIR	68	3
O08565	Cxcr4	10116	Rattus norvegicus	GO:0071466	cellular response to xenobiotic stimulus	response to stimulus	involved_in	PMID:20613717	RGD	66	4
P09416	Myc	10116	Rattus norvegicus	GO:0071466	cellular response to xenobiotic stimulus	response to stimulus	involved_in	PMID:17886230	RGD	66	33
P11232	Txn	10116	Rattus norvegicus	GO:0071466	cellular response to xenobiotic stimulus	response to stimulus	involved_in	PMID:20453393	RGD	66	9
P59215	Gnao1	10116	Rattus norvegicus	GO:0034097	response to cytokine	response to stimulus	involved_in	PMID:9685638	RGD	64	6
P10158	Fosl1	10116	Rattus norvegicus	GO:0034097	response to cytokine	response to stimulus	involved_in	PMID:12770614	RGD	64	11
P00787	Ctsb	10116	Rattus norvegicus	GO:0034097	response to cytokine	response to stimulus	involved_in	PMID:19893052	RGD	64	13
P38054	cusA	83333	Escherichia coli K-12	GO:0046688	response to copper ion	response to stimulus	acts_upstream_of_or_within	PMID:11283292	EcoCyc	63	4
P62898	Cycs	10116	Rattus norvegicus	GO:0046688	response to copper ion	response to stimulus	involved_in	PMID:14608045	RGD	63	5
A0ABK0L907	S100a13	10116	Rattus norvegicus	GO:0046688	response to copper ion	response to stimulus	involved_in	PMID:12754378	RGD	63	2
P06494	Erbb2	10116	Rattus norvegicus	GO:0032570	response to progesterone	response to stimulus	involved_in	PMID:17459743	RGD	63	12
Q63787	Pik3r1	10116	Rattus norvegicus	GO:0032570	response to progesterone	response to stimulus	involved_in	PMID:18752305	RGD	63	16
Q5XIT8	Cldn4	10116	Rattus norvegicus	GO:0032570	response to progesterone	response to stimulus	involved_in	PMID:19555995	RGD	63	3
P21994	Gjb2	10116	Rattus norvegicus	GO:0071549	cellular response to dexamethasone stimulus	response to stimulus	involved_in	PMID:7593318	RGD	63	16
A0A8I6ATW0	Abcb4	10116	Rattus norvegicus	GO:0071549	cellular response to dexamethasone stimulus	response to stimulus	involved_in	PMID:18524938	RGD	63	38
P97526	Nf1	10116	Rattus norvegicus	GO:0071549	cellular response to dexamethasone stimulus	response to stimulus	involved_in	PMID:8892969	RGD	63	3
Q05982	Nme1	10116	Rattus norvegicus	GO:0051591	response to cAMP	response to stimulus	involved_in	PMID:11082283	RGD	62	8
Q63688	Cyp7b1	10116	Rattus norvegicus	GO:0051591	response to cAMP	response to stimulus	involved_in	PMID:12029625	RGD	62	2
Q811R2	Ppargc1b	10116	Rattus norvegicus	GO:0051591	response to cAMP	response to stimulus	involved_in	PMID:12807885	RGD	62	3
B0K019	Bag1	10116	Rattus norvegicus	GO:0035094	response to nicotine	response to stimulus	involved_in	PMID:15785859	RGD	62	3
Q9VU95	CG8745	7227	Drosophila melanogaster	GO:0035094	response to nicotine	response to stimulus	involved_in	PMID:17237783	FlyBase	62	1
P18901	Drd1	10116	Rattus norvegicus	GO:0035094	response to nicotine	response to stimulus	involved_in	PMID:23447334	RGD	62	17
P56745	Cldn1	10116	Rattus norvegicus	GO:0071548	response to dexamethasone	response to stimulus	involved_in	PMID:17897557	RGD	61	11
A0A8I6ATW0	Abcb4	10116	Rattus norvegicus	GO:0071548	response to dexamethasone	response to stimulus	involved_in	PMID:11992648	RGD	61	38
P22355	Sftpb	10116	Rattus norvegicus	GO:0071548	response to dexamethasone	response to stimulus	involved_in	PMID:1850607	RGD	61	17
A0A8I5ZV49	Flna	10116	Rattus norvegicus	GO:0021987	cerebral cortex development	developmental process	involved_in	PMID:22076441	RGD	61	1
P24008	Srd5a1	10116	Rattus norvegicus	GO:0021987	cerebral cortex development	developmental process	involved_in	PMID:8770891	RGD	61	31
P16884	Nefh	10116	Rattus norvegicus	GO:0021987	cerebral cortex development	developmental process	involved_in	PMID:10439464	RGD	61	9
Q06393	Clcnka	10116	Rattus norvegicus	GO:0001822	kidney development	developmental process	involved_in	PMID:11479722	RGD	60	4
G3V861	Cyp26a1	10116	Rattus norvegicus	GO:0001822	kidney development	developmental process	involved_in	PMID:15567713	RGD	60	3
Q63664	Kcnj8	10116	Rattus norvegicus	GO:0001822	kidney development	developmental process	involved_in	PMID:12466933	RGD	60	1
A0A8I5YC36	Ranbp2	10116	Rattus norvegicus	GO:0001975	response to amphetamine	response to stimulus	involved_in	PMID:23711322	RGD	59	1
P63329	Ppp3ca	10116	Rattus norvegicus	GO:0001975	response to amphetamine	response to stimulus	involved_in	PMID:11954050	RGD	59	2
A0A0G2K4L8	Itgam	10116	Rattus norvegicus	GO:0001975	response to amphetamine	response to stimulus	involved_in	PMID:31282647	RGD	59	7
Q57W26	ZC3H11	185431	Trypanosoma brucei brucei TREU927	GO:0034605	cellular response to heat	response to stimulus	acts_upstream_of_or_within	PMID:27002830	GeneDB	58	1
O80917	DREB2E	3702	Arabidopsis thaliana	GO:0034605	cellular response to heat	response to stimulus	acts_upstream_of_or_within	PMID:21069430	TAIR	58	2
Q8IN44	TotA	7227	Drosophila melanogaster	GO:0034605	cellular response to heat	response to stimulus	involved_in	PMID:11369236	FlyBase	58	8
Q9LDY2	DIN4	3702	Arabidopsis thaliana	GO:0009646	response to absence of light	response to stimulus	involved_in	PMID:10681595	UniProt	57	3
Q07488	BCB	3702	Arabidopsis thaliana	GO:0009646	response to absence of light	response to stimulus	acts_upstream_of_or_within	PMID:8294044	TAIR	57	2
Q9FZH5	PMI2	3702	Arabidopsis thaliana	GO:0009646	response to absence of light	response to stimulus	involved_in	PMID:16100230	UniProt	57	9
Q5U315	Tent2	10116	Rattus norvegicus	GO:0021766	hippocampus development	developmental process	involved_in	PMID:24074826	RGD	56	8
Q64350	Eif2b5	10116	Rattus norvegicus	GO:0021766	hippocampus development	developmental process	involved_in	PMID:12850562	RGD	56	1
Q63186	Eif2b4	10116	Rattus norvegicus	GO:0021766	hippocampus development	developmental process	involved_in	PMID:12850562	RGD	56	1
A0AC58JHT2	npas2	7955	Danio rerio	GO:0009648	photoperiodism	response to stimulus	acts_upstream_of_or_within	PMID:12354100	ZFIN	56	1
Q94BS8	EFL2	3702	Arabidopsis thaliana	GO:0009648	photoperiodism	response to stimulus	involved_in	PMID:20357892	UniProt	56	1
A0AC58GR18	per3	7955	Danio rerio	GO:0009648	photoperiodism	response to stimulus	acts_upstream_of_or_within	PMID:10894777	ZFIN	56	2
Q63604	Ntrk2	10116	Rattus norvegicus	GO:1990090	cellular response to nerve growth factor stimulus	response to stimulus	involved_in	PMID:21958434	RGD	56	6
O88658	Kif1b	10116	Rattus norvegicus	GO:1990090	cellular response to nerve growth factor stimulus	response to stimulus	involved_in	PMID:24469107	RGD	56	2
P23363	Bdnf	10116	Rattus norvegicus	GO:1990090	cellular response to nerve growth factor stimulus	response to stimulus	involved_in	PMID:21958434	RGD	56	28
Q9QYH7	Ghrl	10116	Rattus norvegicus	GO:0051602	response to electrical stimulus	response to stimulus	involved_in	PMID:23525979	RGD	55	2
Q00960	Grin2b	10116	Rattus norvegicus	GO:0051602	response to electrical stimulus	response to stimulus	involved_in	PMID:20514696	RGD	55	37
P62632	Eef1a2	10116	Rattus norvegicus	GO:0051602	response to electrical stimulus	response to stimulus	involved_in	PMID:8750861	RGD	55	1
P13053	Vdr	10116	Rattus norvegicus	GO:0051592	response to calcium ion	response to stimulus	involved_in	PMID:20181667	RGD	55	6
D4A1W8	Mttp	10116	Rattus norvegicus	GO:0051592	response to calcium ion	response to stimulus	involved_in	PMID:16651714	RGD	55	2
Q00960	Grin2b	10116	Rattus norvegicus	GO:0051592	response to calcium ion	response to stimulus	involved_in	PMID:19761817	RGD	55	37
P16599	Tnf	10116	Rattus norvegicus	GO:0071300	cellular response to retinoic acid	response to stimulus	involved_in	PMID:15602748	RGD	54	43
P02454	Col1a1	10116	Rattus norvegicus	GO:0071300	cellular response to retinoic acid	response to stimulus	involved_in	PMID:1921334	RGD	54	26
P02466	Col1a2	10116	Rattus norvegicus	GO:0071300	cellular response to retinoic acid	response to stimulus	involved_in	PMID:15234273	RGD	54	4
Q29RW1	Myh4	10116	Rattus norvegicus	GO:0014850	response to muscle activity	response to stimulus	involved_in	PMID:16179485	RGD	53	4
P26817	Grk2	10116	Rattus norvegicus	GO:0014850	response to muscle activity	response to stimulus	involved_in	PMID:23913704	RGD	53	9
Q62956	Erbb4	10116	Rattus norvegicus	GO:0014850	response to muscle activity	response to stimulus	involved_in	PMID:25820551	RGD	53	16
A0A1D6EFT8	EDS	4577	Zea mays	GO:0050832	defense response to fungus	response to stimulus	involved_in	PMID:29570233	UniProt	53	1
Q8H1D6	RBK1	3702	Arabidopsis thaliana	GO:0050832	defense response to fungus	response to stimulus	involved_in	PMID:18088316	UniProt	53	3
Q4VIX3	Q4VIX3	3635	Gossypium hirsutum	GO:0050832	defense response to fungus	response to stimulus	involved_in	PMID:16084605	AgBase	53	3
P51647	Aldh1a1	10116	Rattus norvegicus	GO:0032526	response to retinoic acid	response to stimulus	involved_in	PMID:11169459	RGD	53	7
P11715	Cyp17a1	10116	Rattus norvegicus	GO:0032526	response to retinoic acid	response to stimulus	involved_in	PMID:19497980	RGD	53	24
Q04906	Bmp6	10116	Rattus norvegicus	GO:0032526	response to retinoic acid	response to stimulus	involved_in	PMID:8385738	RGD	53	7
A0A8I6GLM3	Ncoa1	10116	Rattus norvegicus	GO:0021549	cerebellum development	developmental process	involved_in	PMID:15876152	RGD	52	10
P15389	Scn5a	10116	Rattus norvegicus	GO:0021549	cerebellum development	developmental process	involved_in	PMID:22331407	RGD	52	4
Q9WUB5	Ncor1	10116	Rattus norvegicus	GO:0021549	cerebellum development	developmental process	involved_in	PMID:10803578	RGD	52	3
Q6R3L0	YSL1	3702	Arabidopsis thaliana	GO:0010039	response to iron ion	response to stimulus	acts_upstream_of_or_within	PMID:16297069	TAIR	51	1
O78310	CSD2	3702	Arabidopsis thaliana	GO:0010039	response to iron ion	response to stimulus	acts_upstream_of_or_within	PMID:16861386	TAIR	51	11
Q2V4N4	At1g13609	3702	Arabidopsis thaliana	GO:0010039	response to iron ion	response to stimulus	involved_in	PMID:36275516	TAIR	51	1
A0ABK0LXI1	Txn1	10116	Rattus norvegicus	GO:0048678	response to axon injury	response to stimulus	involved_in	PMID:19833109	RGD	51	9
P39951	Cdk1	10116	Rattus norvegicus	GO:0048678	response to axon injury	response to stimulus	involved_in	PMID:17200138	RGD	51	9
A0A0G2K2H0	Axl	10116	Rattus norvegicus	GO:0048678	response to axon injury	response to stimulus	involved_in	PMID:20187850	RGD	51	2
Q91WW1	Ucn2	10116	Rattus norvegicus	GO:0035902	response to immobilization stress	response to stimulus	involved_in	PMID:12869794	RGD	51	3
P07895	Sod2	10116	Rattus norvegicus	GO:0035902	response to immobilization stress	response to stimulus	involved_in	PMID:20020182	RGD	51	16
P08424	Ren1	10116	Rattus norvegicus	GO:0035902	response to immobilization stress	response to stimulus	involved_in	PMID:7042704	RGD	51	4
Q9CA93	BAC2	3702	Arabidopsis thaliana	GO:0006972	hyperosmotic response	response to stimulus	acts_upstream_of_or_within	PMID:20172963	TAIR	51	1
P24174	manC	83333	Escherichia coli K-12	GO:0006972	hyperosmotic response	response to stimulus	acts_upstream_of_or_within	PMID:8576059	EcoCyc	51	1
P07830	act1	44689	Dictyostelium discoideum	GO:0006972	hyperosmotic response	response to stimulus	involved_in	PMID:17517120	dictyBase	51	2
Q91X56	S1pr5	10090	Mus musculus	GO:0098793	presynapse	cellular component	is_active_in	PMID:35781853	SynGO	50	1
A0A8I6GJE3	Mrtfb	10116	Rattus norvegicus	GO:0098793	presynapse	cellular component	is_active_in	PMID:29335431	SynGO	50	3
P61957	Sumo2	10090	Mus musculus	GO:0098793	presynapse	cellular component	is_active_in	PMID:37009224	SynGO	50	5
P20961	Serpine1	10116	Rattus norvegicus	GO:0071320	cellular response to cAMP	response to stimulus	involved_in	PMID:9603932	RGD	50	44
P09034	Ass1	10116	Rattus norvegicus	GO:0071320	cellular response to cAMP	response to stimulus	involved_in	PMID:8923475	RGD	50	29
Q06647	Atp5po	10116	Rattus norvegicus	GO:0071320	cellular response to cAMP	response to stimulus	involved_in	PMID:26775111	RGD	50	2
Q9R0W1	Pitx2	10116	Rattus norvegicus	GO:0030182	neuron differentiation	developmental process	involved_in	PMID:16408195	RGD	50	6
