citation	species	family_stem	n_members	members
GO_REF:0000052	human	RAB	3	RAB1B;RAB24;RAB7A
GO_REF:0000052	human	BBS	3	BBS2;BBS5;BBS9
GO_REF:0000052	human	BAG	3	BAG1;BAG3;BAG6
GO_REF:0000052	human	NMNAT	3	NMNAT1;NMNAT2;NMNAT3
GO_REF:0000052	human	NDUFS	3	NDUFS1;NDUFS3;NDUFS4
GO_REF:0000052	human	COA	3	COA3;COA5;COA6
GO_REF:0000052	human	RAD	3	RAD18;RAD51;RAD51C
GO_REF:0000052	human	ABTB	3	ABTB1;ABTB2;ABTB3
GO_REF:0000052	human	CDK	3	CDK1;CDK2;CDK5
GO_REF:0000052	human	MTHFD	3	MTHFD1;MTHFD1L;MTHFD2
PMID:25416956	human	LRCH	3	LRCH1;LRCH3;LRCH4
PMID:25416956	human	EIF	3	EIF3E;EIF3G;EIF5A
PMID:25416956	human	COX	3	COX5A;COX5B;COX8A
PMID:25416956	human	DNAJC	3	DNAJC15;DNAJC27;DNAJC5B
PMID:25416956	human	USP	3	USP10;USP21;USP25
PMID:25416956	human	BBS	3	BBS2;BBS4;BBS5
PMID:25416956	human	NDUFB	3	NDUFB10;NDUFB11;NDUFB9
PMID:25416956	human	FBXL	3	FBXL12;FBXL5;FBXL8
PMID:25416956	human	CDK	3	CDK1;CDK2;CDK5
PMID:32296183	human	GET	3	GET1;GET3;GET4
PMID:32296183	human	ALG	3	ALG10;ALG3;ALG8
PMID:32296183	human	IL	3	IL10;IL21;IL7R
PMID:32296183	human	COQ	3	COQ4;COQ8A;COQ9
PMID:32296183	human	USP	3	USP10;USP21;USP25
PMID:32296183	human	SOCS	3	SOCS1;SOCS3;SOCS4
PMID:32296183	human	RAB	3	RAB1B;RAB24;RAB7B
PMID:32296183	human	HSPB	3	HSPB2;HSPB7;HSPB8
PMID:32296183	human	BAG	3	BAG1;BAG2;BAG3
PMID:32296183	human	GADD	3	GADD45A;GADD45B;GADD45G
PMID:32296183	human	DPYSL	3	DPYSL2;DPYSL3;DPYSL5
PMID:32296183	human	COA	3	COA5;COA6;COA7
PMID:20458337	human	RAB	3	RAB1B;RAB7A;RAB9A
PMID:28327460	human	THBS	3	THBS1;THBS2;THBS3
PMID:32814053	human	HSPA	3	HSPA1A;HSPA2;HSPA8
PMID:32814053	human	SCAMP	3	SCAMP1;SCAMP2;SCAMP4
PMID:32814053	human	NDUFB	3	NDUFB10;NDUFB7;NDUFB9
PMID:32814053	human	PFDN	3	PFDN2;PFDN5;PFDN6
PMID:32814053	human	DPYSL	3	DPYSL2;DPYSL4;DPYSL5
PMID:32814053	human	USP	3	USP10;USP21;USP25
PMID:32814053	human	VPS	3	VPS28;VPS37A;VPS4B
PMID:32814053	human	DNAJB	3	DNAJB1;DNAJB4;DNAJB6
PMID:32814053	human	CDK	3	CDK1;CDK2;CDK5
PMID:19946888	human	LPCAT	3	LPCAT1;LPCAT3;LPCAT4
PMID:19946888	human	HSPA	3	HSPA14;HSPA2;HSPA8
PMID:19946888	human	AGO	3	AGO2;AGO3;AGO4
PMID:21630459	human	DNAJB	3	DNAJB1;DNAJB6;DNAJB8
file:human/AADACL2/AADACL2-bioinformatics/NODE_PTN009058710.md	human	AADACL	3	AADACL2;AADACL3;AADACL4
PMID:34800366	human	ADCK	3	ADCK1;ADCK2;ADCK5
GO_REF:0000054	human	COQ	3	COQ4;COQ6;COQ7
PMID:28514442	human	TRAPPC	3	TRAPPC1;TRAPPC3;TRAPPC5
PMID:28514442	human	ATF	3	ATF2;ATF3;ATF4
PMID:28514442	human	PEX	3	PEX19;PEX3;PEX7
PMID:28514442	human	RNF	3	RNF185;RNF25;RNF41
PMID:28514442	human	CHMP	3	CHMP1A;CHMP2A;CHMP5
PMID:28514442	human	RAD	3	RAD18;RAD51;RAD51C
PMID:28514442	human	DPYSL	3	DPYSL2;DPYSL3;DPYSL5
PMID:28514442	human	CDK	3	CDK1;CDK2;CDK5
PMID:29892012	human	DPYSL	3	DPYSL2;DPYSL3;DPYSL5
PMID:33961781	human	LRCH	3	LRCH1;LRCH2;LRCH3
PMID:33961781	human	ATF	3	ATF2;ATF3;ATF4
PMID:33961781	human	SEC	3	SEC11A;SEC11C;SEC62
PMID:33961781	human	USP	3	USP10;USP25;USP8
PMID:33961781	human	ACTR	3	ACTR1B;ACTR5;ACTR8
PMID:33961781	human	RAB	3	RAB1B;RAB24;RAB7A
PMID:33961781	human	AGO	3	AGO1;AGO2;AGO4
PMID:33961781	human	PARD	3	PARD6A;PARD6B;PARD6G
PMID:33961781	human	NDUFS	3	NDUFS1;NDUFS2;NDUFS3
PMID:33961781	human	RAD	3	RAD18;RAD51;RAD51C
PMID:33961781	human	GADD	3	GADD45A;GADD45B;GADD45G
PMID:33961781	human	ASCC	3	ASCC1;ASCC2;ASCC3
PMID:33961781	human	CDK	3	CDK1;CDK2;CDK5
PMID:35271311	human	UPF	3	UPF1;UPF2;UPF3B
PMID:35271311	human	HSPA	3	HSPA14;HSPA2;HSPA8
PMID:35271311	human	CDK	3	CDK1;CDK2;CDK5
PMID:35271311	human	EIF	3	EIF3E;EIF3G;EIF3J
PMID:35271311	human	DNAJC	3	DNAJC11;DNAJC17;DNAJC7
PMID:35271311	human	CHMP	3	CHMP1A;CHMP2A;CHMP4B
PMID:40205054	human	DNAJC	3	DNAJC11;DNAJC17;DNAJC7
PMID:16189514	human	EMC	3	EMC2;EMC8;EMC9
PMID:16189514	human	PEX	3	PEX19;PEX26;PEX3
PMID:16189514	human	HSPA	3	HSPA13;HSPA2;HSPA8
PMID:22658674	human	SRP	3	SRP19;SRP68;SRP72
PMID:22681889	human	EIF	3	EIF3E;EIF3G;EIF5A
PMID:22681889	human	AGO	3	AGO1;AGO2;AGO3
PMID:36115835	human	ADGRA	3	ADGRA1;ADGRA2;ADGRA3
PMID:31515488	human	DPYSL	3	DPYSL2;DPYSL3;DPYSL5
PMID:31515488	human	BAG	3	BAG1;BAG3;BAG6
PMID:25852190	human	CDK	3	CDK1;CDK2;CDK5
PMID:25852190	human	PARD	3	PARD6A;PARD6B;PARD6G
PMID:31980649	human	HSPA	3	HSPA6;HSPA8;HSPA9
PMID:34591612	human	CDK	3	CDK1;CDK2;CDK5
PMID:21145461	human	FBXO	3	FBXO17;FBXO22;FBXO33
PMID:25538232	human	PEX	3	PEX14;PEX5;PEX7
PMID:11062263	human	ACAP	3	ACAP1;ACAP2;ACAP3
PMID:20207939	human	ACER	3	ACER1;ACER2;ACER3
PMID:23602568	human	CDK	3	CDK1;CDK2;CDK5
PMID:23209302	human	NDUFA	3	NDUFA4;NDUFA8;NDUFA9
Reactome:R-HSA-9033235	human	ACOX	3	ACOX1;ACOX2;ACOX3
Reactome:R-HSA-9033236	human	ACOX	3	ACOX1;ACOX2;ACOX3
PMID:16130169	human	HSPA	3	HSPA1A;HSPA1B;HSPA9
PMID:17289661	human	HSPA	3	HSPA1A;HSPA1B;HSPA8
PMID:33734450	human	ACTR	3	ACTR10;ACTR1A;ACTR1B
PMID:40186871	human	ACTR	3	ACTR10;ACTR1A;ACTR1B
Reactome:R-HSA-2213248	human	ACTR	3	ACTR10;ACTR1A;ACTR1B
PMID:26496610	human	BAG	3	BAG2;BAG3;BAG6
PMID:26496610	human	EMC	3	EMC2;EMC3;EMC8
PMID:23962539	human	LOXL	3	LOXL2;LOXL3;LOXL4
PMID:33988507	human	ADCK	3	ADCK1;ADCK2;ADCK5
PMID:25498144	human	ADCK	3	ADCK1;ADCK2;ADCK5
PMID:38425362	human	ADCK	3	ADCK1;ADCK2;ADCK5
PMID:24550280	human	ADGRA	3	ADGRA1;ADGRA2;ADGRA3
PMID:15203201	human	ADGRA	3	ADGRA1;ADGRA2;ADGRA3
GO_REF:0000113	human	ATF	3	ATF2;ATF3;ATF4
PMID:39083597	human	LPAR	3	LPAR1;LPAR2;LPAR4
PMID:22195968	human	AFF	3	AFF1;AFF3;AFF4
PMID:22547686	human	AFF	3	AFF1;AFF3;AFF4
PMID:22915799	human	AGO	3	AGO1;AGO2;AGO3
PMID:25036637	human	DNAJB	3	DNAJB1;DNAJB2;DNAJB6
PMID:25036637	human	FKBP	3	FKBP4;FKBP5;FKBP8
PMID:28683311	human	AGO	3	AGO1;AGO2;AGO3
Reactome:R-HSA-3209151	human	AGO	3	AGO1;AGO3;AGO4
Reactome:R-HSA-426522	human	AGO	3	AGO1;AGO3;AGO4
Reactome:R-HSA-8935766	human	AGO	3	AGO1;AGO3;AGO4
Reactome:R-HSA-8937097	human	AGO	3	AGO1;AGO3;AGO4
Reactome:R-HSA-8937134	human	AGO	3	AGO1;AGO3;AGO4
Reactome:R-HSA-8938440	human	AGO	3	AGO1;AGO3;AGO4
Reactome:R-HSA-8938487	human	AGO	3	AGO1;AGO3;AGO4
Reactome:R-HSA-8938507	human	AGO	3	AGO1;AGO3;AGO4
Reactome:R-HSA-8944650	human	AGO	3	AGO1;AGO3;AGO4
Reactome:R-HSA-8944706	human	AGO	3	AGO1;AGO3;AGO4
Reactome:R-HSA-9858289	human	AGO	3	AGO1;AGO3;AGO4
Reactome:R-HSA-9858309	human	AGO	3	AGO1;AGO3;AGO4
Reactome:R-HSA-1667005	human	GPC	3	GPC2;GPC4;GPC6
Reactome:R-HSA-1678694	human	GPC	3	GPC2;GPC4;GPC6
Reactome:R-HSA-1878002	human	GPC	3	GPC2;GPC4;GPC6
Reactome:R-HSA-1889955	human	GPC	3	GPC2;GPC4;GPC6
Reactome:R-HSA-1889978	human	GPC	3	GPC2;GPC4;GPC6
Reactome:R-HSA-1889981	human	GPC	3	GPC2;GPC4;GPC6
Reactome:R-HSA-2022851	human	GPC	3	GPC2;GPC4;GPC6
Reactome:R-HSA-2022856	human	GPC	3	GPC2;GPC4;GPC6
Reactome:R-HSA-2022860	human	GPC	3	GPC2;GPC4;GPC6
Reactome:R-HSA-2022887	human	GPC	3	GPC2;GPC4;GPC6
Reactome:R-HSA-2024084	human	GPC	3	GPC2;GPC4;GPC6
Reactome:R-HSA-2024108	human	GPC	3	GPC2;GPC4;GPC6
Reactome:R-HSA-2076383	human	GPC	3	GPC2;GPC4;GPC6
Reactome:R-HSA-2076392	human	GPC	3	GPC2;GPC4;GPC6
Reactome:R-HSA-2076419	human	GPC	3	GPC2;GPC4;GPC6
Reactome:R-HSA-2076508	human	GPC	3	GPC2;GPC4;GPC6
Reactome:R-HSA-2076611	human	GPC	3	GPC2;GPC4;GPC6
Reactome:R-HSA-2404131	human	GPC	3	GPC2;GPC4;GPC6
Reactome:R-HSA-2404131	human	LRP	3	LRP1;LRP2;LRP8
Reactome:R-HSA-2423785	human	GPC	3	GPC2;GPC4;GPC6
Reactome:R-HSA-2429643	human	GPC	3	GPC2;GPC4;GPC6
Reactome:R-HSA-3560802	human	GPC	3	GPC2;GPC4;GPC6
Reactome:R-HSA-3560804	human	GPC	3	GPC2;GPC4;GPC6
Reactome:R-HSA-3656254	human	GPC	3	GPC2;GPC4;GPC6
Reactome:R-HSA-3656257	human	GPC	3	GPC2;GPC4;GPC6
Reactome:R-HSA-3656261	human	GPC	3	GPC2;GPC4;GPC6
Reactome:R-HSA-3656267	human	GPC	3	GPC2;GPC4;GPC6
Reactome:R-HSA-4420365	human	GPC	3	GPC2;GPC4;GPC6
Reactome:R-HSA-9036285	human	GPC	3	GPC2;GPC4;GPC6
Reactome:R-HSA-9036289	human	GPC	3	GPC2;GPC4;GPC6
Reactome:R-HSA-9694579	human	GPC	3	GPC2;GPC4;GPC6
Reactome:R-HSA-9694661	human	GPC	3	GPC2;GPC4;GPC6
Reactome:R-HSA-9698988	human	GPC	3	GPC2;GPC4;GPC6
Reactome:R-HSA-9699007	human	GPC	3	GPC2;GPC4;GPC6
Reactome:R-HSA-9836899	human	GPC	3	GPC2;GPC4;GPC6
Reactome:R-HSA-9940993	human	GPC	3	GPC2;GPC4;GPC6
Reactome:R-HSA-9941039	human	GPC	3	GPC2;GPC4;GPC6
Reactome:R-HSA-9953259	human	GPC	3	GPC2;GPC4;GPC6
PMID:25468996	human	CHMP	3	CHMP2B;CHMP4B;CHMP5
Reactome:R-HSA-975634	human	LRP	3	LRP1;LRP2;LRP8
PMID:10944123	human	DPM	3	DPM1;DPM2;DPM3
PMID:25127057	human	TRIM	3	TRIM16;TRIM17;TRIM5
Reactome:R-HSA-76590	human	AMPD	3	AMPD1;AMPD2;AMPD3
PMID:35922511	human	CD	3	CD28;CD320;CD47
PMID:22139371	human	BBS	3	BBS1;BBS2;BBS9
PMID:12077347	human	ASCC	3	ASCC1;ASCC2;ASCC3
PMID:29144457	human	ASCC	3	ASCC1;ASCC2;ASCC3
PMID:29997253	human	ASCC	3	ASCC1;ASCC2;ASCC3
PMID:38366554	human	ASCC	3	ASCC1;ASCC2;ASCC3
Reactome:R-HSA-112123	human	ASCC	3	ASCC1;ASCC2;ASCC3
Reactome:R-HSA-112124	human	ASCC	3	ASCC1;ASCC2;ASCC3
Reactome:R-HSA-112125	human	ASCC	3	ASCC1;ASCC2;ASCC3
Reactome:R-HSA-5657617	human	ASCC	3	ASCC1;ASCC2;ASCC3
Reactome:R-HSA-5657637	human	ASCC	3	ASCC1;ASCC2;ASCC3
Reactome:R-HSA-5657642	human	ASCC	3	ASCC1;ASCC2;ASCC3
PMID:28473536	human	ATF	3	ATF2;ATF3;ATF4
PMID:20102225	human	ATF	3	ATF2;ATF3;ATF4
PMID:20211142	human	ATF	3	ATF2;ATF3;ATF4
PMID:23661758	human	ATF	3	ATF2;ATF3;ATF4
PMID:28186491	human	ATF	3	ATF2;ATF3;ATF4
PMID:30833792	human	CDK	3	CDK1;CDK2;CDK5
PMID:11096062	human	ATG	3	ATG12;ATG5;ATG7
PMID:34524948	human	ATG	3	ATG14;ATG2B;ATG7
Reactome:R-HSA-6798743	human	RAB	3	RAB24;RAB7A;RAB9B
Reactome:R-HSA-5688426	human	USP	3	USP10;USP21;USP25
PMID:24318877	human	BAG	3	BAG1;BAG2;BAG3
PMID:24318877	human	HSPA	3	HSPA1A;HSPA1B;HSPA8
Reactome:R-HSA-5252079	human	BAG	3	BAG1;BAG2;BAG3
PMID:23943788	human	BBS	3	BBS1;BBS4;BBS9
PMID:24939912	human	BBS	3	BBS1;BBS4;BBS5
PMID:33144677	human	BBS	3	BBS2;BBS4;BBS5
PMID:17500595	human	DNAJC	3	DNAJC11;DNAJC21;DNAJC4
PMID:18309324	human	CASP	3	CASP14;CASP3;CASP9
PMID:19855925	mouse	CALM	3	Calm1;Calm2;Calm3
PMID:32822567	human	CD	3	CD28;CD33;CD47
PMID:32822567	human	LRFN	3	LRFN1;LRFN4;LRFN5
PMID:18641129	human	CHMP	3	CHMP4A;CHMP4B;CHMP4C
PMID:17977534	human	CERS	3	CERS1;CERS2;CERS3
Reactome:R-HSA-1660661	human	CERS	3	CERS1;CERS2;CERS3
Reactome:R-HSA-428185	human	CERS	3	CERS1;CERS2;CERS3
PMID:14505570	human	VPS	3	VPS28;VPS4A;VPS4B
PMID:19129479	human	VPS	3	VPS37B;VPS4A;VPS4B
PMID:19129480	human	CHMP	3	CHMP1A;CHMP1B;CHMP2A
PMID:19302785	human	CHMP	3	CHMP1A;CHMP1B;CHMP4C
PMID:23045692	human	CHMP	3	CHMP1A;CHMP1B;CHMP2A
PMID:19525971	human	CHMP	3	CHMP1B;CHMP2A;CHMP3
PMID:22660413	human	CHMP	3	CHMP2A;CHMP3;CHMP6
PMID:21118109	human	CHMP	3	CHMP2B;CHMP3;CHMP4B
PMID:18511562	human	CHMP	3	CHMP4A;CHMP4B;CHMP4C
PMID:22724069	human	CHMP	3	CHMP4A;CHMP4B;CHMP4C
PMID:16856878	human	CHMP	3	CHMP4B;CHMP6;CHMP7
PMID:35140242	human	STAT	3	STAT1;STAT2;STAT3
PMID:18850735	human	HSPA	3	HSPA1A;HSPA1L;HSPA6
Reactome:R-HSA-2142789	human	COQ	3	COQ2;COQ4;COQ5
Reactome:R-HSA-5658231	human	RASAL	3	RASAL1;RASAL2;RASAL3
Reactome:R-HSA-5658435	human	RASAL	3	RASAL1;RASAL2;RASAL3
PMID:16120614	human	SERINC	3	SERINC1;SERINC3;SERINC5
Reactome:R-HSA-3371422	human	HSPA	3	HSPA1A;HSPA1B;HSPA8
Reactome:R-HSA-3371503	human	HSPA	3	HSPA1A;HSPA1B;HSPA8
Reactome:R-HSA-3371590	human	HSPA	3	HSPA1A;HSPA1B;HSPA8
Reactome:R-HSA-3371467	human	HSPA	3	HSPA1A;HSPA1B;HSPA8
Reactome:R-HSA-3371518	human	HSPA	3	HSPA1A;HSPA1B;HSPA8
Reactome:R-HSA-3371554	human	HSPA	3	HSPA1A;HSPA1B;HSPA8
Reactome:R-HSA-5082369	human	HSPA	3	HSPA1A;HSPA1B;HSPA8
Reactome:R-HSA-5082384	human	HSPA	3	HSPA1A;HSPA1B;HSPA8
PMID:20053669	human	TIMM	3	TIMM17A;TIMM23;TIMM44
PMID:15217342	human	SYN	3	SYN1;SYN2;SYN3
PMID:10835346	human	DPM	3	DPM1;DPM2;DPM3
PMID:9724629	human	DPM	3	DPM1;DPM2;DPM3
Reactome:R-HSA-162721	human	DPM	3	DPM1;DPM2;DPM3
Reactome:R-HSA-4717406	human	DPM	3	DPM1;DPM2;DPM3
Reactome:R-HSA-4719354	human	DPM	3	DPM1;DPM2;DPM3
Reactome:R-HSA-4719375	human	DPM	3	DPM1;DPM2;DPM3
PMID:25092655	human	EDEM	3	EDEM1;EDEM2;EDEM3
PMID:16920360	human	EIF	3	EIF3E;EIF3G;EIF3J
PMID:17322308	human	EIF	3	EIF3E;EIF3G;EIF3J
PMID:18599441	human	EIF	3	EIF3E;EIF3G;EIF3J
PMID:25849773	human	EIF	3	EIF3E;EIF3G;EIF3J
PMID:18628297	human	EIF	3	EIF3E;EIF3G;EIF3J
Reactome:R-HSA-156808	human	EIF	3	EIF3E;EIF3G;EIF3J
Reactome:R-HSA-156823	human	EIF	3	EIF3E;EIF3G;EIF3J
Reactome:R-HSA-157849	human	EIF	3	EIF3E;EIF3G;EIF3J
Reactome:R-HSA-72619	human	EIF	3	EIF3E;EIF3G;EIF3J
Reactome:R-HSA-72621	human	EIF	3	EIF3E;EIF3G;EIF3J
Reactome:R-HSA-72676	human	EIF	3	EIF3E;EIF3G;EIF3J
Reactome:R-HSA-72691	human	EIF	3	EIF3E;EIF3G;EIF3J
Reactome:R-HSA-72697	human	EIF	3	EIF3E;EIF3G;EIF3J
PMID:10710437	human	ELAVL	3	ELAVL2;ELAVL3;ELAVL4
Reactome:R-HSA-548814	human	ELOVL	3	ELOVL3;ELOVL6;ELOVL7
PMID:40753078	human	EMC	3	EMC1;EMC2;EMC6
PMID:37957425	human	EMC	3	EMC2;EMC3;EMC7
PMID:35287476	human	EMC	3	EMC7;EMC8;EMC9
Reactome:R-HSA-9835411	human	HSPA	3	HSPA1A;HSPA1B;HSPA8
PMID:18203720	human	FBXO	3	FBXO17;FBXO27;FBXO6
PMID:22632967	human	FBXW	3	FBXW2;FBXW4;FBXW5
PMID:34388369	human	SPCS	3	SPCS1;SPCS2;SPCS3
PMID:21360678	human	FKBP	3	FKBP4;FKBP5;FKBP8
Reactome:R-HSA-5618085	human	HSPA	3	HSPA1A;HSPA1B;HSPA8
Reactome:R-HSA-5618110	human	HSPA	3	HSPA1A;HSPA1B;HSPA8
PMID:14676191	human	PARD	3	PARD6A;PARD6B;PARD6G
Reactome:R-HSA-5618098	human	HSPA	3	HSPA1A;HSPA1B;HSPA8
Reactome:R-HSA-5618105	human	HSPA	3	HSPA1A;HSPA1B;HSPA8
PMID:12052864	human	GADD	3	GADD45A;GADD45B;GADD45G
PMID:12716909	human	GADD	3	GADD45A;GADD45B;GADD45G
PMID:9827804	human	GADD	3	GADD45A;GADD45B;GADD45G
PMID:27708256	human	HSPA	3	HSPA1A;HSPA1B;HSPA8
PMID:12150907	human	HSPA	3	HSPA1A;HSPA1B;HSPA8
PMID:24061851	human	HSPA	3	HSPA1A;HSPA1B;HSPA6
PMID:25281747	human	HSPA	3	HSPA1A;HSPA1B;HSPA8
Reactome:R-HSA-3371497	human	HSPA	3	HSPA1A;HSPA1B;HSPA8
Reactome:R-HSA-5618107	human	HSPA	3	HSPA1A;HSPA1B;HSPA8
PMID:14594798	human	HSPB	3	HSPB2;HSPB7;HSPB8
PMID:16034134	human	IL	3	IL10;IL13;IL4
PMID:16482511	human	IL	3	IL15;IL21;IL23R
Reactome:R-HSA-9006870	human	STAT	3	STAT1;STAT3;STAT4
Reactome:R-HSA-9006873	human	STAT	3	STAT1;STAT3;STAT4
PMID:24965446	human	SRP	3	SRP68;SRP72;SRP9
Reactome:R-HSA-8985929	human	STAT	3	STAT1;STAT3;STAT5B
Reactome:R-HSA-8985988	human	STAT	3	STAT1;STAT3;STAT5B
PMID:18694939	human	LPIN	3	LPIN1;LPIN2;LPIN3
Reactome:R-HSA-1483203	human	LPIN	3	LPIN1;LPIN2;LPIN3
Reactome:R-HSA-2453902	human	RDH	3	RDH11;RDH12;RDH5
PMID:20805893	human	LRCH	3	LRCH1;LRCH2;LRCH3
Reactome:R-HSA-8849891	human	LRFN	3	LRFN1;LRFN2;LRFN4
Reactome:R-HSA-8849900	human	LRFN	3	LRFN1;LRFN2;LRFN4
PMID:19681166	human	LRFN	3	LRFN2;LRFN3;LRFN4
PMID:21471202	human	LRP	3	LRP4;LRP5;LRP6
PMID:25732826	human	NAA	3	NAA10;NAA30;NAA40
PMID:19398576	human	NAA	3	NAA30;NAA35;NAA38
PMID:37891180	human	NAA	3	NAA30;NAA35;NAA38
Reactome:R-HSA-6799178	human	NDUFAF	3	NDUFAF3;NDUFAF4;NDUFAF7
Reactome:R-HSA-6800870	human	NDUFS	3	NDUFS1;NDUFS4;NDUFS6
PMID:24344204	human	NDUFS	3	NDUFS1;NDUFS2;NDUFS3
Reactome:R-HSA-6799203	human	NDUFAF	3	NDUFAF3;NDUFAF4;NDUFAF7
PMID:14749350	human	NDUFS	3	NDUFS2;NDUFS7;NDUFS8
PMID:9647766	human	NDUFS	3	NDUFS2;NDUFS3;NDUFS6
PMID:16118205	human	NMNAT	3	NMNAT1;NMNAT2;NMNAT3
PMID:17402747	human	NMNAT	3	NMNAT1;NMNAT2;NMNAT3
PMID:23152917	human	PANK	3	PANK1;PANK2;PANK3
PMID:11257119	human	PARD	3	PARD6A;PARD6B;PARD6G
PMID:11260256	human	PARD	3	PARD6A;PARD6B;PARD6G
Reactome:R-HSA-419981	human	PARD	3	PARD6A;PARD6B;PARD6G
Reactome:R-HSA-380782	human	STAT	3	STAT1;STAT3;STAT5B
PMID:16257970	human	PEX	3	PEX1;PEX26;PEX6
PMID:16314507	human	PEX	3	PEX1;PEX5;PEX6
PMID:16449325	human	PEX	3	PEX1;PEX13;PEX14
PMID:16854980	human	PEX	3	PEX1;PEX26;PEX6
PMID:29884772	human	PEX	3	PEX1;PEX5;PEX6
PMID:35805150	human	PEX	3	PEX1;PEX26;PEX6
PMID:12751901	human	PEX	3	PEX10;PEX12;PEX2
PMID:35768507	human	PEX	3	PEX10;PEX12;PEX2
PMID:18782765	human	PEX	3	PEX11A;PEX11B;PEX19
PMID:19114594	human	PEX	3	PEX11A;PEX16;PEX19
PMID:20826455	human	PEX	3	PEX11A;PEX11B;PEX11G
PMID:10562279	human	PEX	3	PEX12;PEX14;PEX5
PMID:28765278	human	PEX	3	PEX13;PEX14;PEX5
PMID:9653144	human	PEX	3	PEX13;PEX14;PEX5
PMID:12488033	human	PEX	3	PEX14;PEX19;PEX5
PMID:10940933	human	PTPN	3	PTPN11;PTPN22;PTPN6
PMID:20937701	human	RAB	3	RAB1B;RAB9A;RAB9B
PMID:15840657	human	SCAMP	3	SCAMP1;SCAMP2;SCAMP5
PMID:9378760	human	SCAMP	3	SCAMP1;SCAMP2;SCAMP3
Reactome:R-HSA-422051	human	SPCS	3	SPCS1;SPCS2;SPCS3
Reactome:R-HSA-9918795	human	SPCS	3	SPCS1;SPCS2;SPCS3
Reactome:R-HSA-9918871	human	SPCS	3	SPCS1;SPCS2;SPCS3
PMID:18089836	human	SRP	3	SRP19;SRP68;SRP72
PMID:27899666	human	SRP	3	SRP19;SRP68;SRP72
PMID:26966684	human	STAT	3	STAT1;STAT2;STAT3
Reactome:R-HSA-1433456	human	STAT	3	STAT1;STAT3;STAT5B
Reactome:R-HSA-1470009	human	STAT	3	STAT1;STAT3;STAT5B
Reactome:R-HSA-1470010	human	STAT	3	STAT1;STAT3;STAT5B
Reactome:R-HSA-1470012	human	STAT	3	STAT1;STAT3;STAT5B
Reactome:R-HSA-9670412	human	STAT	3	STAT1;STAT3;STAT5B
Reactome:R-HSA-9670416	human	STAT	3	STAT1;STAT3;STAT5B
Reactome:R-HSA-9670417	human	STAT	3	STAT1;STAT3;STAT5B
Reactome:R-HSA-9670426	human	STAT	3	STAT1;STAT3;STAT5B
PMID:26595381	worm	MKS-	3	mks-1;mks-2;mks-6
PMID:12198123	human	TOMM	3	TOMM22;TOMM40;TOMM7
PMID:21453443	human	TRAPPC	3	TRAPPC13;TRAPPC3;TRAPPC8
PMID:15218037	human	VPS	3	VPS28;VPS37B;VPS37D
PMID:22405001	human	VPS	3	VPS37B;VPS37C;VPS37D
PMID:14636577	human	UPF	3	UPF1;UPF2;UPF3A
PMID:15680326	human	UPF	3	UPF1;UPF2;UPF3B
PMID:16452507	human	UPF	3	UPF1;UPF2;UPF3B
PMID:17916692	human	UPF	3	UPF1;UPF2;UPF3A
PMID:18066079	human	UPF	3	UPF1;UPF2;UPF3B
PMID:18369367	human	UPF	3	UPF1;UPF2;UPF3B
PMID:19417104	human	UPF	3	UPF1;UPF2;UPF3B
PMID:19478851	human	UPF	3	UPF1;UPF2;UPF3B
PMID:20930030	human	UPF	3	UPF1;UPF2;UPF3B
PMID:23788676	human	UPF	3	UPF1;UPF2;UPF3B
GO_REF:0000096	mouse	CALM	3	Calm1;Calm2;Calm3
GO_REF:0000119	mouse	CALM	3	Calm1;Calm2;Calm3
PMID:12223552	mouse	CALM	3	Calm1;Calm2;Calm3
PMID:2469574	mouse	CALM	3	Calm1;Calm2;Calm3
PMID:31628181	mouse	CALM	3	Calm1;Calm2;Calm3
GO_REF:0000121	rat	GSTA	3	Gsta1;Gsta2;Gsta4
PMID:22922713	worm	OSM-	3	osm-3;osm-5;osm-6
PMID:26150102	worm	BBS-	3	bbs-4;bbs-5;bbs-9
file:interpro/panther/PTHR11353/PTHR11353-metadata.yaml	yeast	CCT	3	CCT2;CCT4;CCT8
PMID:1732156	worm	DAF-	3	daf-10;daf-16;daf-2
PMID:1732156	worm	OSM-	3	osm-3;osm-5;osm-6
PMID:17189267	worm	HSP-	3	hsp-1;hsp-6;hsp-60
PMID:11381260	worm	DAF-	3	daf-10;daf-16;daf-2
PMID:16916933	worm	DAF-	3	daf-16;daf-2;daf-21
PMID:14668486	worm	HSP-	3	hsp-1;hsp-110;hsp-90
PMID:12435362	worm	GLH-	3	glh-1;glh-2;glh-4
PMID:15280428	worm	HSP-	3	hsp-4;hsp-6;hsp-60
PMID:15238518	worm	PGL-	3	pgl-1;pgl-2;pgl-3
PMID:16823961	yeast	TIM	3	TIM10;TIM22;TIM9
PMID:17892321	yeast	SSA	3	SSA1;SSA2;SSA4
PMID:30358795	yeast	HST	3	HST1;HST2;HST3
PMID:11805837	yeast	SIR	3	SIR2;SIR3;SIR4
PMID:16429126	yeast	HSP	3	HSP26;HSP60;HSP82
PMID:16429126	yeast	SSA	3	SSA1;SSA2;SSA4
PMID:16429126	yeast	SWI	3	SWI1;SWI2;SWI3
PMID:16554755	yeast	SWI	3	SWI1;SWI2;SWI3
PMID:16554755	yeast	SIR	3	SIR2;SIR3;SIR4
