citation	worst_flag	n_flagged_genes	n_unflagged_users	flagged_genes	unflagged_users	example_note
PMID:8999860	MISCITED	1	0	human/PHKG2		Demonstrates in-vitro tau phosphorylation by rabbit skeletal muscle phosphorylase kinase (muscle PHKG1 holoenzyme), not the liver/testis PHKG2 isoform; supports an over-annotated, non-physiological activity for PHKG2.
PMID:18784435	MISCITED	1	0	human/PLCG2		Cached abstract is an expression-profiling Wilms tumor paper and does not establish PLCG2 as a Wnt signaling component; used to remove the Wnt annotation.
PMID:9525984	MISCITED	1	0	human/PMM2		Cited as the IMP source for PMM2 GDP-mannose biosynthetic process, but the paper is about phosphomannose isomerase (PMI/MPI) deficiency / CDG-Ib and mannose therapy - a different enzyme catalyzing F6P<->Man6P and a different gene (MPI). The GO term is still correct for PMM2 and is strongly supported by other references, so the annotation was kept; the citation itself appears mis-attributed. Recomm
PMID:11698403	MISCITED	1	0	human/POFUT1		PubMed-verified, but this is a Drosophila genome bioinformatics survey, not a study of human POFUT1 enzymatic activity. It is a weak/inappropriate basis for a TAS human peptide-O-fucosyltransferase-activity annotation; the same MF term is far better supported by human IDA (PMID:11524432, PMID:9023546, PMID:15653671).
PMID:26514574	MISCITED	1	0	human/PPCDC		PubMed-verified, but this is a yeast (S. cerevisiae) study of the heterotrimeric Hal3/Vhs3/Cab3 PPCDC, not a direct assay of human PPCDC self-interaction. It informs the family-level oligomerization concept only; the human homotrimer (PMID:14501115) is the appropriate support for GO:0042802.
PMID:15929994	MISCITED	1	0	human/PTTG1		PubMed identity and abstract were verified. The paper directly establishes intrinsic disorder but its accessible experimental summary does not establish molecular-function activator activity; direct activation support comes from PMID:11371342 and PMID:23798554.
PMID:19467292	MISCITED	1	0	human/SECISBP2		Abstract-only; DisProt source (DP00420). Characterizes SBP2 as an intrinsically disordered protein with a folded RNA-binding domain. Does NOT support the GO:0003677 DNA binding annotation it is cited for; SBP2's nucleic-acid-binding activity is RNA (SECIS) binding.
Reactome:R-HSA-442660	MISCITED	1	0	human/SLC25A22		Reactome node describes the SLC6 plasma-membrane neurotransmitter transporters, not SLC25A22's mitochondrial glutamate/H+ symport; used to support an over-annotated neurotransmitter-transport term (GO:0006836).
PMID:19116139	MISCITED	1	0	human/SLC25A5		This capsaicin/prohibitin-2 paper is cited (IMP) for ANT2 nucleotide-transport activity and adenine nucleotide transport, but it does not measure ANT2 transport; it supports only a prohibitin-2 co-purification (protein binding).
PMID:2168878	MISCITED	1	0	human/SLC25A5		"Genomic cloning/sequence of the fibroblast (ANT2) gene; no transport assay and no localization experiment, yet cited (TAS) for ""adenine transmembrane transporter activity"" (wrong substrate) and ""plasma membrane"" location."
PMID:8661155	MISCITED	1	0	human/SLC6A8		PubMed-verified as a genomic-organization paper; cited as TAS for muscle contraction (GO:0006936), which it does not directly establish. The muscle-contraction link is an indirect physiological inference, kept as non-core.
PMID:12391145	MISCITED	1	0	human/SPHK2		Basis of the NAS 'small GTPase binding' annotation to SPHK2, but the paper attributes the Ras/MAPK effect to SPHK1 (siRNA against SPK1, not SPK2, blocks it) and never assays SPHK2-GTPase binding. Does not support the SPHK2 annotation.
PMID:18403318	MISCITED	1	0	human/STAR		Primarily a StarD4 (paralog) paper. It names StarD1/STAR only as the reference cholesterol-binding START protein, which supports the STAR cholesterol-binding IDA. Its bile-acid biosynthesis phenotype is a StarD4 property and does not support the STAR bile-acid regulation annotation (flagged over-annotated).
PMID:17520326	MISCITED	1	0	human/TH		"Solid in vitro enzymology of TH oxygen (O2) Km, but it does NOT demonstrate a cellular ""response to hypoxia"" biological process; the GO:0001666 annotation over-interprets the enzyme oxygen-kinetics data."
PMID:9063746	MISCITED	1	0	human/UFD1		Title from UniProt reference list; not cached. Correctly supports the ubiquitin-dependent catabolic-process and developmental/22q11 context, but it is mis-cited for the cysteine-type deubiquitinase activity annotation (UFD1 is not a DUB).
PMID:11278417	MISCITED	1	0	human/UPP2		Studies UPP1 (the first-identified human uridine phosphorylase) and its vimentin association; published in 2001, two years before UPP2 was cloned (Johansson 2003). GOA annotations attributing type III intermediate filament localization (and the NAS cytosol / uridine metabolic process terms) to UPP2 from this paper are very likely a paralog mis-attribution. The general cytosolic-pool statement is n
PMID:1682910	MISCITED	1	0	rat/Arsb		PubMed-verified. Shows methylmercury inhibits rat CNS arylsulfatase activity; used to support GO:0051597 response to methylmercury but the evidence is a toxicology observation, not evidence of Arsb participating in a biological response process.
PMID:2290353	MISCITED	1	0	rat/Arsb		PubMed-verified. Shows age- and diet-dependent changes in hepatic lysosomal enzyme activities (including Arsb) but does not demonstrate that Arsb is a component of a nutrient-response pathway.
PMID:6137211	MISCITED	1	0	rat/Arsb		PubMed-verified. Enzyme-kinetics study of pH dependence of rat liver arylsulphatases; used incorrectly to support GO:0009268 response to pH.
PMID:8037	MISCITED	1	0	rat/Arsb		PubMed-verified. Sanghavi & Koenig 1976 describes arylsulphatase A/B activity ratio changes during hepatic autophagocytosis, with A converted to B by other lysosomal hydrolases active in autophagic vacuoles. The paper shows Arsb is a target/substrate of autophagic processing, not evidence that Arsb has a role in autophagy. Flagged for community adjudication under geneontology/go-annotation issue 6
file:yeast/NIT1/NIT1-deep-research-falcon.md	MISCITED	1	0	yeast/NIT1		Genuine late falcon artifact, retained for provenance. Its central functional claim for YIL164C is a paralog mis-attribution (it copies the NIT2/YJL126W dGSH-amidase characterization onto YIL164C); NOT used to support any functional annotation here. Flagged as a cautionary example of nitrilase-family over-annotation via name confusion.
