# UniProtKB entries with a CARD cross-reference (snapshot for the annotation-gain report).
# Source: https://rest.uniprot.org/uniprotkb/stream?query=database:card  fields=accession,xref_card,go_id
# Fetched: 2026-06-12
Entry	CARD	Gene Ontology IDs
Q5WJ42	ARO:3002816;	GO:0005737; GO:0016433; GO:0019843; GO:0030488; GO:0046677; GO:0046872; GO:0051539; GO:0070475
Q6GUL7	ARO:3002284;	GO:0008800; GO:0017001; GO:0042597; GO:0046677; GO:0046872
Q6SYX6	ARO:3001795;	GO:0005886; GO:0008658; GO:0008800; GO:0017001; GO:0046677; GO:0071555
Q6W7F0	ARO:3006957;	GO:0008800; GO:0030655; GO:0046677
Q7ATH7	ARO:3002597;	GO:0005524; GO:0005737; GO:0016410; GO:0034071; GO:0046677
Q7M0R2	ARO:3000862;	GO:0008649; GO:0046677
Q81EF2	ARO:3000172;	GO:0000287; GO:0005737; GO:0016765; GO:0046677
Q81W73	ARO:3005100;	GO:0000287; GO:0005737; GO:0016765; GO:0046677
Q8EIK2	ARO:3001812;	GO:0005886; GO:0008658; GO:0008800; GO:0017001; GO:0046677; GO:0071555
Q8G9Q0	ARO:3003793;	GO:0008270; GO:0008800; GO:0017001; GO:0042597; GO:0046677
Q8KHH8	ARO:3006919;	GO:0008270; GO:0008800; GO:0017001; GO:0042597; GO:0046677
Q8KI62	ARO:3006912;	GO:0008270; GO:0008800; GO:0017001; GO:0042597; GO:0046677
Q93A44	ARO:3002971;	GO:0005829; GO:0005886; GO:0008784; GO:0016747; GO:0030170; GO:0030632; GO:0046677
Q93A46	ARO:3002907;	GO:0005524; GO:0005829; GO:0008360; GO:0008716; GO:0009252; GO:0046872; GO:0071555
Q93LM8	ARO:3001092;	GO:0008800; GO:0030655; GO:0046677
Q9HUH5	ARO:3004038;	GO:0005886; GO:0015199; GO:0015220; GO:0015297; GO:0015871; GO:0031460; GO:0055085; GO:1990961
Q9I3Y3	ARO:3004077;	GO:0005886; GO:0006811; GO:0015297; GO:0016020; GO:0042910; GO:0046677; GO:0098567
Q9KJA7	ARO:3005556;	GO:0008270; GO:0008800; GO:0017001; GO:0042597; GO:0046677
Q9KJA8	ARO:3005555;	GO:0008270; GO:0008800; GO:0017001; GO:0042597; GO:0046677
Q9KJA9	ARO:3005553;	GO:0008270; GO:0008800; GO:0017001; GO:0042597; GO:0046677
Q9KJT3	ARO:3002933;	GO:0000155; GO:0004721; GO:0005524; GO:0005886; GO:0016036; GO:0046677; GO:0046872; GO:0071555
Q9R976	ARO:3001414;	GO:0005886; GO:0008658; GO:0008800; GO:0017001; GO:0046677; GO:0071555
Q9RB01	ARO:3005533;	GO:0008270; GO:0008800; GO:0017001; GO:0042597; GO:0046677
Q9RBW7	ARO:3002570;	GO:0046677; GO:0047663
Q9S1M6	ARO:3004592;	GO:0046872; GO:0052912; GO:0070475
Q9S424	ARO:3001072;	GO:0008800; GO:0030655; GO:0046677
Q9WW32	ARO:3000816;	GO:0003700; GO:0006351; GO:0043565
Q9XBN7	ARO:3005543;	GO:0008270; GO:0008800; GO:0017001; GO:0042597; GO:0046677
V5KW92	ARO:3002913;	GO:0005524; GO:0005829; GO:0008360; GO:0008716; GO:0009252; GO:0046872; GO:0071555
V5ZEZ1	ARO:3004599;	GO:0005737; GO:0016433; GO:0019843; GO:0030488; GO:0046677; GO:0046872; GO:0051539; GO:0070475
A0A009PJF4	ARO:3006417;	GO:0008800; GO:0017001; GO:0030288; GO:0046677
A0A009SFJ7	ARO:3006336;	GO:0008800; GO:0017001; GO:0030288; GO:0046677
A0A023PYF0	ARO:3002006;	GO:0008800; GO:0030655; GO:0046677
A0A023PZG3	ARO:3002002;	GO:0008800; GO:0030655; GO:0046677
A0A023VWS7	ARO:3002009;	GO:0008800; GO:0030655; GO:0046677
A0A024FRL9	ARO:3002362;	GO:0008800; GO:0042597; GO:0046677; GO:0046872
A0A059PYQ6	ARO:3002309;	GO:0008800; GO:0017001; GO:0042597; GO:0046677; GO:0046872
A0A059SPX4	ARO:3002120;	GO:0008800; GO:0017001; GO:0030288; GO:0046677
A0A059ZDI2	ARO:3004634;	GO:0008800; GO:0017001; GO:0030288; GO:0046677
A0A062IQ58	ARO:3006328;	GO:0008800; GO:0017001; GO:0030288; GO:0046677
A0A068EQ40	ARO:3007650;	GO:0008800; GO:0017001; GO:0030288; GO:0046677
A0A068ZXW8	ARO:3006905;	GO:0005886; GO:0008658; GO:0008800; GO:0017001; GO:0046677; GO:0071555
A0A071KV37	ARO:3005122;	GO:0008800; GO:0017001; GO:0030288; GO:0046677
A0A072F0N7	ARO:3003174;	GO:0008800; GO:0030655; GO:0046677
A0A075MBC8	ARO:3001387;	GO:0008800; GO:0030655; GO:0046677
A0A075W5E2	ARO:3001606;	GO:0008658; GO:0008800; GO:0017001; GO:0046677
A0A075X1C7	ARO:3002329;	GO:0008800; GO:0030655; GO:0046677
A0A076UB44	ARO:3002579;	GO:0046677; GO:0047663
A0A076ZG56	ARO:3002926;	GO:0000156; GO:0000976; GO:0005829; GO:0006351; GO:0006355; GO:0032993
A0A077EG89	ARO:3000579;	GO:0008270; GO:0008800; GO:0017001; GO:0042597; GO:0046677
A0A077EQK9	ARO:3001982;	GO:0008800; GO:0030655; GO:0046677
A0A077JMT3	ARO:3003167;	GO:0008800; GO:0030655; GO:0046677
A0A077KT80	ARO:3002008;	GO:0008800; GO:0030655; GO:0046677
A0A077LCP2	ARO:3003184;	GO:0008800; GO:0030655; GO:0046677
A0A077RJG5	ARO:3003971;	GO:0000179; GO:0003723; GO:0005829; GO:0052910
A0A078QSW3	ARO:3003096;	GO:0008800; GO:0030655; GO:0046677
A0A088DHN5	ARO:3006439;	GO:0008800; GO:0017001; GO:0030288; GO:0046677
A0A088DJ21	ARO:3002254;	GO:0008800; GO:0030655; GO:0046677
A0A088DK81	ARO:3003175;	GO:0008800; GO:0030655; GO:0046677
A0A090MI15	ARO:3003603;	GO:0005886; GO:0008658; GO:0008800; GO:0046677; GO:0071555
A0A096AVA8	ARO:3002255;	GO:0008800; GO:0030655; GO:0046677
A0A096XUA5	ARO:3002937;	GO:0000155; GO:0004721; GO:0005524; GO:0005886; GO:0016036
A0A096ZH67	ARO:3003177;	GO:0008800; GO:0030655; GO:0046677
A0A097A289	ARO:3003157;	GO:0008800; GO:0030655; GO:0046677
A0A097BQV9	ARO:3003163;	GO:0008800; GO:0030655; GO:0046677
A0A097BQW2	ARO:3003165;	GO:0008800; GO:0030655; GO:0046677
A0A097BQW5	ARO:3003164;	GO:0008800; GO:0030655; GO:0046677
A0A097BQY7	ARO:3003153;	GO:0008800; GO:0030655; GO:0046677
A0A097BQZ8	ARO:3003152;	GO:0008800; GO:0030655; GO:0046677
A0A097J9F4	ARO:3001818;	GO:0008800; GO:0017001; GO:0030288; GO:0046677
A0A097J9F6	ARO:3001849;	GO:0008800; GO:0017001; GO:0030288; GO:0046677
A0A097J9F8	ARO:3002124;	GO:0008800; GO:0017001; GO:0030288; GO:0046677
A0A097J9F9	ARO:3001850;	GO:0008800; GO:0017001; GO:0030288; GO:0046677
A0A097J9G0	ARO:3002123;	GO:0008800; GO:0017001; GO:0030288; GO:0046677
A0A097J9G2	ARO:3002149;	GO:0008800; GO:0017001; GO:0030288; GO:0046677
A0A097J9G3	ARO:3002129;	GO:0008800; GO:0017001; GO:0030288; GO:0046677
A0A097J9G4	ARO:3001584;	GO:0005886; GO:0008658; GO:0008800; GO:0046677; GO:0071555
A0A097J9G5	ARO:3002130;	GO:0008800; GO:0017001; GO:0030288; GO:0046677
A0A097J9G6	ARO:3002125;	GO:0008800; GO:0017001; GO:0030288; GO:0046677
A0A097J9G8	ARO:3001851;	GO:0008800; GO:0017001; GO:0030288; GO:0046677
A0A097J9H0	ARO:3002180;	GO:0008800; GO:0017001; GO:0030288; GO:0046677
A0A097J9H1	ARO:3002148;	GO:0008800; GO:0017001; GO:0030288; GO:0046677
A0A097J9H3	ARO:3002151;	GO:0008800; GO:0017001; GO:0030288; GO:0046677
A0A097J9H5	ARO:3002147;	GO:0008800; GO:0017001; GO:0030288; GO:0046677
A0A097J9H7	ARO:3002153;	GO:0008800; GO:0017001; GO:0030288; GO:0046677
A0A097J9H8	ARO:3002146;	GO:0008800; GO:0017001; GO:0030288; GO:0046677
A0A097J9I0	ARO:3002239;	GO:0008270; GO:0008800; GO:0017001; GO:0042597; GO:0046677
A0A097J9I2	ARO:3001853;	GO:0008800; GO:0017001; GO:0030288; GO:0046677
A0A097J9I3	ARO:3002175;	GO:0008800; GO:0017001; GO:0030288; GO:0046677
A0A097J9I4	ARO:3002178;	GO:0008800; GO:0017001; GO:0030288; GO:0046677
A0A097J9I5	ARO:3001583;	GO:0005886; GO:0008658; GO:0008800; GO:0017001; GO:0046677; GO:0071555
A0A097J9I6	ARO:3002126;	GO:0008800; GO:0017001; GO:0030288; GO:0046677
A0A097J9I8	ARO:3002177;	GO:0008800; GO:0017001; GO:0030288; GO:0046677
A0A097J9J2	ARO:3002128;	GO:0008800; GO:0017001; GO:0030288; GO:0046677
A0A097J9J7	ARO:3002150;	GO:0008800; GO:0017001; GO:0030288; GO:0046677
A0A097J9L3	ARO:3002179;	GO:0008800; GO:0017001; GO:0030288; GO:0046677
A0A097KV69	ARO:3003166;	GO:0008800; GO:0030655; GO:0046677
A0A097ZI43	ARO:3001855;	GO:0008800; GO:0017001; GO:0030288; GO:0046677
A0A099PQD6	ARO:3004580;	GO:0005886; GO:0015199; GO:0015220; GO:0015297; GO:0031460; GO:1903711; GO:1990961
A0A0A0Q7X6	ARO:3005157;	GO:0008800; GO:0017001; GO:0030288; GO:0046677
A0A0A0Q7X8	ARO:3006827;	GO:0008800; GO:0017001; GO:0030288; GO:0046677
A0A0A0Q7Y0	ARO:3005129;	GO:0008800; GO:0017001; GO:0030288; GO:0046677
A0A0A0Q7Y1	ARO:3005140;	GO:0008800; GO:0017001; GO:0030288; GO:0046677
A0A0A0Q7Y3	ARO:3005144;	GO:0008800; GO:0017001; GO:0030288; GO:0046677
A0A0A0Q7Y5	ARO:3005126;	GO:0008800; GO:0017001; GO:0030288; GO:0046677
A0A0A0Q7Y7	ARO:3006846;	GO:0008800; GO:0017001; GO:0030288; GO:0046677
A0A0A0Q7Z1	ARO:3006260;	GO:0008800; GO:0017001; GO:0030288; GO:0046677
A0A0A0Q7Z4	ARO:3004745;	GO:0008800; GO:0017001; GO:0030288; GO:0046677
A0A0A0Q7Z6	ARO:3006258;	GO:0008800; GO:0017001; GO:0030288; GO:0046677
A0A0A0Q8J6	ARO:3006750;	GO:0008800; GO:0017001; GO:0030288; GO:0046677
A0A0A0Q8J8	ARO:3005134;	GO:0008800; GO:0017001; GO:0030288; GO:0046677
A0A0A0Q8J9	ARO:3005148;	GO:0008800; GO:0017001; GO:0030288; GO:0046677
A0A0A0Q8K1	ARO:3005151;	GO:0008800; GO:0017001; GO:0030288; GO:0046677
A0A0A0Q8K2	ARO:3006843;	GO:0008800; GO:0017001; GO:0030288; GO:0046677
A0A0A0Q8K3	ARO:3005124;	GO:0008800; GO:0017001; GO:0030288; GO:0046677
A0A0A0Q8L0	ARO:3007962;	GO:0008800; GO:0017001; GO:0030288; GO:0046677
A0A0A0Q8L1	ARO:3006244;	GO:0008800; GO:0017001; GO:0030288; GO:0046677
A0A0A0Q8L4	ARO:3006239;	GO:0008800; GO:0017001; GO:0030288; GO:0046677
A0A0A0Q8L6	ARO:3007910;	GO:0008800; GO:0017001; GO:0030288; GO:0046677
A0A0A0Q8P2	ARO:3006769;	GO:0008800; GO:0017001; GO:0030288; GO:0046677
A0A0A0Q8P5	ARO:3005145;	GO:0008800; GO:0017001; GO:0030288; GO:0046677
A0A0A0Q8P6	ARO:3005147;	GO:0008800; GO:0017001; GO:0030288; GO:0046677
A0A0A0Q8Q0	ARO:3005039;	GO:0008800; GO:0017001; GO:0030288; GO:0046677
A0A0A0Q8Q2	ARO:3006844;	GO:0008800; GO:0017001; GO:0030288; GO:0046677
A0A0A0Q8Q4	ARO:3005038;	GO:0008800; GO:0017001; GO:0030288; GO:0046677
A0A0A0Q8Q6	ARO:3005123;	GO:0008800; GO:0017001; GO:0030288; GO:0046677
A0A0A0Q9I8	ARO:3006670;	GO:0008800; GO:0017001; GO:0030288; GO:0046677
A0A0A0Q9I9	ARO:3006740;	GO:0008800; GO:0017001; GO:0030288; GO:0046677
A0A0A0Q9J0	ARO:3006789;	GO:0008800; GO:0017001; GO:0030288; GO:0046677
A0A0A0Q9J1	ARO:3005128;	GO:0008800; GO:0046677
A0A0A0Q9J2	ARO:3005141;	GO:0008800; GO:0017001; GO:0030288; GO:0046677
A0A0A0Q9J3	ARO:3005125;	GO:0008800; GO:0017001; GO:0030288; GO:0046677
A0A0A0Q9J4	ARO:3005133;	GO:0008800; GO:0017001; GO:0030288; GO:0046677
A0A0A0Q9J5	ARO:3005139;	GO:0008800; GO:0017001; GO:0030288; GO:0046677
A0A0A0Q9J6	ARO:3005152;	GO:0008800; GO:0017001; GO:0030288; GO:0046677
A0A0A0Q9K4	ARO:3006268;	GO:0008800; GO:0017001; GO:0030288; GO:0046677
A0A0A0QAU4	ARO:3005142;	GO:0008800; GO:0017001; GO:0030288; GO:0046677
A0A0A0QAU6	ARO:3005146;	GO:0008800; GO:0017001; GO:0030288; GO:0046677
A0A0A0QAU9	ARO:3005135;	GO:0008800; GO:0017001; GO:0030288; GO:0046677
A0A0A0QAV2	ARO:3005137;	GO:0008800; GO:0017001; GO:0030288; GO:0046677
A0A0A0QAV3	ARO:3006845;	GO:0008800; GO:0017001; GO:0030288; GO:0046677
A0A0A0QAV6	ARO:3005153;	GO:0008800; GO:0017001; GO:0030288; GO:0046677
A0A0A0QAW0	ARO:3006250;	GO:0008800; GO:0017001; GO:0030288; GO:0046677
A0A0A0QAW4	ARO:3007929;	GO:0008800; GO:0017001; GO:0030288; GO:0046677
A0A0A0QAW5	ARO:3006237;	GO:0008800; GO:0017001; GO:0030288; GO:0046677
A0A0A0QAX0	ARO:3007909;	GO:0008800; GO:0017001; GO:0030288; GO:0046677
A0A0A0QAX2	ARO:3008092;	GO:0008800; GO:0017001; GO:0030288; GO:0046677
A0A0A0QAX5	ARO:3006267;	GO:0008800; GO:0017001; GO:0030288; GO:0046677
A0A0A0VDI5	ARO:3003158;	GO:0008800; GO:0030655; GO:0046677
A0A0A1C3V8	ARO:3003180;	GO:0008800; GO:0030655; GO:0046677
A0A0A1ECK6	ARO:3003194;	GO:0008800; GO:0017001; GO:0042597; GO:0046677; GO:0046872
A0A0A1EG05	ARO:3003160;	GO:0005886; GO:0008658; GO:0008800; GO:0046677; GO:0071555
A0A0A1EII8	ARO:3003161;	GO:0005886; GO:0008658; GO:0008800; GO:0046677; GO:0071555
A0A0A1I7H3	ARO:3001854;	GO:0008800; GO:0017001; GO:0030288; GO:0046677
A0A0A1IQU5	ARO:3003173;	GO:0008800; GO:0017001; GO:0030288; GO:0046677
A0A0A1IR40	ARO:3001137;ARO:3003154;	GO:0008800; GO:0030655; GO:0046677
A0A0A1ISX2	ARO:3003155;	GO:0008800; GO:0030655; GO:0046677
A0A0A7ERS0	ARO:3003142;	GO:0008800; GO:0030655; GO:0046677
A0A0A7KS89	ARO:3003129;	GO:0008800; GO:0017001; GO:0030288; GO:0046677
A0A0A8J940	ARO:3003182;	GO:0008800; GO:0017001; GO:0042597; GO:0046677; GO:0046872
A0A0A8KYK8	ARO:3001559;	GO:0005886; GO:0008658; GO:0008800; GO:0046677; GO:0071555
A0A0A8LE36	ARO:3002165;	GO:0008800; GO:0017001; GO:0030288; GO:0046677
A0A0A8P164	ARO:3003140;	GO:0008800; GO:0017001; GO:0030288; GO:0046677
A0A0A8P2Z6	ARO:3003145;	GO:0008800; GO:0030655; GO:0046677
A0A0A8P352	ARO:3003141;	GO:0008800; GO:0017001; GO:0030288; GO:0046677
A0A0A8P3D2	ARO:3003139;	GO:0008800; GO:0017001; GO:0030288; GO:0046677
A0A0B4R7I2	ARO:3006130;	GO:0008800; GO:0030655; GO:0046677
A0A0B5H8I5	ARO:3001788;	GO:0005886; GO:0008658; GO:0008800; GO:0017001; GO:0046677; GO:0071555
A0A0B5JWQ1	ARO:3003171;	GO:0008800; GO:0017001; GO:0030288; GO:0046677
A0A0B5WM19	ARO:3002118;	GO:0008800; GO:0017001; GO:0030288; GO:0046677
A0A0B5WYI7	ARO:3003146;	GO:0008800; GO:0030655; GO:0046677
A0A0B6VPP7	ARO:3003204;	GO:0008800; GO:0030655; GO:0046677
A0A0C5B3E1	ARO:3002377;	GO:0008800; GO:0030655; GO:0046677
A0A0C5BXY6	ARO:3001391;	GO:0008800; GO:0030655; GO:0046677
A0A0C5C1Y4	ARO:3002170;	GO:0008800; GO:0017001; GO:0030288; GO:0046677
A0A0C5C1Y7	ARO:3001364;	GO:0008800; GO:0030655; GO:0046677
A0A0C5C1Z0	ARO:3003156;	GO:0008800; GO:0030655; GO:0046677
A0A0C5C5N2	ARO:3001350;	GO:0008800; GO:0030655; GO:0046677
A0A0C5C5N5	ARO:3003168;	GO:0008800; GO:0030655; GO:0046677
A0A0C5CHB2	ARO:3001553;	GO:0005886; GO:0008658; GO:0008800; GO:0046677; GO:0071555
A0A0C5CHB6	ARO:3002141;	GO:0008800; GO:0017001; GO:0030288; GO:0046677
A0A0C5DGA3	ARO:3005006;	GO:0005886; GO:0012505; GO:0022857
A0A0C5H135	ARO:3003183;	GO:0008800; GO:0017001; GO:0042597; GO:0046677; GO:0046872
A0A0C5KH21	ARO:3003179;	GO:0008800; GO:0017001; GO:0042597; GO:0046677; GO:0046872
A0A0C5L1Y2	ARO:3003181;	GO:0008800; GO:0030655; GO:0046677
A0A0C5L398	ARO:3003715;	GO:0008270; GO:0008800; GO:0017001; GO:0042597; GO:0046677
A0A0C5LBU8	ARO:3003719;	GO:0008658; GO:0008800; GO:0017001; GO:0046677
A0A0C5PJR0	ARO:3002221;	GO:0008270; GO:0008800; GO:0017001; GO:0042597; GO:0046677
A0A0C6P426	ARO:3008082;	GO:0008800; GO:0030655; GO:0046677
A0A0C7AUD6	ARO:3000876;	GO:0008800; GO:0030655; GO:0046677
A0A0D0F642	ARO:3006942;	GO:0008800; GO:0030655; GO:0046677
A0A0D4D4Q6	ARO:3003162;	GO:0005886; GO:0008658; GO:0008800; GO:0046677; GO:0071555
A0A0D4L6Q1	ARO:3003169;	GO:0008800; GO:0030655; GO:0046677
A0A0D5CRP3	ARO:3002201;	GO:0008270; GO:0008800; GO:0017001; GO:0042597; GO:0046677
A0A0D5ZYE7	ARO:3002680;	GO:0008811; GO:0046677
A0A0D5ZYH1	ARO:3003600;	GO:0008658; GO:0008800; GO:0017001; GO:0046677
A0A0D5ZZW5	ARO:3003659;	GO:0008270; GO:0008800; GO:0017001; GO:0042597; GO:0046677
A0A0D6A0M4	ARO:3000891;	GO:0008800; GO:0030655; GO:0046677
A0A0E1JNJ7	ARO:3003886;	GO:0008800; GO:0017001; GO:0030288; GO:0046677
A0A0E2AT12	ARO:3003559;	GO:0008800; GO:0030655; GO:0046677
A0A0E3JSK4	ARO:3000905;	GO:0008800; GO:0030655; GO:0046677
A0A0E3M167	ARO:3003654;	GO:0008800; GO:0017001; GO:0030288; GO:0046677
A0A0E3UVG0	ARO:3000883;	GO:0008800; GO:0030655; GO:0046677
A0A0E3Z7K1	ARO:3006854;	GO:0008800; GO:0017001; GO:0030288; GO:0046677
A0A0E3ZB52	ARO:3002315;	GO:0008800; GO:0030655; GO:0046677
A0A0E4HMD5	ARO:3003884;	GO:0008800; GO:0017001; GO:0030288; GO:0046677
A0A0F1AFK7	ARO:3006245;	GO:0008800; GO:0017001; GO:0030288; GO:0046677
A0A0F6SYM7	ARO:3003640;	GO:0005886; GO:0008658; GO:0008800; GO:0046677; GO:0071555
A0A0F6ZMW7	ARO:3003638;	GO:0005886; GO:0008658; GO:0008800; GO:0046677; GO:0071555
A0A0F6ZNP0	ARO:3003663;	GO:0008800; GO:0042597; GO:0046677
A0A0F6ZQD8	ARO:3003639;	GO:0005886; GO:0008658; GO:0008800; GO:0046677; GO:0071555
A0A0F7CSX9	ARO:3003170;	GO:0008800; GO:0017001; GO:0030288; GO:0046677
A0A0F7NPZ6	ARO:3001607;	GO:0005886; GO:0008658; GO:0008800; GO:0017001; GO:0046677; GO:0071555
A0A0F7VH92	ARO:3003650;	GO:0008800; GO:0030655; GO:0046677
A0A0G2UH54	ARO:3003605;	GO:0005886; GO:0008658; GO:0008800; GO:0046677; GO:0071555
A0A0G2UH62	ARO:3003616;	GO:0005886; GO:0008658; GO:0008800; GO:0046677; GO:0071555
A0A0G2UIK8	ARO:3003604;	GO:0005886; GO:0008658; GO:0008800; GO:0046677; GO:0071555
A0A0G2UIL3	ARO:3003606;	GO:0005886; GO:0008658; GO:0008800; GO:0046677; GO:0071555
A0A0G2UIL6	ARO:3003609;	GO:0005886; GO:0008658; GO:0008800; GO:0046677; GO:0071555
A0A0G2UMJ4	ARO:3003602;	GO:0005886; GO:0008658; GO:0008800; GO:0046677; GO:0071555
A0A0G2UMK3	ARO:3003608;	GO:0005886; GO:0008658; GO:0008800; GO:0046677; GO:0071555
A0A0G2UPT5	ARO:3003607;	GO:0005886; GO:0008658; GO:0008800; GO:0046677; GO:0071555
A0A0G2UPT9	ARO:3003617;	GO:0005886; GO:0008658; GO:0008800; GO:0046677; GO:0071555
A0A0G3AY79	ARO:3002274;	GO:0008800; GO:0017001; GO:0042597; GO:0046677; GO:0046872
A0A0G3FCZ3	ARO:3005528;	GO:0008270; GO:0008800; GO:0017001; GO:0042597; GO:0046677
A0A0G3ICX4	ARO:3003591;	GO:0008800; GO:0030655; GO:0046677
A0A0G4CR63	ARO:3004823;	GO:0008270; GO:0008800; GO:0017001; GO:0042597; GO:0046677
A0A0H2VTA2	ARO:3007509;	GO:0005886; GO:0015721; GO:0022857; GO:0046677; GO:0140330
A0A0H2ZG46	ARO:3006709;	GO:0008800; GO:0017001; GO:0030288; GO:0046677
A0A0H3AC56	ARO:3002705;	GO:0005886; GO:0042910; GO:1990961
A0A0H3FNF0	ARO:3009036;	GO:0008800; GO:0030655; GO:0046677
A0A0H3G6K4	ARO:3003772;	GO:0005886; GO:0006629; GO:0046677; GO:0050071; GO:0055091
A0A0H3GD95	ARO:3003770;	GO:0005886; GO:0006629; GO:0046677; GO:0050071; GO:0055091
A0A0H3KN52	ARO:3008997;	GO:0008800; GO:0030655; GO:0046677
A0A0H3U8X1	ARO:3001558;	GO:0005886; GO:0008658; GO:0008800; GO:0046677; GO:0071555
A0A0H3UAN3	ARO:3002191;	GO:0008800; GO:0017001; GO:0030288; GO:0046677
A0A0H3W1A1	ARO:3003138;	GO:0008800; GO:0017001; GO:0030288; GO:0046677
A0A0H3WBB3	ARO:3003594;	GO:0005886; GO:0008658; GO:0008800; GO:0017001; GO:0046677; GO:0071555
A0A0H3YDB2	ARO:3002578;	GO:0046677; GO:0047663
A0A0H3YDR5	ARO:3003842;	GO:0008270; GO:0008800; GO:0017001; GO:0042597; GO:0046677
A0A0H3YFT0	ARO:3002027;	GO:0008800; GO:0017001; GO:0030288; GO:0046677
A0A0H4IQK7	ARO:3003130;	GO:0008800; GO:0017001; GO:0030288; GO:0046677
A0A0H4IQL2	ARO:3003135;	GO:0008800; GO:0017001; GO:0030288; GO:0046677
A0A0H4IRB8	ARO:3003133;	GO:0008800; GO:0017001; GO:0030288; GO:0046677
A0A0H4IS07	ARO:3006209;	GO:0008800; GO:0030655; GO:0046677
A0A0H4IS11	ARO:3003647;	GO:0008800; GO:0030655; GO:0046677
A0A0H4IUK3	ARO:3003657;	GO:0008270; GO:0008800; GO:0017001; GO:0042597; GO:0046677
A0A0H4IV32	ARO:3003132;	GO:0008800; GO:0017001; GO:0030288; GO:0046677
A0A0H4IV36	ARO:3003137;	GO:0008800; GO:0017001; GO:0030288; GO:0046677
A0A0H4IVL0	ARO:3006208;	GO:0008800; GO:0030655; GO:0046677
A0A0H4IVL4	ARO:3003646;	GO:0008800; GO:0030655; GO:0046677
A0A0H4J4C1	ARO:3003136;	GO:0008800; GO:0017001; GO:0030288; GO:0046677
A0A0H4M7F9	ARO:3004778;	GO:0008800; GO:0017001; GO:0030288; GO:0046677
A0A0H4TDC5	ARO:3004496;	GO:0008800; GO:0030655; GO:0046677
A0A0H4UNL6	ARO:3003882;	GO:0008800; GO:0017001; GO:0030288; GO:0046677
A0A0H5PWD1	ARO:3007014;	GO:0005886; GO:0015199; GO:0015220; GO:0015297; GO:0031460
A0A0I9QPR6	ARO:3005577;	GO:0008800; GO:0030655; GO:0046677
A0A0I9QPR9	ARO:3005563;	GO:0008800; GO:0030655; GO:0046677
A0A0I9QPS2	ARO:3005570;	GO:0008800; GO:0030655; GO:0046677
A0A0I9QPS5	ARO:3005564;	GO:0008800; GO:0030655; GO:0046677
A0A0I9QPZ9	ARO:3005573;	GO:0008800; GO:0030655; GO:0046677
A0A0I9QQ02	ARO:3005569;	GO:0008800; GO:0030655; GO:0046677
A0A0I9QQ12	ARO:3005568;	GO:0008800; GO:0030655; GO:0046677
A0A0I9QQ17	ARO:3005572;	GO:0008800; GO:0030655; GO:0046677
A0A0I9QQ20	ARO:3005560;	GO:0008800; GO:0030655; GO:0046677
A0A0I9QQQ3	ARO:3005575;	GO:0008800; GO:0030655; GO:0046677
A0A0I9QQQ6	ARO:3005567;	GO:0008800; GO:0030655; GO:0046677
A0A0I9QQQ8	ARO:3005571;	GO:0008800; GO:0030655; GO:0046677
A0A0I9QQR1	ARO:3005565;	GO:0008800; GO:0030655; GO:0046677
A0A0I9RJ70	ARO:3005574;	GO:0008800; GO:0030655; GO:0046677
A0A0I9RJ73	ARO:3005562;	GO:0008800; GO:0030655; GO:0046677
A0A0J1A146	ARO:3006410;	GO:0008800; GO:0017001; GO:0030288; GO:0046677
A0A0J1AAD7	ARO:3000777;	GO:0005886; GO:0009636; GO:0015562; GO:0042910
A0A0K0N3Q4	ARO:3001786;	GO:0005886; GO:0008658; GO:0008800; GO:0017001; GO:0046677; GO:0071555
A0A0K0QVD0	ARO:3004341;	GO:0008800; GO:0017001; GO:0030288; GO:0046677
A0A0K0QVE0	ARO:3004351;	GO:0008800; GO:0017001; GO:0030288; GO:0046677
A0A0K0QVE3	ARO:3004355;	GO:0008800; GO:0017001; GO:0030288; GO:0046677
A0A0K0QVH0	ARO:3004354;	GO:0008800; GO:0017001; GO:0030288; GO:0046677
A0A0K0QVH6	ARO:3004352;	GO:0008800; GO:0017001; GO:0030288; GO:0046677
A0A0K0QW72	ARO:3004353;	GO:0008800; GO:0017001; GO:0030288; GO:0046677
A0A0K0TQH4	ARO:3003596;	GO:0005886; GO:0008658; GO:0008800; GO:0046677; GO:0071555
A0A0K0TQH5	ARO:3003649;	GO:0008800; GO:0030655; GO:0046677
A0A0K0TQH6	ARO:3003595;	GO:0005886; GO:0008658; GO:0008800; GO:0017001; GO:0046677; GO:0071555
A0A0K0TQJ3	ARO:3003648;	GO:0008800; GO:0030655; GO:0046677
A0A0K0WRK7	ARO:3005595;	GO:0008800; GO:0030655; GO:0046677
A0A0K0Y0Z1	ARO:3003655;	GO:0008800; GO:0017001; GO:0030288; GO:0046677
A0A0K1Z4Y7	ARO:3003652;	GO:0008800; GO:0017001; GO:0030288; GO:0046677
A0A0K1Z513	ARO:3003653;	GO:0008800; GO:0017001; GO:0030288; GO:0046677
A0A0K1Z5K4	ARO:3003664;	GO:0008800; GO:0017001; GO:0042597; GO:0046677; GO:0046872
A0A0K2B0L6	ARO:3004605;	GO:0000179; GO:0003723; GO:0005829
A0A0K2B0W1	ARO:3001303;	GO:0000179; GO:0003723; GO:0005829; GO:0052910
