# UniProt allergen registry (keyword KW-0020, reviewed); release 2026_02; query: keyword:KW-0020 AND reviewed:true
who_iuis_name	allergen_molecule	accession	species_code	gene	organism	taxon_id	fetch_command
Ole e 2	Ole e 2	A4GDU3	OLEEU		Olea europaea (Common olive)	4146	uv run ai-gene-review fetch-gene OLEEU A4GDU3 -u A4GDU3
Ole e 2	Ole e 2	A4GE42	OLEEU		Olea europaea (Common olive)	4146	uv run ai-gene-review fetch-gene OLEEU A4GE42 -u A4GE42
Ole e 2	Ole e 2	A4GE49	OLEEU		Olea europaea (Common olive)	4146	uv run ai-gene-review fetch-gene OLEEU A4GE49 -u A4GE49
Ole e 2	Ole e 2	A4GFB7	OLEEU		Olea europaea (Common olive)	4146	uv run ai-gene-review fetch-gene OLEEU A4GFB7 -u A4GFB7
Ole e 2	Ole e 2	A4GFB9	OLEEU		Olea europaea (Common olive)	4146	uv run ai-gene-review fetch-gene OLEEU A4GFB9 -u A4GFB9
Ole e 2	Ole e 2	A4GFC0	OLEEU		Olea europaea (Common olive)	4146	uv run ai-gene-review fetch-gene OLEEU A4GFC0 -u A4GFC0
Ole e 2	Ole e 2	A4GFC4	OLEEU		Olea europaea (Common olive)	4146	uv run ai-gene-review fetch-gene OLEEU A4GFC4 -u A4GFC4
Ole e 2	Ole e 2	A4KA53	OLEEU		Olea europaea (Common olive)	4146	uv run ai-gene-review fetch-gene OLEEU A4KA53 -u A4KA53
Ole e 2	Ole e 2	P0DKD5	OLEEU		Olea europaea (Common olive)	4146	uv run ai-gene-review fetch-gene OLEEU P0DKD5 -u P0DKD5
Ole e 2	Ole e 2	P0DKD7	OLEEU		Olea europaea (Common olive)	4146	uv run ai-gene-review fetch-gene OLEEU P0DKD7 -u P0DKD7
Ole e 2	Ole e 2	P0DKE8	OLEEU		Olea europaea (Common olive)	4146	uv run ai-gene-review fetch-gene OLEEU P0DKE8 -u P0DKE8
Ole e 2	Ole e 2	P0DKF1	OLEEU		Olea europaea (Common olive)	4146	uv run ai-gene-review fetch-gene OLEEU P0DKF1 -u P0DKF1
Ole e 2	Ole e 2	P0DKF4	OLEEU		Olea europaea (Common olive)	4146	uv run ai-gene-review fetch-gene OLEEU P0DKF4 -u P0DKF4
Ole e 2	Ole e 2	P0DKF6	OLEEU		Olea europaea (Common olive)	4146	uv run ai-gene-review fetch-gene OLEEU P0DKF6 -u P0DKF6
Ole e 2	Ole e 2	P0DKG1	OLEEU		Olea europaea (Common olive)	4146	uv run ai-gene-review fetch-gene OLEEU P0DKG1 -u P0DKG1
Ole e 2	Ole e 2	A4GCR8	OLEEU		Olea europaea (Common olive)	4146	uv run ai-gene-review fetch-gene OLEEU A4GCR8 -u A4GCR8
Ole e 2	Ole e 2	A4GD55	OLEEU		Olea europaea (Common olive)	4146	uv run ai-gene-review fetch-gene OLEEU A4GD55 -u A4GD55
Ole e 2	Ole e 2	A4GD56	OLEEU		Olea europaea (Common olive)	4146	uv run ai-gene-review fetch-gene OLEEU A4GD56 -u A4GD56
Ole e 2	Ole e 2	A4GDT5	OLEEU		Olea europaea (Common olive)	4146	uv run ai-gene-review fetch-gene OLEEU A4GDT5 -u A4GDT5
Ole e 2	Ole e 2	A4GE47	OLEEU		Olea europaea (Common olive)	4146	uv run ai-gene-review fetch-gene OLEEU A4GE47 -u A4GE47
Ole e 2	Ole e 2	A4GE48	OLEEU		Olea europaea (Common olive)	4146	uv run ai-gene-review fetch-gene OLEEU A4GE48 -u A4GE48
Ole e 2	Ole e 2	A4GE55	OLEEU		Olea europaea (Common olive)	4146	uv run ai-gene-review fetch-gene OLEEU A4GE55 -u A4GE55
Ole e 2	Ole e 2	A4KA52	OLEEU		Olea europaea (Common olive)	4146	uv run ai-gene-review fetch-gene OLEEU A4KA52 -u A4KA52
Ole e 2	Ole e 2	P0DKD0	OLEEU		Olea europaea (Common olive)	4146	uv run ai-gene-review fetch-gene OLEEU P0DKD0 -u P0DKD0
Ole e 2	Ole e 2	P0DKE1	OLEEU		Olea europaea (Common olive)	4146	uv run ai-gene-review fetch-gene OLEEU P0DKE1 -u P0DKE1
Ole e 2	Ole e 2	P0DKE5	OLEEU		Olea europaea (Common olive)	4146	uv run ai-gene-review fetch-gene OLEEU P0DKE5 -u P0DKE5
Ole e 2	Ole e 2	P0DKE7	OLEEU		Olea europaea (Common olive)	4146	uv run ai-gene-review fetch-gene OLEEU P0DKE7 -u P0DKE7
Ole e 2	Ole e 2	P0DKF3	OLEEU		Olea europaea (Common olive)	4146	uv run ai-gene-review fetch-gene OLEEU P0DKF3 -u P0DKF3
Ole e 2	Ole e 2	P0DKF7	OLEEU		Olea europaea (Common olive)	4146	uv run ai-gene-review fetch-gene OLEEU P0DKF7 -u P0DKF7
Ole e 2	Ole e 2	P0DKG0	OLEEU		Olea europaea (Common olive)	4146	uv run ai-gene-review fetch-gene OLEEU P0DKG0 -u P0DKG0
Ole e 2	Ole e 2	A4GCR5	OLEEU		Olea europaea (Common olive)	4146	uv run ai-gene-review fetch-gene OLEEU A4GCR5 -u A4GCR5
Ole e 2	Ole e 2	A4GDQ6	OLEEU		Olea europaea (Common olive)	4146	uv run ai-gene-review fetch-gene OLEEU A4GDQ6 -u A4GDQ6
Ole e 2	Ole e 2	A4GDR3	OLEEU		Olea europaea (Common olive)	4146	uv run ai-gene-review fetch-gene OLEEU A4GDR3 -u A4GDR3
Ole e 2	Ole e 2	A4GDR6	OLEEU		Olea europaea (Common olive)	4146	uv run ai-gene-review fetch-gene OLEEU A4GDR6 -u A4GDR6
Ole e 2	Ole e 2	A4GDS6	OLEEU		Olea europaea (Common olive)	4146	uv run ai-gene-review fetch-gene OLEEU A4GDS6 -u A4GDS6
Ole e 2	Ole e 2	A4GDS7	OLEEU		Olea europaea (Common olive)	4146	uv run ai-gene-review fetch-gene OLEEU A4GDS7 -u A4GDS7
Ole e 2	Ole e 2	A4GDS9	OLEEU		Olea europaea (Common olive)	4146	uv run ai-gene-review fetch-gene OLEEU A4GDS9 -u A4GDS9
Ole e 2	Ole e 2	A4GDT3	OLEEU		Olea europaea (Common olive)	4146	uv run ai-gene-review fetch-gene OLEEU A4GDT3 -u A4GDT3
Ole e 2	Ole e 2	A4GE38	OLEEU		Olea europaea (Common olive)	4146	uv run ai-gene-review fetch-gene OLEEU A4GE38 -u A4GE38
Ole e 2	Ole e 2	A4GE39	OLEEU		Olea europaea (Common olive)	4146	uv run ai-gene-review fetch-gene OLEEU A4GE39 -u A4GE39
Ole e 2	Ole e 2	A4GE44	OLEEU		Olea europaea (Common olive)	4146	uv run ai-gene-review fetch-gene OLEEU A4GE44 -u A4GE44
Ole e 2	Ole e 2	A4GE50	OLEEU		Olea europaea (Common olive)	4146	uv run ai-gene-review fetch-gene OLEEU A4GE50 -u A4GE50
Ole e 2	Ole e 2	A4GFC2	OLEEU		Olea europaea (Common olive)	4146	uv run ai-gene-review fetch-gene OLEEU A4GFC2 -u A4GFC2
Ole e 2	Ole e 2	A4GFC3	OLEEU		Olea europaea (Common olive)	4146	uv run ai-gene-review fetch-gene OLEEU A4GFC3 -u A4GFC3
Ole e 2	Ole e 2	A4KA51	OLEEU		Olea europaea (Common olive)	4146	uv run ai-gene-review fetch-gene OLEEU A4KA51 -u A4KA51
Ole e 2	Ole e 2	A4KA54	OLEEU		Olea europaea (Common olive)	4146	uv run ai-gene-review fetch-gene OLEEU A4KA54 -u A4KA54
Ole e 2	Ole e 2	P0DKD1	OLEEU		Olea europaea (Common olive)	4146	uv run ai-gene-review fetch-gene OLEEU P0DKD1 -u P0DKD1
Ole e 2	Ole e 2	P0DKD8	OLEEU		Olea europaea (Common olive)	4146	uv run ai-gene-review fetch-gene OLEEU P0DKD8 -u P0DKD8
Ole e 2	Ole e 2	P0DKE6	OLEEU		Olea europaea (Common olive)	4146	uv run ai-gene-review fetch-gene OLEEU P0DKE6 -u P0DKE6
Ole e 2	Ole e 2	P0DKF8	OLEEU		Olea europaea (Common olive)	4146	uv run ai-gene-review fetch-gene OLEEU P0DKF8 -u P0DKF8
Ole e 2	Ole e 2	P0DKF9	OLEEU		Olea europaea (Common olive)	4146	uv run ai-gene-review fetch-gene OLEEU P0DKF9 -u P0DKF9
Ole e 2	Ole e 2	A4GCR6	OLEEU		Olea europaea (Common olive)	4146	uv run ai-gene-review fetch-gene OLEEU A4GCR6 -u A4GCR6
Ole e 2	Ole e 2	A4GD50	OLEEU		Olea europaea (Common olive)	4146	uv run ai-gene-review fetch-gene OLEEU A4GD50 -u A4GD50
Ole e 2	Ole e 2	A4GD54	OLEEU		Olea europaea (Common olive)	4146	uv run ai-gene-review fetch-gene OLEEU A4GD54 -u A4GD54
Ole e 2	Ole e 2	A4GDR7	OLEEU		Olea europaea (Common olive)	4146	uv run ai-gene-review fetch-gene OLEEU A4GDR7 -u A4GDR7
Ole e 2	Ole e 2	A4GDR8	OLEEU		Olea europaea (Common olive)	4146	uv run ai-gene-review fetch-gene OLEEU A4GDR8 -u A4GDR8
Ole e 2	Ole e 2	A4GDR9	OLEEU		Olea europaea (Common olive)	4146	uv run ai-gene-review fetch-gene OLEEU A4GDR9 -u A4GDR9
Ole e 2	Ole e 2	A4GDT1	OLEEU		Olea europaea (Common olive)	4146	uv run ai-gene-review fetch-gene OLEEU A4GDT1 -u A4GDT1
Ole e 2	Ole e 2	A4GDU0	OLEEU		Olea europaea (Common olive)	4146	uv run ai-gene-review fetch-gene OLEEU A4GDU0 -u A4GDU0
Ole e 2	Ole e 2	A4GDU2	OLEEU		Olea europaea (Common olive)	4146	uv run ai-gene-review fetch-gene OLEEU A4GDU2 -u A4GDU2
Ole e 2	Ole e 2	A4GDU5	OLEEU		Olea europaea (Common olive)	4146	uv run ai-gene-review fetch-gene OLEEU A4GDU5 -u A4GDU5
Ole e 2	Ole e 2	A4GDU6	OLEEU		Olea europaea (Common olive)	4146	uv run ai-gene-review fetch-gene OLEEU A4GDU6 -u A4GDU6
Ole e 2	Ole e 2	A4GE53	OLEEU		Olea europaea (Common olive)	4146	uv run ai-gene-review fetch-gene OLEEU A4GE53 -u A4GE53
Ole e 2	Ole e 2	A4GE54	OLEEU		Olea europaea (Common olive)	4146	uv run ai-gene-review fetch-gene OLEEU A4GE54 -u A4GE54
Ole e 2	Ole e 2	A4KA50	OLEEU		Olea europaea (Common olive)	4146	uv run ai-gene-review fetch-gene OLEEU A4KA50 -u A4KA50
Ole e 2	Ole e 2	P0DKD6	OLEEU		Olea europaea (Common olive)	4146	uv run ai-gene-review fetch-gene OLEEU P0DKD6 -u P0DKD6
Ole e 2	Ole e 2	P0DKE0	OLEEU		Olea europaea (Common olive)	4146	uv run ai-gene-review fetch-gene OLEEU P0DKE0 -u P0DKE0
Ole e 2	Ole e 2	P0DKE2	OLEEU		Olea europaea (Common olive)	4146	uv run ai-gene-review fetch-gene OLEEU P0DKE2 -u P0DKE2
Ole e 2	Ole e 2	P0DKE3	OLEEU		Olea europaea (Common olive)	4146	uv run ai-gene-review fetch-gene OLEEU P0DKE3 -u P0DKE3
Ole e 2	Ole e 2	P0DKF0	OLEEU		Olea europaea (Common olive)	4146	uv run ai-gene-review fetch-gene OLEEU P0DKF0 -u P0DKF0
Ole e 2	Ole e 2	P0DKF5	OLEEU		Olea europaea (Common olive)	4146	uv run ai-gene-review fetch-gene OLEEU P0DKF5 -u P0DKF5
Ole e 3	Ole e 3	O81092	OLEEU	OLE3	Olea europaea (Common olive)	4146	uv run ai-gene-review fetch-gene OLEEU OLE3 -u O81092
Ole e 4	Ole e 4	P80741	OLEEU		Olea europaea (Common olive)	4146	uv run ai-gene-review fetch-gene OLEEU P80741 -u P80741
Ole e 5	Ole e 5	Q8L5E0	OLEEU	OLE5	Olea europaea (Common olive)	4146	uv run ai-gene-review fetch-gene OLEEU OLE5 -u Q8L5E0
Ole e 5	Ole e 5	P80740	OLEEU		Olea europaea (Common olive)	4146	uv run ai-gene-review fetch-gene OLEEU P80740 -u P80740
Ole e 6	Ole e 6	O24172	OLEEU	OLE6	Olea europaea (Common olive)	4146	uv run ai-gene-review fetch-gene OLEEU OLE6 -u O24172
Ole e 7	Ole e 7	P81430	OLEEU		Olea europaea (Common olive)	4146	uv run ai-gene-review fetch-gene OLEEU P81430 -u P81430
Ole e 8	Ole e 8	Q9M7R0	OLEEU		Olea europaea (Common olive)	4146	uv run ai-gene-review fetch-gene OLEEU Q9M7R0 -u Q9M7R0
Ole e 9	Ole e 9	Q94G86	OLEEU	OLE9	Olea europaea (Common olive)	4146	uv run ai-gene-review fetch-gene OLEEU OLE9 -u Q94G86
		P86431	ONCMY		Oncorhynchus mykiss (Rainbow trout) (Salmo gairdneri)	8022	uv run ai-gene-review fetch-gene ONCMY P86431 -u P86431
		P86432	ONCMY		Oncorhynchus mykiss (Rainbow trout) (Salmo gairdneri)	8022	uv run ai-gene-review fetch-gene ONCMY P86432 -u P86432
Ory s GBSS_I	Ory s GBSS_I	A2Y8X2	ORYSI	WAXY	Oryza sativa subsp. indica (Rice)	39946	uv run ai-gene-review fetch-gene ORYSI WAXY -u A2Y8X2
Ory s NRA	Ory s NRA	B8AL97	ORYSI		Oryza sativa subsp. indica (Rice)	39946	uv run ai-gene-review fetch-gene ORYSI B8AL97 -u B8AL97
Ory s 1	Ory s 1	Q40638	ORYSJ	EXPB1a; EXPB1b	Oryza sativa subsp. japonica (Rice)	39947	uv run ai-gene-review fetch-gene ORYSJ EXPB1a; EXPB1b -u Q40638
Ory s 17kD	Ory s 17kD	Q7X8H9	ORYSJ		Oryza sativa subsp. japonica (Rice)	39947	uv run ai-gene-review fetch-gene ORYSJ Q7X8H9 -u Q7X8H9
Ory s 17kD	Ory s 17kD	Q7X7E6	ORYSJ		Oryza sativa subsp. japonica (Rice)	39947	uv run ai-gene-review fetch-gene ORYSJ Q7X7E6 -u Q7X7E6
Ory s 19kD	Ory s 19kD	P29835	ORYSJ		Oryza sativa subsp. japonica (Rice)	39947	uv run ai-gene-review fetch-gene ORYSJ P29835 -u P29835
Ory s 2-A	Ory s 2	P83466	ORYSJ		Oryza sativa subsp. japonica (Rice)	39947	uv run ai-gene-review fetch-gene ORYSJ P83466 -u P83466
Ory s GBSS_I	Ory s GBSS_I	Q0DEV5	ORYSJ	WAXY	Oryza sativa subsp. japonica (Rice)	39947	uv run ai-gene-review fetch-gene ORYSJ WAXY -u Q0DEV5
Ory s GLP63	Ory s GLP63	Q75GX9	ORYSJ		Oryza sativa subsp. japonica (Rice)	39947	uv run ai-gene-review fetch-gene ORYSJ Q75GX9 -u Q75GX9
Ory s Glyoxalase I	Ory s Glyoxalase I	Q948T6	ORYSJ	GLYI-11	Oryza sativa subsp. japonica (Rice)	39947	uv run ai-gene-review fetch-gene ORYSJ GLYI-11 -u Q948T6
Ory s NRA	Ory s NRA	Q852L2	ORYSJ		Oryza sativa subsp. japonica (Rice)	39947	uv run ai-gene-review fetch-gene ORYSJ Q852L2 -u Q852L2
Ory s aA_TI	Ory s aA_TI	Q01881	ORYSJ	RA5	Oryza sativa subsp. japonica (Rice)	39947	uv run ai-gene-review fetch-gene ORYSJ RA5 -u Q01881
Ory s aA_TI	Ory s aA_TI	Q01882	ORYSJ	RAG2	Oryza sativa subsp. japonica (Rice)	39947	uv run ai-gene-review fetch-gene ORYSJ RAG2 -u Q01882
Ory s aA_TI	Ory s aA_TI	Q01883	ORYSJ	RAG1	Oryza sativa subsp. japonica (Rice)	39947	uv run ai-gene-review fetch-gene ORYSJ RAG1 -u Q01883
Ory s aA_TI	Ory s aA_TI	Q8H4L8	ORYSJ	RA16	Oryza sativa subsp. japonica (Rice)	39947	uv run ai-gene-review fetch-gene ORYSJ RA16 -u Q8H4L8
Pan b 1	Pan b 1	P86704	PANBO	TM1	Pandalus borealis (Northern red shrimp)	6703	uv run ai-gene-review fetch-gene PANBO TM1 -u P86704
Pan s 1	Pan s 1	O61379	PANST		Panulirus stimpsoni (Chinese spiny lobster)	71578	uv run ai-gene-review fetch-gene PANST O61379 -u O61379
Par j 1.0101	Par j 1	P43217	PARJU	PMAI	Parietaria judaica (Pellitory-of-the-wall) (Parietaria diffusa)	33127	uv run ai-gene-review fetch-gene PARJU PMAI -u P43217
Par j 1.0102	Par j 1	O04404	PARJU		Parietaria judaica (Pellitory-of-the-wall) (Parietaria diffusa)	33127	uv run ai-gene-review fetch-gene PARJU O04404 -u O04404
Par j 1.0201	Par j 1	Q40905	PARJU		Parietaria judaica (Pellitory-of-the-wall) (Parietaria diffusa)	33127	uv run ai-gene-review fetch-gene PARJU Q40905 -u Q40905
Par j 2.0101	Par j 2	P55958	PARJU		Parietaria judaica (Pellitory-of-the-wall) (Parietaria diffusa)	33127	uv run ai-gene-review fetch-gene PARJU P55958 -u P55958
Par j 2.0102	Par j 2	O04403	PARJU		Parietaria judaica (Pellitory-of-the-wall) (Parietaria diffusa)	33127	uv run ai-gene-review fetch-gene PARJU O04403 -u O04403
Par j 3.0101	Par j 3	Q9XG85	PARJU	PRO1	Parietaria judaica (Pellitory-of-the-wall) (Parietaria diffusa)	33127	uv run ai-gene-review fetch-gene PARJU PRO1 -u Q9XG85
Par j 3.0102	Par j 3	Q9T0M8	PARJU	PRO2	Parietaria judaica (Pellitory-of-the-wall) (Parietaria diffusa)	33127	uv run ai-gene-review fetch-gene PARJU PRO2 -u Q9T0M8
Pas n 1	Pas n 1	P85293	PASNO		Paspalum notatum (Bahia grass)	147272	uv run ai-gene-review fetch-gene PASNO P85293 -u P85293
Pas n 1.0101	Pas n 1	B8PYF3	PASNO		Paspalum notatum (Bahia grass)	147272	uv run ai-gene-review fetch-gene PASNO B8PYF3 -u B8PYF3
Pen a 1.0102	Pen a 1	Q3Y8M6	PENAT		Penaeus aztecus (Brown shrimp) (Farfantepenaeus aztecus)	6690	uv run ai-gene-review fetch-gene PENAT Q3Y8M6 -u Q3Y8M6
		P86703	PENMO		Penaeus monodon (Giant tiger prawn)	6687	uv run ai-gene-review fetch-gene PENMO P86703 -u P86703
Pen m 1.0101	Pen m 1	A1KYZ2	PENMO	TM1	Penaeus monodon (Giant tiger prawn)	6687	uv run ai-gene-review fetch-gene PENMO TM1 -u A1KYZ2
Pen m 2	Pen m 2	C7E3T4	PENMO	AK	Penaeus monodon (Giant tiger prawn)	6687	uv run ai-gene-review fetch-gene PENMO AK -u C7E3T4
Lit v 2	Lit v 2	B0FRF9	PENVA		Penaeus vannamei (Whiteleg shrimp) (Litopenaeus vannamei)	6689	uv run ai-gene-review fetch-gene PENVA B0FRF9 -u B0FRF9
Lit v 2.0101	Lit v 2	Q004B5	PENVA		Penaeus vannamei (Whiteleg shrimp) (Litopenaeus vannamei)	6689	uv run ai-gene-review fetch-gene PENVA Q004B5 -u Q004B5
Lit v 3.0101	Lit v 3	B7SNI3	PENVA		Penaeus vannamei (Whiteleg shrimp) (Litopenaeus vannamei)	6689	uv run ai-gene-review fetch-gene PENVA B7SNI3 -u B7SNI3
Lit v 4.0101	Lit v 4	C7A639	PENVA		Penaeus vannamei (Whiteleg shrimp) (Litopenaeus vannamei)	6689	uv run ai-gene-review fetch-gene PENVA C7A639 -u C7A639
Pen b 26.0101	Pen b 26	Q49KL9	PENBR		Penicillium brevicompactum	5074	uv run ai-gene-review fetch-gene PENBR Q49KL9 -u Q49KL9
Pen c 1	Pen c 1	Q9Y749	PENCI		Penicillium citrinum	5077	uv run ai-gene-review fetch-gene PENCI Q9Y749 -u Q9Y749
Pen c 19	Pen c 19	Q92260	PENCI	HSP70	Penicillium citrinum	5077	uv run ai-gene-review fetch-gene PENCI HSP70 -u Q92260
Pen c 2	Pen c 2	Q9Y755	PENCI		Penicillium citrinum	5077	uv run ai-gene-review fetch-gene PENCI Q9Y755 -u Q9Y755
Pen c 22	Pen c 22	Q96X46	PENCI	enoA	Penicillium citrinum	5077	uv run ai-gene-review fetch-gene PENCI enoA -u Q96X46
Pen c 24	Pen c 24	Q69BZ7	PENCI		Penicillium citrinum	5077	uv run ai-gene-review fetch-gene PENCI Q69BZ7 -u Q69BZ7
Pen c 3	Pen c 3	Q9Y8B8	PENCI		Penicillium citrinum	5077	uv run ai-gene-review fetch-gene PENCI Q9Y8B8 -u Q9Y8B8
Pen cr 26.0101	Pen cr 26	H2E5X2	PENCR		Penicillium crustosum (Blue mold fungus)	36656	uv run ai-gene-review fetch-gene PENCR H2E5X2 -u H2E5X2
		P85444	PENGL		Penicillium glabrum (Penicillium frequentans)	69773	uv run ai-gene-review fetch-gene PENGL P85444 -u P85444
		P85445	PENGL	atp16	Penicillium glabrum (Penicillium frequentans)	69773	uv run ai-gene-review fetch-gene PENGL atp16 -u P85445
		P85446	PENGL	atp2	Penicillium glabrum (Penicillium frequentans)	69773	uv run ai-gene-review fetch-gene PENGL atp2 -u P85446
Pen ch 13	Pen ch 13	P9WEW3	PENRB		Penicillium rubens	1108849	uv run ai-gene-review fetch-gene PENRB P9WEW3 -u P9WEW3
Pen ch 13.0101	Pen ch 13	Q9URR2	PENRB		Penicillium rubens	1108849	uv run ai-gene-review fetch-gene PENRB Q9URR2 -u Q9URR2
Pen ch 18	Pen ch 18	P9WEW5	PENRB		Penicillium rubens	1108849	uv run ai-gene-review fetch-gene PENRB P9WEW5 -u P9WEW5
Pen ch 18.0101	Pen ch 18	Q9P8G3	PENRB		Penicillium rubens	1108849	uv run ai-gene-review fetch-gene PENRB Q9P8G3 -u Q9P8G3
Per a 3	Per a 3	Q25641	PERAM		Periplaneta americana (American cockroach) (Blatta americana)	6978	uv run ai-gene-review fetch-gene PERAM Q25641 -u Q25641
Per a 4	Per a 4	Q1M0Y5	PERAM		Periplaneta americana (American cockroach) (Blatta americana)	6978	uv run ai-gene-review fetch-gene PERAM Q1M0Y5 -u Q1M0Y5
Per a 7.0101	Per a 7	P0DSM6	PERAM		Periplaneta americana (American cockroach) (Blatta americana)	6978	uv run ai-gene-review fetch-gene PERAM P0DSM6 -u P0DSM6
Per a 7.0102	Per a 7	P0DSM7	PERAM		Periplaneta americana (American cockroach) (Blatta americana)	6978	uv run ai-gene-review fetch-gene PERAM P0DSM7 -u P0DSM7
Per a 7.0103	Per a 7	C5J049	PERAM		Periplaneta americana (American cockroach) (Blatta americana)	6978	uv run ai-gene-review fetch-gene PERAM C5J049 -u C5J049
Per v 1	Per v 1	Q9GZ70	PERVI		Perna viridis (Asian green mussel) (Mytilus viridis)	73031	uv run ai-gene-review fetch-gene PERVI Q9GZ70 -u Q9GZ70
Pers a 1.0101	Pers a 1	P93680	PERAE	chi1	Persea americana (Avocado)	3435	uv run ai-gene-review fetch-gene PERAE chi1 -u P93680
Allergen Pet c 1.0201	Allergen Pet c 1	C0HKF5	PETCR		Petroselinum crispum (Parsley) (Petroselinum hortense)	4043	uv run ai-gene-review fetch-gene PETCR C0HKF5 -u C0HKF5
Pha a 1	Pha a 1	Q41260	PHAAQ		Phalaris aquatica (Canary grass)	28479	uv run ai-gene-review fetch-gene PHAAQ Q41260 -u Q41260
Pha a 5.1	Pha a 5	P56164	PHAAQ		Phalaris aquatica (Canary grass)	28479	uv run ai-gene-review fetch-gene PHAAQ P56164 -u P56164
Pha a 5.2	Pha a 5	P56165	PHAAQ		Phalaris aquatica (Canary grass)	28479	uv run ai-gene-review fetch-gene PHAAQ P56165 -u P56165
Pha a 5.3	Pha a 5	P56166	PHAAQ		Phalaris aquatica (Canary grass)	28479	uv run ai-gene-review fetch-gene PHAAQ P56166 -u P56166
Pha a 5.4	Pha a 5	P56167	PHAAQ		Phalaris aquatica (Canary grass)	28479	uv run ai-gene-review fetch-gene PHAAQ P56167 -u P56167
Phl p 1	Phl p 1	P43213	PHLPR	PHLPI	Phleum pratense (Common timothy)	15957	uv run ai-gene-review fetch-gene PHLPR PHLPI -u P43213
Phl p 11	Phl p 11	Q8H6L7	PHLPR		Phleum pratense (Common timothy)	15957	uv run ai-gene-review fetch-gene PHLPR Q8H6L7 -u Q8H6L7
Phl p 12	Phl p 12	O24650	PHLPR	PRO2; PRO4	Phleum pratense (Common timothy)	15957	uv run ai-gene-review fetch-gene PHLPR PRO2; PRO4 -u O24650
Phl p 12	Phl p 12	O24282	PHLPR	PRO3	Phleum pratense (Common timothy)	15957	uv run ai-gene-review fetch-gene PHLPR PRO3 -u O24282
Phl p 12	Phl p 12	P35079	PHLPR	PRO1	Phleum pratense (Common timothy)	15957	uv run ai-gene-review fetch-gene PHLPR PRO1 -u P35079
Phl p 12	Phl p 12	A4KA31	PHLPR		Phleum pratense (Common timothy)	15957	uv run ai-gene-review fetch-gene PHLPR A4KA31 -u A4KA31
Phl p 12	Phl p 12	A4KA32	PHLPR		Phleum pratense (Common timothy)	15957	uv run ai-gene-review fetch-gene PHLPR A4KA32 -u A4KA32
Phl p 12	Phl p 12	A4KA33	PHLPR		Phleum pratense (Common timothy)	15957	uv run ai-gene-review fetch-gene PHLPR A4KA33 -u A4KA33
Phl p 12	Phl p 12	A4KA34	PHLPR		Phleum pratense (Common timothy)	15957	uv run ai-gene-review fetch-gene PHLPR A4KA34 -u A4KA34
Phl p 12	Phl p 12	A4KA37	PHLPR		Phleum pratense (Common timothy)	15957	uv run ai-gene-review fetch-gene PHLPR A4KA37 -u A4KA37
Phl p 12	Phl p 12	A4KA38	PHLPR		Phleum pratense (Common timothy)	15957	uv run ai-gene-review fetch-gene PHLPR A4KA38 -u A4KA38
Phl p 12	Phl p 12	A4KA36	PHLPR		Phleum pratense (Common timothy)	15957	uv run ai-gene-review fetch-gene PHLPR A4KA36 -u A4KA36
Phl p 2	Phl p 2	P43214	PHLPR	PHLPII	Phleum pratense (Common timothy)	15957	uv run ai-gene-review fetch-gene PHLPR PHLPII -u P43214
Phl p 5.0101	Phl p 5	Q40960	PHLPR		Phleum pratense (Common timothy)	15957	uv run ai-gene-review fetch-gene PHLPR Q40960 -u Q40960
Phl p 5a	Phl p 5a	Q40962	PHLPR		Phleum pratense (Common timothy)	15957	uv run ai-gene-review fetch-gene PHLPR Q40962 -u Q40962
Phl p 5b	Phl p 5b	Q40963	PHLPR		Phleum pratense (Common timothy)	15957	uv run ai-gene-review fetch-gene PHLPR Q40963 -u Q40963
Phl p 6	Phl p 6	P43215	PHLPR	PHLPVI	Phleum pratense (Common timothy)	15957	uv run ai-gene-review fetch-gene PHLPR PHLPVI -u P43215
Phl p 7	Phl p 7	O82040	PHLPR	P7	Phleum pratense (Common timothy)	15957	uv run ai-gene-review fetch-gene PHLPR P7 -u O82040
Phod s 1.0101	Phod s 1	S5ZYD3	PHOSU	OBP	Phodopus sungorus (Striped hairy-footed hamster) (Djungarian hamster)	10044	uv run ai-gene-review fetch-gene PHOSU OBP -u S5ZYD3
		P85412	PHODC		Phoenix dactylifera (Date palm)	42345	uv run ai-gene-review fetch-gene PHODC P85412 -u P85412
		P85413	PHODC		Phoenix dactylifera (Date palm)	42345	uv run ai-gene-review fetch-gene PHODC P85413 -u P85413
Pho d 2	Pho d 2	Q8L5D8	PHODC		Phoenix dactylifera (Date palm)	42345	uv run ai-gene-review fetch-gene PHODC Q8L5D8 -u Q8L5D8
		P85860	PHOKE		Phoneutria keyserlingi (Brazilian wandering spider) (Ctenus keyserlingii)	272754	uv run ai-gene-review fetch-gene PHOKE P85860 -u P85860
Pin k 2.0101	Pin k 2	V9VGU0	PINKO		Pinus koraiensis (Korean pine)	88728	uv run ai-gene-review fetch-gene PINKO V9VGU0 -u V9VGU0
Pin p 1	Pin p 1	A0A0K3AVY3	PINPI	PINP1	Pinus pinea (Italian stone pine)	3346	uv run ai-gene-review fetch-gene PINPI PINP1 -u A0A0K3AVY3
Pis v 3.0101	Pis v 3	B4X640	PISVE		Pistacia vera (Pistachio)	55513	uv run ai-gene-review fetch-gene PISVE B4X640 -u B4X640
