# UniProt allergen registry (keyword KW-0020, reviewed); release 2026_02; query: keyword:KW-0020 AND reviewed:true
accession	entry_name	species_code	gene	organism	taxon_id	who_iuis_name	allergen_molecule	allergome_id
P82944	ALL1_PRUDU	PRUDU		Prunus dulcis (Almond) (Amygdalus dulcis)	3755	Pru du ?	Pru du ?	912
P82952	CONG1_PRUDU	PRUDU	Cgamma1	Prunus dulcis (Almond) (Amygdalus dulcis)	3755	Pru du gamma-conglutin	Pru du gamma	911
P81402	NLTP1_PRUPE	PRUPE		Prunus persica (Peach) (Amygdalus persica)	3760	Pru p 3	Pru p 3	3454
Q8GT39	PROF_PRUPE	PRUPE		Prunus persica (Peach) (Amygdalus persica)	3760	Pru p 4.02	Pru p 4	736
P86888	PMLN_PRUPE	PRUPE		Prunus persica (Peach) (Amygdalus persica)	3760	Pru p 7	Pru p 7	10201
Q1EIQ3	PEPT1_PSOOV	PSOOV		Psoroptes ovis (Sheep scab mite)	83912	Pso o 1	Pso o 1	739
Q3BJY7	TPM_PSOOV	PSOOV		Psoroptes ovis (Sheep scab mite)	83912	Pso o 10.0101	Pso o 10	2488
Q965E2	ALL2_PSOOV	PSOOV	ALLA	Psoroptes ovis (Sheep scab mite)	83912	Pso o 2	Pso o 2	606
G1UH28	CHIT_PUNGR	PUNGR	PSC	Punica granatum (Pomegranate)	22663	Pun g 14	Pun g 14	11786
C0HKC0	PMLN_PUNGR	PUNGR		Punica granatum (Pomegranate)	22663	Pun g 7	Pun g 7	11614
O65200	PYRC1_PYRCO	PYRCO	PYRC1	Pyrus communis (Pear) (Pyrus domestica)	23211	Pyr c 1	Pyr c 1	3457
Q9M5X6	NLTP_PYRCO	PYRCO		Pyrus communis (Pear) (Pyrus domestica)	23211	Pyr c 3	Pyr c 3	1066
Q9XF38	PROF_PYRCO	PYRCO		Pyrus communis (Pear) (Pyrus domestica)	23211	Pyr c 4	Pyr c 4	3459
O81355	PYRC5_PYRCO	PYRCO	PYRC5	Pyrus communis (Pear) (Pyrus domestica)	23211	Pyr c 5	Pyr c 5	3460
P85126	QUA1_QUEAL	QUEAL		Quercus alba (White oak)	3513	Que a 1	Que a 1	610
P02630	PRVA_RAJCL	RAJCL		Raja clavata (Thornback ray)	7781	Raj c 1	Raj c 1	12345
P02761	MUP_RAT	RAT		Rattus norvegicus (Rat)	10116	Rat n 1	Rat n 1	3464
Q870B9	ENO_RHOMI	RHOMI	ENO	Rhodotorula mucilaginosa (Yeast) (Rhodotorula rubra)	5537	Rho m 1	Rho m 1	3465
Q32ZM1	RM201_RHOMI	RHOMI		Rhodotorula mucilaginosa (Yeast) (Rhodotorula rubra)	5537	Rho m 2.0101	Rho m 2	2413
B2MVK7	VA5_RHYBR	RHYBR		Rhynchium brunneum (Potter wasp)	522437			
P01089	2SS_RICCO	RICCO		Ricinus communis (Castor bean)	3988	Ric c 1/3	Ric c 1/3	3467
Q91483	PRVB2_SALSA	SALSA		Salmo salar (Atlantic salmon)	8030	Sal s 1	Sal s 1	6117
Q91482	PRVB1_SALSA	SALSA		Salmo salar (Atlantic salmon)	8030	Sal s 1	Sal s 1	3469
B5DGQ7	ENOB_SALSA	SALSA	ENO3	Salmo salar (Atlantic salmon)	8030	Sal s 2.0101	Sal s 2	9699
B5DGM7	ALDOA_SALSA	SALSA		Salmo salar (Atlantic salmon)	8030	Sal s 3.0101	Sal s 3	10151
P83181	POA1_SALKA	SALKA		Salsola kali (Prickly saltwort) (Kali turgidum)	151250	Sal k 1	Sal k 1	3348
C1KEU0	METE_SALKA	SALKA		Salsola kali (Prickly saltwort) (Kali turgidum)	151250	Sal k 3.0101	Sal k 3	8167
C6JWH0	PRF01_SALKA	SALKA		Salsola kali (Prickly saltwort) (Kali turgidum)	151250	Sal k 4.0101	Sal k 4	2099
E2D0Y9	PRF02_SALKA	SALKA		Salsola kali (Prickly saltwort) (Kali turgidum)	151250	Sal k 4.0201	Sal k 4	2099
W8P570	PRF03_SALKA	SALKA		Salsola kali (Prickly saltwort) (Kali turgidum)	151250	Sal k 4.0301	Sal k 4	
E2D0Z0	SALK5_SALKA	SALKA		Salsola kali (Prickly saltwort) (Kali turgidum)	151250	Sal k 5.0101	Sal k 5	8202
W8P8Q3	SALK6_SALKA	SALKA		Salsola kali (Prickly saltwort) (Kali turgidum)	151250	Sal k 6	Sal k 6	
D8Q9M3	AMYG_SCHCM	SCHCM		Schizophyllum commune (strain H4-8 / FGSC 9210) (Split gill fungus)	578458	Sch c 1	Sch c 1	10126
P59747	PRVB_SCOJP	SCOJP		Scomber japonicus (Chub mackerel)	13676	Sco j 1	Sco j 1	1097
D3GME4	PRVB_SCOSC	SCOSC	pvalb	Scomber scombrus (Atlantic mackerel) (Scomber vernalis)	13677	Sco s 1	Sco s 1	1098
H6VGI3	KARG0_SCYPA	SCYPA		Scylla paramamosain (Mud crab)	85552	Scy p 2.0101	Scy p 2	12149
I2DDG2	SCP_SCYPA	SCYPA		Scylla paramamosain (Mud crab)	85552	Scy p 4.0101	Scy p 4	10174
A0A1L5YRA2	TPIS_SCYPA	SCYPA		Scylla paramamosain (Mud crab)	85552	Scy p 8.0101	Scy p 8	12151
C9EIP1	KARG_SCYSE	SCYSE		Scylla serrata (Mud crab)	6761	Scy s 2	Scy s 2	795
Q9XHP1	2SS1_SESIN	SESIN		Sesamum indicum (Oriental sesame) (Sesamum orientale)	4182	Ses i 2.0101	Ses i 2	3472
Q9FUJ9	OLEH1_SESIN	SESIN		Sesamum indicum (Oriental sesame) (Sesamum orientale)	4182	Ses i 4.0101	Ses i 4	1440
Q9XHP2	OLEL_SESIN	SESIN		Sesamum indicum (Oriental sesame) (Sesamum orientale)	4182	Ses i 5.0101	Ses i 5	1441
Q9XHP0	11S2_SESIN	SESIN		Sesamum indicum (Oriental sesame) (Sesamum orientale)	4182	Ses i 6.0101	Ses i 6	2681
P15322	ALL1_SINAL	SINAL		Sinapis alba (White mustard) (Brassica hirta)	3728	Sin a 1	Sin a 1	3477
P83908	CRU1_SINAL	SINAL		Sinapis alba (White mustard) (Brassica hirta)	3728	Sin a 2	Sin a 2	2693
A7UMC0	TPM_SINCO	SINCO		Sinonovacula constricta (Razor clam)	98310	Sin c 1.0102	Sin c 1	3992
Q93YG7	PROF2_SOLLC	SOLLC		Solanum lycopersicum (Tomato) (Lycopersicon esculentum)	4081	Lyc e 1	Lyc e 1	3358
P12670	NP24_SOLLC	SOLLC	NP24-I	Solanum lycopersicum (Tomato) (Lycopersicon esculentum)	4081			9063
P86417	NLTP3_SOLLC	SOLLC		Solanum lycopersicum (Tomato) (Lycopersicon esculentum)	4081	Sola l 6	Sola l 6	11696
P16348	API11_SOLTU	SOLTU		Solanum tuberosum (Potato)	4113	Sola t 2	Sola t 2	3491
P30941	SPI7_SOLTU	SOLTU		Solanum tuberosum (Potato)	4113	Sola t 4	Sola t 4	3492
Q9NH75	VA4_SOLGE	SOLGE		Solenopsis geminata (Tropical fire ant)	121131	Sol g 4	Sol g 4	3479
Q68KK0	PA1_SOLIN	SOLIN		Solenopsis invicta (Red imported fire ant) (Solenopsis wagneri)	13686	Sol i 1	Sol i 1	3481
P35775	VA2_SOLIN	SOLIN		Solenopsis invicta (Red imported fire ant) (Solenopsis wagneri)	13686	Sol i 2	Sol i 2	3482
P35778	VA3_SOLIN	SOLIN		Solenopsis invicta (Red imported fire ant) (Solenopsis wagneri)	13686	Sol i 3	Sol i 3	3483
P35777	VA4_SOLIN	SOLIN		Solenopsis invicta (Red imported fire ant) (Solenopsis wagneri)	13686	Sol i 4	Sol i 4	3484
P35776	VA2_SOLRI	SOLRI		Solenopsis richteri (Black imported fire ant)	30203	Sol r 2	Sol r 2	3485
P35779	VA3_SOLRI	SOLRI		Solenopsis richteri (Black imported fire ant)	30203	Sol r 3	Sol r 3	3487
A5X2H7	VA2_SOLSV	SOLSV		Solenopsis saevissima (Fire ant) (Myrmecia saevissima)	176597	Sol s 2	Sol s 2	3488
C7E9W0	SCH21_STACH	STACH		Stachybotrys chartarum (Toxic black mold) (Stilbospora chartarum)	74722	Sta c 3.0101	Sta c 3	9071
C7E9V9	SCH34_STACH	STACH		Stachybotrys chartarum (Toxic black mold) (Stilbospora chartarum)	74722	Sta c SchS34	Sta c SchS34	9072
Q5EZC5	ALTA1_STEBT	STEBT	alta1	Stemphylium botryosum (Black stalk rot fungus) (Pleospora tarda)	120510	Ste b 1	Ste b 1	2636
P33186	RIPG_SURMU	SURMU	GEL	Suregada multiflora (False lime) (Gelonium multiflorum)	3979	Gel m RIP	Gel m RIP	2798
P58171	POLC3_SYRVU	SYRVU	SYRV3	Syringa vulgaris (Common lilac)	34270	Syr v 3	Syr v 3	3495
B3A0N5	APY_TABYA	TABYA	APY	Tabanus yao (Horsefly)	485572	Tab y 1	Tab y 1	9494
E0XKJ9	HYAL_TABYA	TABYA		Tabanus yao (Horsefly)	485572	Tab y 2.0101	Tab y 2	8832
E0XKJ8	TABY5_TABYA	TABYA		Tabanus yao (Horsefly)	485572	Tab y 5.0101	Tab y 5	8831
O49065	RAP_TAROF	TAROF		Taraxacum officinale (Common dandelion) (Leontodon taraxacum)	50225			
E0X9F6	THAP1_THAPI	THAPI		Thaumetopoea pityocampa (Pine processionary moth) (Bombyx pityocampa)	208016	Tha p 1	Tha p 1	3496
P86360	ALL2_THAPI	THAPI		Thaumetopoea pityocampa (Pine processionary moth) (Bombyx pityocampa)	208016	Tha p 2	Tha p 2	8441
P86978	ENOB_THUAL	THUAL	ENO3	Thunnus albacares (Yellowfin tuna) (Neothunnus macropterus)	8236			10132
I0J1J1	ENOA_THUAL	THUAL	ENO1	Thunnus albacares (Yellowfin tuna) (Neothunnus macropterus)	8236	Thu a 2.0101	Thu a 2	10132
P86979	ALDOA_THUAL	THUAL	ALDOA	Thunnus albacares (Yellowfin tuna) (Neothunnus macropterus)	8236	Thu a 3.0101	Thu a 3	10154
O77463	SCX4_TITSE	TITSE		Tityus serrulatus (Brazilian yellow scorpion)	6887			
P85840	VA5_TITSE	TITSE		Tityus serrulatus (Brazilian yellow scorpion)	6887			
Q2V0V2	TPM_TODPA	TODPA	TM	Todarodes pacificus (Japanese flying squid) (Ommastrephes pacificus)	6637	Tod p 1.0102	Tod p 1	4099
Q3C2C4	PRVB_TRAJP	TRAJP		Trachurus japonicus (Japanese jack mackerel)	83875	Tra j 1	Tra j 1	2713
Q9UW97	SUB6_TRIRU	TRIRU	SUB6	Trichophyton rubrum (Athlete's foot fungus) (Epidermophyton rubrum)	5551	Tri r 2	Tri r 2	3505
Q9UW98	DPP5_TRIRU	TRIRU	DPPV	Trichophyton rubrum (Athlete's foot fungus) (Epidermophyton rubrum)	5551	Tri r 4	Tri r 4	3506
Q8J077	SUB6_TRISH	TRISH	SUB6	Trichophyton schoenleinii	34386	Tri m 2	Tri m 2	
Q8J1L4	DPP5_TRISH	TRISH	DPPV	Trichophyton schoenleinii	34386	Tri s 4	Tri s 4	
P80514	HR83_TRITO	TRITO		Trichophyton tonsurans (Scalp ringworm fungus)	34387			3508
P59704	API_TRICO	TRICO		Trichostrongylus colubriformis (Black scour worm)	6319			
C0HJM6	CHIT_TRISX	TRISX		Triplochiton scleroxylon (African obeche tree) (Samba scleroxylon)	1521447	Trip s 1	Trip s 1	11674
P02863	GDA0_WHEAT	WHEAT		Triticum aestivum (Wheat)	4565			
P04721	GDA1_WHEAT	WHEAT		Triticum aestivum (Wheat)	4565			
P04722	GDA2_WHEAT	WHEAT		Triticum aestivum (Wheat)	4565			
P04723	GDA3_WHEAT	WHEAT		Triticum aestivum (Wheat)	4565			
P04724	GDA4_WHEAT	WHEAT		Triticum aestivum (Wheat)	4565			
P04725	GDA5_WHEAT	WHEAT		Triticum aestivum (Wheat)	4565			
P04726	GDA6_WHEAT	WHEAT		Triticum aestivum (Wheat)	4565			
P04727	GDA7_WHEAT	WHEAT		Triticum aestivum (Wheat)	4565			
P04728	GDA8_WHEAT	WHEAT		Triticum aestivum (Wheat)	4565			
P08819	CBP2_WHEAT	WHEAT	CBP2	Triticum aestivum (Wheat)	4565			
P18573	GDA9_WHEAT	WHEAT		Triticum aestivum (Wheat)	4565			
P81496	ALCC_WHEAT	WHEAT		Triticum aestivum (Wheat)	4565			11042
P93594	AMYB_WHEAT	WHEAT	BMY1	Triticum aestivum (Wheat)	4565	Tri a 17.0101	Tri a 17	12172
P01085	IAA1_WHEAT	WHEAT		Triticum aestivum (Wheat)	4565	Tri a 28	Tri a 28	8186
Q7M3Y8	TPM_TURCO	TURCO		Turbo cornutus (Horned turban) (Battilus cornutus)	63673	Tur c 1	Tur c 1	656
Q66RP5	FABP_TYRPU	TYRPU		Tyrophagus putrescentiae (Mold mite) (Acarus putrescentiae)	59818	Tyr p 13.0101	Tyr p 13	1692
O02380	ALL2_TYRPU	TYRPU		Tyrophagus putrescentiae (Mold mite) (Acarus putrescentiae)	59818	Tyr p 2.0101	Tyr p 2	3511
D2DGW3	TNNC_TYRPU	TYRPU		Tyrophagus putrescentiae (Mold mite) (Acarus putrescentiae)	59818	Tyr p 24.0101	Tyr p 24	6136
C6ZDB5	TYRP3_TYRPU	TYRPU		Tyrophagus putrescentiae (Mold mite) (Acarus putrescentiae)	59818	Tyr p 3.0101	Tyr p 3	3903
Q52PV9	TBA_TYRPU	TYRPU		Tyrophagus putrescentiae (Mold mite) (Acarus putrescentiae)	59818	Tyr p 33	Tyr p 33	2822
M1RIR6	GSTM_TYRPU	TYRPU		Tyrophagus putrescentiae (Mold mite) (Acarus putrescentiae)	59818	Tyr p 8	Tyr p 8	10807
P0DMB5	PA12_VESAF	VESAF		Vespa affinis (Lesser banded hornet)	882735	Vesp a 1	Vesp a 1	11764
P0DMB4	PA11_VESAF	VESAF		Vespa affinis (Lesser banded hornet)	882735	Vesp a 1	Vesp a 1	11764
P0CH87	PA1_VESCR	VESCR		Vespa crabro (European hornet)	7445	Vesp c 1	Vesp c 1	3525
P35781	VA51_VESCR	VESCR		Vespa crabro (European hornet)	7445	Vesp c 5.0101	Vesp c 5	673
P35782	VA52_VESCR	VESCR		Vespa crabro (European hornet)	7445	Vesp c 5.0102	Vesp c 5	673
P0CH47	PA1_VESMG	VESMG		Vespa magnifica (Hornet)	202807			
P68408	MEL_VESMG	VESMG	MELT	Vespa magnifica (Hornet)	202807			
P86875	HYAL_VESMG	VESMG		Vespa magnifica (Hornet)	202807	Vesp ma 2	Vesp ma 2	9454
P86870	VA5_VESMG	VESMG		Vespa magnifica (Hornet)	202807	Vesp ma 5	Vesp ma 5	9487
P81657	VA5_VESMA	VESMA		Vespa mandarinia (Asian giant hornet)	7446	Vesp m 5	Vesp m 5	3526
P0DPT0	VEST1_VESTR	VESTR		Vespa tropica (Greater banded hornet) (Sphex tropica)	7450			
P0DRN5	HYALA_VESTR	VESTR		Vespa tropica (Greater banded hornet) (Sphex tropica)	7450	Ves V 2a	Ves V 2a	
A0A9E7V465	HYALB_VESTR	VESTR		Vespa tropica (Greater banded hornet) (Sphex tropica)	7450	Ves V 2b	Ves V 2b	
C0HLL4	HYALA_VESVE	VESVE		Vespa velutina (Asian yellow-legged hornet)	202808			
C0HLL5	HYALB_VESVE	VESVE		Vespa velutina (Asian yellow-legged hornet)	202808			
P0DMB6	PA11_VESVE	VESVE		Vespa velutina (Asian yellow-legged hornet)	202808			
P0DMB7	PA12A_VESVE	VESVE		Vespa velutina (Asian yellow-legged hornet)	202808			
P0DMB8	PA12B_VESVE	VESVE		Vespa velutina (Asian yellow-legged hornet)	202808			
P0DRB8	VDDP4_VESVE	VESVE		Vespa velutina (Asian yellow-legged hornet)	202808			
P0DMB9	VA5_VESVE	VESVE		Vespa velutina (Asian yellow-legged hornet)	202808	Vesp v 5	Vesp v 5	12286
P68409	MEL_VESVN	VESVN	MELT	Vespa velutina nigrithorax (Hornet)	202809			
P35783	VA5_VESFL	VESFL		Vespula flavopilosa (Downy yellowjacket)	30211	Ves f 5	Ves f 5	3512
Q3ZU95	PA1_VESGE	VESGE		Vespula germanica (German yellow jacket) (Paravespula germanica)	30212	Ves g 1	Ves g 1	659
Q05FZ2	HYALA_VESGE	VESGE		Vespula germanica (German yellow jacket) (Paravespula germanica)	30212	Ves g 2a	Ves g 2a	1114
Q05FZ1	HYALB_VESGE	VESGE		Vespula germanica (German yellow jacket) (Paravespula germanica)	30212	Ves g 2b	Ves g 2b	1114
P35784	VA5_VESGE	VESGE		Vespula germanica (German yellow jacket) (Paravespula germanica)	30212	Ves g 5	Ves g 5	3513
P59262	MEL_VESMC	VESMC	MELT	Vespula maculifrons (Eastern yellow jacket) (Wasp)	7453			
Q2L6Z1	VAL5_VESMC	VESMC		Vespula maculifrons (Eastern yellow jacket) (Wasp)	7453			663
P51528	PA1_VESMC	VESMC		Vespula maculifrons (Eastern yellow jacket) (Wasp)	7453	Ves m 1	Ves m 1	3514
P0CH89	HYAL_VESMC	VESMC		Vespula maculifrons (Eastern yellow jacket) (Wasp)	7453	Ves m 2	Ves m 2	3515
P35760	VA5_VESMC	VESMC		Vespula maculifrons (Eastern yellow jacket) (Wasp)	7453	Ves m 5	Ves m 5	3516
P35785	VA5_VESPE	VESPE		Vespula pensylvanica (Western yellow jacket) (Wasp)	30213	Ves p 5	Ves p 5	3517
P0CH86	PA1_VESSQ	VESSQ		Vespula squamosa (Southern yellow jacket) (Wasp)	30214	Ves s 1	Ves s 1	3518
P35786	VA5_VESSQ	VESSQ		Vespula squamosa (Southern yellow jacket) (Wasp)	30214	Ves s 5	Ves s 5	3519
P35787	VA5_VESVI	VESVI		Vespula vidua (Ground hornet)	30215	Ves vi 5	Ves vi 5	3524
P49369	PA1_VESVU	VESVU		Vespula vulgaris (Yellow jacket) (Wasp)	7454	Ves v 1	Ves v 1	3520
P49370	HYALA_VESVU	VESVU		Vespula vulgaris (Yellow jacket) (Wasp)	7454	Ves v 2a	Ves v 2a	3521
Q5D7H4	HYALB_VESVU	VESVU		Vespula vulgaris (Yellow jacket) (Wasp)	7454	Ves v 2b	Ves v 2b	3522
B1A4F7	VDDP4_VESVU	VESVU		Vespula vulgaris (Yellow jacket) (Wasp)	7454	Ves v 3	Ves v 3	5767
Q05110	VA5_VESVU	VESVU		Vespula vulgaris (Yellow jacket) (Wasp)	7454	Ves v 5	Ves v 5	3523
P86898	ALL28_VIGMU	VIGMU		Vigna mungo (Black gram) (Phaseolus mungo)	3915	Vig m 28kD	Vig m 28kD	9880
A0A1S3THR8	PHBP_VIGRR	VIGRR	CSBP	Vigna radiata var. radiata (Mung bean) (Phaseolus aureus)	3916	Vig r 6	Vig r 6	10102
P58738	EXPB1_MAIZE	MAIZE	EXPB1	Zea mays (Maize)	4577	Zea m 1	Zea m 1	680
Q07154	EXPB9_MAIZE	MAIZE	EXPB9	Zea mays (Maize)	4577	Zea m 1	Zea m 1	3529
Q1ZYQ8	EXB10_MAIZE	MAIZE	EXPB10	Zea mays (Maize)	4577	Zea m 1	Zea m 1	680
P0C1Y5	EXB11_MAIZE	MAIZE	EXPB11	Zea mays (Maize)	4577	Zea m 1	Zea m 1	680
P35083	PROF3_MAIZE	MAIZE	PRO3	Zea mays (Maize)	4577	Zea m 12	Zea m 12	3532
P35081	PROF1_MAIZE	MAIZE	PRO1	Zea mays (Maize)	4577	Zea m 12	Zea m 12	3530
P35082	PROF2_MAIZE	MAIZE	PRO2	Zea mays (Maize)	4577	Zea m 12	Zea m 12	3531
O22655	PROF4_MAIZE	MAIZE	PRO4	Zea mays (Maize)	4577	Zea m 12	Zea m 12	3538
Q9FR39	PROF5_MAIZE	MAIZE	PRO5	Zea mays (Maize)	4577	Zea m 12	Zea m 12	3533
A4KA61	PRO12_MAIZE	MAIZE		Zea mays (Maize)	4577	Zea m 12	Zea m 12	682
A4KA55	PROF6_MAIZE	MAIZE		Zea mays (Maize)	4577	Zea m 12	Zea m 12	682
A4KA56	PROF7_MAIZE	MAIZE		Zea mays (Maize)	4577	Zea m 12	Zea m 12	682
A4KA57	PROF8_MAIZE	MAIZE		Zea mays (Maize)	4577	Zea m 12	Zea m 12	682
A4KA58	PROF9_MAIZE	MAIZE		Zea mays (Maize)	4577	Zea m 12	Zea m 12	682
A4KA60	PRO11_MAIZE	MAIZE		Zea mays (Maize)	4577	Zea m 12	Zea m 12	682
A4KA59	PRO10_MAIZE	MAIZE		Zea mays (Maize)	4577	Zea m 12	Zea m 12	682
P19656	NLTP_MAIZE	MAIZE		Zea mays (Maize)	4577	Zea m 14	Zea m 14	3534
P29022	CHIA_MAIZE	MAIZE	CHIA	Zea mays (Maize)	4577	Zea m 8	Zea m 8	11981
Q2VST0	CHIT_ZIZMA	ZIZMA		Ziziphus mauritiana (Indian jujube)	157914	Ziz m 1.0101	Ziz m 1	2487
