protein_id,gene_symbol,taxon_id,taxon_label,uniprot_link,pathway_link,term_id,term_label,term_description,term_ontology,evidence_type,negated,method,original_reference_id,original_reference_title,supporting_entities,extensions,review_summary,review_action,review_reason,review_supporting_text,review_supporting_reference_ids,review_proposed_replacement_terms,review_additional_reference_ids
I7J3R9,I7J3R9,NCBITaxon:10663,Tequatrovirus,https://www.uniprot.org/uniprotkb/I7J3R9,,GO:0006260,DNA replication,,,IEA,,Combined-IEA,GO_REF:0000120,Combined Automated Annotation using Multiple IEA Methods.,,,"Accurate but somewhat general. The more specific term ""viral DNA genome replication"" (GO:0039693) is more appropriate for a phage polymerase, making this term redundant.",REMOVE,,,,,
I7J3R9,I7J3R9,NCBITaxon:10663,Tequatrovirus,https://www.uniprot.org/uniprotkb/I7J3R9,,GO:0006261,DNA-templated DNA replication,,,IEA,,InterPro2GO,GO_REF:0000002,Gene Ontology annotation through association of InterPro records with GO terms.,,,"Appropriate biological process for a DNA polymerase. However, the more specific term ""viral DNA genome replication"" (GO:0039693) better captures the viral context, making this general term less necessary.",KEEP_AS_NON_CORE,,,,,
I7J3R9,I7J3R9,NCBITaxon:10663,Tequatrovirus,https://www.uniprot.org/uniprotkb/I7J3R9,,GO:0006302,double-strand break repair,,,IEA,,TreeGrafter,GO_REF:0000118,TreeGrafter-generated GO annotations,,,"TreeGrafter prediction likely based on homology to bacterial DNA polymerase I which has repair functions. However, phage DNA polymerases are primarily dedicated to viral genome replication, not host DNA repair. No evidence supports this specific repair function in the phage context.",MARK_AS_OVER_ANNOTATED,,,,,
I7J3R9,I7J3R9,NCBITaxon:10663,Tequatrovirus,https://www.uniprot.org/uniprotkb/I7J3R9,,GO:0016740,transferase activity,,,IEA,,UniProtKB-KW,GO_REF:0000043,Gene Ontology annotation based on UniProtKB/Swiss-Prot keyword mapping,,,"Too general. DNA polymerases are transferases, but the specific term ""DNA-directed DNA polymerase activity"" (GO:0003887) already encompasses this and is more informative.",REMOVE,,,,,
I7J3R9,I7J3R9,NCBITaxon:10663,Tequatrovirus,https://www.uniprot.org/uniprotkb/I7J3R9,,GO:0016779,nucleotidyltransferase activity,,,IEA,,UniProtKB-KW,GO_REF:0000043,Gene Ontology annotation based on UniProtKB/Swiss-Prot keyword mapping,,,"While accurate (DNA polymerases are nucleotidyltransferases), this is less specific than ""DNA-directed DNA polymerase activity"" (GO:0003887) which better describes the molecular function.",REMOVE,,,,,
I7J3R9,I7J3R9,NCBITaxon:10663,Tequatrovirus,https://www.uniprot.org/uniprotkb/I7J3R9,,GO:0039693,viral DNA genome replication,,,IEA,,UniProtKB-KW,GO_REF:0000043,Gene Ontology annotation based on UniProtKB/Swiss-Prot keyword mapping,,,Highly appropriate and specific biological process for a phage DNA polymerase. This accurately describes the primary role of this protein in viral replication.,ACCEPT,,,,,
P31867,XYL1,NCBITaxon:322104,Scheffersomyces stipitis CBS 6054,https://www.uniprot.org/uniprotkb/P31867,../genes/PICST/XYL1/XYL1-pathway.html,GO:0016491,oxidoreductase activity,,,IEA,,Combined-IEA,GO_REF:0000120,Combined Automated Annotation using Multiple IEA Methods.,,,"Overly general parent term that does not specify the substrate or cofactor. While XR is indeed an oxidoreductase, more specific child terms are available.",REMOVE,,,,GO:0032866:D-xylose reductase (NADPH) activity,
P31867,XYL1,NCBITaxon:322104,Scheffersomyces stipitis CBS 6054,https://www.uniprot.org/uniprotkb/P31867,../genes/PICST/XYL1/XYL1-pathway.html,GO:0032866,D-xylose reductase (NADPH) activity,,,IEA,,Combined-IEA,GO_REF:0000120,Combined Automated Annotation using Multiple IEA Methods.,,,"Accurate and specific molecular function annotation. UniProt and experimental evidence confirm XR preferentially uses NADPH to reduce D-xylose to xylitol, though it can also use NADH at lower efficiency.",ACCEPT,,,,,
P31867,XYL1,NCBITaxon:322104,Scheffersomyces stipitis CBS 6054,https://www.uniprot.org/uniprotkb/P31867,../genes/PICST/XYL1/XYL1-pathway.html,GO:0016616,"oxidoreductase activity, acting on the CH-OH group of donors, NAD or NADP as acceptor",,,IEA,,ARBA,GO_REF:0000117,Electronic Gene Ontology annotations created by ARBA machine learning models,,,"While correct, this is a parent term of the more specific D-xylose reductase activity. The specific term better captures the enzymatic function.",REMOVE,,,,GO:0032866:D-xylose reductase (NADPH) activity,
P31867,XYL1,NCBITaxon:322104,Scheffersomyces stipitis CBS 6054,https://www.uniprot.org/uniprotkb/P31867,../genes/PICST/XYL1/XYL1-pathway.html,GO:0042732,D-xylose metabolic process,,,IEA,,UniProtKB-KW,GO_REF:0000043,Gene Ontology annotation based on UniProtKB/Swiss-Prot keyword mapping,,,Valid but overly general term. The more specific child term D-xylose catabolic process better describes XR function in breaking down xylose.,MODIFY,,,,GO:0042843:D-xylose catabolic process,
P31867,XYL1,NCBITaxon:322104,Scheffersomyces stipitis CBS 6054,https://www.uniprot.org/uniprotkb/P31867,../genes/PICST/XYL1/XYL1-pathway.html,GO:0003729,mRNA binding,,,IEA,,ARBA,GO_REF:0000107,Automatic transfer of experimentally verified manual GO annotation data to orthologs using Ensembl Compara.,,,No evidence supports mRNA binding activity for XR. This appears to be an erroneous automated annotation transfer. XR is a metabolic enzyme with no known RNA-binding domains or functions.,REMOVE,,,,,
P31867,XYL1,NCBITaxon:322104,Scheffersomyces stipitis CBS 6054,https://www.uniprot.org/uniprotkb/P31867,../genes/PICST/XYL1/XYL1-pathway.html,GO:0004032,aldose reductase (NADPH) activity,,,IEA,,ARBA,GO_REF:0000107,Automatic transfer of experimentally verified manual GO annotation data to orthologs using Ensembl Compara.,,,"While XR can reduce various aldoses in vitro, its primary physiological function is D-xylose reduction. The more specific D-xylose reductase activity term is preferred for accuracy.",KEEP_AS_NON_CORE,,,,,
P31867,XYL1,NCBITaxon:322104,Scheffersomyces stipitis CBS 6054,https://www.uniprot.org/uniprotkb/P31867,../genes/PICST/XYL1/XYL1-pathway.html,GO:0019388,galactose catabolic process,,,IEA,,ARBA,GO_REF:0000107,Automatic transfer of experimentally verified manual GO annotation data to orthologs using Ensembl Compara.,,,"XR shows weak in vitro activity on D-galactose (Km=140mM vs 42mM for xylose), but there is no evidence this is physiologically relevant. S. stipitis has dedicated galactose metabolism pathways.",REMOVE,,,,,
P31867,XYL1,NCBITaxon:322104,Scheffersomyces stipitis CBS 6054,https://www.uniprot.org/uniprotkb/P31867,../genes/PICST/XYL1/XYL1-pathway.html,GO:0019568,arabinose catabolic process,,,IEA,,ARBA,GO_REF:0000107,Automatic transfer of experimentally verified manual GO annotation data to orthologs using Ensembl Compara.,,,"XR can reduce L-arabinose in vitro (Km=40mM), which may have minor physiological relevance in mixed pentose environments, but D-xylose is the primary substrate.",KEEP_AS_NON_CORE,,,,,
P31867,XYL1,NCBITaxon:322104,Scheffersomyces stipitis CBS 6054,https://www.uniprot.org/uniprotkb/P31867,../genes/PICST/XYL1/XYL1-pathway.html,GO:0034599,cellular response to oxidative stress,,,IEA,,ARBA,GO_REF:0000107,Automatic transfer of experimentally verified manual GO annotation data to orthologs using Ensembl Compara.,,,"No evidence links XR to oxidative stress response. This appears to be an incorrect annotation transfer, possibly confused with other aldo-keto reductases that detoxify aldehydes.",REMOVE,,,,,
P31867,XYL1,NCBITaxon:322104,Scheffersomyces stipitis CBS 6054,https://www.uniprot.org/uniprotkb/P31867,../genes/PICST/XYL1/XYL1-pathway.html,GO:0042843,D-xylose catabolic process,,,IEA,,Combined-IEA,GO_REF:0000120,Combined Automated Annotation using Multiple IEA Methods.,,,"Accurate biological process annotation. XR catalyzes the first step of xylose catabolism, converting D-xylose to xylitol which is then further metabolized to ethanol or biomass.",ACCEPT,,"The enzyme is part of the xylose-xylulose pathway | Xylose is a major constituent of plant lignocellulose, and its fermentation is important for the bioconversion of plant biomass to fuels and chemicals. Pichia stipitis is a well-studied, native xylose-fermenting yeast",PMID:1756986; PMID:17334359,,
P31867,XYL1,NCBITaxon:322104,Scheffersomyces stipitis CBS 6054,https://www.uniprot.org/uniprotkb/P31867,../genes/PICST/XYL1/XYL1-pathway.html,GO:0071470,cellular response to osmotic stress,,,IEA,,ARBA,GO_REF:0000107,Automatic transfer of experimentally verified manual GO annotation data to orthologs using Ensembl Compara.,,,No evidence supports XR involvement in osmotic stress response. This appears to be another erroneous automated annotation transfer.,REMOVE,,,,,
Q06848,ancA,NCBITaxon:203119,Acetivibrio thermocellus ATCC 27405,https://www.uniprot.org/uniprotkb/Q06848,../genes/ACET2/ancA/ancA-pathway.html,GO:0000272,polysaccharide catabolic process,,,IEA,,Combined-IEA,GO_REF:0000120,Combined Automated Annotation using Multiple IEA Methods.,,,"This annotation accurately reflects ancA's role in cellulose degradation through its anchoring function. The protein enables polysaccharide catabolism by tethering the cellulosome complex to the cell surface, optimizing enzymatic access to insoluble cellulose substrates.",ACCEPT,"AncA is directly involved in polysaccharide catabolism through its essential role in cellulosome anchoring. Mutant studies show reduced cellulose degradation rates (~14-23% slower) when ancA is deleted, confirming its contribution to the catabolic process. The annotation represents core function.",deletion and mutant studies underscore the proteins importance in cellulose utilization. Strains lacking the ancA-encoded anchor show reduced cellulose hydrolysis rates (on the order of ~14–23% slower) and delayed substrate degradation,file:ACET2/ancA/ancA-deep-research.md,,
Q06848,ancA,NCBITaxon:203119,Acetivibrio thermocellus ATCC 27405,https://www.uniprot.org/uniprotkb/Q06848,../genes/ACET2/ancA/ancA-pathway.html,GO:0030246,carbohydrate binding,,,IEA,,InterPro2GO,GO_REF:0000002,Gene Ontology annotation through association of InterPro records with GO terms.,,,"This annotation is too general and does not capture the specific molecular function of ancA. The protein does not directly bind carbohydrates but rather binds protein dockerin domains. The SLH domains may bind cell wall carbohydrates for anchoring, but the primary function is protein-protein interaction.",MODIFY,"The term carbohydrate binding is too general and misleading for ancAs primary function. AncA specifically binds to dockerin domains of scaffoldins (particularly CipAs dockerin) via its Type II cohesin domain. While SLH domains may interact with cell wall carbohydrates, the core molecular function is dockerin binding, not general carbohydrate binding.",the data confirm that SdbA binds the dockerin domain of CipA,file:ACET2/ancA/ancA-deep-research.md,GO:1990309:type-II dockerin domain binding,
Q06848,ancA,NCBITaxon:203119,Acetivibrio thermocellus ATCC 27405,https://www.uniprot.org/uniprotkb/Q06848,../genes/ACET2/ancA/ancA-pathway.html,GO:0005576,extracellular region,,,IEA,,UniProtKB-KW,GO_REF:0000043,Gene Ontology annotation based on UniProtKB/Swiss-Prot keyword mapping,,,"This annotation is accurate but could be more specific. AncA is secreted and localized to the cell surface/extracellular region, but more precisely it is anchored to the cell wall via SLH domains.",ACCEPT,"The protein is secreted with an N-terminal signal peptide and is localized to the extracellular region, specifically the cell surface. This is a correct but somewhat general annotation that captures the overall cellular location.","the anchoring protein encoded by ancA is localized to the cell envelope, exposed on the bacterial cell surface. It is secreted with an N-terminal signal peptide",file:ACET2/ancA/ancA-deep-research.md,,
Q06848,ancA,NCBITaxon:203119,Acetivibrio thermocellus ATCC 27405,https://www.uniprot.org/uniprotkb/Q06848,../genes/ACET2/ancA/ancA-pathway.html,GO:0030115,S-layer,,,IEA,,Combined-IEA,GO_REF:0000120,Combined Automated Annotation using Multiple IEA Methods.,,,This annotation is highly accurate. AncA contains multiple S-layer homology (SLH) domains that mediate attachment to the cell wall and is localized to the S-layer. This represents the precise cellular component location.,ACCEPT,AncA contains three reiterated SLH domains (plus one truncated) that are characteristic of S-layer proteins and mediate cell wall attachment. The protein is specifically localized to the S-layer as confirmed by biochemical fractionation and UniProt annotation. This is a core structural and functional characteristic.,sequence analysis revealed that the protein contains three reiterated C-terminal repeats (~60–70 amino acids each) that are homologous to SLH motifs found in bacterial S-layer proteins,file:ACET2/ancA/ancA-deep-research.md,,
Q06848,ancA,NCBITaxon:203119,Acetivibrio thermocellus ATCC 27405,https://www.uniprot.org/uniprotkb/Q06848,../genes/ACET2/ancA/ancA-pathway.html,GO:0030245,cellulose catabolic process,,,IEA,,UniProtKB-KW,GO_REF:0000043,Gene Ontology annotation based on UniProtKB/Swiss-Prot keyword mapping,,,This annotation is accurate and represents the core biological process function of ancA. The protein is directly involved in cellulose catabolism by anchoring the cellulosome complex that degrades cellulose to the cell surface.,ACCEPT,"AncA is directly involved in the cellulose catabolic process through its essential role in anchoring the cellulosome to the cell surface. This enables efficient cellulose degradation by concentrating cellulases at the substrate interface. Knockout studies demonstrate reduced cellulose hydrolysis rates, confirming its role in this process. This is a core function.","Through its anchoring role, ancA is directly involved in the degradation of plant cell wall polysaccharides, specifically the cellulose catabolic process | deletion and mutant studies underscore the proteins importance in cellulose utilization. Strains lacking the ancA-encoded anchor show reduced cellulose hydrolysis rates",file:ACET2/ancA/ancA-deep-research.md; file:ACET2/ancA/ancA-deep-research.md,,
