pmid	severity	flags	publication_types	comments_corrections	notice_pmids	title	journal	year	n_citing_genes	citing_genes	citation_sites	used_as_annotation_evidence	already_flagged_is_invalid	annotation_details
PMID:11734859	ERRATUM	ERRATUM	Journal Article;Research Support, Non-U.S. Gov't;Research Support, U.S. Gov't, Non-P.H.S.;Research Support, U.S. Gov't, P.H.S.	ErratumIn:		Isochorismate synthase is required to synthesize salicylic acid for plant defence.	Nature	2001	1	ARATH/ICS1	annotation;reference;supporting_text	True	False	ARATH/ICS1 GO:0008909 isochorismate synthase activity [IMP] action=ACCEPT;ARATH/ICS1 GO:0008909 isochorismate synthase activity [ISA] action=ACCEPT;ARATH/ICS1 GO:0008909 isochorismate synthase activity [TAS] action=ACCEPT;ARATH/ICS1 GO:0009536 plastid [ISS] action=ACCEPT;ARATH/ICS1 GO:0009627 systemic acquired resistance [IMP] action=KEEP_AS_NON_CORE;ARATH/ICS1 GO:0009697 salicylic acid biosynthetic process [IMP] action=ACCEPT
PMID:11747825	ERRATUM	ERRATUM	Journal Article;Research Support, Non-U.S. Gov't;Research Support, U.S. Gov't, P.H.S.	ErratumIn:		daf-16 integrates developmental and environmental inputs to mediate aging in the nematode Caenorhabditis elegans.	Curr Biol	2001	1	worm/daf-16	annotation;reference;supporting_text	True	False	worm/daf-16 GO:0008340 determination of adult lifespan [IMP] action=ACCEPT;worm/daf-16 GO:0009411 response to UV [IDA] action=ACCEPT;worm/daf-16 GO:0034605 cellular response to heat [IDA] action=ACCEPT
PMID:11752391	ERRATUM	ERRATUM	Journal Article;Research Support, U.S. Gov't, Non-P.H.S.	ErratumIn:		A genome-wide analysis of Arabidopsis Rop-interactive CRIB motif-containing proteins that act as Rop GTPase targets.	Plant Cell	2001	1	ARATH/F4JLB7	annotation;reference;supporting_text	True	False	ARATH/F4JLB7 GO:0005515 protein binding [IPI] action=MODIFY;ARATH/F4JLB7 GO:0009860 pollen tube growth [IMP] action=KEEP_AS_NON_CORE;ARATH/F4JLB7 GO:0016324 apical plasma membrane [IDA] action=ACCEPT
PMID:11777919	ERRATUM	ERRATUM	Journal Article;Research Support, Non-U.S. Gov't	ErratumIn:		Sphingosine kinase interacts with TRAF2 and dissects tumor necrosis factor-alpha signaling.	J Biol Chem	2002	1	human/SPHK2	annotation;reference	True	False	human/SPHK2 GO:0005515 protein binding [IPI] action=MARK_AS_OVER_ANNOTATED
PMID:11780124	ERRATUM	ERRATUM	Journal Article;Research Support, Non-U.S. Gov't;Research Support, U.S. Gov't, P.H.S.	CommentIn:23756618;ErratumIn:		IRE1 couples endoplasmic reticulum load to secretory capacity by processing the XBP-1 mRNA.	Nature	2002	2	worm/hsp-4;worm/ire-1	annotation;reference;supporting_text	True	False	worm/hsp-4 GO:0030968 endoplasmic reticulum unfolded protein response [IEP] action=ACCEPT;worm/ire-1 GO:0030968 endoplasmic reticulum unfolded protein response [IMP] action=ACCEPT
PMID:11823423	ERRATUM	ERRATUM	Journal Article;Research Support, U.S. Gov't, Non-P.H.S.;Research Support, U.S. Gov't, P.H.S.	ErratumIn:		A mutant EGF-receptor defective in ubiquitylation and endocytosis unveils a role for Grb2 in negative signaling.	EMBO J	2002	4	mouse/Cbl;mouse/Egf;mouse/Egfr;mouse/Grb2	annotation;reference	True	False	mouse/Cbl GO:0016567 protein ubiquitination [ISO] action=ACCEPT;mouse/Cbl GO:0042059 negative regulation of epidermal growth factor receptor signaling pathway [IGI] action=ACCEPT;mouse/Cbl GO:0061630 ubiquitin protein ligase activity [IGI] action=ACCEPT;mouse/Cbl GO:0070086 ubiquitin-dependent endocytosis [ISO] action=ACCEPT;mouse/Egf GO:0048018 receptor ligand activity [IDA] action=ACCEPT;mouse/Egfr GO:0004713 protein tyrosine kinase activity [IMP] action=ACCEPT;mouse/Egfr GO:0005006 epidermal growth factor receptor activity [IDA] action=ACCEPT;mouse/Egfr GO:0042059 negative regulation of epidermal growth factor receptor signaling pathway [IMP] action=KEEP_AS_NON_CORE;mouse/Grb2 GO:0060090 molecular adaptor activity [ISO] action=ACCEPT
PMID:11857081	ERRATUM	ERRATUM	Journal Article;Research Support, Non-U.S. Gov't;Research Support, U.S. Gov't, P.H.S.	ErratumIn:		The putative tumor suppressor RASSF1A homodimerizes and heterodimerizes with the Ras-GTP binding protein Nore1.	Oncogene	2002	1	human/HRAS	annotation;reference	True	False	human/HRAS GO:0005515 protein binding [IPI] action=MARK_AS_OVER_ANNOTATED
PMID:11859360	ERRATUM	ERRATUM	Journal Article;Research Support, Non-U.S. Gov't	CommentIn:11859347;ErratumIn:		The genome sequence of Schizosaccharomyces pombe.	Nature	2002	5	SCHPO/cdc7;SCHPO/cmc4;SCHPO/mug151;SCHPO/nce101;SCHPO/ppk34	reference	False	False	
PMID:11864996	ERRATUM	ERRATUM	Journal Article;Research Support, Non-U.S. Gov't;Research Support, U.S. Gov't, P.H.S.	ErratumIn:		14-3-3 transits to the nucleus and participates in dynamic nucleocytoplasmic transport.	J Cell Biol	2002	1	human/YWHAZ	annotation;reference;supporting_text	True	False	human/YWHAZ GO:0005515 protein binding [IPI] action=MARK_AS_OVER_ANNOTATED
PMID:11894095	ERRATUM	ERRATUM	Journal Article;Research Support, Non-U.S. Gov't	CommentIn:11894079;ErratumIn:		Cbl-CIN85-endophilin complex mediates ligand-induced downregulation of EGF receptors.	Nature	2002	1	mouse/Egfr	annotation;reference	True	False	mouse/Egfr GO:0004713 protein tyrosine kinase activity [ISO] action=ACCEPT;mouse/Egfr GO:0042059 negative regulation of epidermal growth factor receptor signaling pathway [ISO] action=KEEP_AS_NON_CORE
PMID:11911854	ERRATUM	ERRATUM	Journal Article	ErratumIn:		Differentiation-dependent repression of c-myc, B22, COX II and COX IV genes in murine erythroleukemia (MEL) cells.	Biochem Pharmacol	2002	1	human/COX4I2	annotation;reference	True	False	human/COX4I2 GO:0045333 cellular respiration [NAS] action=KEEP_AS_NON_CORE
PMID:11943812	ERRATUM	ERRATUM	Journal Article;Research Support, Non-U.S. Gov't;Research Support, U.S. Gov't, P.H.S.	ErratumIn:		A role for alpha-synuclein in the regulation of dopamine biosynthesis.	J Neurosci	2002	1	human/TH	annotation;reference;supporting_text	True	False	human/TH GO:0004511 tyrosine 3-monooxygenase activity [IDA] action=ACCEPT;human/TH GO:0005515 protein binding [IPI] action=MARK_AS_OVER_ANNOTATED
PMID:12176985	ERRATUM	ERRATUM	Journal Article;Research Support, Non-U.S. Gov't	ErratumIn:		Mildly acidic pH activates the extracellular molecular chaperone clusterin.	J Biol Chem	2002	1	human/CLU	annotation;reference;supporting_text	True	False	human/CLU GO:0050821 protein stabilization [IDA] action=ACCEPT
PMID:12189593	ERRATUM	ERRATUM	Case Reports;Journal Article;Research Support, Non-U.S. Gov't	ErratumIn:		Lathosterolosis, a novel multiple-malformation/mental retardation syndrome due to deficiency of 3beta-hydroxysteroid-delta5-desaturase.	Am J Hum Genet	2002	1	human/SC5D	annotation;reference;supporting_text	True	False	human/SC5D GO:0000248 C-5 sterol desaturase activity [EXP] action=ACCEPT
PMID:12374762	ERRATUM	ERRATUM	Journal Article;Research Support, Non-U.S. Gov't;Research Support, U.S. Gov't, P.H.S.	ErratumIn:		The inherited blindness associated protein AIPL1 interacts with the cell cycle regulator protein NUB1.	Hum Mol Genet	2002	1	human/AIPL1	annotation;reference;supporting_text	True	False	human/AIPL1 GO:0005515 protein binding [IPI] action=KEEP_AS_NON_CORE;human/AIPL1 GO:0005634 nucleus [IDA] action=KEEP_AS_NON_CORE;human/AIPL1 GO:0005737 cytoplasm [IDA] action=ACCEPT
PMID:12534463	ERRATUM	ERRATUM	Comparative Study;Journal Article;Research Support, Non-U.S. Gov't;Research Support, U.S. Gov't, Non-P.H.S.	ErratumIn:		Complete genome sequence and comparative analysis of the metabolically versatile Pseudomonas putida KT2440.	Environ Microbiol	2002	79	PSEPK/PP_3768;PSEPK/aceK;PSEPK/algG;PSEPK/aroA;PSEPK/aroB;PSEPK/aroC;PSEPK/aroE;PSEPK/aroE__Q88IJ7;PSEPK/aroE__Q88K85;PSEPK/aroE__Q88RQ5;PSEPK/aroF-I;PSEPK/aroF-II;PSEPK/aroK;PSEPK/aroQ;PSEPK/aroQ-III;PSEPK/aroQ1;PSEPK/aroQ2;PSEPK/benA;PSEPK/catA;PSEPK/cca;PSEPK/cheZ;PSEPK/clpX;PSEPK/crcB;PSEPK/dinB;PSEPK/dnaK;PSEPK/eda;PSEPK/edd;PSEPK/eno;PSEPK/exbB;PSEPK/fbp;PSEPK/fcs;PSEPK/flgE;PSEPK/fpvA;PSEPK/fumC;PSEPK/glaH;PSEPK/glnK;PSEPK/gltA;PSEPK/gpsA;PSEPK/gyrA;PSEPK/gyrB;PSEPK/hglS;PSEPK/hmp;PSEPK/hpd;PSEPK/iaaM;PSEPK/katG;PSEPK/mdh;PSEPK/mraY;PSEPK/mrcA;PSEPK/ntrC;PSEPK/pabA;PSEPK/pcaF;PSEPK/pcaG;PSEPK/pgi1;PSEPK/pgk;PSEPK/phaA;PSEPK/phaZ;PSEPK/phhA;PSEPK/pilA;PSEPK/pobA;PSEPK/ppc;PSEPK/pta;PSEPK/pvdQ;PSEPK/quiA;PSEPK/retS;PSEPK/rnc;PSEPK/rpoD;PSEPK/ruvB;PSEPK/secA;PSEPK/sodB;PSEPK/sucA;PSEPK/sucC;PSEPK/tig;PSEPK/tolC;PSEPK/tonB;PSEPK/trpC;PSEPK/uvrA;PSEPK/uvrB;PSEPK/vanB;PSEPK/zwf	reference;supporting_text	False	False	
PMID:12547821	ERRATUM	ERRATUM	Journal Article	ErratumIn:		Molecular identification of human glutamine- and ammonia-dependent NAD synthetases. Carbon-nitrogen hydrolase domain confers glutamine dependency.	J Biol Chem	2003	1	human/NADSYN1	annotation;reference;supporting_text	True	False	human/NADSYN1 GO:0003952 NAD+ synthase (glutamine-hydrolyzing) activity [EXP] action=ACCEPT
PMID:12750521	ERRATUM	ERRATUM	Journal Article;Research Support, Non-U.S. Gov't;Research Support, U.S. Gov't, P.H.S.	ErratumIn:		Regulation of aging and age-related disease by DAF-16 and heat-shock factor.	Science	2003	1	worm/daf-16	annotation;reference;supporting_text	True	False	worm/daf-16 GO:0035556 intracellular signal transduction [IMP] action=KEEP_AS_NON_CORE
PMID:12753588	ERRATUM	ERRATUM	Journal Article;Research Support, Non-U.S. Gov't	ErratumIn:		The NFP locus of Medicago truncatula controls an early step of Nod factor signal transduction upstream of a rapid calcium flux and root hair deformation.	Plant J	2003	1	MEDTR/NFP	annotation;reference;supporting_text	True	False	MEDTR/NFP GO:0002237 response to molecule of bacterial origin [IMP] action=ACCEPT;MEDTR/NFP GO:0009877 nodulation [IMP] action=ACCEPT;MEDTR/NFP GO:0038023 signaling receptor activity [IMP] action=NEW
PMID:12761049	ERRATUM	ERRATUM	Journal Article;Research Support, Non-U.S. Gov't	ErratumIn:		HnRNP G and Tra2beta: opposite effects on splicing matched by antagonism in RNA binding.	Hum Mol Genet	2003	1	human/TRA2B	annotation;reference;supporting_text	True	False	human/TRA2B GO:0000381 regulation of alternative mRNA splicing, via spliceosome [IDA] action=ACCEPT;human/TRA2B GO:0003729 mRNA binding [IDA] action=MODIFY;human/TRA2B GO:0048025 negative regulation of mRNA splicing, via spliceosome [IDA] action=NEW
PMID:12763021	ERRATUM	ERRATUM	Journal Article;Research Support, Non-U.S. Gov't	ErratumIn:		APH1, PEN2, and Nicastrin increase Abeta levels and gamma-secretase activity.	Biochem Biophys Res Commun	2003	5	human/APH1A;human/APH1B;human/NCSTN;human/PSEN1;human/PSENEN	annotation;reference;supporting_text	True	False	human/APH1A GO:0016485 protein processing [IGI] action=ACCEPT;human/APH1A GO:0034205 amyloid-beta formation [IGI] action=ACCEPT;human/APH1A GO:0042987 amyloid precursor protein catabolic process [IGI] action=ACCEPT;human/APH1A GO:0061133 endopeptidase activator activity [IGI] action=ACCEPT;human/APH1B GO:0016485 protein processing [IGI] action=ACCEPT;human/APH1B GO:0034205 amyloid-beta formation [IGI] action=ACCEPT;human/APH1B GO:0042987 amyloid precursor protein catabolic process [IGI] action=ACCEPT;human/APH1B GO:0061133 endopeptidase activator activity [IGI] action=ACCEPT;human/APH1B GO:0070765 gamma-secretase complex [IGI] action=ACCEPT;human/NCSTN GO:0016485 protein processing [IGI] action=ACCEPT;human/NCSTN GO:0030674 protein-macromolecule adaptor activity [IGI] action=ACCEPT;human/NCSTN GO:0034205 amyloid-beta formation [IGI] action=ACCEPT;human/NCSTN GO:0042987 amyloid precursor protein catabolic process [IGI] action=ACCEPT;human/NCSTN GO:0061133 endopeptidase activator activity [IGI] action=ACCEPT;human/NCSTN GO:0070765 gamma-secretase complex [IGI] action=ACCEPT;human/PSEN1 GO:0004175 endopeptidase activity [IGI] action=MODIFY;human/PSEN1 GO:0016485 protein processing [IGI] action=KEEP_AS_NON_CORE;human/PSEN1 GO:0034205 amyloid-beta formation [IGI] action=ACCEPT;human/PSEN1 GO:0042987 amyloid precursor protein catabolic process [IGI] action=ACCEPT;human/PSEN1 GO:0070765 gamma-secretase complex [IGI] action=ACCEPT;human/PSENEN GO:0016485 protein processing [IGI] action=ACCEPT;human/PSENEN GO:0034205 amyloid-beta formation [IGI] action=ACCEPT;human/PSENEN GO:0042987 amyloid precursor protein catabolic process [IGI] action=ACCEPT;human/PSENEN GO:0061133 endopeptidase activator activity [IGI] action=ACCEPT;human/PSENEN GO:0070765 gamma-secretase complex [IGI] action=ACCEPT
PMID:12794069	ERRATUM	ERRATUM	Journal Article;Research Support, Non-U.S. Gov't	ErratumIn:		The mitochondrial prohibitin complex is essential for embryonic viability and germline function in Caenorhabditis elegans.	J Biol Chem	2003	2	worm/phb-1;worm/phb-2	annotation;reference;supporting_text	True	False	worm/phb-1 GO:0002082 regulation of oxidative phosphorylation [IMP] action=KEEP_AS_NON_CORE;worm/phb-1 GO:0006979 response to oxidative stress [IMP] action=KEEP_AS_NON_CORE;worm/phb-1 GO:0007005 mitochondrion organization [IMP] action=ACCEPT;worm/phb-1 GO:0007283 spermatogenesis [IMP] action=KEEP_AS_NON_CORE;worm/phb-1 GO:0008406 gonad development [IMP] action=KEEP_AS_NON_CORE;worm/phb-1 GO:0009792 embryo development ending in birth or egg hatching [IMP] action=KEEP_AS_NON_CORE;worm/phb-1 GO:0030421 defecation [IMP] action=KEEP_AS_NON_CORE;worm/phb-1 GO:0031966 mitochondrial membrane [IDA] action=KEEP_AS_NON_CORE;worm/phb-1 GO:0040018 positive regulation of multicellular organism growth [IMP] action=KEEP_AS_NON_CORE;worm/phb-1 GO:0043051 regulation of nematode pharyngeal pumping [IMP] action=KEEP_AS_NON_CORE;worm/phb-1 GO:0048477 oogenesis [IMP] action=KEEP_AS_NON_CORE;worm/phb-2 GO:0002082 regulation of oxidative phosphorylation [IMP] action=KEEP_AS_NON_CORE;worm/phb-2 GO:0005743 mitochondrial inner membrane [EXP] action=ACCEPT;worm/phb-2 GO:0006979 response to oxidative stress [IMP] action=KEEP_AS_NON_CORE;worm/phb-2 GO:0007005 mitochondrion organization [IMP] action=ACCEPT;worm/phb-2 GO:0007283 spermatogenesis [IMP] action=KEEP_AS_NON_CORE;worm/phb-2 GO:0008406 gonad development [IMP] action=KEEP_AS_NON_CORE;worm/phb-2 GO:0009792 embryo development ending in birth or egg hatching [IMP] action=KEEP_AS_NON_CORE;worm/phb-2 GO:0030421 defecation [IMP] action=KEEP_AS_NON_CORE;worm/phb-2 GO:0031966 mitochondrial membrane [IDA] action=KEEP_AS_NON_CORE;worm/phb-2 GO:0040018 positive regulation of multicellular organism growth [IMP] action=KEEP_AS_NON_CORE;worm/phb-2 GO:0043051 regulation of nematode pharyngeal pumping [IMP] action=KEEP_AS_NON_CORE;worm/phb-2 GO:0048477 oogenesis [IMP] action=KEEP_AS_NON_CORE
PMID:12802337	ERRATUM	ERRATUM	Journal Article;Research Support, Non-U.S. Gov't	ErratumIn:		Cloning of adiponectin receptors that mediate antidiabetic metabolic effects.	Nature	2003	1	human/ADIPOQ	reference;supporting_text	False	False	
PMID:12815595	ERRATUM	ERRATUM	Journal Article;Research Support, Non-U.S. Gov't	ErratumIn:		The molecular basis of glutamate formiminotransferase deficiency.	Hum Mutat	2003	1	human/FTCD	annotation;reference;supporting_text	True	False	human/FTCD GO:0030409 glutamate formimidoyltransferase activity [IDA] action=ACCEPT
PMID:12829692	ERRATUM	ERRATUM	Journal Article;Research Support, U.S. Gov't, P.H.S.	ErratumIn:		A purified subfragment of yeast Atp11p retains full molecular chaperone activity.	J Biol Chem	2003	1	yeast/ATP11	annotation;reference;supporting_text	True	False	yeast/ATP11 GO:0051082 unfolded protein binding [IDA] action=MODIFY
PMID:12847083	ERRATUM	ERRATUM	Journal Article;Research Support, Non-U.S. Gov't;Research Support, U.S. Gov't, P.H.S.	ErratumIn:41642267	41642267	Bax and Bak can localize to the endoplasmic reticulum to initiate apoptosis.	J Cell Biol	2003	1	mouse/Casp3	annotation;reference	True	False	mouse/Casp3 GO:0006915 apoptotic process [IDA] action=ACCEPT
PMID:12869764	ERRATUM	ERRATUM	Journal Article;Research Support, Non-U.S. Gov't	CommentIn:14715990;ErratumIn:		Collection, mapping, and annotation of over 28,000 cDNA clones from japonica rice.	Science	2003	2	ORYSJ/EME1;ORYSJ/MET1A	annotation;reference;supporting_text	True	False	ORYSJ/EME1 GO:0009411 response to UV [IEP] action=REMOVE;ORYSJ/EME1 GO:0009644 response to high light intensity [IEP] action=REMOVE;ORYSJ/EME1 GO:0010332 response to gamma radiation [IEP] action=REMOVE
PMID:12887892	ERRATUM	ERRATUM	Journal Article	CommentIn:12919668;ErratumIn:		Sir2 regulates skeletal muscle differentiation as a potential sensor of the redox state.	Mol Cell	2003	1	human/SIRT2	annotation;reference;supporting_text	True	False	human/SIRT2 GO:0005515 protein binding [IPI] action=MODIFY;human/SIRT2 GO:0035035 histone acetyltransferase binding [IPI] action=ACCEPT;human/SIRT2 GO:0045843 negative regulation of striated muscle tissue development [IDA] action=KEEP_AS_NON_CORE;human/SIRT2 GO:0045892 negative regulation of DNA-templated transcription [IDA] action=KEEP_AS_NON_CORE;human/SIRT2 GO:0051775 response to redox state [NAS] action=ACCEPT;human/SIRT2 GO:0140297 DNA-binding transcription factor binding [IPI] action=ACCEPT
PMID:12925580	ERRATUM	ERRATUM	Journal Article;Research Support, Non-U.S. Gov't	ErratumIn:27965441	27965441	Mice humanised for the EGF receptor display hypomorphic phenotypes in skin, bone and heart.	Development	2003	1	human/EGFR	annotation;reference;supporting_text	True	False	human/EGFR GO:0001503 ossification [NAS] action=KEEP_AS_NON_CORE
PMID:12970677	ERRATUM	ERRATUM	Journal Article;Research Support, Non-U.S. Gov't	ErratumIn:		c-Myc-deficient B lymphocytes are resistant to spontaneous and induced cell death.	Cell Death Differ	2004	1	mouse/Myc	annotation;reference	True	False	mouse/Myc GO:0001783 B cell apoptotic process [IMP] action=KEEP_AS_NON_CORE;mouse/Myc GO:0016485 protein processing [IMP] action=MARK_AS_OVER_ANNOTATED;mouse/Myc GO:0043279 response to alkaloid [IMP] action=MARK_AS_OVER_ANNOTATED
PMID:12975309	ERRATUM	ERRATUM	Journal Article	ErratumIn:		The secreted protein discovery initiative (SPDI), a large-scale effort to identify novel human secreted and transmembrane proteins: a bioinformatics assessment.	Genome Res	2003	2	human/EMC7;human/ITIH6	annotation;reference	True	False	human/EMC7 GO:0016020 membrane [NAS] action=KEEP_AS_NON_CORE
PMID:1304173	ERRATUM	ERRATUM	Comparative Study;Journal Article;Research Support, Non-U.S. Gov't	ErratumIn:		High frequencies in African and non-African populations of independent mutations in the mannose binding protein gene.	Hum Mol Genet	1992	1	human/MBL2	annotation;reference	True	False	human/MBL2 GO:0005576 extracellular region [TAS] action=ACCEPT
