scope	accession	gene	organism	caution_pmid	n_pos	positive_mf_terms
net_new	Q8NHS2	GOT1L1	Homo sapiens (Human)	25287256	1	GO:0004069 L-aspartate:2-oxoglutara(IDA)
net_new	Q8NK50	lxr1	Trichoderma reesei (strain A	19303876	1	GO:0050085 mannitol 2-dehydrogenase(IDA)
net_new	Q8R089	Fbrs	Mus musculus (Mouse)	7892239	1	GO:0008083 growth factor activity(IDA)
net_new	Q8R1M0	Hmces	Mus musculus (Mouse)	31806351	1	GO:0003697 single-stranded DNA bind(IDA)
net_new	Q8R1S9	Slc38a4	Mus musculus (Mouse)	23451088	3	GO:0005295 neutral L-amino acid:sod(IDA); GO:0015655 alanine:sodium symporter(EXP); GO:0061459 L-arginine transmembrane(IDA)
net_new	Q8R2Z3	Slc26a7	Mus musculus (Mouse)	12736153	2	GO:0015106 bicarbonate transmembran(IMP); GO:0140900 chloride:bicarbonate ant(IDA)
net_new	Q8R2Z3	Slc26a7	Mus musculus (Mouse)	19723628	1	GO:0140900 chloride:bicarbonate ant(IMP)
net_new	Q8R4E9	Cdt1	Mus musculus (Mouse)	12192004	3	GO:0003677 DNA binding(IDA); GO:0005515 protein binding(IPI); GO:0005515 protein binding(IPI)
net_new	Q8R4P4	Tmc2	Mus musculus (Mouse)	38228630	1	GO:0005515 protein binding(IPI)
net_new	Q8R4P5	Tmc1	Mus musculus (Mouse)	38228630	2	GO:0005515 protein binding(IPI); GO:0005515 protein binding(IPI)
net_new	Q8RSQ2	bar	Rhodococcus erythropolis (Ar	11748240	1	GO:0047694 barbiturase activity(EXP)
net_new	Q8RUW5	SCPL8	Arabidopsis thaliana (Mouse-	17600138	2	GO:0016754 sinapoylglucose-malate O(EXP); GO:0047158 sinapoylglucose-sinapoyl(EXP)
net_new	Q8RY73	DXO1	Arabidopsis thaliana (Mouse-	30949699	3	GO:0000175 3'-5'-RNA exonuclease ac(IDA); GO:0003723 RNA binding(IDA); GO:0110152 RNA NAD+-cap (NAD+-formi(EXP)
net_new	Q8SWV6	Fic	Drosophila melanogaster (Fru	25395623	3	GO:0030544 Hsp70 protein binding(IPI); GO:0051087 protein-folding chaperon(IDA); GO:0070733 AMPylase activity(IDA)
net_new	Q8SWV6	Fic	Drosophila melanogaster (Fru	29089387	5	GO:0030544 Hsp70 protein binding(IPI); GO:0042803 protein homodimerization(IDA); GO:0044603 protein adenylylhydrolas(IDA); GO:0051087 protein-folding chaperon(IDA); GO:0070733 AMPylase activity(IDA)
net_new	Q8TBG4	ETNPPL	Homo sapiens (Human)	22241472	1	GO:0050459 ethanolamine-phosphate p(IDA)
net_new	Q8TD07	RAET1E	Homo sapiens (Human)	15240696	1	GO:0046703 natural killer cell lect(IPI)
net_new	Q8TDZ2	MICAL1	Homo sapiens (Human)	21864500	4	GO:0003779 actin binding(IDA); GO:0016174 NAD(P)H oxidase H2O2-for(IDA); GO:0016709 oxidoreductase activity,(IDA); GO:0071949 FAD binding(IDA)
net_new	Q8TDZ2	MICAL1	Homo sapiens (Human)	26845023	2	GO:0016174 NAD(P)H oxidase H2O2-for(IDA); GO:0016709 oxidoreductase activity,(IDA)
net_new	Q8TE54	SLC26A7	Homo sapiens (Human)	12736153	2	GO:0015106 bicarbonate transmembran(ISS); GO:0140900 chloride:bicarbonate ant(IDA)
net_new	Q8TE54	SLC26A7	Homo sapiens (Human)	32119864	1	GO:0140900 chloride:bicarbonate ant(IDA)
net_new	Q8UGL3	dapA	Agrobacterium fabrum (strain	24677246	1	GO:0008840 4-hydroxy-tetrahydrodipi(IDA)
net_new	Q8VBU8	Banp	Mus musculus (Mouse)	10940556	1	GO:0005515 protein binding(IPI)
net_new	Q8VBV9	Or51e2	Mus musculus (Mouse)	23401498	1	GO:0038023 signaling receptor activ(IDA)
net_new	Q8VC56	Rnf8	Mus musculus (Mouse)	22101936	1	GO:0005515 protein binding(IPI)
net_new	Q8VCT4	Ces1d	Mus musculus (Mouse)	10518925	1	GO:0052689 carboxylic ester hydrola(TAS)
net_new	Q8VDP3	Mical1	Mus musculus (Mouse)	23911929	3	GO:0003779 actin binding(IDA); GO:0016709 oxidoreductase activity,(IDA); GO:0120501 F-actin monooxygenase ac(EXP)
net_new	Q8VDP3	Mical1	Mus musculus (Mouse)	26935886	4	GO:0003779 actin binding(IDA); GO:0016709 oxidoreductase activity,(IDA); GO:0071949 FAD binding(IDA); GO:0120501 F-actin monooxygenase ac(EXP)
net_new	Q8VDR7	Tgds	Mus musculus (Mouse)	40836090	1	GO:0050377 UDP-glucose 4,6-dehydrat(IDA)
net_new	Q8VE47	Uba5	Mus musculus (Mouse)	21304510	2	GO:0005515 protein binding(IPI); GO:0071566 UFM1 activating enzyme a(IDA)
net_new	Q8VEA6	Chrdl2	Mus musculus (Mouse)	14660436	7	GO:0005515 protein binding(IPI); GO:0005515 protein binding(IPI); GO:0005515 protein binding(IPI); GO:0005515 protein binding(IPI); GO:0005515 protein binding(IPI); GO:0005515 protein binding(IPI)
net_new	Q8VIG1	Rest	Mus musculus (Mouse)	10490617	2	GO:0005515 protein binding(IPI); GO:0043565 sequence-specific DNA bi(IDA)
net_new	Q8VIJ5	Oga	Rattus norvegicus (Rat)	15485860	1	GO:0004402 histone acetyltransferas(IMP)
net_new	Q8VQF5	cinB	Citrobacter braakii	12016226	1	GO:0016731 oxidoreductase activity,(IDA)
net_new	Q8WUF5	PPP1R13L	Homo sapiens (Human)	10336463	1	GO:0003714 transcription corepresso(TAS)
net_new	Q8WUJ0	STYX	Homo sapiens (Human)	23847209	1	GO:0005515 protein binding(IPI)
net_new	Q8WUJ0	STYX	Homo sapiens (Human)	28007894	5	GO:0001691 pseudophosphatase activi(IMP); GO:0005515 protein binding(IPI); GO:0005515 protein binding(IPI); GO:0005515 protein binding(IPI); GO:1990444 F-box domain binding(IMP)
net_new	Q8WUX1	SLC38A5	Homo sapiens (Human)	11243884	7	GO:0005290 L-histidine transmembran(IMP); GO:0015182 L-asparagine transmembra(IMP); GO:0015186 L-glutamine transmembran(IMP); GO:0015187 glycine transmembrane tr(IMP); GO:0015194 L-serine transmembrane t(IMP); GO:0022858 alanine transmembrane tr(IMP)
net_new	Q8ZPS6	ydiV	Salmonella typhimurium (stra	21278297	1	GO:0005515 protein binding(IPI)
net_new	Q90WN4	foxd2	Xenopus laevis (African claw	15656969	2	GO:0003677 DNA binding(NAS); GO:0003700 DNA-binding transcriptio(NAS)
net_new	Q91V24	Abca7	Mus musculus (Mouse)	12917409	2	GO:0005515 protein binding(IPI); GO:0034188 apolipoprotein A-I recep(IDA)
net_new	Q91WC0	Setd3	Mus musculus (Mouse)	21832073	3	GO:0042800 histone H3K4 methyltrans(IDA); GO:0046975 histone H3K36 methyltran(IDA); GO:0061629 RNA polymerase II-specif(IPI)
net_new	Q91WC0	Setd3	Mus musculus (Mouse)	30626964	1	GO:0018064 protein-L-histidine N-te(IMP)
net_new	Q91YX5	Lpgat1	Mus musculus (Mouse)	35131264	1	GO:0071618 lysophosphatidylethanola(IDA)
net_new	Q91ZX1	Cd209a	Mus musculus (Mouse)	11581173	1	GO:0030246 carbohydrate binding(ISS)
net_new	Q92325	LAG2	Saccharomyces cerevisiae (st	19942853	1	GO:0005515 protein binding(IPI)
net_new	Q92499	DDX1	Homo sapiens (Human)	18710941	4	GO:0003724 RNA helicase activity(IDA); GO:0004518 nuclease activity(IDA); GO:0005515 protein binding(IPI); GO:0033677 DNA/RNA helicase activit(IDA)
net_new	Q92547	TOPBP1	Homo sapiens (Human)	23891287	1	GO:0140031 phosphorylation-dependen(IDA)
net_new	Q92547	TOPBP1	Homo sapiens (Human)	30898438	2	GO:0140031 phosphorylation-dependen(IDA); GO:0140463 chromatin-protein adapto(IDA)
net_new	Q92560	BAP1	Homo sapiens (Human)	25451922	3	GO:0005515 protein binding(IPI); GO:0005515 protein binding(IPI); GO:0140950 histone H2A deubiquitina(IMP)
net_new	Q92581	SLC9A6	Homo sapiens (Human)	9507001	1	GO:0015385 sodium:proton antiporter(TAS)
net_new	Q925Q3	Slc8b1	Mus musculus (Mouse)	14625281	1	GO:0005432 calcium:sodium antiporte(IDA)
net_new	Q925Q3	Slc8b1	Mus musculus (Mouse)	20018762	2	GO:0005432 calcium:sodium antiporte(IDA); GO:0042803 protein homodimerization(IPI)
net_new	Q925Q3	Slc8b1	Mus musculus (Mouse)	24067497	1	GO:0086038 calcium:sodium antiporte(IMP)
net_new	Q92830	KAT2A	Homo sapiens (Human)	27377381	1	GO:0004402 histone acetyltransferas(EXP)
net_new	Q92830	KAT2A	Homo sapiens (Human)	29211711	4	GO:0003682 chromatin binding(IDA); GO:0003713 transcription coactivato(IDA); GO:0004402 histone acetyltransferas(IDA); GO:0106078 histone succinyltransfer(IDA)
net_new	Q92830	KAT2A	Homo sapiens (Human)	31542297	2	GO:0106228 peptide glutaryltransfer(EXP); GO:0106229 histone glutaryltransfer(IDA)
net_new	Q92932	PTPRN2	Homo sapiens (Human)	8798755	1	GO:0005001 transmembrane receptor p(TAS)
net_new	Q936X3	atzE	Pseudomonas sp. (strain ADP)	11544232	1	GO:0018750 biuret amidohydrolase ac(IDA)
net_new	Q93CA6	mlrC	Sphingomonas sp	11769251	1	GO:0008233 peptidase activity(IDA)
net_new	Q93CA6	mlrC	Sphingomonas sp	22591122	1	GO:0008233 peptidase activity(IDA)
net_new	Q93CA6	mlrC	Sphingomonas sp	8899999	4	GO:0008233 peptidase activity(IDA); GO:0008237 metallopeptidase activit(IDA); GO:0008270 zinc ion binding(TAS); GO:0046872 metal ion binding(IDA)
net_new	Q93WE4	SINAT6	Arabidopsis thaliana (Mouse-	24350984	6	GO:0005515 protein binding(IPI); GO:0005515 protein binding(IPI); GO:0005515 protein binding(IPI); GO:0005515 protein binding(IPI); GO:0005515 protein binding(IPI); GO:0042803 protein homodimerization(IPI)
net_new	Q94521	speck	Drosophila melanogaster (Fru	25406072	1	GO:0004059 aralkylamine N-acetyltra(IDA)
net_new	Q945B4	AOP3	Arabidopsis thaliana (Mouse-	11251105	1	GO:0016706 2-oxoglutarate-dependent(IDA)
net_new	Q945B5	AOP2	Arabidopsis thaliana (Mouse-	11251105	1	GO:0016706 2-oxoglutarate-dependent(IDA)
net_new	Q95UN8	slpr	Drosophila melanogaster (Fru	11825878	4	GO:0004706 JUN kinase kinase kinase(ISS); GO:0004706 JUN kinase kinase kinase(ISS); GO:0042803 protein homodimerization(ISS); GO:0042803 protein homodimerization(ISS)
net_new	Q95XN2	mppa-1	Caenorhabditis elegans	16788047	2	GO:0004222 metalloendopeptidase act(IDA); GO:0005515 protein binding(IPI)
net_new	Q95XX0	ubc-13	Caenorhabditis elegans	15530417	2	GO:0004842 ubiquitin-protein transf(IDA); GO:0061631 ubiquitin conjugating en(EXP)
net_new	Q969I6	SLC38A4	Homo sapiens (Human)	11342143	2	GO:0005295 neutral L-amino acid:sod(IDA); GO:0015375 glycine:sodium symporter(EXP)
net_new	Q969I6	SLC38A4	Homo sapiens (Human)	33928121	4	GO:0005283 amino acid:sodium sympor(IDA); GO:0015375 glycine:sodium symporter(EXP); GO:0015655 alanine:sodium symporter(EXP); GO:0140901 L-asparagine:sodium symp(EXP)
net_new	Q969S0	SLC35B4	Homo sapiens (Human)	15911612	4	GO:0005462 UDP-N-acetylglucosamine (IDA); GO:0005462 UDP-N-acetylglucosamine (IDA); GO:0005464 UDP-xylose transmembrane(IDA); GO:0005464 UDP-xylose transmembrane(IDA)
net_new	Q969S8	HDAC10	Homo sapiens (Human)	11677242	1	GO:0033558 protein lysine deacetyla(EXP)
net_new	Q969S8	HDAC10	Homo sapiens (Human)	11726666	1	GO:0033558 protein lysine deacetyla(EXP)
net_new	Q969S8	HDAC10	Homo sapiens (Human)	11739383	1	GO:0033558 protein lysine deacetyla(EXP)
net_new	Q969S8	HDAC10	Homo sapiens (Human)	11861901	4	GO:0004407 histone deacetylase acti(IDA); GO:0019899 enzyme binding(IPI); GO:0033558 protein lysine deacetyla(EXP); GO:0042826 histone deacetylase bind(IDA)
net_new	Q969S8	HDAC10	Homo sapiens (Human)	26221039	2	GO:0005515 protein binding(IPI); GO:0033558 protein lysine deacetyla(IDA)
net_new	Q96AQ8	MCUR1	Homo sapiens (Human)	27184846	2	GO:0005515 protein binding(IPI); GO:0005515 protein binding(IPI)
net_new	Q96BN8	OTULIN	Homo sapiens (Human)	23806334	1	GO:0004843 cysteine-type deubiquiti(IDA)
net_new	Q96BN8	OTULIN	Homo sapiens (Human)	26997266	1	GO:0004843 cysteine-type deubiquiti(IDA)
net_new	Q96BN8	OTULIN	Homo sapiens (Human)	27523608	2	GO:0004843 cysteine-type deubiquiti(IDA); GO:0005515 protein binding(IPI)
net_new	Q96BS2	TESC	Homo sapiens (Human)	11696366	2	GO:0005509 calcium ion binding(IDA); GO:0005515 protein binding(IPI)
net_new	Q96BS2	TESC	Homo sapiens (Human)	12809501	1	GO:0005515 protein binding(IPI)
net_new	Q96BS2	TESC	Homo sapiens (Human)	18321853	1	GO:0005515 protein binding(IPI)
net_new	Q96BS2	TESC	Homo sapiens (Human)	30287853	2	GO:0005515 protein binding(IPI); GO:0005515 protein binding(IPI)
net_new	Q96CG3	TIFA	Homo sapiens (Human)	26068852	1	GO:0005515 protein binding(IPI)
net_new	Q96CG3	TIFA	Homo sapiens (Human)	30111836	1	GO:0005515 protein binding(IPI)
net_new	Q96D31	ORAI1	Homo sapiens (Human)	23307288	2	GO:0005515 protein binding(IPI); GO:0015279 store-operated calcium c(IDA)
net_new	Q96E52	OMA1	Homo sapiens (Human)	20038677	1	GO:0004222 metalloendopeptidase act(IMP)
net_new	Q96EK5	KIFBP	Homo sapiens (Human)	16225668	1	GO:0019894 kinesin binding(IPI)
net_new	Q96EQ9	Prdm9	Mus musculus (Mouse)	16292313	4	GO:0042800 histone H3K4 methyltrans(EXP); GO:0042800 histone H3K4 methyltrans(IDA); GO:0042800 histone H3K4 methyltrans(IMP); GO:0140999 histone H3K4 trimethyltr(EXP)
net_new	Q96EQ9	Prdm9	Mus musculus (Mouse)	24095733	3	GO:0042800 histone H3K4 methyltrans(IDA); GO:0042803 protein homodimerization(IDA); GO:0140999 histone H3K4 trimethyltr(EXP)
net_new	Q96EQ9	Prdm9	Mus musculus (Mouse)	24785241	4	GO:0140941 histone H4K20me methyltr(EXP); GO:0140944 histone H4K20 monomethyl(EXP); GO:0140955 histone H3K36 trimethylt(EXP); GO:0140999 histone H3K4 trimethyltr(EXP)
net_new	Q96EQ9	Prdm9	Mus musculus (Mouse)	27362481	5	GO:0042800 histone H3K4 methyltrans(IMP); GO:0046975 histone H3K36 methyltran(IMP); GO:0140949 histone H3K9 trimethyltr(EXP); GO:0140955 histone H3K36 trimethylt(EXP); GO:0140999 histone H3K4 trimethyltr(EXP)
net_new	Q96F10	SAT2	Homo sapiens (Human)	12803540	1	GO:0004145 diamine N-acetyltransfer(IDA)
net_new	Q96II8	LRCH3	Homo sapiens (Human)	29467281	4	GO:0005515 protein binding(IPI); GO:0005515 protein binding(IPI); GO:0005515 protein binding(IPI); GO:0005515 protein binding(IPI)
net_new	Q96K76	USP47	Homo sapiens (Human)	21362556	2	GO:0004843 cysteine-type deubiquiti(IDA); GO:0005515 protein binding(IPI)
net_new	Q96LA9	MRGPRX4	Homo sapiens (Human)	31500698	1	GO:0038182 G protein-coupled bile a(IDA)
net_new	Q96LK0	CEP19	Homo sapiens (Human)	28428259	2	GO:0005515 protein binding(IPI); GO:0005515 protein binding(IPI)
net_new	Q96LK0	CEP19	Homo sapiens (Human)	28659385	2	GO:0005515 protein binding(IPI); GO:0005515 protein binding(IPI)
net_new	Q96N16	JAKMIP1	Homo sapiens (Human)	14718537	2	GO:0003723 RNA binding(IDA); GO:0050811 GABA receptor binding(IDA)
net_new	Q96PH1	NOX5	Homo sapiens (Human)	11483596	5	GO:0015252 proton channel activity(IDA); GO:0020037 heme binding(NAS); GO:0050660 flavin adenine dinucleot(NAS); GO:0050661 NADP binding(NAS); GO:0106292 superoxide-generating NA(IDA)
net_new	Q96QP1	ALPK1	Homo sapiens (Human)	30111836	5	GO:0004674 protein serine/threonine(EXP); GO:0004674 protein serine/threonine(IDA); GO:0005515 protein binding(IPI); GO:0048029 monosaccharide binding(IPI); GO:0106310 protein serine kinase ac(EXP)
net_new	Q96RR1	TWNK	Homo sapiens (Human)	12975372	2	GO:0016887 ATP hydrolysis activity(EXP); GO:0043139 5'-3' DNA helicase activ(IDA)
net_new	Q96RR1	TWNK	Homo sapiens (Human)	18971204	4	GO:0003697 single-stranded DNA bind(IDA); GO:0016887 ATP hydrolysis activity(EXP); GO:0042802 identical protein bindin(IPI); GO:0043139 5'-3' DNA helicase activ(IDA)
net_new	Q96RR1	TWNK	Homo sapiens (Human)	22383523	2	GO:0016887 ATP hydrolysis activity(EXP); GO:0043139 5'-3' DNA helicase activ(EXP)
net_new	Q96RR1	TWNK	Homo sapiens (Human)	25824949	2	GO:0016887 ATP hydrolysis activity(EXP); GO:0043139 5'-3' DNA helicase activ(EXP)
net_new	Q96RU7	TRIB3	Homo sapiens (Human)	12791994	2	GO:0019901 protein kinase binding(IPI); GO:0030291 protein serine/threonine(IDA)
net_new	Q96S15	WDR24	Homo sapiens (Human)	36528027	1	GO:0061630 ubiquitin protein ligase(IDA)
net_new	Q96S15	WDR24	Homo sapiens (Human)	36732624	1	GO:0061630 ubiquitin protein ligase(IDA)
net_new	Q96S59	RANBP9	Homo sapiens (Human)	9817760	1	GO:0031267 small GTPase binding(TAS)
net_new	Q96SZ6	CDK5RAP1	Homo sapiens (Human)	22422838	1	GO:0035597 tRNA-2-methylthio-N(6)-d(IMP)
net_new	Q99527	GPER1	Homo sapiens (Human)	15539556	2	GO:0005496 steroid binding(IDA); GO:0030284 nuclear estrogen recepto(IDA)
net_new	Q99527	GPER1	Homo sapiens (Human)	15705806	2	GO:0005496 steroid binding(IDA); GO:0030284 nuclear estrogen recepto(IDA)
net_new	Q99527	GPER1	Homo sapiens (Human)	21149639	2	GO:0005515 protein binding(IPI); GO:0005515 protein binding(IPI)
net_new	Q99527	GPER1	Homo sapiens (Human)	23674134	1	GO:0005515 protein binding(IPI)
net_new	Q99624	SLC38A3	Homo sapiens (Human)	10823827	6	GO:0005290 L-histidine transmembran(IDA); GO:0015180 L-alanine transmembrane (IDA); GO:0015182 L-asparagine transmembra(IDA); GO:0015186 L-glutamine transmembran(IDA); GO:0140830 L-glutamine, sodium:prot(EXP); GO:0140831 L-asparagine, sodium:pro(EXP)
net_new	Q99J77	Nans	Mus musculus (Mouse)	10873658	2	GO:0047444 N-acylneuraminate-9-phos(IDA); GO:0047444 N-acylneuraminate-9-phos(IDA)
net_new	Q9BPX1	HSD17B14	Homo sapiens (Human)	38944119	1	GO:0047834 D-threo-aldose 1-dehydro(IDA)
net_new	Q9BPX6	MICU1	Homo sapiens (Human)	26387864	6	GO:0005515 protein binding(IPI); GO:0005515 protein binding(IPI); GO:0005515 protein binding(IPI); GO:0005515 protein binding(IPI); GO:0005515 protein binding(IPI); GO:0046982 protein heterodimerizati(IPI)
net_new	Q9BPX6	MICU1	Homo sapiens (Human)	32494073	4	GO:0005515 protein binding(IPI); GO:0005515 protein binding(IPI); GO:0019855 calcium channel inhibito(IDA); GO:0061891 calcium ion sensor activ(IDA)
net_new	Q9BPX6	MICU1	Homo sapiens (Human)	32667285	1	GO:0061891 calcium ion sensor activ(IDA)
net_new	Q9BPX6	MICU1	Homo sapiens (Human)	37036971	1	GO:0019855 calcium channel inhibito(IDA)
net_new	Q9BPX6	MICU1	Homo sapiens (Human)	37126688	1	GO:0019855 calcium channel inhibito(IDA)
net_new	Q9BQW3	EBF4	Homo sapiens (Human)	35939714	4	GO:0000978 RNA polymerase II cis-re(IDA); GO:0000981 DNA-binding transcriptio(IDA); GO:0005515 protein binding(IPI); GO:0140297 DNA-binding transcriptio(IPI)
net_new	Q9BSA9	TMEM175	Homo sapiens (Human)	26317472	1	GO:0022841 potassium ion leak chann(IDA)
net_new	Q9BSA9	TMEM175	Homo sapiens (Human)	35750034	2	GO:0015252 proton channel activity(IDA); GO:0050544 arachidonate binding(IDA)
net_new	Q9BSE5	AGMAT	Homo sapiens (Human)	36543883	3	GO:0004053 arginase activity(IDA); GO:0047971 guanidinobutyrase activi(IDA); GO:0047972 guanidinopropionase acti(IDA)
net_new	Q9BUA3	SPINDOC	Homo sapiens (Human)	29061846	1	GO:0005515 protein binding(IPI)
net_new	Q9BUP3	HTATIP2	Homo sapiens (Human)	10698937	1	GO:0004674 protein serine/threonine(IDA)
net_new	Q9BUT1	BDH2	Homo sapiens (Human)	16380372	2	GO:0003858 3-hydroxybutyrate dehydr(IDA); GO:0051287 NAD binding(IDA)
net_new	Q9BUT1	BDH2	Homo sapiens (Human)	35150746	1	GO:0016617 4-oxoproline reductase a(EXP)
net_new	Q9BVA6	FICD	Homo sapiens (Human)	25601083	3	GO:0030544 Hsp70 protein binding(IPI); GO:0051087 protein-folding chaperon(IDA); GO:0070733 AMPylase activity(IDA)
net_new	Q9BVS5	TRMT61B	Homo sapiens (Human)	29107537	1	GO:0061953 mRNA (adenine-N1-)-methy(IDA)
net_new	Q9BWV3	CDADC1	Homo sapiens (Human)	26945630	4	GO:0004126 cytidine deaminase activ(IDA); GO:0008270 zinc ion binding(IMP); GO:0042803 protein homodimerization(IDA); GO:0061676 importin-alpha family pr(IDA)
net_new	Q9BWV3	CDADC1	Homo sapiens (Human)	40324085	1	GO:0008829 dCTP deaminase activity(IDA)
net_new	Q9BWV3	CDADC1	Homo sapiens (Human)	40504152	1	GO:0008829 dCTP deaminase activity(IDA)
net_new	Q9BX84	TRPM6	Homo sapiens (Human)	14576148	2	GO:0015085 calcium ion transmembran(IDA); GO:0015095 magnesium ion transmembr(IDA)
net_new	Q9BX84	TRPM6	Homo sapiens (Human)	16636202	1	GO:0005515 protein binding(IPI)
net_new	Q9BXS0	COL25A1	Homo sapiens (Human)	11927537	1	GO:0001540 amyloid-beta binding(IDA)
net_new	Q9BXS0	COL25A1	Homo sapiens (Human)	15522881	2	GO:0001540 amyloid-beta binding(IDA); GO:0008201 heparin binding(IDA)
net_new	Q9BYJ9	YTHDF1	Homo sapiens (Human)	26046440	2	GO:0043022 ribosome binding(IDA); GO:1990247 N6-methyladenosine-conta(IDA)
net_new	Q9BYJ9	YTHDF1	Homo sapiens (Human)	32492408	1	GO:1990247 N6-methyladenosine-conta(IDA)
net_new	Q9BYK8	HELZ2	Homo sapiens (Human)	37602378	3	GO:0003724 RNA helicase activity(IDA); GO:0008859 exoribonuclease II activ(IDA); GO:0016887 ATP hydrolysis activity(EXP)
net_new	Q9C0B1	FTO	Homo sapiens (Human)	28002401	1	GO:0035515 oxidative RNA demethylas(IDA)
net_new	Q9C0B1	FTO	Homo sapiens (Human)	30197295	3	GO:0035515 oxidative RNA demethylas(IDA); GO:1990931 mRNA N6-methyladenosine (IDA); GO:1990984 tRNA demethylase activit(IDA)
net_new	Q9C544	CM3	Arabidopsis thaliana (Mouse-	10564818	1	GO:0004106 chorismate mutase activi(IDA)
net_new	Q9C544	CM3	Arabidopsis thaliana (Mouse-	25160622	2	GO:0004106 chorismate mutase activi(IDA); GO:0042803 protein homodimerization(IDA)
net_new	Q9C5W0	DGAT3	Arabidopsis thaliana (Mouse-	22760209	1	GO:0004144 diacylglycerol O-acyltra(IGI)
net_new	Q9C8L4	GLY3	Arabidopsis thaliana (Mouse-	22786886	1	GO:0050313 sulfur dioxygenase activ(IDA)
net_new	Q9CAH5	PPRD1	Arabidopsis thaliana (Mouse-	26628744	2	GO:0003865 3-oxo-5-alpha-steroid 4-(IGI); GO:0016229 steroid dehydrogenase ac(IDA)
net_new	Q9CQ70	H2ab1	Mus musculus (Mouse)	28366643	1	GO:0042393 histone binding(IPI)
net_new	Q9CQG2	Mettl16	Mus musculus (Mouse)	29262316	1	GO:0001734 mRNA m(6)A methyltransfe(IDA)
net_new	Q9CQX8	Kgd4	Mus musculus (Mouse)	25165143	1	GO:0030674 protein-macromolecule ad(IDA)
net_new	Q9CXF4	Tbc1d15	Mus musculus (Mouse)	16055087	1	GO:0005096 GTPase activator activit(IDA)
net_new	Q9D2A5	Creb3l4	Mus musculus (Mouse)	11956138	1	GO:0003677 DNA binding(IDA)
net_new	Q9D2A5	Creb3l4	Mus musculus (Mouse)	15938716	4	GO:0000977 RNA polymerase II transc(IDA); GO:0001228 DNA-binding transcriptio(IDA); GO:0001228 DNA-binding transcriptio(IMP); GO:0003677 DNA binding(IDA)
net_new	Q9D2E1	Tssk3	Mus musculus (Mouse)	10781952	1	GO:0004674 protein serine/threonine(TAS)
net_new	Q9D3A9	Ttyh1	Mus musculus (Mouse)	31138989	1	GO:0072320 volume-sensitive chlorid(IDA)
net_new	Q9D6J1	Cers4	Mus musculus (Mouse)	12912983	1	GO:0050291 sphingosine N-acyltransf(EXP)
net_new	Q9D6K9	Cers5	Mus musculus (Mouse)	12912983	1	GO:0050291 sphingosine N-acyltransf(EXP)
net_new	Q9DA79	Dpep3	Mus musculus (Mouse)	12738806	2	GO:0008233 peptidase activity(IDA); GO:0016805 dipeptidase activity(IDA)
net_new	Q9EPR5	Sorcs2	Mus musculus (Mouse)	24908487	1	GO:0005515 protein binding(IPI)
net_new	Q9EPR5	Sorcs2	Mus musculus (Mouse)	30840898	1	GO:0005515 protein binding(IPI)
net_new	Q9EQQ9	Oga	Mus musculus (Mouse)	16356930	1	GO:0005515 protein binding(IPI)
net_new	Q9ES57	Cd200r1	Mus musculus (Mouse)	15274657	2	GO:0005515 protein binding(IPI); GO:0038023 signaling receptor activ(IDA)
net_new	Q9ESW4	Agk	Mus musculus (Mouse)	15252046	4	GO:0001727 lipid kinase activity(IDA); GO:0001729 ceramide kinase activity(IDA); GO:0004143 ATP-dependent diacylglyc(IDA); GO:0047620 acylglycerol kinase acti(IDA)
net_new	Q9F3C7	?	Streptomyces coelicolor (str	18390551	2	GO:0005509 calcium ion binding(IDA); GO:0120147 formylglycine-generating(IDA)
net_new	Q9F3C7	?	Streptomyces coelicolor (str	25931126	2	GO:0120147 formylglycine-generating(IDA); GO:1903135 cupric ion binding(IDA)
net_new	Q9FI27	TPS20	Arabidopsis thaliana (Mouse-	27933080	1	GO:0010333 terpene synthase activit(IDA)
net_new	Q9FKS8	LHT1	Arabidopsis thaliana (Mouse-	16816136	1	GO:0015171 amino acid transmembrane(IMP)
net_new	Q9FY48	KEG	Arabidopsis thaliana (Mouse-	17194765	3	GO:0004672 protein kinase activity(IDA); GO:0004842 ubiquitin-protein transf(IDA); GO:0005515 protein binding(IPI)
net_new	Q9GZQ8	MAP1LC3B	Homo sapiens (Human)	15355958	2	GO:0005515 protein binding(IPI); GO:0008429 phosphatidylethanolamine(IDA)
net_new	Q9GZQ8	MAP1LC3B	Homo sapiens (Human)	22948227	1	GO:0005515 protein binding(IPI)
net_new	Q9H0A0	NAT10	Homo sapiens (Human)	30449621	1	GO:0106162 mRNA cytidine N-acetyltr(IDA)
net_new	Q9H0W9	BKGD	Homo sapiens (Human)	16522806	2	GO:0008270 zinc ion binding(IDA); GO:0016788 hydrolase activity, acti(IDA)
net_new	Q9H190	SDCBP2	Homo sapiens (Human)	15961997	1	GO:0005546 phosphatidylinositol-4,5(IDA)
net_new	Q9H255	OR51E2	Homo sapiens (Human)	29249973	1	GO:0004984 olfactory receptor activ(IMP)
net_new	Q9H267	VPS33B	Homo sapiens (Human)	18474358	1	GO:0005515 protein binding(IPI)
net_new	Q9H2A2	ALDH8A1	Homo sapiens (Human)	11007799	1	GO:0001758 retinal dehydrogenase (N(IDA)
net_new	Q9H2A2	ALDH8A1	Homo sapiens (Human)	29703752	1	GO:0047102 aminomuconate-semialdehy(EXP)
