interpro_id	n_reviewed	n_suspect	suspect_fraction	cached	action_breakdown	example_genes	go_term_labels
IPR012131	5	5	1.00	no	KEEP_AS_NON_CORE:3, MARK_AS_OVER_ANNOTATED:2	9POAL/NCGR_LOCUS10166; PSEPK/hisD	NAD binding; metal ion binding; oxidoreductase activity, acting on the CH-OH group of donors, NAD or NADP as acceptor
IPR002935	5	5	1.00	no	KEEP_AS_NON_CORE:2, MODIFY:3	ARATH/At1g67980; DANRE/tomt; POPTR/CCOAOMT1; POPTR/CCOAOMT2; SOLTU/CCOAOMT	O-methyltransferase activity
IPR018456	5	5	1.00	no	MARK_AS_OVER_ANNOTATED:2, MODIFY:2, REMOVE:1	ARATH/CHL1; DANRE/slc15a2	membrane; oligopeptide transport; transmembrane transporter activity
IPR000109	5	5	1.00	no	MARK_AS_OVER_ANNOTATED:2, MODIFY:3	ARATH/CHL1; DANRE/slc15a2	membrane; transmembrane transport; transmembrane transporter activity
IPR002213	5	5	1.00	no	KEEP_AS_NON_CORE:1, MODIFY:2, REMOVE:2	JUGRE/A0A2I4G8T1; NICAT/NaUGT1_candidate_UGT85A2_0; SACEN/eryBV; SACEN/eryCIII; rat/Ugt2a1	UDP-glycosyltransferase activity
IPR018201	5	5	1.00	no	MODIFY:5	METBS/Pks1; SACEN/eryAI; SACEN/eryAII; SACEN/eryAIII; STRCO/actI-ORF1	3-oxoacyl-[acyl-carrier-protein] synthase activity; fatty acid biosynthetic process
IPR000425	5	5	1.00	no	MARK_AS_OVER_ANNOTATED:3, MODIFY:2	MISSI/APQ; PSEPK/aqpZ	channel activity; membrane; transmembrane transport
IPR009006	5	5	1.00	no	MARK_AS_OVER_ANNOTATED:4, REMOVE:1	NICAT/NaODC_candidate_DCOR; NICAT/NaODC_candidate_ODC; PSEPK/alr; PSEPK/lysA; human/AZIN2	catalytic activity
IPR018165	5	5	1.00	no	KEEP_AS_NON_CORE:1, MARK_AS_OVER_ANNOTATED:1, REMOVE:3	POPTR/ALARS; human/AARSD1	ATP binding; alanine-tRNA ligase activity; alanyl-tRNA aminoacylation; nucleic acid binding
IPR012947	5	5	1.00	no	KEEP_AS_NON_CORE:2, REMOVE:3	POPTR/ALARS; human/AARSD1	ATP binding; aminoacyl-tRNA ligase activity; tRNA aminoacylation
IPR002133	5	5	1.00	no	KEEP_AS_NON_CORE:5	POPTR/METK1; POPTR/METK2; POPTR/METK3; POPTR/METK4; POPTR/METK5	ATP binding
IPR006680	5	5	1.00	no	REMOVE:5	human/CRMP1; human/DPYSL2; human/DPYSL3; human/DPYSL4; human/DPYSL5	hydrolase activity
IPR012346	5	5	1.00	no	KEEP_AS_NON_CORE:3, MODIFY:2	human/RUNX3; rat/Tp53	DNA binding; DNA-binding transcription factor activity; regulation of DNA-templated transcription
IPR002117	5	5	1.00	no	KEEP_AS_NON_CORE:5	mouse/Trp53; rat/Tp53	DNA binding; DNA-binding transcription factor activity; apoptotic process; regulation of DNA-templated transcription
IPR003959	19	4	0.21	no	ACCEPT:15, KEEP_AS_NON_CORE:3, MARK_AS_OVER_ANNOTATED:1	ARATH/AT1G74310; ARATH/RCA; POPTR/ycf2-1; PSEPK/clpB; SCHPO/cdc18; human/AFG3L2; human/ATAD1; human/ATAD3A	ATP binding; ATP hydrolysis activity
IPR011598	18	4	0.22	no	ACCEPT:14, KEEP_AS_NON_CORE:1, MODIFY:3	ARATH/GL3; ARATH/MUTE; ARATH/MYC2; ARATH/PIF3; ARATH/PIF4; ARATH/SPCH; ARATH/TT8; human/AHR	protein dimerization activity
IPR036638	18	4	0.22	no	ACCEPT:14, KEEP_AS_NON_CORE:1, MODIFY:3	ARATH/GL3; ARATH/MUTE; ARATH/MYC2; ARATH/PIF3; ARATH/PIF4; ARATH/SPCH; ARATH/TT8; human/AHR	protein dimerization activity
IPR011527	16	4	0.25	no	ACCEPT:12, KEEP_AS_NON_CORE:1, MARK_AS_OVER_ANNOTATED:2, REMOVE:1	PSEPK/pvdE; STABO/mdr; human/ABCB7; human/ABCD3; human/CFTR; mouse/Cftr	ABC-type transporter activity; ATP binding; membrane; transmembrane transport
IPR008967	12	4	0.33	no	ACCEPT:8, KEEP_AS_NON_CORE:2, MODIFY:2	human/RUNX3; human/STAT1; human/STAT3; human/STAT4; mouse/Stat1; rat/Tp53; worm/sta-2	DNA-binding transcription factor activity; regulation of DNA-templated transcription
IPR036097	9	4	0.44	no	ACCEPT:5, KEEP_AS_NON_CORE:1, MARK_AS_OVER_ANNOTATED:3	ARATH/ETR1; DESVH/Q725U0; METEA/mxbD; PSEPK/cheA; PSEPK/gacS; PSEPK/retS	phosphorelay sensor kinase activity; signal transduction
IPR002105	8	4	0.50	no	ACCEPT:4, MODIFY:1, REMOVE:3	ACET2/P10478; ACET2/P15329; ACET2/P51584; ACET2/Q01866; ACET2/Q84C00; ACET2/cipA; RUMJO/fae1A	hydrolase activity, hydrolyzing O-glycosyl compounds; polysaccharide catabolic process
IPR004197	7	4	0.57	no	ACCEPT:3, MARK_AS_OVER_ANNOTATED:3, MODIFY:1	ACET2/celD; ACET2/celK; CLOCL/Q6DTY2; CLOCL/Q9RGE8	carbohydrate metabolic process; cellulase activity
IPR019821	7	4	0.57	no	ACCEPT:3, KEEP_AS_NON_CORE:1, MODIFY:3	DORPE/P21613; SCHPO/cut7; human/KIF5B	ATP binding; microtubule motor activity; microtubule-based movement
IPR000850	6	4	0.67	no	ACCEPT:2, KEEP_AS_NON_CORE:2, MODIFY:2	9POAL/NCGR_LOCUS27674; DANRE/ak2; DANRE/cmpk	ATP binding; nucleobase-containing compound kinase activity
IPR008965	6	4	0.67	no	ACCEPT:2, KEEP_AS_NON_CORE:1, MODIFY:2, UNDECIDED:1	ACET2/P71143; ACET2/Q01866; ACET2/ancA; ACET2/cipA; CLOCL/P38058; CLOCL/Q9RGE7	carbohydrate binding
IPR019805	6	4	0.67	no	ACCEPT:2, KEEP_AS_NON_CORE:1, MODIFY:3	ARATH/AT5G52640; DROME/Hsp83; mouse/Hsp90aa1	protein folding; unfolded protein binding
IPR005922	6	4	0.67	no	ACCEPT:2, KEEP_AS_NON_CORE:2, MODIFY:2	ARATH/PAL1; BRADI/LOC100829928; POPTR/PAL	L-phenylalanine catabolic process; ammonia-lyase activity
IPR036834	6	4	0.67	no	ACCEPT:2, KEEP_AS_NON_CORE:1, MODIFY:3	DROME/Buffy; human/BCL2; human/BCL2L1; human/BCL2L12; human/BCL2L13; mouse/Bcl2	regulation of apoptotic process
IPR010105	6	4	0.67	no	ACCEPT:2, KEEP_AS_NON_CORE:2, MODIFY:1, REMOVE:1	METEA/mluA; PSEPK/fpvA	siderophore transport; siderophore-iron transmembrane transporter activity; signaling receptor activity
IPR000627	6	4	0.67	no	ACCEPT:2, MARK_AS_OVER_ANNOTATED:2, MODIFY:1, REMOVE:1	PSEPK/catA; PSEPK/pcaG; PSEPK/pcaH	catalytic activity; ferric iron binding
IPR004090	6	4	0.67	no	ACCEPT:2, KEEP_AS_NON_CORE:2, MARK_AS_OVER_ANNOTATED:2	PSEPK/mcpS; PSEPK/pcaY	membrane; signal transduction; transmembrane signaling receptor activity
IPR020587	6	4	0.67	no	ACCEPT:2, KEEP_AS_NON_CORE:2, MARK_AS_OVER_ANNOTATED:2	PSEPK/recA; SCHPO/rhp51	ATP binding; ATP-dependent activity, acting on DNA; DNA binding; DNA metabolic process
IPR020588	6	4	0.67	no	ACCEPT:2, KEEP_AS_NON_CORE:2, MARK_AS_OVER_ANNOTATED:2	PSEPK/recA; SCHPO/rhp51	ATP binding; ATP-dependent DNA damage sensor activity; DNA binding; DNA repair
IPR018333	6	4	0.67	no	ACCEPT:2, KEEP_AS_NON_CORE:1, MODIFY:2, REMOVE:1	SCHJY/shc1; rat/Lss	intramolecular transferase activity; lipid droplet; triterpenoid biosynthetic process
IPR009072	6	4	0.67	no	ACCEPT:2, KEEP_AS_NON_CORE:1, MARK_AS_OVER_ANNOTATED:3	SCHPO/cnp1; SCHPO/scm3; human/ABTB2; human/ABTB3; human/CHRAC1; human/POLE4	protein heterodimerization activity
IPR001209	5	4	0.80	no	ACCEPT:1, KEEP_AS_NON_CORE:3, MODIFY:1	9POAL/NCGR_LOCUS67308; POPTR/rps14	ribosome; structural constituent of ribosome; translation
IPR018271	5	4	0.80	no	ACCEPT:1, KEEP_AS_NON_CORE:3, MODIFY:1	9POAL/NCGR_LOCUS67308; POPTR/rps14	ribosome; structural constituent of ribosome; translation
IPR009042	5	4	0.80	no	ACCEPT:1, KEEP_AS_NON_CORE:1, MARK_AS_OVER_ANNOTATED:1, MODIFY:2	DESVH/Q72B50; DESVH/Q72BQ0; PSEPK/rpoD; PSEPK/rpoS	DNA-binding transcription factor activity; DNA-templated transcription initiation; regulation of DNA-templated transcription
IPR000146	4	4	1.00	no	MARK_AS_OVER_ANNOTATED:4	9POAL/NCGR_LOCUS1270; PSEPK/fbp	carbohydrate metabolic process; phosphatase activity
IPR012549	4	4	1.00	no	MODIFY:4	AERME/mcr-3; ECOLX/mcr-1; ECOLX/mcr2; SALSP/mcr-4	membrane
IPR040423	4	4	1.00	no	MODIFY:4	AERME/mcr-3; ECOLX/mcr-1; ECOLX/mcr2; SALSP/mcr-4	transferase activity, transferring phosphorus-containing groups
IPR001599	4	4	1.00	no	REMOVE:4	ANOGA/TEP1; ANOGA/TEP10; ANOGA/TEP2; ANOGA/TEP6	endopeptidase inhibitor activity
IPR002890	4	4	1.00	no	REMOVE:4	ANOGA/TEP1; ANOGA/TEP10; ANOGA/TEP2; ANOGA/TEP6	endopeptidase inhibitor activity
IPR001114	4	4	1.00	no	KEEP_AS_NON_CORE:2, MODIFY:2	DANRE/adss1; POPTR/PURA	nucleotide binding; purine nucleotide biosynthetic process
IPR018294	4	4	1.00	no	MARK_AS_OVER_ANNOTATED:2, MODIFY:1, REMOVE:1	DANRE/crppa; PSEPK/ispD	catalytic activity; isoprenoid biosynthetic process
IPR018957	4	4	1.00	no	KEEP_AS_NON_CORE:3, MODIFY:1	DANRE/pex2; human/ARIH1; human/MKRN1; human/RNF185	metal ion binding
IPR039154	4	4	1.00	no	KEEP_AS_NON_CORE:3, UNDECIDED:1	DROME/Lkb1	establishment of cell polarity; glucose homeostasis; protein kinase activator activity; regulation of cell growth
IPR001360	4	4	1.00	no	MARK_AS_OVER_ANNOTATED:3, MODIFY:1	NICAT/NaBGL1_candidate_BGLU18_6; NICAT/NaBGL1_candidate_BGLU42; NICAT/NaBGL2_candidate_BGLU18_1	carbohydrate metabolic process; hydrolase activity, hydrolyzing O-glycosyl compounds
IPR000269	4	4	1.00	no	KEEP_AS_NON_CORE:3, MODIFY:1	NICAT/NaMPO1_candidate_AMO_3; rat/Aoc1	amine metabolic process; copper ion binding; quinone binding
IPR015798	4	4	1.00	no	KEEP_AS_NON_CORE:3, MODIFY:1	NICAT/NaMPO1_candidate_AMO_3; rat/Aoc1	amine metabolic process; copper ion binding; quinone binding
IPR015800	4	4	1.00	no	KEEP_AS_NON_CORE:3, MODIFY:1	NICAT/NaMPO1_candidate_AMO_3; rat/Aoc1	amine metabolic process; copper ion binding; quinone binding
IPR015802	4	4	1.00	no	KEEP_AS_NON_CORE:3, MODIFY:1	NICAT/NaMPO1_candidate_AMO_3; rat/Aoc1	amine metabolic process; copper ion binding; quinone binding
IPR016182	4	4	1.00	no	KEEP_AS_NON_CORE:3, MODIFY:1	NICAT/NaMPO1_candidate_AMO_3; rat/Aoc1	amine metabolic process; copper ion binding; quinone binding
IPR036460	4	4	1.00	no	KEEP_AS_NON_CORE:3, MODIFY:1	NICAT/NaMPO1_candidate_AMO_3; rat/Aoc1	amine metabolic process; copper ion binding; quinone binding
IPR000183	4	4	1.00	no	MARK_AS_OVER_ANNOTATED:3, REMOVE:1	NICAT/NaODC_candidate_DCOR; NICAT/NaODC_candidate_ODC; PSEPK/lysA; human/AZIN2	catalytic activity
IPR022644	4	4	1.00	no	MARK_AS_OVER_ANNOTATED:3, REMOVE:1	NICAT/NaODC_candidate_DCOR; NICAT/NaODC_candidate_ODC; PSEPK/lysA; human/AZIN2	catalytic activity
IPR026057	4	4	1.00	no	MODIFY:4	POPTR/XGOAT1; POPTR/XGOAT2; POPTR/XGOAT3; POPTR/XGOAT4	transferase activity
IPR010096	4	4	1.00	no	KEEP_AS_NON_CORE:2, MODIFY:2	POPTR/ndhB1; POPTR/ndhB2	ATP synthesis coupled electron transport; NADH dehydrogenase (ubiquinone) activity
IPR001280	4	4	1.00	no	MODIFY:4	POPTR/psaA; POPTR/psaB	membrane; thylakoid
IPR005318	4	4	1.00	no	MODIFY:4	PSEPK/galP; PSEPK/nicP; PSEPK/oprD; PSEPK/oprE	membrane
IPR020829	4	4	1.00	no	KEEP_AS_NON_CORE:1, MODIFY:2, REMOVE:1	PSEPK/gapA; SCHPO/gpd3; human/GAPDH; mouse/Gapdh	oxidoreductase activity, acting on the aldehyde or oxo group of donors, NAD or NADP as acceptor
IPR020830	4	4	1.00	no	KEEP_AS_NON_CORE:1, MODIFY:2, REMOVE:1	PSEPK/gapA; SCHPO/gpd3; human/GAPDH; mouse/Gapdh	oxidoreductase activity, acting on the aldehyde or oxo group of donors, NAD or NADP as acceptor
IPR020831	4	4	1.00	no	KEEP_AS_NON_CORE:1, MODIFY:2, REMOVE:1	PSEPK/gapA; SCHPO/gpd3; human/GAPDH; mouse/Gapdh	oxidoreductase activity, acting on the aldehyde or oxo group of donors, NAD or NADP as acceptor
IPR046348	4	4	1.00	no	KEEP_AS_NON_CORE:1, MARK_AS_OVER_ANNOTATED:3	PSEPK/hexR; PSEPK/pgi1	carbohydrate derivative binding; carbohydrate derivative metabolic process
IPR004089	4	4	1.00	no	KEEP_AS_NON_CORE:2, MARK_AS_OVER_ANNOTATED:2	PSEPK/mcpS; PSEPK/pcaY	membrane; signal transduction
IPR001431	4	4	1.00	no	KEEP_AS_NON_CORE:1, MARK_AS_OVER_ANNOTATED:1, MODIFY:2	PSEPK/pqqF; human/PMPCA; human/PMPCB	metalloendopeptidase activity; proteolysis
IPR011249	4	4	1.00	no	MARK_AS_OVER_ANNOTATED:2, REMOVE:2	PSEPK/pqqF; human/PMPCA; human/PMPCB; human/UQCRC1	metal ion binding
IPR001807	4	4	1.00	no	KEEP_AS_NON_CORE:3, MARK_AS_OVER_ANNOTATED:1	human/CLCN7	chloride transmembrane transporter activity; chloride transport; membrane; transmembrane transport
IPR016251	4	4	1.00	no	KEEP_AS_NON_CORE:2, MARK_AS_OVER_ANNOTATED:2	human/JAK1; mouse/Jak1	intracellular signal transduction; membrane
IPR020776	4	4	1.00	no	KEEP_AS_NON_CORE:2, MARK_AS_OVER_ANNOTATED:2	human/JAK1; mouse/Jak1	intracellular signal transduction; membrane
IPR005052	4	4	1.00	no	MARK_AS_OVER_ANNOTATED:4	human/LMAN1; human/LMAN1L; human/LMAN2; human/LMAN2L	membrane
IPR001736	4	4	1.00	no	KEEP_AS_NON_CORE:1, MODIFY:2, REMOVE:1	human/PLD3; human/PLD4; human/PLD5; mouse/Pld4	catalytic activity
IPR003439	13	3	0.23	no	ACCEPT:10, KEEP_AS_NON_CORE:2, MARK_AS_OVER_ANNOTATED:1	BURCH/A0B297; PSEPK/pvdE; PSEPK/pvdT; PSEPK/uvrA; STABO/mdr; human/ABCB7; human/ABCD3; human/ABCE1	ATP binding; ATP hydrolysis activity
IPR001881	13	3	0.23	no	ACCEPT:10, KEEP_AS_NON_CORE:2, MARK_AS_OVER_ANNOTATED:1	human/AGRN; human/COMP; human/GAS6; human/HSPG2; human/NID1; human/NOTCH1; human/THBS1; human/THBS2	calcium ion binding
IPR002048	11	3	0.27	no	ACCEPT:8, KEEP_AS_NON_CORE:3	ARATH/RBOHD; DANRE/gnptab; DICDI/mlcD; METEA/lanM; ORYSJ/CCAMK; human/LPCAT1; human/LPCAT2; rat/Ppp3r1	calcium ion binding
IPR001580	10	3	0.30	no	ACCEPT:7, KEEP_AS_NON_CORE:1, MODIFY:1, REMOVE:1	human/CALR; human/CALR3; human/CANX; human/CLGN; yeast/CNE1	calcium ion binding; endoplasmic reticulum; protein folding; unfolded protein binding
IPR011546	9	3	0.33	no	ACCEPT:6, KEEP_AS_NON_CORE:2, MODIFY:1	human/AFG3L2; worm/spg-7	ATP binding; ATP-dependent peptidase activity; membrane; metalloendopeptidase activity; zinc ion binding
IPR012725	7	3	0.43	no	ACCEPT:4, MODIFY:3	ECOLI/DnaK; PSEPK/dnaK; human/HSPA9; worm/hsp-6	protein folding; unfolded protein binding
IPR003960	7	3	0.43	no	ACCEPT:4, KEEP_AS_NON_CORE:3	human/AFG3L2; human/ATAD1; human/PEX1; human/PEX6; human/VPS4A; human/VPS4B; worm/spg-7	ATP binding; ATP hydrolysis activity
IPR001956	6	3	0.50	no	ACCEPT:3, MARK_AS_OVER_ANNOTATED:1, MODIFY:2	ACET2/Q01866; ACET2/cipA; CLOCL/P38058	carbohydrate metabolic process; cellulose binding
IPR036966	6	3	0.50	no	ACCEPT:3, MARK_AS_OVER_ANNOTATED:1, MODIFY:2	ACET2/Q01866; ACET2/cipA; CLOCL/P38058	carbohydrate metabolic process; cellulose binding
IPR002683	6	3	0.50	no	ACCEPT:3, KEEP_AS_NON_CORE:2, MARK_AS_OVER_ANNOTATED:1	ARATH/AAU94417; ARATH/AT1G06680	calcium ion binding; extrinsic component of membrane; photosystem II oxygen evolving complex
IPR013767	6	3	0.50	no	ACCEPT:3, KEEP_AS_NON_CORE:1, MARK_AS_OVER_ANNOTATED:1, REMOVE:1	ARATH/P14713; ARATH/PHYA; ARATH/PHYB; DESVH/Q725U0; PSEPK/wspR; human/AHR	regulation of DNA-templated transcription
IPR001757	6	3	0.50	no	ACCEPT:3, KEEP_AS_NON_CORE:2, MODIFY:1	DESVH/Q725T7; human/ATP13A1; human/ATP7B	ATP binding; ATP hydrolysis activity; membrane
IPR043183	6	3	0.50	no	ACCEPT:3, MODIFY:3	human/DNAJB2; human/DNAJB6; human/DNAJB8	Hsp70 protein binding; unfolded protein binding
IPR016245	6	3	0.50	no	ACCEPT:3, MARK_AS_OVER_ANNOTATED:2, MODIFY:1	human/EGFR; mouse/Egfr; rat/Egfr	ATP binding; cell surface receptor protein tyrosine kinase signaling pathway; membrane; protein tyrosine kinase activity
IPR001863	6	3	0.50	no	ACCEPT:3, KEEP_AS_NON_CORE:1, MODIFY:2	human/GPC2; human/GPC4; human/GPC6	extracellular matrix; regulation of signal transduction
IPR020846	5	3	0.60	no	ACCEPT:2, MARK_AS_OVER_ANNOTATED:1, MODIFY:2	DANRE/flvcr2a; DANRE/spns1; PSEPK/nasA; PSEPK/pcaK; human/SPNS1	transmembrane transporter activity
IPR013815	5	3	0.60	no	ACCEPT:2, KEEP_AS_NON_CORE:3	POPTR/ACCC1; POPTR/ACCC2; PSEPK/ppsA; human/SYN1; human/SYN2	ATP binding
IPR001036	5	3	0.60	no	ACCEPT:2, KEEP_AS_NON_CORE:3	PSEPK/mexB; PSEPK/ttgB	membrane; transmembrane transport; transmembrane transporter activity
IPR047147	5	3	0.60	no	ACCEPT:2, KEEP_AS_NON_CORE:2, MARK_AS_OVER_ANNOTATED:1	human/FBXO43; human/FBXO5	negative regulation of meiotic nuclear division; regulation of mitotic nuclear division
IPR006266	4	3	0.75	no	ACCEPT:1, MODIFY:2, REMOVE:1	9POAL/NCGR_LOCUS27674; DANRE/cmpk	'de novo' pyrimidine nucleobase biosynthetic process; phosphotransferase activity, phosphate group as acceptor
IPR001041	4	3	0.75	no	ACCEPT:1, MARK_AS_OVER_ANNOTATED:3	9POAL/NCGR_LOCUS67308; PSEPK/benC; PSEPK/nicA; PSEPK/vanB	iron-sulfur cluster binding
IPR036010	4	3	0.75	no	ACCEPT:1, MARK_AS_OVER_ANNOTATED:3	9POAL/NCGR_LOCUS67308; PSEPK/benC; PSEPK/nicA; PSEPK/vanB	iron-sulfur cluster binding
IPR000757	4	3	0.75	no	ACCEPT:1, KEEP_AS_NON_CORE:2, MODIFY:1	ACET2/Q84C00; yeast/CRH1	carbohydrate metabolic process; hydrolase activity, hydrolyzing O-glycosyl compounds
IPR001460	4	3	0.75	no	ACCEPT:1, MODIFY:3	ACIBA/blaOXA-400; ACIBA/blaOXA-480; ACIBZ/blaOXA-418; BACSU/spoVD	penicillin binding
IPR000215	4	3	0.75	no	ACCEPT:1, MARK_AS_OVER_ANNOTATED:1, REMOVE:2	ANOGA/SRPN2; human/SERPINH1; mouse/Serpinh1	extracellular space; serine-type endopeptidase inhibitor activity
IPR003100	4	3	0.75	no	ACCEPT:1, MARK_AS_OVER_ANNOTATED:1, MODIFY:2	ARATH/AGO1; ARATH/DCL1; SCHPO/ago1; worm/wago-1	RNA binding
IPR016177	4	3	0.75	no	ACCEPT:1, KEEP_AS_NON_CORE:1, MARK_AS_OVER_ANNOTATED:1, MODIFY:1	ARATH/AP2; ARATH/CBF1; ARATH/DREB2A; worm/met-2	DNA binding
IPR011907	4	3	0.75	no	ACCEPT:1, MARK_AS_OVER_ANNOTATED:1, MODIFY:1, REMOVE:1	ARATH/DCL1; PSEPK/rnc	RNA binding; rRNA processing; ribonuclease III activity
IPR002910	4	3	0.75	no	ACCEPT:1, MODIFY:3	ARATH/LFY; POPTR/FL	DNA binding; regulation of DNA-templated transcription
IPR017927	4	3	0.75	no	ACCEPT:1, MARK_AS_OVER_ANNOTATED:2, MODIFY:1	ARATH/RBOHD; PSEPK/hmp; human/CYB5R4; rat/Cyb5r3	oxidoreductase activity
IPR011115	4	3	0.75	no	ACCEPT:1, MARK_AS_OVER_ANNOTATED:2, REMOVE:1	BACSU/secA; PSEPK/secA	membrane; protein import
IPR011116	4	3	0.75	no	ACCEPT:1, MARK_AS_OVER_ANNOTATED:2, REMOVE:1	BACSU/secA; PSEPK/secA	membrane; protein import
IPR011130	4	3	0.75	no	ACCEPT:1, MARK_AS_OVER_ANNOTATED:2, REMOVE:1	BACSU/secA; PSEPK/secA	membrane; protein import
IPR036670	4	3	0.75	no	ACCEPT:1, MARK_AS_OVER_ANNOTATED:2, REMOVE:1	BACSU/secA; PSEPK/secA	membrane; protein import
IPR003689	4	3	0.75	no	ACCEPT:1, KEEP_AS_NON_CORE:3	DANRE/slc39a14	membrane; metal ion transmembrane transporter activity; metal ion transport; transmembrane transport
IPR006037	4	3	0.75	no	ACCEPT:1, MODIFY:3	DESVH/Q72BM9; DESVH/Q72F06	monoatomic cation transmembrane transporter activity; potassium ion transport
IPR026298	4	3	0.75	no	ACCEPT:1, MODIFY:3	DROME/Buffy; human/BCL2; human/BCL2L1; mouse/Bcl2	regulation of apoptotic process
IPR001557	4	3	0.75	no	ACCEPT:1, KEEP_AS_NON_CORE:2, MODIFY:1	METEA/mdh; PSEPK/mdh; rat/Ldhb	carboxylic acid metabolic process; oxidoreductase activity, acting on the CH-OH group of donors, NAD or NADP as acceptor
IPR000385	4	3	0.75	no	ACCEPT:1, KEEP_AS_NON_CORE:1, MARK_AS_OVER_ANNOTATED:2	METEA/pqqE; PSEPK/pqqE	4 iron, 4 sulfur cluster binding; catalytic activity; metal ion binding
IPR023209	4	3	0.75	no	ACCEPT:1, KEEP_AS_NON_CORE:2, MODIFY:1	OCTVU/DDO; rat/Ddo	D-amino acid metabolic process; D-amino-acid oxidase activity; FAD binding
IPR037944	4	3	0.75	no	ACCEPT:1, KEEP_AS_NON_CORE:2, REMOVE:1	POPTR/PRX2; SCHPO/pmp20	cellular response to oxidative stress; thioredoxin peroxidase activity
IPR005898	4	3	0.75	no	ACCEPT:1, MARK_AS_OVER_ANNOTATED:1, MODIFY:1, REMOVE:1	PSEPK/pvdE	ATP binding; membrane; peptide transmembrane transporter activity; peptide transport
IPR001373	4	3	0.75	no	ACCEPT:1, MARK_AS_OVER_ANNOTATED:2, MODIFY:1	human/CACUL1; human/CUL3	ubiquitin protein ligase binding; ubiquitin-dependent protein catabolic process
IPR001972	4	3	0.75	no	ACCEPT:1, KEEP_AS_NON_CORE:2, MODIFY:1	human/NPHS2; human/STOM; human/STOML3; worm/unc-1	membrane
IPR005150	3	3	1.00	no	KEEP_AS_NON_CORE:1, MODIFY:2	ARAHY/A0A444Z7V7	cellulose biosynthetic process; cellulose synthase (UDP-forming) activity; membrane
IPR001356	3	3	1.00	no	MODIFY:3	ARATH/GL2; ARATH/STM; ARATH/WOX5	DNA binding
IPR046357	3	3	1.00	no	REMOVE:3	ARATH/HEN1; human/AIP; human/AIPL1	peptidyl-prolyl cis-trans isomerase activity
IPR022313	3	3	1.00	no	KEEP_AS_NON_CORE:1, MODIFY:2	ARATH/PAL1; BRADI/LOC100829928; POPTR/PAL	ammonia-lyase activity
IPR010113	3	3	1.00	no	MODIFY:3	AZOVI/nifA	DNA-binding transcription factor activity; nitrogen fixation; regulation of DNA-templated transcription
IPR006048	3	3	1.00	no	MODIFY:3	BACSU/amyE	carbohydrate metabolic process; catalytic activity; cation binding
IPR006047	3	3	1.00	no	MARK_AS_OVER_ANNOTATED:1, MODIFY:1, REMOVE:1	BACSU/amyE; SCHPO/aah1; human/SLC3A2	carbohydrate metabolic process
IPR001172	3	3	1.00	no	KEEP_AS_NON_CORE:1, MODIFY:1, REMOVE:1	BACSU/fliY	bacterial-type flagellum basal body; bacterial-type flagellum-dependent cell motility; cytoskeletal motor activity
IPR012826	3	3	1.00	no	KEEP_AS_NON_CORE:1, MODIFY:2	BACSU/fliY	bacterial-type flagellum; bacterial-type flagellum-dependent cell motility; membrane
IPR000720	3	3	1.00	no	KEEP_AS_NON_CORE:2, MARK_AS_OVER_ANNOTATED:1	COTJA/A0A8C2TBA7	catalytic activity; membrane; peptide metabolic process
IPR000239	3	3	1.00	no	KEEP_AS_NON_CORE:2, MODIFY:1	DANRE/grk7b	ATP binding; G protein-coupled receptor kinase activity; signal transduction
IPR004113	3	3	1.00	no	KEEP_AS_NON_CORE:1, MARK_AS_OVER_ANNOTATED:1, MODIFY:1	DANRE/ldhd; PSEPK/ydiJ	catalytic activity; flavin adenine dinucleotide binding
IPR039672	3	3	1.00	no	KEEP_AS_NON_CORE:1, MARK_AS_OVER_ANNOTATED:1, REMOVE:1	DANRE/mfsd2aa	carbohydrate transport; membrane; symporter activity
IPR037532	3	3	1.00	no	REMOVE:3	ECOLI/ftsI; PSEAE/ftsI; PSEAE/pbpC	peptidoglycan glycosyltransferase activity
IPR020557	3	3	1.00	no	KEEP_AS_NON_CORE:1, MARK_AS_OVER_ANNOTATED:2	METEA/fumC; PSEPK/fumC; PSEPK/pcaB	catalytic activity
IPR015939	3	3	1.00	no	KEEP_AS_NON_CORE:1, MARK_AS_OVER_ANNOTATED:2	NICAT/NaAO2_candidate_AO_0; NICAT/NaAO2_candidate_AO_1; PSEPK/sdhA	oxidoreductase activity
IPR037099	3	3	1.00	no	KEEP_AS_NON_CORE:1, MARK_AS_OVER_ANNOTATED:2	NICAT/NaAO2_candidate_AO_0; NICAT/NaAO2_candidate_AO_1; PSEPK/sdhA	oxidoreductase activity
IPR001045	3	3	1.00	no	MARK_AS_OVER_ANNOTATED:3	NICAT/NaPMT1.1; NICAT/NaPMT1.2; NICAT/NaPMT3	catalytic activity
IPR004549	3	3	1.00	no	KEEP_AS_NON_CORE:1, MODIFY:2	POPTR/ACCC1; POPTR/ACCC2; PSEPK/accC	ligase activity
IPR003359	3	3	1.00	no	MODIFY:2, REMOVE:1	POPTR/ycf4	membrane; photosystem I; thylakoid
IPR002646	3	3	1.00	no	MARK_AS_OVER_ANNOTATED:3	PSEPK/cca	RNA binding; RNA processing; nucleotidyltransferase activity
IPR006108	3	3	1.00	no	MARK_AS_OVER_ANNOTATED:3	PSEPK/fadB	fatty acid metabolic process; oxidoreductase activity; oxidoreductase activity, acting on the CH-OH group of donors, NAD or NADP as acceptor
