organism	gene	interpro_ids	go_term_id	go_term_label	action	is_suspect	proposed_replacement_terms	reason
ANOGA	D7L1	IPR006170,IPR036728	GO:0005549	odorant binding	MODIFY	yes	GO:0050542 icosanoid binding	"D7L1 belongs to the PBP/GOBP structural family (InterPro IPR006170), which led to this IEA annotation. However, the D7 long-form proteins have evolutionarily repurposed this fold for binding eicosanoids in saliva, not odorants in antennae. D7L1 is expressed exclusively in female salivary glands, not olfactory tissues. The actual molecular function is icosanoid binding (GO:0050542) - specifically binding leukotriene C4 and thromboxane A2 analog U-46619 [PMID:35460690]. IMPORTANTLY: D7L1 does NOT bind biogenic amines (serotonin, histamine) - this is the key difference from short-form D7 proteins like D7r1. The GO:0005549 definition ""Binding to an odorant, any substance capable of stimulating the sense of smell"" does not apply - leukotriene C4 and thromboxane A2 are not odorants. UniProt explicitly states ""Binds leukotriene C4 and U-46619, a stable analog of thromboxane A2"" [PMID:35460690]."
ANOGA	D7L2	IPR006170,IPR036728	GO:0005549	odorant binding	REMOVE	yes		"D7L2 belongs to the PBP/GOBP structural family (InterPro IPR006170), which led to this IEA annotation via GO_REF:0000002. However, D7 proteins have evolutionarily repurposed this fold for binding host hemostatic/inflammatory mediators in saliva, not odorants in antennae. D7L2 is secreted from female salivary glands during blood feeding [UniProt A0A1S4GYJ6]. The actual molecular functions involve binding coagulation factors XII and XI [PMID:35460690, UniProt A0A1S4GYJ6] and weakly binding leukotrienes B4 and D4 [PMID:35460690, UniProt A0A1S4GYJ6]. The GO:0005549 definition ""Binding to an odorant, any substance capable of stimulating the sense of smell"" is completely inappropriate - coagulation factors and leukotrienes are not odorants. This is a clear case where structural homology does not predict function. Deep research on the D7 family confirms long-form D7s ""bind lipid mediators (cysteinyl leukotrienes; some bind thromboxane A2 analogs) via their N-terminal domain"" [file:ANOGA/D7r1/D7r1-deep-research-falcon.md], not odorants."
ANOGA	D7r1	IPR006170,IPR036728	GO:0005549	odorant binding	MODIFY	yes	GO:0051378 serotonin binding; GO:0051381 histamine binding	"D7r1 belongs to the PBP/GOBP structural family (InterPro IPR006170), which led to this IEA annotation. However, the D7 proteins have evolutionarily repurposed this fold for binding biogenic amines in saliva, not odorants in antennae. D7r1 is expressed exclusively in female salivary glands [PMID:9990055, PMID:11841502], not olfactory tissues. The actual molecular function is serotonin binding (GO:0051378) and histamine binding (GO:0051381). This is a clear case where structural homology does not predict function. The GO:0005549 definition ""Binding to an odorant, any substance capable of stimulating the sense of smell"" does not apply - serotonin and histamine are not odorants. Deep research confirms ""short-form D7s (including D7r1) predominantly bind biogenic amines (serotonin/5-HT, histamine, epinephrine/norepinephrine)"" [file:ANOGA/D7r1/D7r1-deep-research-falcon.md]."
ANOGA	D7r2	IPR006170,IPR036728	GO:0005549	odorant binding	MODIFY	yes	GO:0051378 serotonin binding; GO:0051381 histamine binding; GO:0051380 norepinephrine binding	"D7r2 belongs to the PBP/GOBP structural family (InterPro IPR006170), which led to this IEA annotation via GO_REF:0000002. However, the D7 proteins have evolutionarily repurposed this fold for binding biogenic amines in saliva, not odorants in antennae. D7r2 is expressed exclusively in female salivary glands [PMID:11841502, PMID:9990055], not olfactory tissues. The actual molecular function is binding serotonin (GO:0051378), histamine (GO:0051381), and norepinephrine (GO:0051380). UniProt confirms ""Binds serotonin, noradrenaline, histamine and adrenaline (PubMed:16301315)"" [UniProt Q9UB31]. This is a clear case where structural homology does not predict function. The GO:0005549 definition ""Binding to an odorant, any substance capable of stimulating the sense of smell"" does not apply - serotonin, histamine, and norepinephrine are not odorants. Deep research confirms D7 short forms ""bind serotonin, histamine, and catecholamines with high affinity"" [file:ANOGA/D7r1/D7r1-deep-research-falcon.md]."
ANOGA	D7r3	IPR006170,IPR036728	GO:0005549	odorant binding	MODIFY	yes	GO:0051378 serotonin binding; GO:0051381 histamine binding	"D7r3 belongs to the PBP/GOBP structural family (InterPro IPR006170), which led to this IEA annotation. However, the D7 proteins have evolutionarily repurposed this fold for binding biogenic amines in saliva, not odorants in antennae. D7r3 is expressed exclusively in female salivary glands [PMID:11841502, PMID:9990055], not olfactory tissues. UniProt explicitly states ""Binds serotonin, noradrenaline, histamine and adrenaline"" [UniProt:A0A1S4GYH9, PMID:16301315]. The actual molecular functions are serotonin binding (GO:0051378) and histamine binding (GO:0051381). This is a clear case where structural homology does not predict function. The GO:0005549 definition ""Binding to an odorant, any substance capable of stimulating the sense of smell"" does not apply - serotonin and histamine are not odorants. Deep research on D7 family confirms ""short-form D7s (including D7r1) predominantly bind biogenic amines (serotonin/5-HT, histamine, epinephrine/norepinephrine)"" [file:ANOGA/D7r1/D7r1-deep-research-falcon.md]."
ANOGA	D7r4	IPR006170,IPR036728	GO:0005549	odorant binding	MODIFY	yes	GO:0051378 serotonin binding; GO:0051381 histamine binding; GO:0051380 norepinephrine binding	"D7r4 belongs to the PBP/GOBP structural family (InterPro IPR006170), which led to this IEA annotation. However, the D7 proteins have evolutionarily repurposed this fold for binding biogenic amines in saliva, not odorants in antennae. D7r4 is expressed exclusively in female salivary glands [PMID:12062411], not olfactory tissues. The actual molecular functions are serotonin binding (GO:0051378), histamine binding (GO:0051381), norepinephrine binding (GO:0051380), and tryptamine binding. Crystal structures of D7r4 with bound serotonin (PDB:2QEH), histamine (PDB:2QEB), norepinephrine (PDB:2QEO), and tryptamine (PDB:2PQL) demonstrate the actual binding specificity [PMID:17928288]. UniProt documents specific binding residues for each ligand. The GO:0005549 definition ""Binding to an odorant, any substance capable of stimulating the sense of smell"" does not apply - serotonin, histamine, norepinephrine, and tryptamine are not odorants. Deep research confirms short-form D7s ""predominantly bind biogenic amines (serotonin/5-HT, histamine, epinephrine/norepinephrine)"" [file:ANOGA/D7r1/D7r1-deep-research-falcon.md]."
ANOGA	D7r5	IPR006170,IPR036728	GO:0005549	odorant binding	REMOVE	yes		"This is a clear over-annotation based on domain homology that contradicts experimental evidence. The original study (PMID:16301315) specifically tested binding using isothermal microcalorimetry and chromatographic methods, finding that ""four of these five short D7 proteins...bind serotonin with high affinity, as well as histamine and norepinephrine. The nonbinding D7 protein [D7r5] is poorly expressed in the salivary glands and appears to be on the path to becoming a pseudogene."" Structural similarity to OBPs does not confer odorant binding function - D7r5 has lost or never had functional binding activity."
ANOGA	GPRgr22	IPR013604	GO:0016020	membrane	ACCEPT	no		"This is a valid inference from the 7TM chemoreceptor domain. While ""plasma membrane"" (GO:0005886) is more specific, having both annotations is acceptable as the IEA annotation is independently derived from domain analysis."
ANOGA	GPRgr22	IPR013604	GO:0050909	sensory perception of taste	REMOVE	yes		Despite belonging to the gustatory receptor family, Gr22 functions in olfactory CO2 chemosensation, not taste. The receptor is expressed in maxillary palp sensilla that detect volatile CO2 for host-seeking behavior, not in taste sensilla on the proboscis. Literature consistently describes this as an olfactory pathway (Jones et al. 2007, Liu et al. 2020). The annotation is based on family nomenclature rather than actual function.
ANOGA	NPAC	IPR006115	GO:0050661	NADP binding	KEEP_AS_NON_CORE	yes		"The structural capacity to bind NADP is plausible given the Rossmann fold architecture, but the dehydrogenase domain is catalytically inert. Fang et al. (2013) reported ""attempts to identify the intrinsic enzymatic activity of NPAC as a potential dehydrogenase were unsuccessful."" The binding may be structural or regulatory rather than catalytic, and the functional significance of NADP binding is unclear. This is not a core function of the protein."
ANOGA	NPAC	IPR029154	GO:0051287	NAD binding	KEEP_AS_NON_CORE	yes		"The structural NAD binding capacity is plausible given the conserved Rossmann fold, but the domain serves as ""a catalytically inert oligomerization module"" rather than performing redox chemistry. NAD binding is not a core function of this protein."
ANOGA	PGRPLB	IPR006619	GO:0008270	zinc ion binding	ACCEPT	no		Correct annotation. PGRP-LB is a catalytic amidase that requires zinc for its enzymatic activity. The InterPro-based annotation correctly identifies PGRP-LB as a zinc-dependent enzyme, in contrast to non-catalytic PGRPs like PGRP-S1 which have lost the zinc-binding residues.
ANOGA	PGRPLB	IPR002502,IPR006619,IPR036505	GO:0008745	N-acetylmuramoyl-L-alanine amidase activity	ACCEPT	no		Correct annotation, duplicates the IBA annotation. PGRP-LB retains the catalytic residues required for amidase activity, unlike non-catalytic PGRPs like PGRP-S1. The IEA annotation from InterPro is well-supported by domain analysis.
ANOGA	PGRPLB	IPR002502,IPR006619,IPR036505	GO:0009253	peptidoglycan catabolic process	ACCEPT	no		Correct annotation. PGRP-LB enzymatically degrades peptidoglycan through its N-acetylmuramoyl-L-alanine amidase activity. This is a core biological process annotation that accurately reflects PGRP-LB's catalytic function.
ANOGA	PGRPLB	IPR017331	GO:0042834	peptidoglycan binding	ACCEPT	no		Correct annotation. PGRP-LB retains the peptidoglycan binding function through its PGRP domain. Substrate binding is essential for its catalytic amidase activity. The IEA annotation from InterPro is appropriate.
ANOGA	PGRPLC	IPR006619	GO:0008270	zinc ion binding	UNDECIDED	yes		"The InterPro PGRP domain annotation (IPR006619) suggests potential zinc binding based on structural homology to catalytic PGRPs. However, the deep research (file:ANOGA/PGRPLC/PGRPLC-deep-research-falcon.md) explicitly states PGRPLC is non-catalytic and ""no amidase activity reported."" Catalytic PGRPs require zinc for amidase activity, but non-catalytic PGRPs may have lost critical zinc-coordinating residues. Without specific structural data for Anopheles PGRPLC showing zinc coordination, this annotation remains uncertain."
ANOGA	PGRPLC	IPR002502,IPR006619,IPR036505	GO:0008745	N-acetylmuramoyl-L-alanine amidase activity	REMOVE	yes		Same rationale as for the IBA annotation above. The InterPro domains (IPR002502, IPR006619, IPR036505) are structural domains that can be present in both catalytic and non-catalytic PGRPs. PGRPLC uses this fold for peptidoglycan binding and receptor function, NOT for enzymatic hydrolysis. The literature explicitly confirms this is a non-catalytic receptor PGRP (file:ANOGA/PGRPLC/PGRPLC-deep-research-falcon.md).
